GEO_ID,B05003G_001E,B05003G_001M,B05003G_002E,B05003G_002M,B05003G_003E,B05003G_003M,B05003G_004E,B05003G_004M,B05003G_005E,B05003G_005M,B05003G_006E,B05003G_006M,B05003G_007E,B05003G_007M,B05003G_008E,B05003G_008M,B05003G_009E,B05003G_009M,B05003G_010E,B05003G_010M,B05003G_011E,B05003G_011M,B05003G_012E,B05003G_012M,B05003G_013E,B05003G_013M,B05003G_014E,B05003G_014M,B05003G_015E,B05003G_015M,B05003G_016E,B05003G_016M,B05003G_017E,B05003G_017M,B05003G_018E,B05003G_018M,B05003G_019E,B05003G_019M,B05003G_020E,B05003G_020M,B05003G_021E,B05003G_021M,B05003G_022E,B05003G_022M,B05003G_023E,B05003G_023M,NAME,B05003G_001EA,B05003G_001MA,B05003G_002MA,B05003G_002EA,B05003G_003EA,B05003G_003MA,B05003G_004EA,B05003G_004MA,B05003G_005EA,B05003G_005MA,B05003G_006EA,B05003G_006MA,B05003G_007EA,B05003G_007MA,B05003G_008MA,B05003G_008EA,B05003G_009MA,B05003G_009EA,B05003G_010EA,B05003G_010MA,B05003G_011EA,B05003G_011MA,B05003G_012EA,B05003G_012MA,B05003G_013MA,B05003G_013EA,B05003G_014MA,B05003G_014EA,B05003G_015EA,B05003G_015MA,B05003G_016EA,B05003G_016MA,B05003G_017EA,B05003G_017MA,B05003G_018EA,B05003G_018MA,B05003G_019MA,B05003G_019EA,B05003G_020MA,B05003G_020EA,B05003G_021EA,B05003G_021MA,B05003G_022EA,B05003G_022MA,B05003G_023EA,B05003G_023MA,state
0400000US01,47293,4936,22590,3151,9566,2086,9500,2099,66,75,0,270,66,75,13024,2009,12371,1995,653,376,417,296,236,229,24703,2906,9194,1787,9024,1783,170,191,0,270,170,191,15509,2144,14778,2043,731,364,423,276,308,239,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,138275,9284,66181,5495,37005,4400,36790,4401,215,206,103,146,112,137,29176,2749,25972,2626,3204,873,1632,629,1572,611,72094,5781,38372,3889,38195,3860,177,171,0,291,177,171,33722,3136,29255,2913,4467,1090,2535,695,1932,727,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1095996,23933,542745,14845,282190,11548,278182,11420,4008,1015,989,508,3019,964,260555,9515,222173,8560,38382,3179,19071,1869,19311,2744,553251,15364,271519,11864,267823,11618,3696,1486,828,721,2868,1217,281732,9570,239672,9852,42060,3292,25365,2676,16695,2118,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,119017,7200,58162,4651,29292,3336,29113,3326,179,191,179,191,0,274,28870,2546,26924,2447,1946,1171,538,401,1408,1138,60855,4310,32074,3169,32032,3153,42,71,0,274,42,71,28781,2692,26836,2567,1945,851,899,492,1046,610,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56822,5253,26920,2727,16019,2326,15831,2321,188,166,96,114,92,115,10901,1728,8814,1556,2087,740,1029,460,1058,626,29902,3681,14492,2256,14256,2236,236,182,0,274,236,182,15410,2187,13066,1979,2344,845,1544,609,800,617,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,277978,13772,141028,8174,61818,5040,58631,4923,3187,1253,327,228,2860,1259,79210,6072,51864,4077,27346,4424,12860,1868,14486,4082,136950,8027,57923,5218,55832,5271,2091,870,551,498,1540,647,79027,5644,50112,3585,28915,3767,17169,2440,11746,2722,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
