GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002EA,B23002G_002MA,B23002G_003EA,B23002G_003MA,B23002G_004EA,B23002G_004MA,B23002G_005MA,B23002G_005EA,B23002G_006MA,B23002G_006EA,B23002G_007MA,B23002G_007EA,B23002G_008EA,B23002G_008MA,B23002G_009EA,B23002G_009MA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012MA,B23002G_012EA,B23002G_013EA,B23002G_013MA,B23002G_014EA,B23002G_014MA,B23002G_015EA,B23002G_015MA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018MA,B23002G_018EA,B23002G_019EA,B23002G_019MA,B23002G_020EA,B23002G_020MA,B23002G_021MA,B23002G_021EA,B23002G_022MA,B23002G_022EA,B23002G_023MA,B23002G_023EA,B23002G_024EA,B23002G_024MA,B23002G_025EA,B23002G_025MA,B23002G_026EA,B23002G_026MA,B23002G_027MA,B23002G_027EA,B23002G_028MA,B23002G_028EA,B23002G_029MA,B23002G_029EA,B23002G_030MA,B23002G_030EA,B23002G_031EA,B23002G_031MA,B23002G_032MA,B23002G_032EA,B23002G_033MA,B23002G_033EA,B23002G_034MA,B23002G_034EA,B23002G_035EA,B23002G_035MA,B23002G_036EA,B23002G_036MA,B23002G_037EA,B23002G_037MA,B23002G_038MA,B23002G_038EA,B23002G_039MA,B23002G_039EA,B23002G_040MA,B23002G_040EA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043MA,B23002G_043EA,B23002G_044MA,B23002G_044EA,B23002G_045MA,B23002G_045EA,B23002G_046EA,B23002G_046MA,B23002G_047EA,B23002G_047MA,B23002G_048EA,B23002G_048MA,B23002G_049MA,B23002G_049EA,B23002G_050MA,B23002G_050EA,B23002G_051MA,B23002G_051EA,B23002G_052EA,B23002G_052MA,B23002G_053EA,B23002G_053MA,B23002G_054MA,B23002G_054EA,B23002G_055MA,B23002G_055EA,B23002G_056MA,B23002G_056EA,B23002G_057EA,B23002G_057MA,B23002G_058EA,B23002G_058MA,B23002G_059EA,B23002G_059MA,B23002G_060MA,B23002G_060EA,B23002G_061MA,B23002G_061EA,B23002G_062MA,B23002G_062EA,B23002G_063EA,B23002G_063MA,B23002G_064EA,B23002G_064MA,B23002G_065MA,B23002G_065EA,B23002G_066MA,B23002G_066EA,B23002G_067MA,B23002G_067EA,B23002G_068EA,B23002G_068MA,B23002G_069EA,B23002G_069MA,B23002G_070EA,B23002G_070MA,B23002G_071MA,B23002G_071EA,B23002G_072MA,B23002G_072EA,B23002G_073MA,B23002G_073EA,B23002G_074EA,B23002G_074MA,B23002G_075EA,B23002G_075MA,B23002G_076MA,B23002G_076EA,B23002G_077MA,B23002G_077EA,B23002G_078MA,B23002G_078EA,B23002G_079EA,B23002G_079MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23865,2614,11556,1446,2340,715,1019,572,0,233,1019,572,875,531,144,139,1321,616,2178,760,2015,733,66,97,1949,733,1550,689,399,336,163,165,5690,1079,4778,1033,91,120,4687,1006,4388,1002,299,221,912,310,737,330,487,231,0,233,487,231,487,231,0,233,250,248,206,150,0,233,0,233,0,233,206,150,405,301,49,84,49,84,0,233,356,287,12309,1692,2185,891,746,328,0,233,746,328,680,319,66,98,1439,785,2016,583,1106,458,0,233,1106,458,841,371,265,208,910,427,6496,997,4513,926,47,80,4466,923,3895,909,571,276,1983,541,806,330,396,236,0,233,396,236,396,236,0,233,410,265,120,137,35,58,35,58,0,233,85,125,686,378,12,21,12,21,0,233,674,378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,69182,4713,31915,2963,4301,953,1841,699,0,291,1841,699,1461,557,380,359,2460,698,4147,1095,2992,925,74,130,2918,906,2676,872,242,210,1155,627,18308,2112,15737,1833,187,229,15550,1845,14922,1865,628,420,2571,841,2828,810,1613,579,0,291,1613,579,1457,560,156,157,1215,603,829,406,200,174,200,174,0,291,629,347,1502,637,129,158,129,158,0,291,1373,624,37267,3342,6205,1317,3081,1003,34,63,3047,1008,2354,903,693,410,3124,824,5674,1414,4151,1023,48,80,4103,1011,3513,968,590,428,1523,887,18448,2182,13257,2100,32,54,13225,2099,12428,2125,797,556,5191,1035,3669,1021,2428,854,0,291,2428,854,2428,854,0,291,1241,493,1585,537,236,204,195,190,41,72,1349,498,1686,625,101,168,101,168,0,291,1585,592,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22609,2954,10905,1719,1857,798,961,548,0,260,961,548,532,435,429,347,896,545,853,461,853,461,0,260,853,461,736,429,117,128,0,260,5545,1060,3772,883,83,152,3689,863,3214,802,475,479,1773,612,924,339,521,255,0,260,521,255,489,249,32,53,403,220,652,341,267,239,134,126,133,197,385,269,1074,468,247,240,184,202,63,107,827,415,11704,1834,1200,474,723,366,0,260,723,366,459,236,264,272,477,311,1130,896,972,868,0,260,972,868,417,294,555,831,158,223,5645,1230,3985,994,0,260,3985,994,3730,977,255,206,1660,625,1468,547,589,322,0,260,589,322,589,322,0,260,879,497,927,424,152,220,152,220,0,260,775,410,1334,546,185,168,185,168,0,260,1149,510,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,595370,14809,287519,9642,43522,3565,18644,2334,0,293,18644,2334,13147,2033,5497,1122,24878,2454,42089,3546,33709,3353,379,376,33330,3360,28243,2758,5087,1458,8380,1531,158742,6858,138489,6550,1537,709,136952,6484,128316,6092,8636,1496,20253,1880,23606,2389,14450,1695,0,293,14450,1695,13631,1627,819,368,9156,1562,7958,1195,2220,694,2070,675,150,195,5738,1061,11602,1364,1887,594,1784,595,103,123,9715,1340,307851,10056,44673,3605,20025,2543,0,293,20025,2543,16623,2307,3402,991,24648,2545,41755,3955,31692,3075,0,293,31692,3075,28259,2858,3433,833,10063,2032,168080,6647,119071,5727,119,143,118952,5710,109541,5335,9411,1680,49009,3442,28581,2403,16149,2032,0,293,16149,2032,15207,2061,942,365,12432,1554,8346,1251,1657,675,1400,635,257,238,6689,1106,16416,1739,1489,659,1489,659,0,293,14927,1629,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,63325,4580,31881,2838,4780,1143,2741,845,0,274,2741,845,2076,746,665,407,2039,675,4307,1352,3385,1042,0,274,3385,1042,2890,1069,495,373,922,741,18885,1968,17052,1899,226,290,16826,1889,16044,1900,782,394,1833,616,2597,647,1815,575,0,274,1815,575,1815,575,0,274,782,314,485,268,180,148,139,139,41,54,305,224,827,481,209,306,209,306,0,274,618,365,31444,2768,3739,917,1950,537,0,274,1950,537,1451,566,499,360,1789,640,5031,1327,4093,1172,0,274,4093,1172,3538,1098,555,366,938,571,18518,2240,14595,1985,38,67,14557,1975,12520,1694,2037,766,3923,1119,2345,766,1585,678,0,274,1585,678,1536,669,49,74,760,328,314,324,88,115,51,88,37,72,226,298,1497,618,211,210,116,139,95,157,1286,617,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,29145,3284,12452,1822,2286,803,891,528,0,274,891,528,586,442,305,298,1395,671,1042,543,1009,533,114,174,895,487,710,424,185,266,33,57,6784,1489,5890,1497,0,274,5890,1497,5064,1374,826,535,894,606,1012,476,673,382,0,274,673,382,474,329,199,188,339,238,619,442,401,409,401,409,0,274,218,166,709,452,46,78,46,78,0,274,663,432,16693,2351,2270,962,1260,612,0,274,1260,612,541,348,719,447,1010,752,2014,837,1689,815,0,274,1689,815,1420,733,269,219,325,236,9199,1460,6678,1331,0,274,6678,1331,6118,1269,560,347,2521,810,1386,683,741,444,0,274,741,444,741,444,0,274,645,387,425,260,127,165,127,165,0,274,298,192,1399,781,112,134,112,134,0,274,1287,768,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,167031,10461,83743,6232,9541,1646,4568,1286,0,301,4568,1286,3173,878,1395,719,4973,1307,9119,1976,7364,1964,219,208,7145,1967,6908,1990,237,223,1755,560,46592,4044,40195,3950,1045,572,39150,3907,38064,3890,1086,466,6397,1406,7995,1522,4785,1190,0,301,4785,1190,4503,1125,282,238,3210,934,3727,1225,552,375,449,310,103,169,3175,1137,6769,1199,572,315,520,315,52,89,6197,1175,83288,5956,8150,1534,3576,1018,0,301,3576,1018,3102,923,474,304,4574,1140,8155,1541,6249,1369,68,99,6181,1371,5317,1250,864,478,1906,694,46427,3972,31472,3423,35,61,31437,3422,28372,3349,3065,841,14955,1987,8508,1385,4136,946,0,301,4136,946,3835,962,301,293,4372,961,3808,1092,1038,505,1038,505,0,301,2770,855,8240,1510,309,192,264,181,45,76,7931,1511,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
