GEO_ID,B24010B_001E,B24010B_001M,B24010B_002E,B24010B_002M,B24010B_003E,B24010B_003M,B24010B_004E,B24010B_004M,B24010B_005E,B24010B_005M,B24010B_006E,B24010B_006M,B24010B_007E,B24010B_007M,B24010B_008E,B24010B_008M,B24010B_009E,B24010B_009M,B24010B_010E,B24010B_010M,B24010B_011E,B24010B_011M,B24010B_012E,B24010B_012M,B24010B_013E,B24010B_013M,B24010B_014E,B24010B_014M,B24010B_015E,B24010B_015M,B24010B_016E,B24010B_016M,B24010B_017E,B24010B_017M,B24010B_018E,B24010B_018M,B24010B_019E,B24010B_019M,B24010B_020E,B24010B_020M,B24010B_021E,B24010B_021M,B24010B_022E,B24010B_022M,B24010B_023E,B24010B_023M,B24010B_024E,B24010B_024M,B24010B_025E,B24010B_025M,B24010B_026E,B24010B_026M,B24010B_027E,B24010B_027M,B24010B_028E,B24010B_028M,B24010B_029E,B24010B_029M,B24010B_030E,B24010B_030M,B24010B_031E,B24010B_031M,B24010B_032E,B24010B_032M,B24010B_033E,B24010B_033M,B24010B_034E,B24010B_034M,B24010B_035E,B24010B_035M,B24010B_036E,B24010B_036M,B24010B_037E,B24010B_037M,B24010B_038E,B24010B_038M,B24010B_039E,B24010B_039M,B24010B_040E,B24010B_040M,B24010B_041E,B24010B_041M,B24010B_042E,B24010B_042M,B24010B_043E,B24010B_043M,B24010B_044E,B24010B_044M,B24010B_045E,B24010B_045M,B24010B_046E,B24010B_046M,B24010B_047E,B24010B_047M,B24010B_048E,B24010B_048M,B24010B_049E,B24010B_049M,B24010B_050E,B24010B_050M,B24010B_051E,B24010B_051M,B24010B_052E,B24010B_052M,B24010B_053E,B24010B_053M,B24010B_054E,B24010B_054M,B24010B_055E,B24010B_055M,B24010B_056E,B24010B_056M,B24010B_057E,B24010B_057M,B24010B_058E,B24010B_058M,B24010B_059E,B24010B_059M,B24010B_060E,B24010B_060M,B24010B_061E,B24010B_061M,B24010B_062E,B24010B_062M,B24010B_063E,B24010B_063M,NAME,B24010B_001MA,B24010B_001EA,B24010B_002EA,B24010B_002MA,B24010B_003EA,B24010B_003MA,B24010B_004EA,B24010B_004MA,B24010B_005MA,B24010B_005EA,B24010B_006MA,B24010B_006EA,B24010B_007MA,B24010B_007EA,B24010B_008EA,B24010B_008MA,B24010B_009EA,B24010B_009MA,B24010B_010MA,B24010B_010EA,B24010B_011MA,B24010B_011EA,B24010B_012MA,B24010B_012EA,B24010B_013EA,B24010B_013MA,B24010B_014EA,B24010B_014MA,B24010B_015EA,B24010B_015MA,B24010B_016MA,B24010B_016EA,B24010B_017MA,B24010B_017EA,B24010B_018MA,B24010B_018EA,B24010B_019EA,B24010B_019MA,B24010B_020EA,B24010B_020MA,B24010B_021MA,B24010B_021EA,B24010B_022MA,B24010B_022EA,B24010B_023MA,B24010B_023EA,B24010B_024EA,B24010B_024MA,B24010B_025EA,B24010B_025MA,B24010B_026EA,B24010B_026MA,B24010B_027MA,B24010B_027EA,B24010B_028MA,B24010B_028EA,B24010B_029MA,B24010B_029EA,B24010B_030EA,B24010B_030MA,B24010B_031EA,B24010B_031MA,B24010B_032MA,B24010B_032EA,B24010B_033MA,B24010B_033EA,B24010B_034MA,B24010B_034EA,B24010B_035EA,B24010B_035MA,B24010B_036EA,B24010B_036MA,B24010B_037EA,B24010B_037MA,B24010B_038MA,B24010B_038EA,B24010B_039MA,B24010B_039EA,B24010B_040EA,B24010B_040MA,B24010B_041EA,B24010B_041MA,B24010B_042EA,B24010B_042MA,B24010B_043MA,B24010B_043EA,B24010B_044MA,B24010B_044EA,B24010B_045EA,B24010B_045MA,B24010B_046EA,B24010B_046MA,B24010B_047EA,B24010B_047MA,B24010B_048EA,B24010B_048MA,B24010B_049MA,B24010B_049EA,B24010B_050EA,B24010B_050MA,B24010B_051EA,B24010B_051MA,B24010B_052EA,B24010B_052MA,B24010B_053EA,B24010B_053MA,B24010B_054MA,B24010B_054EA,B24010B_055EA,B24010B_055MA,B24010B_056EA,B24010B_056MA,B24010B_057EA,B24010B_057MA,B24010B_058EA,B24010B_058MA,B24010B_059EA,B24010B_059MA,B24010B_060EA,B24010B_060MA,B24010B_061EA,B24010B_061MA,B24010B_062EA,B24010B_062MA,B24010B_063EA,B24010B_063MA,state
0400000US01,447796,8561,209300,5295,29357,3217,12384,1909,8942,1713,161,174,3281,1159,16973,2458,2247,834,2228,914,1404,847,3082,1051,181,189,5193,1263,866,454,1772,832,40407,3418,1257,614,9423,2110,14408,2394,10999,1733,4320,1265,31011,3064,12741,2021,18270,2536,2033,696,30248,3543,17008,2318,13240,2511,76244,4792,35566,2989,40678,4265,238496,5379,61349,4627,16643,2345,9843,1763,0,270,6800,1614,44706,3859,2880,1225,658,392,1204,1048,6478,1509,1480,769,17754,2366,966,605,13286,1926,67578,4819,18456,2717,2529,822,22925,3098,13948,2078,9720,2138,72692,4075,29488,3449,43204,3456,488,290,2545,1141,1676,1044,869,437,33844,2706,28394,2543,5450,1352,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,80678,4056,46939,2575,14870,2426,5642,1564,3335,1030,0,291,2307,1282,9228,2161,1184,653,1062,524,54,89,1625,1124,345,217,1608,767,2018,1011,1332,532,9089,2267,1486,1550,2397,804,2837,952,1676,972,693,375,10772,1926,4890,1203,5882,1682,214,245,3999,1120,2282,774,1717,811,7995,1819,2069,768,5926,1722,33739,2634,11514,2260,4230,1424,1650,731,0,291,2580,1405,7284,1550,600,453,201,245,251,361,935,464,51,87,1872,819,509,370,2865,951,6265,1582,1348,559,888,713,1783,779,291,374,1955,658,14226,2204,3902,1143,10324,1931,0,291,302,358,0,291,302,358,1432,728,269,285,1163,646,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,157965,4580,71113,3199,10698,1722,4724,1399,3251,1108,444,332,1029,744,5974,1178,598,315,871,562,115,144,1392,637,199,330,1384,604,672,511,743,407,14647,1688,1760,822,3692,1071,2739,755,5642,1320,814,424,10971,1915,3694,1129,7277,1696,1922,610,6564,1491,4774,1334,1790,795,26311,2798,11165,2135,15146,2122,86852,3432,22930,2400,5544,1443,2907,1035,0,260,2637,923,17386,1867,571,359,53,73,406,299,3158,886,300,227,8521,1470,617,515,3760,914,24239,2854,6813,1538,1146,545,7298,1594,4042,1084,4940,1079,25782,3110,9965,1958,15817,2766,24,46,367,331,265,321,102,125,13510,2028,10866,1883,2644,708,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,867756,14958,416955,9718,124417,7075,52476,5084,33544,3850,382,584,18550,2960,71941,6217,11888,2622,8920,1734,2339,1027,10226,2115,3892,1288,13988,2341,12807,2479,7881,1840,77569,6126,4903,1421,29160,4255,10643,1894,20508,3260,12355,2579,93698,5653,44872,4384,48826,3589,807,487,44980,4399,19095,2843,25885,3722,75484,5289,18603,2655,56881,4857,450801,9854,166278,7771,56258,4815,35030,3618,0,293,21228,2802,110020,6174,7042,1990,1190,565,2839,911,16398,2341,5350,1364,33742,3543,9711,2485,33748,4387,87634,5527,19854,2414,11361,2101,11730,1945,8337,1651,36352,3873,173851,7214,46701,4822,127150,6809,673,603,3377,1035,453,265,2924,1018,18988,3109,7559,2223,11429,2087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75762,3986,39763,2242,11796,2086,4748,1187,2987,890,0,274,1761,774,7048,1895,3047,1099,384,284,57,93,199,186,173,222,2050,1251,508,352,630,519,6945,1482,528,373,1564,770,1856,767,2315,724,682,425,9662,1923,3638,1165,6024,1655,134,230,4703,1178,2452,804,2251,965,6523,1270,2031,648,4492,1078,35999,2680,9185,1786,3419,1035,1245,564,0,274,2174,917,5766,1479,773,471,162,203,159,239,1070,686,189,181,1223,551,516,348,1674,874,7192,1461,1884,645,757,431,1822,935,793,583,1936,745,16326,2294,3516,1007,12810,2045,0,274,297,304,0,274,297,304,2999,1575,1320,1327,1679,903,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,141294,5397,64022,3129,14854,2553,7187,1836,5265,1646,0,274,1922,832,7667,2097,1599,1233,740,547,80,132,2149,936,321,282,1297,585,719,510,762,624,14540,2417,950,535,3452,1260,3488,1263,4974,1340,1676,605,11652,2280,5037,1355,6615,1556,0,274,7186,1597,4449,1339,2737,1038,15790,2123,6575,1666,9215,1975,77272,3814,20043,2278,7862,1835,3877,1362,0,274,3985,1392,12181,1886,899,450,238,237,807,667,2136,787,712,469,3132,1227,1043,652,3214,774,23861,2901,10357,1752,1203,518,3968,1158,3309,1334,5024,1613,26007,2932,8501,1943,17506,2360,0,274,500,369,280,311,220,169,6861,1926,4369,1533,2492,1299,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,75458,3018,34297,1806,9911,1847,3725,1165,2288,907,0,262,1437,758,6186,1449,1095,623,333,239,548,323,1544,759,0,262,1266,736,478,388,922,622,5648,1428,105,119,1789,787,1001,651,2096,862,657,637,5817,1561,2393,869,3424,1285,205,180,3343,991,2187,862,1156,557,9373,1799,2712,1018,6661,1449,41161,2255,13390,1793,4892,1092,2952,865,0,262,1940,743,8498,1345,368,257,227,300,629,491,2018,641,338,314,1703,686,98,120,3117,806,10108,1503,3986,1150,593,477,1596,821,2166,789,1767,711,14253,1944,3234,986,11019,1778,0,262,102,145,0,262,102,145,3308,1026,2329,793,979,697,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112924,3243,50941,2652,15466,2041,6155,1112,4244,971,0,286,1911,575,9311,1683,1510,782,437,367,316,259,1584,723,1405,667,2028,906,1037,616,994,480,10328,1492,616,294,2802,859,1875,711,3547,924,1488,636,10560,1449,3667,1057,6893,1214,0,286,7282,1765,5379,1306,1903,890,7305,1593,1512,757,5793,1418,61983,2614,27092,2232,9320,1405,5229,1122,0,286,4091,1017,17772,2073,1376,516,439,361,799,580,1634,544,2195,733,7558,1447,1598,799,2173,795,13298,2004,1839,786,3671,1264,2240,828,3179,988,2369,881,19678,2250,3433,923,16245,1975,0,286,587,440,105,124,482,431,1328,557,625,283,703,452,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1098017,15527,523827,10169,92066,6280,36495,4019,25269,3346,297,397,10929,2060,55571,5198,8616,2106,7060,1832,1403,786,8867,2253,1704,770,11877,2673,6760,1873,9284,2145,115633,6976,6618,2217,23930,3700,33389,3522,43565,4481,8131,2021,95774,7488,44367,4591,51407,5893,2402,834,98146,6775,64857,5793,33289,4188,119806,6150,33198,3942,86608,5123,574190,11206,159352,8261,42838,4074,23504,2631,0,301,19334,3000,116514,7897,3799,1050,1431,1111,2122,749,16113,2565,2403,860,37998,3880,3366,1071,49282,5316,180848,8467,55745,4944,15782,2610,38151,4618,37255,3333,33915,3454,191364,7531,68001,4483,123363,6452,1086,643,3745,1220,2465,1072,1280,533,37795,4527,20599,3033,17196,2921,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
