GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001MA,B17001B_001EA,B17001B_002MA,B17001B_002EA,B17001B_003MA,B17001B_003EA,B17001B_004EA,B17001B_004MA,B17001B_005EA,B17001B_005MA,B17001B_006MA,B17001B_006EA,B17001B_007MA,B17001B_007EA,B17001B_008MA,B17001B_008EA,B17001B_009EA,B17001B_009MA,B17001B_010EA,B17001B_010MA,B17001B_011MA,B17001B_011EA,B17001B_012MA,B17001B_012EA,B17001B_013MA,B17001B_013EA,B17001B_014EA,B17001B_014MA,B17001B_015EA,B17001B_015MA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018EA,B17001B_018MA,B17001B_019MA,B17001B_019EA,B17001B_020MA,B17001B_020EA,B17001B_021EA,B17001B_021MA,B17001B_022EA,B17001B_022MA,B17001B_023EA,B17001B_023MA,B17001B_024EA,B17001B_024MA,B17001B_025MA,B17001B_025EA,B17001B_026MA,B17001B_026EA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029EA,B17001B_029MA,B17001B_030MA,B17001B_030EA,B17001B_031MA,B17001B_031EA,B17001B_032EA,B17001B_032MA,B17001B_033EA,B17001B_033MA,B17001B_034EA,B17001B_034MA,B17001B_035EA,B17001B_035MA,B17001B_036MA,B17001B_036EA,B17001B_037MA,B17001B_037EA,B17001B_038EA,B17001B_038MA,B17001B_039EA,B17001B_039MA,B17001B_040EA,B17001B_040MA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043EA,B17001B_043MA,B17001B_044EA,B17001B_044MA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047MA,B17001B_047EA,B17001B_048MA,B17001B_048EA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051MA,B17001B_051EA,B17001B_052MA,B17001B_052EA,B17001B_053MA,B17001B_053EA,B17001B_054EA,B17001B_054MA,B17001B_055EA,B17001B_055MA,B17001B_056MA,B17001B_056EA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059EA,B17001B_059MA,state
0400000US01,1141563,5525,361505,14904,139142,7688,24960,2383,3778,1106,23880,3064,13313,2589,3492,1145,5058,1030,18635,2516,9756,1794,8823,1793,12306,1775,6378,1314,4994,1243,3769,1053,222363,9333,27317,2636,3888,1158,23661,2273,14035,2318,3059,1164,6020,991,28519,2684,36063,3509,26484,2593,19109,1947,13352,1456,9761,1370,11095,1195,780058,14783,379229,7769,19904,2312,6034,1403,30591,3070,17614,2232,6619,1176,13855,1478,42464,2750,57305,3000,59273,2513,59320,2446,36543,1643,18675,1341,11032,1229,400829,9195,19099,2197,4944,1241,29307,2688,18276,2511,6684,1529,12663,1368,35996,2555,53725,3235,62315,2964,71402,2349,40950,1517,26044,1546,19424,1455,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22103,850,4764,1965,2214,1264,255,356,0,233,411,361,406,344,151,226,110,181,0,233,154,202,573,472,73,125,81,137,0,233,0,233,2550,1076,0,233,218,247,446,328,242,249,142,236,66,105,0,233,378,377,645,429,374,337,39,64,0,233,0,233,17339,2149,8631,1183,570,466,82,137,950,527,644,519,153,160,150,160,1088,529,1643,685,1469,667,915,595,634,292,165,140,168,181,8708,1419,1311,540,174,165,918,525,440,336,61,103,301,240,894,588,1365,585,1390,607,966,553,380,242,241,218,267,207,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,179639,5364,37988,4835,16858,2439,2498,983,274,235,1899,794,1706,787,389,365,1101,538,2381,933,2246,759,1794,624,999,541,1139,622,184,195,248,305,21130,3327,2431,1088,393,307,2263,955,1412,625,281,198,963,565,2959,982,3051,1021,2504,804,1889,767,1822,613,501,388,661,306,141651,6339,75610,3533,4470,1129,549,305,8047,1836,3452,1037,1918,981,1834,733,7861,1153,12929,1325,13234,996,10870,656,5294,756,3694,477,1458,390,66041,3896,4429,1128,769,440,6313,1328,3994,1147,1118,562,1857,609,6708,1226,10175,1296,10120,1057,9797,934,4874,728,3943,501,1944,303,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,410234,5351,139002,7897,56056,4425,6854,1579,1185,485,10520,1631,5748,1508,1647,598,2404,863,7062,1384,5868,1340,4597,1315,4093,1319,3554,869,1319,480,1205,570,82946,5383,10211,1859,1583,738,11025,2055,4495,1120,1433,629,3260,809,11376,1799,13349,1787,9198,1482,6612,1245,3515,778,2916,741,3973,715,271232,8351,130382,4833,9371,1497,1121,573,10154,1664,7183,1286,2098,570,6058,1325,13755,1676,19604,1802,18875,1343,21971,1468,10192,1079,6222,754,3778,599,140850,5386,6903,1562,910,442,12293,1821,6141,1273,2318,926,4809,924,13173,1732,19942,2346,23692,1843,22518,1683,13006,1044,8628,880,6517,767,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2150437,16335,447097,24215,197431,12664,30328,3707,3592,1330,30475,3489,17983,3253,5508,1679,11770,2049,25723,3229,14877,2526,18457,3255,19434,2403,10357,1681,4422,1284,4505,1522,249666,14793,19685,2932,6183,2052,33695,4593,16264,3214,6089,1650,10547,2107,30107,3313,32449,3483,34679,3508,26676,3371,16930,2669,7265,1611,9097,1622,1703340,24590,823822,13853,56628,4889,11695,2349,73060,4833,48237,4156,13489,1789,30542,2498,78427,3632,110285,3869,137117,3884,120836,3000,74584,2104,45993,1700,22929,1692,879518,14510,57530,3475,9775,1661,76398,5058,42485,4007,16223,2454,29827,2739,77422,3283,112274,4438,141928,3990,132873,3483,88000,3207,54730,2010,40053,1779,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,165023,3495,33667,4825,16092,2799,2602,1032,621,451,1604,660,793,391,366,448,778,515,3174,1016,1073,741,2057,777,1400,538,1176,657,148,145,300,284,17575,2867,2266,802,676,618,2360,954,801,537,215,159,429,384,2619,948,3040,874,2161,1005,1294,517,717,404,332,273,665,371,131356,5485,66477,3366,4352,1319,1218,1061,5528,1703,3458,1280,1024,596,1651,740,5677,1068,11236,1060,11449,1037,10608,1012,5235,832,3751,573,1290,448,64879,3569,3264,887,1008,495,6455,1606,3133,1110,1569,753,1753,681,5481,1052,10953,1283,10682,1189,9810,1023,5427,512,3603,504,1741,432,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,308184,5162,59629,8096,24282,4077,3724,1339,564,551,2950,1067,2978,1278,910,748,2156,1145,2143,915,2280,970,3276,1264,2024,808,639,387,242,187,396,280,35347,4933,3594,1463,974,564,4849,1573,1999,873,791,498,1462,718,3646,1087,5465,1415,5260,1483,3022,975,1649,549,1190,457,1446,610,248555,8596,117782,4746,8289,1403,2208,1009,11017,1841,7572,1770,1510,644,4138,1062,12278,1512,16838,1441,18078,1465,16807,1200,10404,637,5452,386,3191,385,130773,4950,8001,1409,1498,640,10568,2082,5956,1552,2341,895,4196,1189,12200,1184,18343,1952,22706,1612,19328,1249,14163,716,6989,704,4484,733,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,161288,2062,27949,4383,11282,2215,2717,1040,0,262,1328,608,977,474,253,247,707,477,762,442,1047,642,1169,660,575,422,1284,640,256,188,207,188,16667,2731,1505,765,313,243,1876,781,889,731,445,318,692,494,3038,951,2120,865,1703,683,1484,676,1072,410,908,553,622,301,133339,4538,63487,2260,4017,990,682,423,7703,1127,2507,829,1220,579,2097,478,7837,875,8323,799,10230,683,9346,476,4789,638,3311,305,1425,289,69852,3051,5213,1026,818,411,5807,1250,2986,766,774,448,1852,747,5754,971,10688,1078,12728,955,10940,715,6440,426,3486,498,2366,342,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,291070,2479,74218,6872,30575,3428,5066,1233,648,407,4257,1139,2746,823,836,366,1429,531,2300,624,2611,1053,2377,834,3063,880,2159,693,2018,619,1065,373,43643,4246,6187,1101,968,456,4968,1232,2332,766,866,366,894,389,2171,472,5254,1282,6330,1267,4490,888,3955,910,2308,700,2920,820,216852,7014,100817,3397,6844,1306,680,400,8035,1294,4965,995,1544,588,2528,667,5334,634,16233,1071,15253,827,15233,992,11643,804,6736,631,5789,377,116035,4437,5346,1130,986,495,6316,1233,4851,1027,1388,461,3079,594,3956,474,19517,1334,15932,1325,19530,986,14155,979,10469,702,10510,839,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2599354,13588,624913,21729,258204,12111,46562,4664,7409,1898,44862,3774,23849,3327,5465,1320,13669,2151,32376,3827,18585,2629,17441,2793,19095,3122,13547,2084,9309,1508,6035,1325,366709,14071,43205,4058,6675,1419,43092,4685,23140,3454,8012,1440,13057,2343,46880,4105,51780,3733,40326,4012,36471,3595,24291,2579,16905,2000,12875,2180,1974441,25088,963756,14021,78129,4603,13483,2485,86315,5107,57355,4103,15579,1995,36926,2949,111310,4211,139459,4712,147537,4032,134490,3996,74686,2328,44955,2147,23532,1866,1010685,14987,73587,4420,15873,2729,87762,5504,47634,4163,16389,2384,35556,3149,106730,4655,141426,4027,161381,4169,145965,4356,88605,2879,53903,2334,35874,1913,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
