GEO_ID,B15002B_001E,B15002B_001M,B15002B_002E,B15002B_002M,B15002B_003E,B15002B_003M,B15002B_004E,B15002B_004M,B15002B_005E,B15002B_005M,B15002B_006E,B15002B_006M,B15002B_007E,B15002B_007M,B15002B_008E,B15002B_008M,B15002B_009E,B15002B_009M,B15002B_010E,B15002B_010M,B15002B_011E,B15002B_011M,B15002B_012E,B15002B_012M,B15002B_013E,B15002B_013M,B15002B_014E,B15002B_014M,B15002B_015E,B15002B_015M,B15002B_016E,B15002B_016M,B15002B_017E,B15002B_017M,NAME,B15002B_001EA,B15002B_001MA,B15002B_002EA,B15002B_002MA,B15002B_003EA,B15002B_003MA,B15002B_004MA,B15002B_004EA,B15002B_005MA,B15002B_005EA,B15002B_006EA,B15002B_006MA,B15002B_007EA,B15002B_007MA,B15002B_008EA,B15002B_008MA,B15002B_009MA,B15002B_009EA,B15002B_010MA,B15002B_010EA,B15002B_011EA,B15002B_011MA,B15002B_012EA,B15002B_012MA,B15002B_013EA,B15002B_013MA,B15002B_014EA,B15002B_014MA,B15002B_015MA,B15002B_015EA,B15002B_016MA,B15002B_016EA,B15002B_017EA,B15002B_017MA,state
0400000US01,677898,4572,288174,2675,24742,2366,55062,3698,107893,4940,53783,4372,16414,2419,21318,2995,8962,1534,389724,3367,28049,2422,65789,4317,130410,5502,80851,4832,26938,2380,37828,2770,19859,2371,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,11920,976,5875,599,0,233,613,504,1591,659,2050,951,616,470,528,318,477,311,6045,586,183,209,579,529,1575,640,2064,721,770,586,518,431,356,233,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105370,2093,54089,1379,2571,1005,4755,1087,13712,2124,16745,2005,4721,1265,8115,1548,3470,921,51281,1376,2492,709,5798,1557,10883,1676,16387,1907,5319,1111,6706,1161,3696,1003,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,235144,3092,101278,1998,7530,1110,14376,1982,45631,3418,17548,2167,4406,943,7931,1654,3856,968,133866,2360,11341,1445,20976,2347,43928,3251,29862,2593,9118,1608,13246,2026,5395,1190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1280750,7253,583796,4886,24858,2962,53902,4608,155700,7637,162234,7802,57359,5290,90786,6786,38957,4636,696954,4993,23996,2583,67371,4038,176147,7341,206256,6343,75898,5384,95768,5147,51518,4445,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,100148,1949,49723,1560,384,285,3405,1070,12771,1817,16526,2238,4661,1383,8635,1596,3341,1079,50425,1667,548,374,5927,1295,11219,1804,12934,2015,6121,1672,8399,1680,5277,1352,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,183672,2646,79627,1709,6175,1408,9371,1586,34392,2791,12863,1841,3937,1083,8733,1692,4156,1103,104045,1856,5178,1468,14093,2347,37209,3334,21078,2675,6183,1196,12499,2378,7805,1635,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,96519,1008,41962,691,1746,675,6102,1153,15419,1783,9338,1726,1994,967,4379,1016,2984,861,54557,631,1790,580,6693,1226,20772,2431,12234,1890,3358,979,5632,1197,4078,987,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,199550,1606,84180,950,6523,1188,13647,1832,26193,2187,15766,1622,3446,1061,9962,1870,8643,1471,115370,942,7073,1560,18335,1897,38431,2671,23357,1940,4924,1112,12959,1951,10291,1401,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1458473,7935,648671,5296,49642,3871,101150,6159,230484,8618,119939,6780,51225,4814,65244,4706,30987,3320,809802,4701,60780,3910,122315,6034,265099,8037,159339,6756,75776,5730,83984,5084,42509,3980,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1497541,6394,656619,4151,36570,3933,98036,5895,231350,8208,133701,7002,43519,4505,82865,5534,30578,3484,840922,4614,49393,3276,119819,7113,258460,9229,184453,7748,60893,5452,110542,6538,57362,4664,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13456,895,8495,684,100,165,311,357,2848,1001,2792,899,988,611,1338,792,118,200,4961,619,0,264,0,264,563,437,1004,621,797,642,1636,799,961,736,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1042832,3598,443825,3036,26319,3355,58756,4209,139499,5879,109111,5737,32615,3946,50014,4712,27511,2932,599007,2099,26707,2731,83212,4811,157771,6680,163760,6854,54484,4380,72354,5079,40719,4477,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,302411,3525,133987,2468,5504,1020,18511,2283,51616,3303,30681,3167,9144,1859,12813,2082,5718,1595,168424,2203,5557,1004,24172,2467,50336,3240,49005,3019,14417,2261,16053,2149,8884,1655,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33397,1734,16287,1159,591,344,1652,611,4346,950,5791,1212,1164,432,1812,730,931,486,17110,1244,480,287,2754,795,4166,936,4653,1248,2336,747,1387,598,1334,497,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,82649,1610,39054,1395,1335,543,3523,996,13031,1742,9845,1476,3943,996,4820,1125,2557,927,43595,1324,579,430,5235,996,15931,1845,9917,1640,4579,1123,4925,1290,2429,699,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,175520,3533,77511,2369,3765,894,11220,1424,27256,2684,19057,1961,5932,1463,7270,1391,3011,954,98009,2337,3813,957,17593,2196,31315,2347,24063,2062,8127,1498,9437,1896,3661,927,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,797664,4191,343784,2655,36962,4101,70379,4448,128313,6366,60125,5380,9756,1901,28273,4183,9976,1523,453880,3102,36056,3368,81688,5364,154370,6934,94078,4952,21612,2652,43229,4721,22847,2897,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4111,597,2265,666,285,278,75,118,601,343,469,381,195,209,418,357,222,226,1846,557,456,335,0,229,543,508,386,404,257,240,165,204,39,76,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,954521,3149,414386,1915,15792,1946,52958,4723,135004,6106,89381,5429,21972,2741,60446,4467,38833,4058,540135,2413,19907,1822,58542,4647,159622,6465,131307,6035,37736,3761,80133,5064,52888,4348,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,212953,5116,97345,2895,4920,1203,10737,1952,33690,3836,19274,2318,9009,2034,11236,1580,8479,1346,115608,2987,6840,1451,12894,1943,35306,3187,25795,2741,9672,1839,15809,2089,9292,1726,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
