GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001EA,B17001F_001MA,B17001F_002EA,B17001F_002MA,B17001F_003MA,B17001F_003EA,B17001F_004MA,B17001F_004EA,B17001F_005EA,B17001F_005MA,B17001F_006EA,B17001F_006MA,B17001F_007EA,B17001F_007MA,B17001F_008MA,B17001F_008EA,B17001F_009MA,B17001F_009EA,B17001F_010MA,B17001F_010EA,B17001F_011EA,B17001F_011MA,B17001F_012EA,B17001F_012MA,B17001F_013MA,B17001F_013EA,B17001F_014MA,B17001F_014EA,B17001F_015EA,B17001F_015MA,B17001F_016EA,B17001F_016MA,B17001F_017EA,B17001F_017MA,B17001F_018MA,B17001F_018EA,B17001F_019MA,B17001F_019EA,B17001F_020EA,B17001F_020MA,B17001F_021MA,B17001F_021EA,B17001F_022EA,B17001F_022MA,B17001F_023MA,B17001F_023EA,B17001F_024MA,B17001F_024EA,B17001F_025EA,B17001F_025MA,B17001F_026EA,B17001F_026MA,B17001F_027EA,B17001F_027MA,B17001F_028MA,B17001F_028EA,B17001F_029MA,B17001F_029EA,B17001F_030MA,B17001F_030EA,B17001F_031MA,B17001F_031EA,B17001F_032MA,B17001F_032EA,B17001F_033EA,B17001F_033MA,B17001F_034EA,B17001F_034MA,B17001F_035MA,B17001F_035EA,B17001F_036MA,B17001F_036EA,B17001F_037MA,B17001F_037EA,B17001F_038EA,B17001F_038MA,B17001F_039EA,B17001F_039MA,B17001F_040MA,B17001F_040EA,B17001F_041MA,B17001F_041EA,B17001F_042MA,B17001F_042EA,B17001F_043EA,B17001F_043MA,B17001F_044EA,B17001F_044MA,B17001F_045MA,B17001F_045EA,B17001F_046MA,B17001F_046EA,B17001F_047MA,B17001F_047EA,B17001F_048EA,B17001F_048MA,B17001F_049EA,B17001F_049MA,B17001F_050MA,B17001F_050EA,B17001F_051MA,B17001F_051EA,B17001F_052MA,B17001F_052EA,B17001F_053EA,B17001F_053MA,B17001F_054EA,B17001F_054MA,B17001F_055MA,B17001F_055EA,B17001F_056MA,B17001F_056EA,B17001F_057MA,B17001F_057EA,B17001F_058EA,B17001F_058MA,B17001F_059EA,B17001F_059MA,state
0400000US01,34356,4653,9921,2401,5381,1368,667,342,90,134,668,412,233,157,0,270,324,232,456,344,1569,695,1005,461,130,135,145,217,94,133,0,270,4540,1367,807,570,214,209,472,384,224,139,63,99,226,298,1122,576,987,508,374,296,51,67,0,270,0,270,0,270,24435,3723,13161,2321,768,372,296,181,1251,515,1100,611,0,270,439,335,1991,867,3681,1046,1592,619,1293,500,692,415,22,38,36,56,11274,2025,1048,531,78,87,2152,1004,626,639,279,162,323,318,1367,564,1977,745,1817,697,1089,527,360,369,158,146,0,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,654079,23444,139846,14119,65127,7686,11230,2449,2740,913,10493,2568,5441,1346,1673,791,2719,921,7771,1790,10186,1840,5661,1537,3017,911,2551,951,1332,689,313,282,74719,7582,8782,1805,1783,705,11067,2127,5003,1220,1374,763,2953,832,11691,2384,14568,2691,9745,1657,3939,972,2165,632,1211,495,438,361,514233,19348,276691,10757,26949,3732,4637,1296,29785,3580,14504,2477,5447,1225,9009,1594,34913,3135,57340,4311,43786,3267,28078,2824,13539,1746,5748,1137,2956,789,237542,11372,25086,3209,5124,1243,26832,2938,11233,1551,3783,934,6873,1257,27730,3098,43642,3514,36899,2781,26745,2137,12653,1689,6660,1166,4282,993,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65278,7243,18121,3760,8511,2097,1203,634,487,451,1126,473,467,304,242,200,190,183,2512,985,1042,594,864,510,220,272,102,140,56,88,0,260,9610,2145,1866,980,0,260,1438,516,461,258,163,175,826,540,1550,873,1348,1014,1041,560,504,364,189,207,51,88,173,138,47157,7628,24796,3885,3510,1159,142,115,1965,609,1137,581,365,226,1091,494,3680,1324,5883,1003,3757,1050,2378,747,838,401,50,80,0,260,22361,4688,2616,1130,534,313,3535,1200,1382,669,97,97,483,312,3204,838,3274,1346,3196,740,2383,1229,1514,712,143,162,0,260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5743686,80091,1163593,37704,536834,19314,81806,6710,17866,2479,86185,5727,45630,4877,11397,1756,24349,2622,61287,5783,76502,5735,64441,4815,37667,3448,16435,2265,7448,1508,5821,1797,626759,22445,79525,6998,15943,2689,87684,6505,43102,5243,13578,2301,21041,2608,78233,5149,112525,6976,88321,5726,43574,4079,23388,2807,10224,1686,9621,1835,4580093,79275,2394233,43370,212382,8501,36733,3630,241384,10995,126652,6326,42141,3802,76552,4685,294216,11356,480580,12419,413613,11095,268313,8456,122688,5432,47774,3631,31205,2693,2185860,41135,201359,8778,36869,3534,219709,8517,118904,6622,39562,3804,77128,5137,255845,9643,390446,10829,347592,9494,251902,7783,127107,5927,68848,3991,50589,3983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,304460,15769,57808,8722,27016,4726,3977,1282,574,353,3784,1358,2423,1111,711,374,808,451,3806,1415,4868,1661,2623,948,1415,641,1083,409,386,231,558,338,30792,4882,3546,1147,1027,508,4372,1482,1868,644,472,355,1129,543,3905,1048,6025,1482,3829,1379,1603,528,1530,451,700,304,786,405,246652,15315,129317,9542,12803,2940,2293,1120,10798,2137,6568,1404,1384,586,3929,798,14841,2269,28127,3262,22710,2625,14622,1596,7048,1188,2497,745,1697,609,117335,8026,11635,2277,1454,608,14084,2266,5251,1221,2008,738,3335,804,13245,2032,21676,2724,18444,2319,14590,1669,6502,986,3239,846,1872,617,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,152733,9434,37764,5861,15459,3202,2417,989,293,183,1458,650,1044,574,481,301,744,394,1986,1037,3252,1743,1666,716,1353,616,427,414,144,142,194,266,22305,3422,2770,953,518,316,2133,859,1430,655,668,456,1325,643,3282,1180,3539,983,2577,831,1220,580,730,492,2025,973,88,149,114969,8760,59942,4948,4278,1295,1390,713,4659,1061,2826,823,1475,656,2286,782,6466,1656,13238,2172,13279,1687,5992,1286,2718,791,1224,543,111,171,55027,5144,4141,1034,766,405,6421,1430,2561,782,778,429,1428,587,6207,1269,9170,1707,11414,1520,6911,1299,3793,1145,998,592,439,460,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,706468,24902,135211,12835,66646,8409,10643,2290,2164,965,9754,2559,4069,1148,1472,672,3793,1497,8230,1720,9846,2731,7684,1671,4651,1691,2066,739,1541,952,733,394,68565,6203,7730,2371,1008,620,6247,1442,3069,1011,1838,816,3175,1323,9575,1699,14231,2375,10564,1767,3922,1298,2898,874,2039,719,2269,768,571257,21465,304079,13220,24090,3292,3330,898,22731,2544,13678,2303,4577,1062,11567,2221,39449,3631,68013,5311,58211,4124,33725,3234,13991,1753,7625,1314,3092,952,267178,11664,22092,3044,3810,1588,27121,3127,12391,1696,5841,1086,8626,1804,30014,3378,47852,4587,49612,3696,30317,2939,17221,1939,7767,1426,4514,1201,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
