GEO_ID,B19037D_001E,B19037D_001M,B19037D_002E,B19037D_002M,B19037D_003E,B19037D_003M,B19037D_004E,B19037D_004M,B19037D_005E,B19037D_005M,B19037D_006E,B19037D_006M,B19037D_007E,B19037D_007M,B19037D_008E,B19037D_008M,B19037D_009E,B19037D_009M,B19037D_010E,B19037D_010M,B19037D_011E,B19037D_011M,B19037D_012E,B19037D_012M,B19037D_013E,B19037D_013M,B19037D_014E,B19037D_014M,B19037D_015E,B19037D_015M,B19037D_016E,B19037D_016M,B19037D_017E,B19037D_017M,B19037D_018E,B19037D_018M,B19037D_019E,B19037D_019M,B19037D_020E,B19037D_020M,B19037D_021E,B19037D_021M,B19037D_022E,B19037D_022M,B19037D_023E,B19037D_023M,B19037D_024E,B19037D_024M,B19037D_025E,B19037D_025M,B19037D_026E,B19037D_026M,B19037D_027E,B19037D_027M,B19037D_028E,B19037D_028M,B19037D_029E,B19037D_029M,B19037D_030E,B19037D_030M,B19037D_031E,B19037D_031M,B19037D_032E,B19037D_032M,B19037D_033E,B19037D_033M,B19037D_034E,B19037D_034M,B19037D_035E,B19037D_035M,B19037D_036E,B19037D_036M,B19037D_037E,B19037D_037M,B19037D_038E,B19037D_038M,B19037D_039E,B19037D_039M,B19037D_040E,B19037D_040M,B19037D_041E,B19037D_041M,B19037D_042E,B19037D_042M,B19037D_043E,B19037D_043M,B19037D_044E,B19037D_044M,B19037D_045E,B19037D_045M,B19037D_046E,B19037D_046M,B19037D_047E,B19037D_047M,B19037D_048E,B19037D_048M,B19037D_049E,B19037D_049M,B19037D_050E,B19037D_050M,B19037D_051E,B19037D_051M,B19037D_052E,B19037D_052M,B19037D_053E,B19037D_053M,B19037D_054E,B19037D_054M,B19037D_055E,B19037D_055M,B19037D_056E,B19037D_056M,B19037D_057E,B19037D_057M,B19037D_058E,B19037D_058M,B19037D_059E,B19037D_059M,B19037D_060E,B19037D_060M,B19037D_061E,B19037D_061M,B19037D_062E,B19037D_062M,B19037D_063E,B19037D_063M,B19037D_064E,B19037D_064M,B19037D_065E,B19037D_065M,B19037D_066E,B19037D_066M,B19037D_067E,B19037D_067M,B19037D_068E,B19037D_068M,B19037D_069E,B19037D_069M,NAME,B19037D_001EA,B19037D_001MA,B19037D_002MA,B19037D_002EA,B19037D_003MA,B19037D_003EA,B19037D_004EA,B19037D_004MA,B19037D_005EA,B19037D_005MA,B19037D_006MA,B19037D_006EA,B19037D_007EA,B19037D_007MA,B19037D_008MA,B19037D_008EA,B19037D_009MA,B19037D_009EA,B19037D_010EA,B19037D_010MA,B19037D_011MA,B19037D_011EA,B19037D_012EA,B19037D_012MA,B19037D_013MA,B19037D_013EA,B19037D_014MA,B19037D_014EA,B19037D_015EA,B19037D_015MA,B19037D_016EA,B19037D_016MA,B19037D_017EA,B19037D_017MA,B19037D_018MA,B19037D_018EA,B19037D_019MA,B19037D_019EA,B19037D_020MA,B19037D_020EA,B19037D_021EA,B19037D_021MA,B19037D_022EA,B19037D_022MA,B19037D_023EA,B19037D_023MA,B19037D_024EA,B19037D_024MA,B19037D_025MA,B19037D_025EA,B19037D_026MA,B19037D_026EA,B19037D_027EA,B19037D_027MA,B19037D_028EA,B19037D_028MA,B19037D_029EA,B19037D_029MA,B19037D_030MA,B19037D_030EA,B19037D_031MA,B19037D_031EA,B19037D_032MA,B19037D_032EA,B19037D_033EA,B19037D_033MA,B19037D_034EA,B19037D_034MA,B19037D_035MA,B19037D_035EA,B19037D_036MA,B19037D_036EA,B19037D_037MA,B19037D_037EA,B19037D_038EA,B19037D_038MA,B19037D_039EA,B19037D_039MA,B19037D_040EA,B19037D_040MA,B19037D_041MA,B19037D_041EA,B19037D_042MA,B19037D_042EA,B19037D_043EA,B19037D_043MA,B19037D_044EA,B19037D_044MA,B19037D_045EA,B19037D_045MA,B19037D_046MA,B19037D_046EA,B19037D_047MA,B19037D_047EA,B19037D_048EA,B19037D_048MA,B19037D_049EA,B19037D_049MA,B19037D_050MA,B19037D_050EA,B19037D_051EA,B19037D_051MA,B19037D_052MA,B19037D_052EA,B19037D_053MA,B19037D_053EA,B19037D_054EA,B19037D_054MA,B19037D_055MA,B19037D_055EA,B19037D_056EA,B19037D_056MA,B19037D_057MA,B19037D_057EA,B19037D_058MA,B19037D_058EA,B19037D_059EA,B19037D_059MA,B19037D_060EA,B19037D_060MA,B19037D_061MA,B19037D_061EA,B19037D_062EA,B19037D_062MA,B19037D_063MA,B19037D_063EA,B19037D_064MA,B19037D_064EA,B19037D_065EA,B19037D_065MA,B19037D_066EA,B19037D_066MA,B19037D_067EA,B19037D_067MA,B19037D_068MA,B19037D_068EA,B19037D_069MA,B19037D_069EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,45400,2344,3240,811,968,474,485,491,123,155,351,359,83,101,284,235,185,182,167,174,125,150,267,281,144,117,58,96,0,291,0,291,0,291,0,291,24710,1810,1926,1083,479,431,833,551,884,563,509,372,1218,635,721,455,1553,774,544,293,2616,985,3296,991,2952,800,2161,724,2370,888,1485,940,1163,602,13150,1306,946,448,557,313,320,217,532,350,694,449,743,505,954,440,766,353,349,263,1313,595,1462,545,1961,566,902,367,610,272,559,348,482,242,4300,827,714,397,48,80,325,252,252,262,290,222,66,110,350,245,68,80,266,229,555,371,583,393,226,164,500,362,57,98,0,291,0,291,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1395457,12787,55703,4010,16231,2089,3499,1036,4267,1135,3165,1040,2279,879,2230,771,2670,851,1998,801,2632,936,3956,1205,4051,1433,4938,1806,1433,796,1041,585,289,221,1024,1020,613194,9455,31407,3570,16085,2402,17964,2488,22170,2989,17443,2885,24604,3140,21888,2914,27690,3009,23333,2783,49289,4529,65896,4656,97037,5355,74797,4799,42776,3297,45481,3547,35334,2743,517425,9506,26124,2778,16626,2673,18504,2635,22312,2645,16341,2170,21543,2877,19679,2331,21027,2737,20434,2596,36627,2760,57145,4123,72164,4399,58302,3685,37077,2676,38907,3104,34613,3024,209135,5084,42356,3522,19234,2165,23866,2886,12071,1652,8596,1268,10223,1797,9626,1629,9281,1835,5792,1125,12927,1909,14943,1973,15269,1733,8842,1373,5659,1079,5573,1138,4877,1076,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,38735,2363,1975,741,741,428,132,140,0,274,720,517,110,142,127,151,0,274,60,96,0,274,36,61,0,274,49,83,0,274,0,274,0,274,0,274,20619,2129,2002,841,181,171,547,348,1014,600,789,481,624,366,974,485,964,415,1435,734,2509,1011,2730,707,2793,790,1527,505,1298,591,815,442,417,248,11780,1495,484,319,529,323,117,137,464,339,295,230,581,394,161,159,665,396,399,304,1287,625,905,403,1808,528,1693,955,1096,527,805,418,491,308,4361,851,1130,491,867,435,168,184,476,348,66,106,226,262,157,196,42,69,0,274,107,172,236,200,525,358,188,193,47,79,81,136,45,75,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,35223,1622,1781,720,445,350,155,207,39,67,238,354,0,274,33,56,198,200,0,274,0,274,273,214,345,348,0,274,55,97,0,274,0,274,0,274,19400,1253,782,481,548,358,500,358,276,293,797,448,988,456,726,463,949,549,972,559,869,426,2648,867,2969,938,2277,906,1271,470,1604,589,1224,509,11544,1177,252,203,128,163,247,191,380,350,242,195,306,206,587,382,315,219,370,263,1315,568,622,338,1490,468,1489,589,857,468,980,454,1964,661,2498,683,297,300,0,274,47,81,208,210,48,79,293,223,43,71,34,55,245,245,150,182,349,300,46,75,94,113,120,188,442,351,82,144,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,123218,4002,7193,1446,2578,1006,383,273,865,521,760,750,428,419,238,275,432,363,289,322,195,264,293,226,330,364,165,188,237,244,0,301,0,301,0,301,61348,3435,2880,908,2057,602,2220,847,3453,1003,3642,1219,3066,1064,3951,1028,3126,1307,3249,912,5201,1158,7972,1537,8414,1601,4346,1100,2793,868,2974,977,2004,736,42397,2510,1463,544,1081,552,2666,1009,3703,981,2628,914,1762,642,1358,477,2461,865,2213,564,3138,969,4822,998,5525,1280,3556,907,1671,665,2007,737,2343,645,12280,1224,1839,627,1240,787,547,332,599,361,1219,528,1052,485,749,435,184,182,341,239,1333,626,1152,440,646,306,494,306,349,233,206,175,330,230,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
