GEO_ID,B19301E_001E,B19301E_001M,NAME,B19301E_001EA,B19301E_001MA,state
0400000US01,21978,15772,Alabama,null,null,01
0400000US02,16455,5087,Alaska,null,null,02
0400000US04,20266,7368,Arizona,null,null,04
0400000US05,12810,4025,Arkansas,null,null,05
0400000US06,21318,1773,California,null,null,06
0400000US08,17812,5942,Colorado,null,null,08
0400000US09,24675,13821,Connecticut,null,null,09
0400000US10,null,null,Delaware,null,null,10
0400000US11,null,null,District of Columbia,null,null,11
0400000US12,31821,11438,Florida,null,null,12
0400000US13,16982,5297,Georgia,null,null,13
0400000US15,16975,1712,Hawaii,null,null,15
0400000US16,20999,15409,Idaho,null,null,16
0400000US17,20453,7188,Illinois,null,null,17
0400000US18,21313,7956,Indiana,null,null,18
0400000US19,17063,6406,Iowa,null,null,19
0400000US20,27964,19959,Kansas,null,null,20
0400000US21,10802,4421,Kentucky,null,null,21
0400000US22,9646,3522,Louisiana,null,null,22
0400000US23,null,null,Maine,null,null,23
0400000US24,35387,17767,Maryland,null,null,24
0400000US25,36897,25094,Massachusetts,null,null,25
0400000US26,8485,4022,Michigan,null,null,26
0400000US27,13010,4276,Minnesota,null,null,27
0400000US28,null,null,Mississippi,null,null,28
0400000US29,14519,9869,Missouri,null,null,29
0400000US30,null,null,Montana,null,null,30
0400000US31,21229,10457,Nebraska,null,null,31
0400000US32,22583,5114,Nevada,null,null,32
0400000US33,null,null,New Hampshire,null,null,33
0400000US34,21309,5443,New Jersey,null,null,34
0400000US35,null,null,New Mexico,null,null,35
0400000US36,13614,4383,New York,null,null,36
0400000US37,20466,6980,North Carolina,null,null,37
0400000US38,12178,7330,North Dakota,null,null,38
0400000US39,19449,8213,Ohio,null,null,39
0400000US40,11608,4080,Oklahoma,null,null,40
0400000US41,16019,5169,Oregon,null,null,41
0400000US42,16766,6552,Pennsylvania,null,null,42
0400000US44,9871,6699,Rhode Island,null,null,44
0400000US45,17939,11589,South Carolina,null,null,45
0400000US46,null,null,South Dakota,null,null,46
0400000US47,18178,11242,Tennessee,null,null,47
0400000US48,16722,4531,Texas,null,null,48
0400000US49,15315,4145,Utah,null,null,49
0400000US50,null,null,Vermont,null,null,50
0400000US51,24145,7009,Virginia,null,null,51
0400000US53,17081,2343,Washington,null,null,53
0400000US54,8160,5900,West Virginia,null,null,54
0400000US55,31581,14376,Wisconsin,null,null,55
0400000US56,null,null,Wyoming,null,null,56
0400000US72,23172,11990,Puerto Rico,null,null,72
