GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001EA,B21001B_001MA,B21001B_002EA,B21001B_002MA,B21001B_003MA,B21001B_003EA,B21001B_004MA,B21001B_004EA,B21001B_005MA,B21001B_005EA,B21001B_006EA,B21001B_006MA,B21001B_007EA,B21001B_007MA,B21001B_008EA,B21001B_008MA,B21001B_009MA,B21001B_009EA,B21001B_010MA,B21001B_010EA,B21001B_011EA,B21001B_011MA,B21001B_012EA,B21001B_012MA,B21001B_013EA,B21001B_013MA,B21001B_014MA,B21001B_014EA,B21001B_015MA,B21001B_015EA,B21001B_016EA,B21001B_016MA,B21001B_017EA,B21001B_017MA,B21001B_018EA,B21001B_018MA,B21001B_019EA,B21001B_019MA,B21001B_020EA,B21001B_020MA,B21001B_021EA,B21001B_021MA,B21001B_022EA,B21001B_022MA,B21001B_023EA,B21001B_023MA,B21001B_024EA,B21001B_024MA,B21001B_025EA,B21001B_025MA,B21001B_026EA,B21001B_026MA,B21001B_027EA,B21001B_027MA,B21001B_028MA,B21001B_028EA,B21001B_029MA,B21001B_029EA,B21001B_030EA,B21001B_030MA,B21001B_031EA,B21001B_031MA,B21001B_032EA,B21001B_032MA,B21001B_033MA,B21001B_033EA,state
0400000US01,802369,3353,348620,2250,127899,2099,9407,2150,118492,2589,139330,2407,27647,3085,111683,3476,42921,1404,14614,1713,28307,1922,23669,1240,6435,1297,17234,1657,14801,1111,5770,1103,9031,1221,453749,2347,154092,2325,2006,674,152086,2409,179031,2683,5584,1373,173447,3236,54302,1367,782,385,53520,1386,35805,1168,289,200,35516,1207,30519,1022,148,146,30371,1002,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13240,718,6417,542,2470,598,1018,713,1452,595,2899,530,947,487,1952,613,715,277,450,212,265,224,165,140,165,140,0,233,168,181,168,181,0,233,6823,516,2521,354,686,471,1835,592,3375,400,740,348,2635,486,419,248,0,233,419,248,241,218,0,233,241,218,267,207,0,233,267,207,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,124099,2905,63459,1611,24856,1467,1615,706,23241,1545,26586,949,7618,1301,18968,1456,6433,710,3906,914,2527,808,3878,433,2472,555,1406,444,1706,252,1269,403,437,377,60640,2081,22709,1648,940,578,21769,1649,24186,1079,1178,676,23008,1377,6696,519,193,165,6503,561,4444,402,167,193,4277,445,2605,241,86,136,2519,193,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,279565,2807,121571,1975,46088,2113,2688,943,43400,2301,49213,2112,12704,1656,36509,2247,13746,895,4819,909,8927,1030,7541,674,2151,475,5390,685,4983,793,2307,573,2676,587,157994,2087,57476,2302,1079,562,56397,2321,61963,2038,2626,825,59337,1932,16521,764,70,87,16451,773,11544,826,80,135,11464,838,10490,730,67,80,10423,725,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1483778,7837,681401,5684,225958,4204,17417,3653,208541,5417,292653,3331,61836,4300,230817,4865,84941,1673,37339,2930,47602,2803,50415,1181,27422,2179,22993,2217,27434,831,16786,1677,10648,1570,802377,4963,251092,3154,3764,1223,247328,3409,335210,3044,9770,2041,325440,3637,104930,1625,1114,441,103816,1646,61995,1144,1469,625,60526,1277,49150,790,601,422,48549,983,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,115736,1893,57613,1716,20397,1232,1895,1021,18502,1450,25316,1088,10239,1407,15077,1362,6411,641,3170,780,3241,909,3899,545,2866,678,1033,462,1590,347,914,415,676,268,58123,1523,22007,1087,783,531,21224,1125,23631,1121,1759,689,21872,1233,6144,574,684,516,5460,756,3935,441,0,274,3935,441,2406,408,0,274,2406,408,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,213742,3179,93900,2129,33444,1736,1122,595,32322,1805,40132,1303,5526,1161,34606,1652,11043,436,3282,723,7761,767,5694,329,1909,474,3785,504,3587,279,1632,563,1955,520,119842,1908,39654,1373,494,453,39160,1443,50267,1123,611,419,49656,1213,15812,484,429,332,15383,591,8179,708,71,67,8108,703,5930,512,0,274,5930,512,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,113488,1053,50262,873,17784,688,870,608,16914,957,21206,320,4909,1172,16297,1124,6073,158,2118,622,3955,610,3567,271,1798,384,1769,384,1632,266,886,280,746,300,63226,521,21477,633,331,286,21146,722,26855,714,886,497,25969,754,7512,109,95,115,7417,153,4394,220,113,128,4281,228,2988,208,47,83,2941,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,213003,1777,91636,1139,26403,527,1270,682,25133,782,35823,519,5152,1030,30671,1055,13802,518,3652,956,10150,1078,8754,83,3578,593,5176,581,6854,73,4624,553,2230,557,121367,940,30898,400,537,346,30361,494,46152,610,921,530,45231,782,18110,342,375,334,17735,480,12777,79,189,157,12588,175,13430,155,230,251,13200,294,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1748822,8299,786392,5865,297445,4680,17155,2599,280290,5295,316883,3679,59327,4364,257556,5081,88233,1945,21194,2229,67039,2376,54264,1657,15739,1691,38525,1878,29567,1572,10989,1354,18578,1722,962430,5069,346410,4311,8226,1997,338184,4461,383567,3427,12051,2264,371516,3867,112896,1931,781,375,112115,1963,70808,1863,504,368,70304,1864,48749,1841,370,279,48379,1845,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1759945,6993,776081,4791,292402,4611,20472,3426,271930,5621,341406,3690,89035,5273,252371,5529,84934,2404,31371,2661,53563,2961,40719,1977,14922,1717,25797,2009,16620,1065,7324,1113,9296,1232,983864,4069,358941,3738,9339,2344,349602,4538,415117,2909,18997,2898,396120,3514,109103,1936,1890,829,107213,2027,58331,2193,189,184,58142,2191,42372,1830,295,210,42077,1851,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1222447,4174,527159,3102,190160,2172,9986,2402,180174,2510,211785,1967,38332,3921,173453,4042,65208,1005,23932,2130,41276,2003,35897,858,12811,1504,23086,1523,24109,865,13178,1462,10931,1271,695288,2538,232723,2286,1461,633,231262,2280,274939,1904,6014,1378,268925,2402,88414,920,1038,546,87376,1093,57194,1034,108,127,57086,1024,42018,906,446,267,41572,919,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
