GEO_ID,S1001_C01_001E,S1001_C01_001M,S1001_C01_002E,S1001_C01_002M,S1001_C01_003E,S1001_C01_003M,S1001_C01_004E,S1001_C01_004M,S1001_C01_005E,S1001_C01_005M,S1001_C01_006E,S1001_C01_006M,S1001_C01_007E,S1001_C01_007M,S1001_C01_008E,S1001_C01_008M,S1001_C01_009E,S1001_C01_009M,S1001_C01_010E,S1001_C01_010M,S1001_C01_011E,S1001_C01_011M,S1001_C01_012E,S1001_C01_012M,S1001_C01_013E,S1001_C01_013M,S1001_C01_014E,S1001_C01_014M,S1001_C01_015E,S1001_C01_015M,S1001_C01_016E,S1001_C01_016M,S1001_C01_017E,S1001_C01_017M,S1001_C01_018E,S1001_C01_018M,S1001_C01_019E,S1001_C01_019M,S1001_C01_020E,S1001_C01_020M,S1001_C01_021E,S1001_C01_021M,S1001_C01_022E,S1001_C01_022M,S1001_C01_023E,S1001_C01_023M,S1001_C01_024E,S1001_C01_024M,S1001_C01_025E,S1001_C01_025M,S1001_C01_026E,S1001_C01_026M,S1001_C01_027E,S1001_C01_027M,S1001_C01_028E,S1001_C01_028M,S1001_C01_029E,S1001_C01_029M,S1001_C02_001E,S1001_C02_001M,S1001_C02_002E,S1001_C02_002M,S1001_C02_003E,S1001_C02_003M,S1001_C02_004E,S1001_C02_004M,S1001_C02_005E,S1001_C02_005M,S1001_C02_006E,S1001_C02_006M,S1001_C02_007E,S1001_C02_007M,S1001_C02_008E,S1001_C02_008M,S1001_C02_009E,S1001_C02_009M,S1001_C02_010E,S1001_C02_010M,S1001_C02_011E,S1001_C02_011M,S1001_C02_012E,S1001_C02_012M,S1001_C02_013E,S1001_C02_013M,S1001_C02_014E,S1001_C02_014M,S1001_C02_015E,S1001_C02_015M,S1001_C02_016E,S1001_C02_016M,S1001_C02_017E,S1001_C02_017M,S1001_C02_018E,S1001_C02_018M,S1001_C02_019E,S1001_C02_019M,S1001_C02_020E,S1001_C02_020M,S1001_C02_021E,S1001_C02_021M,S1001_C02_022E,S1001_C02_022M,S1001_C02_023E,S1001_C02_023M,S1001_C02_024E,S1001_C02_024M,S1001_C02_025E,S1001_C02_025M,S1001_C02_026E,S1001_C02_026M,S1001_C02_027E,S1001_C02_027M,S1001_C02_028E,S1001_C02_028M,S1001_C02_029E,S1001_C02_029M,S1001_C03_001E,S1001_C03_001M,S1001_C03_002E,S1001_C03_002M,S1001_C03_003E,S1001_C03_003M,S1001_C03_004E,S1001_C03_004M,S1001_C03_005E,S1001_C03_005M,S1001_C03_006E,S1001_C03_006M,S1001_C03_007E,S1001_C03_007M,S1001_C03_008E,S1001_C03_008M,S1001_C03_009E,S1001_C03_009M,S1001_C03_010E,S1001_C03_010M,S1001_C03_011E,S1001_C03_011M,S1001_C03_012E,S1001_C03_012M,S1001_C03_013E,S1001_C03_013M,S1001_C03_014E,S1001_C03_014M,S1001_C03_015E,S1001_C03_015M,S1001_C03_016E,S1001_C03_016M,S1001_C03_017E,S1001_C03_017M,S1001_C03_018E,S1001_C03_018M,S1001_C03_019E,S1001_C03_019M,S1001_C03_020E,S1001_C03_020M,S1001_C03_021E,S1001_C03_021M,S1001_C03_022E,S1001_C03_022M,S1001_C03_023E,S1001_C03_023M,S1001_C03_024E,S1001_C03_024M,S1001_C03_025E,S1001_C03_025M,S1001_C03_026E,S1001_C03_026M,S1001_C03_027E,S1001_C03_027M,S1001_C03_028E,S1001_C03_028M,S1001_C03_029E,S1001_C03_029M,NAME,S1001_C01_001MA,S1001_C01_001EA,S1001_C01_002MA,S1001_C01_002EA,S1001_C01_003EA,S1001_C01_003MA,S1001_C01_004MA,S1001_C01_004EA,S1001_C01_005EA,S1001_C01_005MA,S1001_C01_006EA,S1001_C01_006MA,S1001_C01_007EA,S1001_C01_007MA,S1001_C01_008EA,S1001_C01_008MA,S1001_C01_009MA,S1001_C01_009EA,S1001_C01_010EA,S1001_C01_010MA,S1001_C01_011EA,S1001_C01_011MA,S1001_C01_012EA,S1001_C01_012MA,S1001_C01_013MA,S1001_C01_013EA,S1001_C01_014EA,S1001_C01_014MA,S1001_C01_015EA,S1001_C01_015MA,S1001_C01_016EA,S1001_C01_016MA,S1001_C01_017MA,S1001_C01_017EA,S1001_C01_018EA,S1001_C01_018MA,S1001_C01_019EA,S1001_C01_019MA,S1001_C01_020MA,S1001_C01_020EA,S1001_C01_021EA,S1001_C01_021MA,S1001_C01_022EA,S1001_C01_022MA,S1001_C01_023MA,S1001_C01_023EA,S1001_C01_024MA,S1001_C01_024EA,S1001_C01_025MA,S1001_C01_025EA,S1001_C01_026EA,S1001_C01_026MA,S1001_C01_027EA,S1001_C01_027MA,S1001_C01_028EA,S1001_C01_028MA,S1001_C01_029EA,S1001_C01_029MA,S1001_C02_001MA,S1001_C02_001EA,S1001_C02_002MA,S1001_C02_002EA,S1001_C02_003MA,S1001_C02_003EA,S1001_C02_004EA,S1001_C02_004MA,S1001_C02_005MA,S1001_C02_005EA,S1001_C02_006MA,S1001_C02_006EA,S1001_C02_007MA,S1001_C02_007EA,S1001_C02_008EA,S1001_C02_008MA,S1001_C02_009EA,S1001_C02_009MA,S1001_C02_010MA,S1001_C02_010EA,S1001_C02_011EA,S1001_C02_011MA,S1001_C02_012MA,S1001_C02_012EA,S1001_C02_013EA,S1001_C02_013MA,S1001_C02_014EA,S1001_C02_014MA,S1001_C02_015MA,S1001_C02_015EA,S1001_C02_016MA,S1001_C02_016EA,S1001_C02_017MA,S1001_C02_017EA,S1001_C02_018MA,S1001_C02_018EA,S1001_C02_019EA,S1001_C02_019MA,S1001_C02_020EA,S1001_C02_020MA,S1001_C02_021EA,S1001_C02_021MA,S1001_C02_022MA,S1001_C02_022EA,S1001_C02_023EA,S1001_C02_023MA,S1001_C02_024MA,S1001_C02_024EA,S1001_C02_025EA,S1001_C02_025MA,S1001_C02_026EA,S1001_C02_026MA,S1001_C02_027MA,S1001_C02_027EA,S1001_C02_028EA,S1001_C02_028MA,S1001_C02_029EA,S1001_C02_029MA,S1001_C03_001EA,S1001_C03_001MA,S1001_C03_002EA,S1001_C03_002MA,S1001_C03_003EA,S1001_C03_003MA,S1001_C03_004MA,S1001_C03_004EA,S1001_C03_005MA,S1001_C03_005EA,S1001_C03_006EA,S1001_C03_006MA,S1001_C03_007EA,S1001_C03_007MA,S1001_C03_008MA,S1001_C03_008EA,S1001_C03_009EA,S1001_C03_009MA,S1001_C03_010EA,S1001_C03_010MA,S1001_C03_011EA,S1001_C03_011MA,S1001_C03_012MA,S1001_C03_012EA,S1001_C03_013EA,S1001_C03_013MA,S1001_C03_014EA,S1001_C03_014MA,S1001_C03_015MA,S1001_C03_015EA,S1001_C03_016MA,S1001_C03_016EA,S1001_C03_017EA,S1001_C03_017MA,S1001_C03_018MA,S1001_C03_018EA,S1001_C03_019MA,S1001_C03_019EA,S1001_C03_020EA,S1001_C03_020MA,S1001_C03_021MA,S1001_C03_021EA,S1001_C03_022MA,S1001_C03_022EA,S1001_C03_023MA,S1001_C03_023EA,S1001_C03_024EA,S1001_C03_024MA,S1001_C03_025EA,S1001_C03_025MA,S1001_C03_026MA,S1001_C03_026EA,S1001_C03_027MA,S1001_C03_027EA,S1001_C03_028MA,S1001_C03_028EA,S1001_C03_029EA,S1001_C03_029MA,state
0400000US01,114901,6615,41.5,2.3,32.0,2.2,26.5,1.9,96.6,1.0,50.2,2.7,44.6,2.5,1.0,0.5,0.2,0.2,0.0,0.1,0.6,0.3,3.4,1.0,4.1,1.1,47.1,2.8,99.5,0.5,0.5,0.5,114901,6615,6.1,1.0,41715,2914,114901,6615,56.4,2.9,30.5,2.6,69.5,2.6,114901,6615,71.9,2.7,28.1,2.7,73.8,2.3,7.1,1.4,19.1,2.3,75829,5192,42.8,3.1,31.6,2.9,25.7,2.4,97.0,1.1,51.9,3.7,43.6,3.3,1.0,0.7,0.0,0.2,0.0,0.2,0.4,0.3,3.0,1.1,4.6,1.6,48.2,3.8,100.0,0.2,0.0,0.2,75829,5192,6.7,1.3,39064,3783,75829,5192,55.9,3.8,33.3,3.4,66.7,3.4,75829,5192,71.8,3.5,28.2,3.5,73.5,2.8,7.2,1.8,19.4,2.5,29665,2909,21.8,3.5,39.4,4.6,38.8,4.5,95.9,1.8,57.2,5.0,36.2,4.8,1.7,1.5,0.0,0.5,0.0,0.5,0.7,0.6,4.1,1.8,2.9,1.8,54.8,5.3,100.0,0.5,0.0,0.5,29665,2909,10.9,2.5,32612,2660,29665,2909,43.2,5.5,37.4,5.2,62.6,5.2,29665,2909,75.7,4.4,24.3,4.4,66.6,5.1,8.4,3.5,25.0,4.8,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,135006,7882,47.9,2.2,31.1,2.1,21.1,1.8,94.2,1.2,62.1,2.5,5.2,1.5,15.3,1.9,0.9,0.5,0.2,0.2,10.4,1.9,5.8,1.2,49.1,2.5,27.9,2.1,98.6,0.6,1.4,0.6,135006,7882,5.2,1.1,47157,1673,135006,7882,58.8,2.8,29.2,2.3,70.8,2.3,135006,7882,68.5,2.7,31.5,2.7,80.0,2.3,8.3,1.7,11.6,1.8,72833,5984,44.1,3.0,31.4,2.9,24.4,2.9,95.1,1.4,61.0,4.1,6.8,2.5,15.4,2.4,1.0,0.7,0.3,0.4,10.6,2.4,4.9,1.4,46.9,3.3,28.9,3.2,98.7,0.7,1.3,0.7,72833,5984,7.1,1.9,43885,3240,72833,5984,59.7,3.8,32.9,3.4,67.1,3.4,72833,5984,63.8,3.7,36.2,3.7,74.8,4.1,11.1,2.8,14.1,2.9,20088,2831,27.3,4.8,33.6,4.9,39.1,5.6,94.6,3.1,61.4,7.3,8.8,4.5,8.5,2.8,0.3,0.5,1.2,1.3,14.3,5.6,5.4,3.1,46.0,6.8,35.3,5.9,98.5,1.3,1.5,1.3,20088,2831,8.7,3.5,34875,6226,20088,2831,51.9,6.8,39.7,6.8,60.3,6.8,20088,2831,62.3,7.3,37.7,7.3,74.6,5.7,13.9,5.1,11.5,4.4,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65209,4218,42.7,3.4,30.5,2.9,26.8,3.2,94.8,1.6,62.9,3.4,30.1,3.0,0.4,0.3,0.2,0.2,0.0,0.2,1.2,1.1,5.2,1.6,6.2,2.0,58.5,3.3,100.0,0.1,0.0,0.1,65209,4218,8.7,1.9,43111,5662,65209,4218,50.6,3.7,28.4,3.6,71.6,3.6,65209,4218,68.8,4.1,31.2,4.1,77.8,3.5,5.2,1.9,17.0,3.2,44723,3643,37.4,4.0,30.5,3.2,32.1,4.1,94.5,2.1,62.8,4.3,30.7,4.2,0.5,0.4,0.2,0.3,0.0,0.3,0.3,0.4,5.5,2.1,6.3,2.5,57.5,4.2,100.0,0.3,0.0,0.3,44723,3643,9.1,2.4,38503,3471,44723,3643,50.9,4.5,32.3,4.4,67.7,4.4,44723,3643,64.8,5.6,35.2,5.6,76.3,4.3,6.3,2.6,17.4,3.9,17939,2480,24.0,5.6,30.0,5.1,46.0,6.9,94.6,2.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,-999999999.0,5.4,2.7,2.1,1.6,58.9,6.5,100.0,0.8,0.0,0.8,17939,2480,10.7,3.6,29684,4813,17939,2480,40.4,6.8,34.9,6.8,65.1,6.8,17939,2480,69.3,8.0,30.7,8.0,81.2,4.9,4.1,2.2,14.7,4.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,N,N,N,N,N,N,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,761353,17981,49.8,1.2,29.9,0.9,20.3,0.9,91.3,0.7,54.3,1.4,8.6,0.8,1.1,0.3,6.9,0.6,0.6,0.2,19.7,1.1,8.7,0.7,62.7,1.3,16.9,0.9,97.0,0.4,3.0,0.4,761353,17981,3.3,0.3,58627,1613,761353,17981,45.7,1.3,19.9,1.1,80.1,1.1,761353,17981,60.1,1.2,39.9,1.2,80.0,1.2,16.1,1.0,3.9,0.5,309135,12490,45.6,1.6,30.5,1.3,23.9,1.5,90.9,1.2,54.3,2.1,10.9,1.5,1.5,0.5,5.8,1.0,0.6,0.3,17.8,1.6,9.1,1.2,58.3,2.4,19.2,1.3,97.2,0.5,2.8,0.5,309135,12490,4.2,0.6,52945,2315,309135,12490,49.4,2.1,22.7,1.8,77.3,1.8,309135,12490,57.9,1.8,42.1,1.8,77.4,1.9,17.8,1.6,4.8,1.0,75046,5290,24.6,2.8,34.0,3.1,41.3,3.1,90.3,2.4,54.6,4.6,16.7,3.1,2.1,1.4,2.8,0.9,0.3,0.3,13.8,3.4,9.7,2.4,46.2,4.0,25.6,2.9,97.3,1.2,2.7,1.2,75046,5290,8.0,1.6,38930,3691,75046,5290,41.7,4.5,32.1,3.9,67.9,3.9,75046,5290,54.7,4.2,45.3,4.2,71.0,4.3,23.0,4.2,6.0,1.6,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,339012,13034,45.5,1.4,31.5,1.4,23.0,1.1,94.3,1.0,58.9,2.0,31.9,2.0,0.4,0.2,1.2,0.5,0.0,0.1,2.0,0.6,5.7,1.0,25.1,1.5,38.4,2.0,96.9,0.7,3.1,0.7,339012,13034,5.6,0.8,46514,1766,339012,13034,55.3,2.4,26.9,2.1,73.1,2.1,339012,13034,70.9,1.9,29.1,1.9,77.2,1.3,12.5,1.1,10.3,1.2,180739,9321,42.5,2.1,32.5,2.1,25.1,1.7,94.6,1.1,54.1,2.7,37.1,2.6,0.5,0.3,0.7,0.4,0.0,0.1,2.1,0.7,5.4,1.1,19.0,1.9,39.5,2.8,97.5,0.8,2.5,0.8,180739,9321,7.1,1.2,40379,1968,180739,9321,56.9,2.8,31.4,2.9,68.6,2.9,180739,9321,67.0,2.4,33.0,2.4,75.7,2.1,12.9,1.5,11.4,1.9,62111,5773,25.2,3.0,37.1,3.6,37.8,3.6,95.2,1.7,55.0,4.7,38.4,4.8,0.1,0.2,0.3,0.4,0.0,0.3,1.4,1.1,4.8,1.7,16.4,3.8,42.6,4.7,99.0,0.8,1.0,0.8,62111,5773,11.6,2.7,31661,2571,62111,5773,47.1,5.0,36.2,4.3,63.8,4.3,62111,5773,63.6,5.2,36.4,5.2,70.2,5.1,14.5,3.3,15.3,4.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
