GEO_ID,B19037G_001E,B19037G_001M,B19037G_002E,B19037G_002M,B19037G_003E,B19037G_003M,B19037G_004E,B19037G_004M,B19037G_005E,B19037G_005M,B19037G_006E,B19037G_006M,B19037G_007E,B19037G_007M,B19037G_008E,B19037G_008M,B19037G_009E,B19037G_009M,B19037G_010E,B19037G_010M,B19037G_011E,B19037G_011M,B19037G_012E,B19037G_012M,B19037G_013E,B19037G_013M,B19037G_014E,B19037G_014M,B19037G_015E,B19037G_015M,B19037G_016E,B19037G_016M,B19037G_017E,B19037G_017M,B19037G_018E,B19037G_018M,B19037G_019E,B19037G_019M,B19037G_020E,B19037G_020M,B19037G_021E,B19037G_021M,B19037G_022E,B19037G_022M,B19037G_023E,B19037G_023M,B19037G_024E,B19037G_024M,B19037G_025E,B19037G_025M,B19037G_026E,B19037G_026M,B19037G_027E,B19037G_027M,B19037G_028E,B19037G_028M,B19037G_029E,B19037G_029M,B19037G_030E,B19037G_030M,B19037G_031E,B19037G_031M,B19037G_032E,B19037G_032M,B19037G_033E,B19037G_033M,B19037G_034E,B19037G_034M,B19037G_035E,B19037G_035M,B19037G_036E,B19037G_036M,B19037G_037E,B19037G_037M,B19037G_038E,B19037G_038M,B19037G_039E,B19037G_039M,B19037G_040E,B19037G_040M,B19037G_041E,B19037G_041M,B19037G_042E,B19037G_042M,B19037G_043E,B19037G_043M,B19037G_044E,B19037G_044M,B19037G_045E,B19037G_045M,B19037G_046E,B19037G_046M,B19037G_047E,B19037G_047M,B19037G_048E,B19037G_048M,B19037G_049E,B19037G_049M,B19037G_050E,B19037G_050M,B19037G_051E,B19037G_051M,B19037G_052E,B19037G_052M,B19037G_053E,B19037G_053M,B19037G_054E,B19037G_054M,B19037G_055E,B19037G_055M,B19037G_056E,B19037G_056M,B19037G_057E,B19037G_057M,B19037G_058E,B19037G_058M,B19037G_059E,B19037G_059M,B19037G_060E,B19037G_060M,B19037G_061E,B19037G_061M,B19037G_062E,B19037G_062M,B19037G_063E,B19037G_063M,B19037G_064E,B19037G_064M,B19037G_065E,B19037G_065M,B19037G_066E,B19037G_066M,B19037G_067E,B19037G_067M,B19037G_068E,B19037G_068M,B19037G_069E,B19037G_069M,NAME,B19037G_001MA,B19037G_001EA,B19037G_002EA,B19037G_002MA,B19037G_003MA,B19037G_003EA,B19037G_004MA,B19037G_004EA,B19037G_005EA,B19037G_005MA,B19037G_006EA,B19037G_006MA,B19037G_007EA,B19037G_007MA,B19037G_008EA,B19037G_008MA,B19037G_009MA,B19037G_009EA,B19037G_010MA,B19037G_010EA,B19037G_011EA,B19037G_011MA,B19037G_012MA,B19037G_012EA,B19037G_013EA,B19037G_013MA,B19037G_014MA,B19037G_014EA,B19037G_015MA,B19037G_015EA,B19037G_016EA,B19037G_016MA,B19037G_017EA,B19037G_017MA,B19037G_018EA,B19037G_018MA,B19037G_019EA,B19037G_019MA,B19037G_020MA,B19037G_020EA,B19037G_021MA,B19037G_021EA,B19037G_022MA,B19037G_022EA,B19037G_023EA,B19037G_023MA,B19037G_024EA,B19037G_024MA,B19037G_025MA,B19037G_025EA,B19037G_026MA,B19037G_026EA,B19037G_027MA,B19037G_027EA,B19037G_028MA,B19037G_028EA,B19037G_029EA,B19037G_029MA,B19037G_030EA,B19037G_030MA,B19037G_031MA,B19037G_031EA,B19037G_032MA,B19037G_032EA,B19037G_033MA,B19037G_033EA,B19037G_034EA,B19037G_034MA,B19037G_035EA,B19037G_035MA,B19037G_036MA,B19037G_036EA,B19037G_037MA,B19037G_037EA,B19037G_038MA,B19037G_038EA,B19037G_039MA,B19037G_039EA,B19037G_040EA,B19037G_040MA,B19037G_041EA,B19037G_041MA,B19037G_042EA,B19037G_042MA,B19037G_043MA,B19037G_043EA,B19037G_044MA,B19037G_044EA,B19037G_045MA,B19037G_045EA,B19037G_046EA,B19037G_046MA,B19037G_047MA,B19037G_047EA,B19037G_048MA,B19037G_048EA,B19037G_049MA,B19037G_049EA,B19037G_050EA,B19037G_050MA,B19037G_051EA,B19037G_051MA,B19037G_052EA,B19037G_052MA,B19037G_053MA,B19037G_053EA,B19037G_054MA,B19037G_054EA,B19037G_055EA,B19037G_055MA,B19037G_056MA,B19037G_056EA,B19037G_057EA,B19037G_057MA,B19037G_058MA,B19037G_058EA,B19037G_059MA,B19037G_059EA,B19037G_060EA,B19037G_060MA,B19037G_061EA,B19037G_061MA,B19037G_062EA,B19037G_062MA,B19037G_063EA,B19037G_063MA,B19037G_064MA,B19037G_064EA,B19037G_065MA,B19037G_065EA,B19037G_066EA,B19037G_066MA,B19037G_067MA,B19037G_067EA,B19037G_068EA,B19037G_068MA,B19037G_069MA,B19037G_069EA,state
0400000US01,23652,2477,1450,637,438,388,46,67,99,152,234,175,0,200,97,109,34,53,60,102,290,296,152,259,0,200,0,200,0,200,0,200,0,200,0,200,9190,1653,993,538,773,474,522,362,503,340,227,237,549,424,173,279,1194,864,253,219,602,329,1767,791,483,315,471,294,188,186,399,255,93,120,8820,1443,921,481,907,366,460,281,670,459,349,322,300,177,547,347,523,419,107,108,291,196,1230,527,731,360,667,408,676,565,307,312,134,194,4192,1006,300,258,782,538,215,200,556,308,366,286,199,191,307,291,186,154,309,280,312,271,388,337,149,167,38,68,0,200,13,24,72,118,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,63376,3826,4880,1036,479,304,294,246,554,342,561,446,295,262,227,175,117,100,307,259,362,317,853,622,361,347,363,384,107,184,0,208,0,208,0,208,29931,3393,1049,520,1215,584,777,382,772,484,1385,789,2724,1035,2400,1033,2043,835,1575,747,2239,837,3169,959,3718,954,2233,685,1977,857,1571,613,1084,485,18135,2166,1234,611,739,402,1341,653,1242,539,737,581,843,363,570,334,583,294,661,316,1118,425,1797,542,2591,894,2146,861,759,379,838,416,936,490,10430,1670,823,482,1350,647,911,465,404,280,462,369,954,592,669,396,641,431,253,162,357,226,1371,622,800,374,441,286,278,214,299,237,417,286,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,23514,2482,2718,967,264,209,0,201,0,201,683,634,610,418,203,235,7,13,432,440,159,189,0,201,30,45,330,270,0,201,0,201,0,201,0,201,8232,1488,629,302,452,404,421,379,300,275,696,442,490,303,449,347,495,435,432,389,979,544,557,365,1210,604,447,330,122,189,411,320,142,186,7979,1225,755,398,390,217,637,392,426,280,473,258,339,285,142,155,404,286,350,329,594,416,878,450,927,521,388,283,838,477,179,165,259,191,4585,1132,150,134,95,100,534,314,211,194,171,223,596,530,366,290,79,100,211,282,739,448,743,453,220,214,82,98,34,43,94,129,260,347,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,431920,11431,20281,2017,3238,775,1450,718,1133,556,1268,699,1212,583,1579,691,595,364,1011,495,843,421,1376,604,2478,785,1742,885,1346,755,265,174,485,323,260,259,198317,8045,8293,1607,5330,1195,5839,1348,7555,1613,5532,1359,7492,1400,6525,1302,6608,1343,5623,1284,13681,1847,19390,2104,28479,3016,21180,2550,15451,1817,19039,2155,22300,2540,152648,5805,8057,1273,6224,1421,5569,1121,4621,1035,3612,1108,5230,1203,4763,1298,5988,1501,4827,1167,9201,1643,13046,2021,19460,2515,15613,1902,11600,1751,16458,1945,18379,2383,60674,3592,4093,1004,5837,1049,4649,1244,3040,952,3168,825,2916,762,2232,621,2942,912,2656,993,4012,973,5507,919,6475,1276,4170,998,2567,678,2541,631,3869,799,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,52241,3702,4658,1050,482,285,86,112,203,209,86,99,545,428,405,306,493,462,291,275,246,268,739,550,218,196,247,192,524,423,54,92,39,87,0,200,25232,2807,1724,753,371,269,574,337,1144,576,861,581,665,408,889,515,672,314,963,548,2474,857,2575,887,4240,1150,2647,788,1640,604,1809,756,1984,701,15030,1757,1334,663,852,475,726,389,467,297,409,276,833,525,611,293,264,219,342,270,921,437,2428,731,1478,531,874,371,833,482,1022,484,1636,568,7321,1239,968,484,603,427,237,189,201,136,648,318,877,651,220,165,128,164,202,240,597,378,665,480,944,446,360,227,270,207,148,172,253,183,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,134110,6460,6678,1230,1036,567,519,386,506,365,582,379,793,435,647,418,776,375,216,188,0,226,478,473,356,237,694,491,75,141,0,226,0,226,0,226,59386,4102,3267,1117,1984,765,1725,733,4563,1214,2995,1119,1523,675,4519,1306,3167,1234,3041,906,4992,1541,6200,1341,8297,1685,4300,1543,2022,817,3139,1059,3652,1355,47648,3957,3013,902,2989,1079,2566,971,2165,896,1809,790,2178,776,1420,633,1205,495,2862,897,4196,1108,5412,1364,6182,1171,3408,881,3116,1091,2809,899,2318,773,20398,2321,2059,665,2352,736,1503,574,1859,983,1211,513,1121,498,1274,822,631,340,733,369,1470,633,1748,665,1834,732,963,617,625,300,369,299,646,312,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
