GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001MA,B17010I_001EA,B17010I_002MA,B17010I_002EA,B17010I_003EA,B17010I_003MA,B17010I_004EA,B17010I_004MA,B17010I_005EA,B17010I_005MA,B17010I_006MA,B17010I_006EA,B17010I_007MA,B17010I_007EA,B17010I_008EA,B17010I_008MA,B17010I_009EA,B17010I_009MA,B17010I_010EA,B17010I_010MA,B17010I_011MA,B17010I_011EA,B17010I_012MA,B17010I_012EA,B17010I_013EA,B17010I_013MA,B17010I_014EA,B17010I_014MA,B17010I_015EA,B17010I_015MA,B17010I_016MA,B17010I_016EA,B17010I_017MA,B17010I_017EA,B17010I_018MA,B17010I_018EA,B17010I_019EA,B17010I_019MA,B17010I_020EA,B17010I_020MA,B17010I_021MA,B17010I_021EA,B17010I_022MA,B17010I_022EA,B17010I_023MA,B17010I_023EA,B17010I_024EA,B17010I_024MA,B17010I_025EA,B17010I_025MA,B17010I_026EA,B17010I_026MA,B17010I_027MA,B17010I_027EA,B17010I_028MA,B17010I_028EA,B17010I_029MA,B17010I_029EA,B17010I_030MA,B17010I_030EA,B17010I_031MA,B17010I_031EA,B17010I_032MA,B17010I_032EA,B17010I_033MA,B17010I_033EA,B17010I_034MA,B17010I_034EA,B17010I_035MA,B17010I_035EA,B17010I_036MA,B17010I_036EA,B17010I_037MA,B17010I_037EA,B17010I_038MA,B17010I_038EA,B17010I_039MA,B17010I_039EA,B17010I_040MA,B17010I_040EA,B17010I_041MA,B17010I_041EA,state
0400000US01,36721,2715,11480,1999,6437,1373,5490,1224,789,561,2534,954,2167,770,947,543,5043,1378,1411,747,1361,730,53,95,1068,725,240,233,50,61,3632,1094,3426,1101,556,349,1323,833,1547,614,206,187,25241,2528,18580,2510,12061,1951,1774,868,3770,1012,6517,1509,6519,1491,6661,1335,3427,1103,1681,841,336,278,335,333,1010,609,1746,743,3234,917,1969,712,327,244,529,335,1113,529,1265,611,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,445604,7475,79426,4701,30312,3000,24499,2792,1930,749,9054,1846,13515,2102,5813,1043,49114,3700,9903,1927,7895,1693,1793,807,2336,1177,3766,980,2008,983,39211,3209,35478,3126,4252,1128,12023,1989,19203,2332,3733,889,366178,7702,239428,7095,141129,6018,18172,2247,32777,3482,90180,4790,98299,4956,126750,5501,48859,4148,27729,3055,6048,1447,5372,1213,16309,2203,21130,2768,77891,4639,51058,4280,7817,1632,11066,1607,32175,3526,26833,2420,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,47001,2326,9818,1778,4139,1022,3475,978,374,272,1426,653,1675,757,664,356,5679,1380,772,365,734,367,245,267,173,197,316,233,38,63,4907,1303,4436,1329,577,426,1981,1076,1878,732,471,509,37183,2326,24194,2354,15243,1999,2635,1076,3589,947,9019,1968,8951,1571,12989,1873,5121,1230,3703,976,833,502,649,535,2221,841,1418,700,7868,1623,6241,1481,847,510,796,500,4598,1295,1627,672,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3062342,14892,468632,12026,196110,7034,154577,6510,11867,2023,59210,4151,83500,5031,41533,3133,272522,10341,51658,3710,41334,3592,5503,1393,15270,2506,20561,2562,10324,1447,220864,9041,194247,8360,24725,2560,67675,5027,101847,5357,26617,2708,2593710,18828,1769861,17307,1053754,15798,137815,5441,251056,9988,664883,12783,716107,13371,823849,14901,308964,9030,177159,7088,33518,3512,39730,3948,103911,5596,131805,6001,514885,13223,301795,10253,38410,3379,54197,4195,209188,7888,213090,8653,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,247228,5425,33275,2998,12296,2059,9777,1848,1128,569,3449,1163,5200,1539,2519,810,20979,2718,2439,973,2109,967,448,400,591,510,1070,674,330,283,18540,2627,16269,2543,2300,1062,5647,1484,8322,1712,2271,867,213953,5571,151099,5652,89528,4380,12424,1884,24331,2662,52773,3601,61571,3868,62854,4011,23162,2932,15254,2289,3268,1286,2193,862,9793,1888,7908,1667,39692,3191,26772,3126,3654,1114,4314,1329,18804,2640,12920,1786,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,121259,3594,21866,2488,5396,1219,3677,1181,534,581,1302,597,1841,740,1719,753,16470,2153,2383,862,2095,782,396,313,528,437,1171,599,288,260,14087,2116,11895,2062,1287,537,3760,1155,6848,1639,2192,824,99393,3771,56371,3550,33351,2443,4072,954,8044,1914,21235,2277,23020,2288,43022,3510,13918,2199,8462,1680,2505,1018,1353,773,4604,1288,5456,1379,29104,2826,20609,2549,2953,986,2945,1131,14711,1997,8495,1556,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18470,1393,3091,808,1661,589,1178,468,96,113,662,382,420,313,483,336,1430,653,339,425,32,58,0,198,32,58,0,198,307,417,1091,530,1075,529,223,261,249,293,603,419,16,31,15379,1417,11424,1370,7400,1265,893,518,1221,477,5286,1262,4024,965,3955,942,1414,646,934,557,0,198,310,397,624,417,480,316,2541,799,1669,705,413,364,210,325,1046,540,872,436,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1162466,13060,175455,7640,80644,4866,48747,3698,5409,1354,18835,2342,24503,2796,31897,3347,94811,5873,17718,2287,12760,2065,2145,958,3798,1332,6817,1618,4958,1390,77093,5227,63784,4696,7482,1585,16558,2611,39744,3835,13309,2105,987011,13425,674964,12871,328670,10595,56808,4343,61367,5064,210495,8158,346294,9017,312047,8763,110519,6313,54674,4568,12638,2305,7971,1771,34065,3681,55845,4185,201528,6742,111174,6205,16238,2556,15067,2604,79869,5031,90354,4863,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
