GEO_ID,B28009D_001E,B28009D_001M,B28009D_002E,B28009D_002M,B28009D_003E,B28009D_003M,B28009D_004E,B28009D_004M,B28009D_005E,B28009D_005M,B28009D_006E,B28009D_006M,NAME,B28009D_001EA,B28009D_001MA,B28009D_002MA,B28009D_002EA,B28009D_003EA,B28009D_003MA,B28009D_004EA,B28009D_004MA,B28009D_005MA,B28009D_005EA,B28009D_006EA,B28009D_006MA,state
0400000US01,65577,3066,62610,3187,0,200,59977,3211,2633,1116,2967,1895,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46835,2354,45412,2427,95,121,42791,2740,2526,1246,1423,592,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,227916,4941,223319,5200,542,739,217389,5519,5388,1584,4597,1616,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,46619,3276,44493,3289,0,201,38942,3340,5551,2117,2126,1149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5675160,20383,5531705,20799,9654,2492,5334323,22615,187728,12298,143455,9740,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,175292,4135,171912,4142,55,102,165130,4616,6727,1929,3380,1175,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,160555,3106,157696,3204,55,89,152267,3734,5374,2685,2859,1198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,38448,1683,38091,1731,0,198,36818,1948,1273,855,357,311,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,581086,7696,568476,8946,506,366,541471,10252,26499,5138,12610,3096,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,402605,7450,395118,7866,30,57,375389,9581,19699,6036,7487,2839,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,536072,8763,505366,9765,1118,893,469246,9645,35002,6443,30706,3773,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22739,3405,21466,3392,0,201,20451,3279,1015,609,1273,733,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,681994,6461,665848,7360,729,768,639380,8333,25739,4526,16146,3936,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,140202,4330,137145,5064,469,754,128578,5589,8098,2459,3057,2770,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,79611,2878,76644,3413,0,163,71204,3722,5440,1874,2967,1810,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,84597,3243,82197,3361,0,177,80218,3470,1979,881,2400,1212,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,63798,2773,61369,2829,0,195,60013,2992,1356,802,2429,1237,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,83230,2194,80282,2663,297,441,75701,2863,4284,1630,2948,1489,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13938,1236,13113,1215,10,20,12345,1298,758,486,825,436,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,385638,4388,381608,4604,327,258,372355,4991,8926,2780,4030,1204,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
