GEO_ID,B23002F_001E,B23002F_001M,B23002F_002E,B23002F_002M,B23002F_003E,B23002F_003M,B23002F_004E,B23002F_004M,B23002F_005E,B23002F_005M,B23002F_006E,B23002F_006M,B23002F_007E,B23002F_007M,B23002F_008E,B23002F_008M,B23002F_009E,B23002F_009M,B23002F_010E,B23002F_010M,B23002F_011E,B23002F_011M,B23002F_012E,B23002F_012M,B23002F_013E,B23002F_013M,B23002F_014E,B23002F_014M,B23002F_015E,B23002F_015M,B23002F_016E,B23002F_016M,B23002F_017E,B23002F_017M,B23002F_018E,B23002F_018M,B23002F_019E,B23002F_019M,B23002F_020E,B23002F_020M,B23002F_021E,B23002F_021M,B23002F_022E,B23002F_022M,B23002F_023E,B23002F_023M,B23002F_024E,B23002F_024M,B23002F_025E,B23002F_025M,B23002F_026E,B23002F_026M,B23002F_027E,B23002F_027M,B23002F_028E,B23002F_028M,B23002F_029E,B23002F_029M,B23002F_030E,B23002F_030M,B23002F_031E,B23002F_031M,B23002F_032E,B23002F_032M,B23002F_033E,B23002F_033M,B23002F_034E,B23002F_034M,B23002F_035E,B23002F_035M,B23002F_036E,B23002F_036M,B23002F_037E,B23002F_037M,B23002F_038E,B23002F_038M,B23002F_039E,B23002F_039M,B23002F_040E,B23002F_040M,B23002F_041E,B23002F_041M,B23002F_042E,B23002F_042M,B23002F_043E,B23002F_043M,B23002F_044E,B23002F_044M,B23002F_045E,B23002F_045M,B23002F_046E,B23002F_046M,B23002F_047E,B23002F_047M,B23002F_048E,B23002F_048M,B23002F_049E,B23002F_049M,B23002F_050E,B23002F_050M,B23002F_051E,B23002F_051M,B23002F_052E,B23002F_052M,B23002F_053E,B23002F_053M,B23002F_054E,B23002F_054M,B23002F_055E,B23002F_055M,B23002F_056E,B23002F_056M,B23002F_057E,B23002F_057M,B23002F_058E,B23002F_058M,B23002F_059E,B23002F_059M,B23002F_060E,B23002F_060M,B23002F_061E,B23002F_061M,B23002F_062E,B23002F_062M,B23002F_063E,B23002F_063M,B23002F_064E,B23002F_064M,B23002F_065E,B23002F_065M,B23002F_066E,B23002F_066M,B23002F_067E,B23002F_067M,B23002F_068E,B23002F_068M,B23002F_069E,B23002F_069M,B23002F_070E,B23002F_070M,B23002F_071E,B23002F_071M,B23002F_072E,B23002F_072M,B23002F_073E,B23002F_073M,B23002F_074E,B23002F_074M,B23002F_075E,B23002F_075M,B23002F_076E,B23002F_076M,B23002F_077E,B23002F_077M,B23002F_078E,B23002F_078M,B23002F_079E,B23002F_079M,NAME,B23002F_001EA,B23002F_001MA,B23002F_002EA,B23002F_002MA,B23002F_003EA,B23002F_003MA,B23002F_004EA,B23002F_004MA,B23002F_005EA,B23002F_005MA,B23002F_006EA,B23002F_006MA,B23002F_007EA,B23002F_007MA,B23002F_008EA,B23002F_008MA,B23002F_009MA,B23002F_009EA,B23002F_010MA,B23002F_010EA,B23002F_011EA,B23002F_011MA,B23002F_012EA,B23002F_012MA,B23002F_013EA,B23002F_013MA,B23002F_014EA,B23002F_014MA,B23002F_015EA,B23002F_015MA,B23002F_016EA,B23002F_016MA,B23002F_017EA,B23002F_017MA,B23002F_018EA,B23002F_018MA,B23002F_019MA,B23002F_019EA,B23002F_020MA,B23002F_020EA,B23002F_021MA,B23002F_021EA,B23002F_022EA,B23002F_022MA,B23002F_023EA,B23002F_023MA,B23002F_024EA,B23002F_024MA,B23002F_025EA,B23002F_025MA,B23002F_026EA,B23002F_026MA,B23002F_027EA,B23002F_027MA,B23002F_028EA,B23002F_028MA,B23002F_029MA,B23002F_029EA,B23002F_030MA,B23002F_030EA,B23002F_031MA,B23002F_031EA,B23002F_032MA,B23002F_032EA,B23002F_033MA,B23002F_033EA,B23002F_034MA,B23002F_034EA,B23002F_035MA,B23002F_035EA,B23002F_036EA,B23002F_036MA,B23002F_037EA,B23002F_037MA,B23002F_038EA,B23002F_038MA,B23002F_039MA,B23002F_039EA,B23002F_040MA,B23002F_040EA,B23002F_041MA,B23002F_041EA,B23002F_042MA,B23002F_042EA,B23002F_043MA,B23002F_043EA,B23002F_044MA,B23002F_044EA,B23002F_045MA,B23002F_045EA,B23002F_046EA,B23002F_046MA,B23002F_047EA,B23002F_047MA,B23002F_048EA,B23002F_048MA,B23002F_049EA,B23002F_049MA,B23002F_050EA,B23002F_050MA,B23002F_051EA,B23002F_051MA,B23002F_052EA,B23002F_052MA,B23002F_053EA,B23002F_053MA,B23002F_054MA,B23002F_054EA,B23002F_055MA,B23002F_055EA,B23002F_056EA,B23002F_056MA,B23002F_057EA,B23002F_057MA,B23002F_058EA,B23002F_058MA,B23002F_059EA,B23002F_059MA,B23002F_060EA,B23002F_060MA,B23002F_061EA,B23002F_061MA,B23002F_062EA,B23002F_062MA,B23002F_063EA,B23002F_063MA,B23002F_064MA,B23002F_064EA,B23002F_065MA,B23002F_065EA,B23002F_066EA,B23002F_066MA,B23002F_067EA,B23002F_067MA,B23002F_068EA,B23002F_068MA,B23002F_069EA,B23002F_069MA,B23002F_070EA,B23002F_070MA,B23002F_071EA,B23002F_071MA,B23002F_072EA,B23002F_072MA,B23002F_073EA,B23002F_073MA,B23002F_074MA,B23002F_074EA,B23002F_075MA,B23002F_075EA,B23002F_076MA,B23002F_076EA,B23002F_077MA,B23002F_077EA,B23002F_078MA,B23002F_078EA,B23002F_079MA,B23002F_079EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,324012,14707,166139,8475,16375,2661,7644,1699,164,262,7480,1721,5153,1407,2327,986,8731,1456,20900,2467,16848,2336,325,207,16523,2342,14920,2278,1603,941,4052,883,101238,5738,85414,5697,277,244,85137,5697,81836,5496,3301,1132,15824,2217,16457,1658,10665,1488,0,208,10665,1488,10409,1477,256,215,5792,1194,4619,1246,1978,927,1978,927,0,208,2641,840,6550,1283,795,383,795,383,0,208,5755,1252,157873,8542,16271,2264,7019,1587,0,208,7019,1587,5730,1483,1289,742,9252,1534,20637,2937,16592,2463,306,275,16286,2470,15111,2438,1175,679,4045,1264,91855,5103,61709,4218,170,281,61539,4227,57116,4115,4423,1674,30146,2961,16970,1663,8988,1430,0,208,8988,1430,8596,1396,392,329,7982,1367,4452,1028,1138,565,1138,565,0,208,3314,1020,7688,1589,161,160,161,160,0,208,7527,1576,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,59613,4948,31466,3080,3804,1080,1649,676,0,201,1649,676,1196,546,453,377,2155,813,3810,1024,3458,1025,0,201,3458,1025,3145,996,313,285,352,252,19277,2385,17694,2052,0,201,17694,2052,16977,2012,717,513,1583,879,2891,907,2426,847,0,201,2426,847,2385,837,41,72,465,290,1245,836,526,618,526,618,0,201,719,485,439,282,94,128,54,94,40,83,345,265,28147,2602,2499,763,1062,528,7,12,1055,528,1055,528,0,201,1437,528,4546,987,3597,1012,0,201,3597,1012,3597,1012,0,201,949,604,17777,2151,10968,1990,0,201,10968,1990,10383,1946,585,514,6809,1673,2141,751,1326,634,0,201,1326,634,1326,634,0,201,815,457,501,362,227,227,227,227,0,201,274,279,683,348,0,201,0,201,0,201,683,348,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4420053,45995,2247715,26277,199330,6285,65968,4259,663,335,65305,4182,50606,3483,14699,2107,133362,5194,275473,7314,215932,6700,3990,914,211942,6812,186504,7165,25438,3435,59541,4206,1371353,19406,1232699,18509,2967,1125,1229732,18690,1177943,17363,51789,4968,138654,7339,242412,6948,181481,6438,0,210,181481,6438,172851,6065,8630,1531,60931,3937,64737,3913,22671,2612,22068,2536,603,355,42066,2849,94410,4819,11717,1856,11410,1902,307,266,82693,4592,2172338,25602,193860,6459,59283,3757,213,182,59070,3748,45513,2945,13557,2120,134577,5533,258932,7728,184530,7638,521,360,184009,7559,168304,7324,15705,2287,74402,4612,1267708,16258,893980,15348,638,373,893342,15314,836742,14535,56600,4776,373728,10421,244623,6861,131077,5398,0,210,131077,5398,123911,5191,7166,1492,113546,5937,74908,4765,15918,2034,15067,1990,851,583,58990,4487,132307,5438,7781,1413,7320,1353,461,395,124526,5143,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,163323,8943,84295,5189,7297,1459,4070,1066,103,137,3967,1062,2916,947,1051,580,3227,1071,10344,2232,8641,1813,0,200,8641,1813,8260,1832,381,455,1703,947,50532,3479,45335,3300,490,418,44845,3336,42938,3290,1907,684,5197,1468,9700,1356,6548,1141,0,200,6548,1141,6143,1178,405,333,3152,825,2288,713,497,278,497,278,0,200,1791,623,4134,1063,172,147,172,147,0,200,3962,1042,79028,5008,7572,1551,3117,1004,0,200,3117,1004,2466,930,651,486,4455,1305,7469,1566,6274,1514,83,133,6191,1524,5757,1477,434,428,1195,505,45742,3361,33202,3020,0,200,33202,3020,31305,2942,1897,908,12540,1751,11074,1324,5892,1071,0,200,5892,1071,5783,1086,109,134,5182,1376,2481,702,547,415,547,415,0,200,1934,658,4690,1132,217,229,217,229,0,200,4473,1106,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,142702,9782,71941,6003,6337,1298,2819,1069,0,207,2819,1069,2090,924,729,577,3518,939,7768,1636,5380,1390,0,207,5380,1390,3389,1011,1991,1195,2388,906,46306,4316,38004,4003,0,207,38004,4003,34968,3999,3036,1272,8302,1559,6630,1366,4311,1131,0,207,4311,1131,3811,1135,500,282,2319,932,2421,914,1534,883,1501,884,33,52,887,462,2479,762,397,363,397,363,0,207,2082,741,70761,5655,5796,1544,2636,1137,0,207,2636,1137,2060,1131,576,373,3160,1053,7338,1461,5635,1421,0,207,5635,1421,4861,1361,774,569,1703,822,46370,3518,34003,3623,0,207,34003,3623,31154,3507,2849,919,12367,1675,6254,1428,3484,1143,0,207,3484,1143,2974,1044,510,516,2770,883,1517,813,431,449,431,449,0,207,1086,668,3486,1011,253,344,253,344,0,207,3233,975,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,463246,21833,238490,12809,18794,2867,6711,1969,0,226,6711,1969,5020,1798,1691,878,12083,2235,23957,4178,19542,3890,375,357,19167,3847,18252,3839,915,439,4415,1040,153012,8618,136801,8070,884,524,135917,8116,131294,8063,4623,1403,16211,3454,21874,2352,13872,1928,0,226,13872,1928,13489,1882,383,329,8002,1620,6974,1517,2710,835,2620,806,90,151,4264,1402,13879,2216,742,394,558,346,184,228,13137,2181,224756,12335,15652,2787,5349,1510,0,226,5349,1510,4655,1387,694,481,10303,2294,20192,3271,13669,2453,0,226,13669,2453,12666,2412,1003,539,6523,1752,138410,7886,105837,7006,175,215,105662,7024,97667,6464,7995,2130,32573,3519,25009,3286,14857,2139,0,226,14857,2139,14074,2027,783,488,10152,1990,9403,1882,2485,941,2436,939,49,82,6918,1584,16090,2252,646,417,565,392,81,136,15444,2253,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
