GEO_ID,B19037F_001E,B19037F_001M,B19037F_002E,B19037F_002M,B19037F_003E,B19037F_003M,B19037F_004E,B19037F_004M,B19037F_005E,B19037F_005M,B19037F_006E,B19037F_006M,B19037F_007E,B19037F_007M,B19037F_008E,B19037F_008M,B19037F_009E,B19037F_009M,B19037F_010E,B19037F_010M,B19037F_011E,B19037F_011M,B19037F_012E,B19037F_012M,B19037F_013E,B19037F_013M,B19037F_014E,B19037F_014M,B19037F_015E,B19037F_015M,B19037F_016E,B19037F_016M,B19037F_017E,B19037F_017M,B19037F_018E,B19037F_018M,B19037F_019E,B19037F_019M,B19037F_020E,B19037F_020M,B19037F_021E,B19037F_021M,B19037F_022E,B19037F_022M,B19037F_023E,B19037F_023M,B19037F_024E,B19037F_024M,B19037F_025E,B19037F_025M,B19037F_026E,B19037F_026M,B19037F_027E,B19037F_027M,B19037F_028E,B19037F_028M,B19037F_029E,B19037F_029M,B19037F_030E,B19037F_030M,B19037F_031E,B19037F_031M,B19037F_032E,B19037F_032M,B19037F_033E,B19037F_033M,B19037F_034E,B19037F_034M,B19037F_035E,B19037F_035M,B19037F_036E,B19037F_036M,B19037F_037E,B19037F_037M,B19037F_038E,B19037F_038M,B19037F_039E,B19037F_039M,B19037F_040E,B19037F_040M,B19037F_041E,B19037F_041M,B19037F_042E,B19037F_042M,B19037F_043E,B19037F_043M,B19037F_044E,B19037F_044M,B19037F_045E,B19037F_045M,B19037F_046E,B19037F_046M,B19037F_047E,B19037F_047M,B19037F_048E,B19037F_048M,B19037F_049E,B19037F_049M,B19037F_050E,B19037F_050M,B19037F_051E,B19037F_051M,B19037F_052E,B19037F_052M,B19037F_053E,B19037F_053M,B19037F_054E,B19037F_054M,B19037F_055E,B19037F_055M,B19037F_056E,B19037F_056M,B19037F_057E,B19037F_057M,B19037F_058E,B19037F_058M,B19037F_059E,B19037F_059M,B19037F_060E,B19037F_060M,B19037F_061E,B19037F_061M,B19037F_062E,B19037F_062M,B19037F_063E,B19037F_063M,B19037F_064E,B19037F_064M,B19037F_065E,B19037F_065M,B19037F_066E,B19037F_066M,B19037F_067E,B19037F_067M,B19037F_068E,B19037F_068M,B19037F_069E,B19037F_069M,NAME,B19037F_001MA,B19037F_001EA,B19037F_002EA,B19037F_002MA,B19037F_003MA,B19037F_003EA,B19037F_004EA,B19037F_004MA,B19037F_005EA,B19037F_005MA,B19037F_006MA,B19037F_006EA,B19037F_007MA,B19037F_007EA,B19037F_008MA,B19037F_008EA,B19037F_009EA,B19037F_009MA,B19037F_010EA,B19037F_010MA,B19037F_011EA,B19037F_011MA,B19037F_012MA,B19037F_012EA,B19037F_013MA,B19037F_013EA,B19037F_014EA,B19037F_014MA,B19037F_015MA,B19037F_015EA,B19037F_016EA,B19037F_016MA,B19037F_017MA,B19037F_017EA,B19037F_018MA,B19037F_018EA,B19037F_019EA,B19037F_019MA,B19037F_020EA,B19037F_020MA,B19037F_021EA,B19037F_021MA,B19037F_022EA,B19037F_022MA,B19037F_023MA,B19037F_023EA,B19037F_024MA,B19037F_024EA,B19037F_025EA,B19037F_025MA,B19037F_026MA,B19037F_026EA,B19037F_027EA,B19037F_027MA,B19037F_028MA,B19037F_028EA,B19037F_029MA,B19037F_029EA,B19037F_030EA,B19037F_030MA,B19037F_031EA,B19037F_031MA,B19037F_032EA,B19037F_032MA,B19037F_033EA,B19037F_033MA,B19037F_034MA,B19037F_034EA,B19037F_035MA,B19037F_035EA,B19037F_036EA,B19037F_036MA,B19037F_037EA,B19037F_037MA,B19037F_038EA,B19037F_038MA,B19037F_039MA,B19037F_039EA,B19037F_040MA,B19037F_040EA,B19037F_041MA,B19037F_041EA,B19037F_042MA,B19037F_042EA,B19037F_043EA,B19037F_043MA,B19037F_044EA,B19037F_044MA,B19037F_045MA,B19037F_045EA,B19037F_046MA,B19037F_046EA,B19037F_047MA,B19037F_047EA,B19037F_048EA,B19037F_048MA,B19037F_049EA,B19037F_049MA,B19037F_050MA,B19037F_050EA,B19037F_051MA,B19037F_051EA,B19037F_052MA,B19037F_052EA,B19037F_053MA,B19037F_053EA,B19037F_054EA,B19037F_054MA,B19037F_055EA,B19037F_055MA,B19037F_056MA,B19037F_056EA,B19037F_057MA,B19037F_057EA,B19037F_058MA,B19037F_058EA,B19037F_059MA,B19037F_059EA,B19037F_060EA,B19037F_060MA,B19037F_061MA,B19037F_061EA,B19037F_062MA,B19037F_062EA,B19037F_063MA,B19037F_063EA,B19037F_064EA,B19037F_064MA,B19037F_065EA,B19037F_065MA,B19037F_066EA,B19037F_066MA,B19037F_067MA,B19037F_067EA,B19037F_068MA,B19037F_068EA,B19037F_069EA,B19037F_069MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,113157,6114,7559,1883,741,518,38,63,516,436,319,320,1091,763,569,411,508,312,667,420,488,479,738,532,1350,870,95,109,230,199,155,192,0,208,54,91,52667,5130,2706,891,1294,668,3006,912,3584,1049,2585,978,3279,923,3892,1383,4678,1424,2009,783,6592,1649,5738,1510,6152,1512,3713,1005,2287,1089,831,443,321,233,42531,3214,2487,738,2360,914,2211,734,2457,738,3159,949,2290,757,2819,884,1908,653,2600,863,3664,1092,3956,1031,6255,1263,2841,788,1742,722,948,498,834,561,10400,1682,1069,491,1038,495,881,394,670,310,789,354,401,371,849,527,429,343,589,409,879,385,1113,565,1075,496,367,280,251,201,0,208,0,208,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1435380,15156,53855,4061,5302,1122,2458,884,3459,1001,4846,1225,3498,883,4971,1244,2549,967,4008,1294,3143,1052,4004,1137,5813,1459,4651,1207,2606,828,1315,635,855,552,377,372,642100,10534,27738,3069,19727,2542,29465,3057,39270,3581,33286,3708,41668,3737,37237,3247,38949,3035,32749,3525,57306,4169,79416,4821,85870,5198,49758,4444,28301,2911,25088,2859,16272,2510,587360,9563,26549,2667,19406,2609,20013,2519,24453,2807,26430,2774,29577,3438,28963,3062,28642,3449,28618,3208,54677,3667,70952,4598,82951,4664,55665,3468,32986,2857,36308,3556,21170,2648,152065,5837,16303,2634,17125,2106,12961,1956,10709,1647,8734,1411,8808,1538,7692,1695,7874,1192,4849,1081,10775,1656,12355,1855,13597,2068,7541,1328,5480,1248,4506,1008,2756,831,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,64563,3794,4157,1100,0,200,649,479,53,90,140,138,492,464,218,260,435,381,101,122,246,277,484,565,557,379,415,430,0,200,367,498,0,200,0,200,30140,2684,1535,599,1021,561,617,503,1447,720,1935,885,2578,888,1328,622,1938,836,1866,684,3127,1090,3578,1090,4082,1375,2456,863,1735,880,670,596,227,199,23350,2443,2029,714,1490,679,1122,702,1409,628,568,443,885,600,1292,505,1653,738,1076,511,1610,611,2888,986,2951,968,2039,768,799,423,822,500,717,367,6916,1223,1048,470,749,565,498,248,314,209,838,427,243,146,312,275,402,459,572,343,265,210,399,282,859,421,220,181,25,42,140,163,32,55,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,58004,3780,3000,1000,586,404,747,468,93,152,332,305,0,207,244,274,185,304,262,255,220,348,0,207,85,101,173,179,73,119,0,207,0,207,0,207,28881,2714,2221,1087,788,527,2246,866,2430,1002,1659,796,1609,729,1963,910,2398,920,787,485,3797,1357,3521,1439,3630,1103,1046,675,265,230,358,348,163,155,21221,2508,2181,784,2514,925,767,404,1179,522,1035,615,1289,732,1172,782,1156,676,998,535,1483,722,2219,1134,2023,929,1296,818,778,683,491,387,640,423,4902,1322,847,568,690,312,35,61,315,314,745,801,313,296,18,29,218,212,39,68,332,328,688,492,83,137,229,229,111,144,59,106,180,180,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,166072,7728,5667,1328,460,262,113,150,355,411,428,282,640,440,347,258,584,410,402,263,441,328,477,431,590,387,449,327,326,290,55,91,0,226,0,226,79994,5546,3093,1079,3378,1139,4232,1532,4421,1522,5758,1682,6597,1505,5007,1500,3943,1122,3044,961,11970,2875,8594,1765,10397,2116,4833,1219,1596,735,1744,894,1387,795,60292,4204,4136,1215,2491,808,3174,1160,4456,1429,2148,796,3960,1235,3821,1223,2082,721,2659,923,4326,1119,7841,1717,7785,1789,4216,973,3672,1338,2062,920,1463,711,20119,2243,2180,879,2436,903,2359,789,1802,795,994,577,1479,734,1147,688,717,454,1466,768,1113,553,1610,830,1159,567,585,329,174,197,511,361,387,309,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
