GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,NAME,B06009_001EA,B06009_001MA,B06009_002EA,B06009_002MA,B06009_003EA,B06009_003MA,B06009_004EA,B06009_004MA,B06009_005MA,B06009_005EA,B06009_006MA,B06009_006EA,B06009_007MA,B06009_007EA,B06009_008MA,B06009_008EA,B06009_009EA,B06009_009MA,B06009_010MA,B06009_010EA,B06009_011MA,B06009_011EA,B06009_012MA,B06009_012EA,B06009_013MA,B06009_013EA,B06009_014EA,B06009_014MA,B06009_015EA,B06009_015MA,B06009_016MA,B06009_016EA,B06009_017MA,B06009_017EA,B06009_018MA,B06009_018EA,B06009_019MA,B06009_019EA,B06009_020EA,B06009_020MA,B06009_021MA,B06009_021EA,B06009_022MA,B06009_022EA,B06009_023MA,B06009_023EA,B06009_024MA,B06009_024EA,B06009_025EA,B06009_025MA,B06009_026EA,B06009_026MA,B06009_027MA,B06009_027EA,B06009_028MA,B06009_028EA,B06009_029MA,B06009_029EA,B06009_030MA,B06009_030EA,state
0400000US01,3309607,5907,446943,10716,1029982,16141,987978,13566,528019,10136,316685,8377,2162139,15261,316800,9849,748238,14393,640665,11092,294942,6902,161494,6289,977502,15787,90298,5185,242405,8836,311820,8684,203203,7780,129776,5860,34336,3073,2006,874,6721,1533,12633,2083,8044,1678,4932,1231,135630,5634,37839,3455,32618,3653,22860,2781,21830,3112,20483,2273,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481561,2194,40036,2946,133132,5152,169709,5313,86444,4760,52240,3278,139475,4522,17001,2000,48853,2831,47302,3355,19412,2047,6907,1393,279470,5512,12589,1849,69404,3870,102197,4030,55108,3658,40172,2965,13422,2420,1442,853,2909,1074,6021,1284,2131,687,919,425,49194,3386,9004,1591,11966,1799,14189,1496,9793,1709,4242,1136,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4711362,2707,604898,13931,1136493,15865,1586879,18647,863062,15327,520030,11588,1130181,19480,149670,7088,316410,9833,416672,12759,173457,7054,73972,3966,2696915,19902,167360,7173,616795,13507,988274,17215,565820,12973,358666,9016,72601,4977,8188,1617,13723,2037,25426,2679,16621,2373,8643,1384,811665,14994,279680,9574,189565,8244,156507,6806,107164,5940,78749,5468,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2008398,4671,267542,7996,683285,11877,587457,11564,301294,8647,168820,6386,1090418,11933,139180,6197,402888,10013,316553,8423,152044,6248,79753,4809,782482,11773,79881,4644,249274,8212,248735,7969,129959,6313,74633,4090,17092,3001,731,459,3333,877,5914,1620,4281,1323,2833,1220,118406,4103,47750,3423,27790,3199,16255,2612,15010,2218,11601,1612,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26679273,5961,4449302,35163,5541182,36178,7712542,40490,5616449,40234,3359798,29625,11085612,40755,922185,16549,2629828,27958,4095967,26902,2317566,25733,1120066,15525,5521389,36064,324708,10915,924657,16225,1687373,19244,1493389,20201,1091262,16139,378141,10818,43702,3975,66031,3972,122387,7033,93206,4664,52815,3844,9694131,41461,3158707,29321,1920666,24919,1806815,23159,1712288,25522,1095655,18002,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822068,3950,319636,10562,815595,14267,1112140,14640,994894,11943,579803,11528,1141214,17244,87250,5382,321723,9332,378487,10015,250883,8608,102871,5182,2155287,17913,89558,5463,378399,10960,630592,12440,650966,11443,405772,9660,61217,4193,3864,1313,10246,2017,22254,2686,15473,2030,9380,1452,464350,10261,138964,6359,105227,6947,80807,4743,77572,4423,61780,4173,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493854,1813,239289,8960,676911,14998,613047,12994,533791,10420,430816,8488,1158197,13188,75137,4972,373449,11037,328339,9634,233039,7704,148233,5654,773092,11821,35563,2817,151244,6306,176074,7711,211327,7013,198884,6433,101253,5419,35999,3654,28926,3191,21192,2863,8179,1323,6957,1525,461312,10699,92590,6134,123292,7758,87442,6236,81246,5293,76742,4489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,673686,1263,63551,5133,218309,7652,179743,5855,121442,5053,90641,4975,234545,7268,20849,2574,96226,6052,66223,4259,33171,2821,18076,1825,342470,7925,20954,2598,97492,5198,96201,5064,72727,4228,55096,4056,11423,2128,1800,799,4129,1073,2893,995,1564,767,1037,496,85248,5323,19948,3374,20462,2773,14426,2727,13980,1971,16432,2197,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,494614,192,48331,4147,85033,5097,77731,4684,118172,5279,165347,5508,143505,5361,18590,3076,50854,4493,38851,3235,20700,2721,14510,1985,252329,5746,10249,1736,20863,2440,27235,2933,78293,4534,115689,5032,11313,2269,1266,640,1336,1059,1322,669,3439,1243,3950,808,87467,4514,18226,3005,11980,2248,10323,1666,15740,2369,31198,2986,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15020177,8023,1745933,28467,4330040,38469,4489712,31639,2839500,31510,1614992,19343,3405418,33086,376756,14095,1100455,21773,1086336,19633,580330,14465,261541,7944,7153791,33447,494896,13414,1979503,25752,2307611,23354,1464828,18675,906953,14521,595835,20361,86341,6795,155953,10113,191597,9516,107505,8103,54439,4362,3865133,31860,787940,19010,1094129,23375,904168,17851,686837,16584,392059,12298,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
