GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001MA,B17001F_001EA,B17001F_002MA,B17001F_002EA,B17001F_003EA,B17001F_003MA,B17001F_004MA,B17001F_004EA,B17001F_005MA,B17001F_005EA,B17001F_006MA,B17001F_006EA,B17001F_007MA,B17001F_007EA,B17001F_008EA,B17001F_008MA,B17001F_009EA,B17001F_009MA,B17001F_010MA,B17001F_010EA,B17001F_011MA,B17001F_011EA,B17001F_012MA,B17001F_012EA,B17001F_013EA,B17001F_013MA,B17001F_014EA,B17001F_014MA,B17001F_015MA,B17001F_015EA,B17001F_016MA,B17001F_016EA,B17001F_017MA,B17001F_017EA,B17001F_018EA,B17001F_018MA,B17001F_019EA,B17001F_019MA,B17001F_020MA,B17001F_020EA,B17001F_021MA,B17001F_021EA,B17001F_022MA,B17001F_022EA,B17001F_023EA,B17001F_023MA,B17001F_024EA,B17001F_024MA,B17001F_025EA,B17001F_025MA,B17001F_026MA,B17001F_026EA,B17001F_027MA,B17001F_027EA,B17001F_028EA,B17001F_028MA,B17001F_029EA,B17001F_029MA,B17001F_030EA,B17001F_030MA,B17001F_031EA,B17001F_031MA,B17001F_032MA,B17001F_032EA,B17001F_033EA,B17001F_033MA,B17001F_034EA,B17001F_034MA,B17001F_035EA,B17001F_035MA,B17001F_036EA,B17001F_036MA,B17001F_037MA,B17001F_037EA,B17001F_038MA,B17001F_038EA,B17001F_039EA,B17001F_039MA,B17001F_040EA,B17001F_040MA,B17001F_041EA,B17001F_041MA,B17001F_042EA,B17001F_042MA,B17001F_043MA,B17001F_043EA,B17001F_044MA,B17001F_044EA,B17001F_045MA,B17001F_045EA,B17001F_046EA,B17001F_046MA,B17001F_047EA,B17001F_047MA,B17001F_048MA,B17001F_048EA,B17001F_049MA,B17001F_049EA,B17001F_050MA,B17001F_050EA,B17001F_051EA,B17001F_051MA,B17001F_052EA,B17001F_052MA,B17001F_053EA,B17001F_053MA,B17001F_054MA,B17001F_054EA,B17001F_055MA,B17001F_055EA,B17001F_056MA,B17001F_056EA,B17001F_057EA,B17001F_057MA,B17001F_058EA,B17001F_058MA,B17001F_059MA,B17001F_059EA,state
0400000US01,65607,6694,24542,4853,12482,2754,2144,842,280,265,2716,938,986,473,211,232,722,500,1030,874,1150,646,2055,921,803,479,66,78,248,268,71,116,12060,2592,929,675,239,277,2165,764,1246,663,303,334,283,305,1626,629,1445,603,2428,997,982,556,319,326,0,200,95,126,41065,6345,22178,3891,1664,881,600,555,3085,1252,1422,831,216,198,350,239,2295,819,4518,1410,4592,1394,1914,665,598,450,711,593,213,309,18887,3658,2148,842,335,350,2398,1071,1276,678,261,236,645,406,1983,760,3331,1141,3082,1086,1285,503,491,380,1434,963,218,260,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,416063,21031,87669,10683,36718,5280,4027,1252,439,359,6808,1747,2302,879,1030,710,1462,590,4239,1286,4606,1696,4388,1140,2849,893,3027,882,831,450,710,478,50951,6875,4592,1481,1351,790,6365,1628,3463,1352,946,465,1997,1046,7495,2318,7799,1586,6278,1384,4963,1289,3800,1025,1121,617,781,469,328394,18278,172196,9684,11663,2111,1734,693,16275,2457,7933,1631,2423,777,6156,1588,22049,2716,31409,3284,25309,3011,24456,2542,13183,1537,6596,1275,3010,828,156198,11027,9293,1853,1324,636,14517,2342,7452,1855,2333,893,5532,1156,20411,3222,24533,2465,25730,2851,21795,2467,13170,1578,6794,1292,3314,1121,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,91224,7759,25141,4897,12581,2832,1846,844,156,199,2991,1100,1334,528,593,318,614,371,1431,816,1239,672,1008,635,816,548,467,341,0,201,86,105,12560,2650,1891,699,322,238,2346,974,767,503,367,320,378,284,1830,766,1066,621,1888,714,1182,743,237,255,255,192,31,51,66083,7524,35601,4168,1941,828,810,572,4771,1371,1950,908,671,438,936,504,4431,1000,5659,1376,5217,1419,5193,1581,2424,780,1454,880,144,186,30482,3994,2735,936,745,509,2982,1044,1692,809,1240,703,989,539,3656,1071,4353,1366,5307,1384,3981,1212,1904,698,598,406,300,305,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5814825,64836,1045168,34111,465569,16632,63550,5853,11064,2242,76544,5682,35136,3604,11495,1853,19851,2347,54447,4280,54171,4620,54557,3665,37232,3397,25252,2963,14697,2327,7573,1353,579599,20780,50941,4713,11188,1732,72312,5526,36211,3493,11001,1935,21510,3036,74793,6180,93913,5862,83230,4629,52275,3454,35291,3194,21438,2661,15496,1529,4769657,59986,2475450,34709,157082,6914,30404,3483,209883,8226,114240,4691,35976,3220,74349,4177,309268,8771,469716,10464,385970,9384,341639,9536,213818,6877,89362,4638,43743,3200,2294207,30906,153517,6600,30470,3684,205113,7337,109167,5734,37876,4076,72627,4464,274733,7965,375678,9726,344998,7740,314306,7566,209058,5854,103428,5198,63236,3705,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,216674,11637,35759,5857,15454,3168,2508,1121,0,200,2272,915,1691,848,451,326,566,302,1022,601,2137,978,1452,570,1075,545,1603,600,583,366,94,119,20305,3519,1577,701,343,414,2416,991,1280,756,608,462,1233,666,2122,878,3453,951,2306,777,1240,589,2295,847,1234,727,198,159,180915,11249,95295,6543,5202,1277,745,443,9197,1711,3736,1143,1861,707,2827,895,12907,2275,16104,2263,16608,2401,12347,1839,8097,1303,3227,767,2437,844,85620,6571,5264,1774,1312,661,8954,1636,3966,960,1321,633,2617,747,9011,1735,15292,2318,12446,1639,10919,1764,8779,1271,3919,915,1820,619,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,186811,12654,49803,7986,22053,3803,2967,1152,308,323,3310,1227,1303,708,150,153,826,567,2951,1007,3055,1190,2648,1015,1620,617,2200,889,715,439,0,207,27750,4992,1878,900,756,486,3916,1416,1084,652,1065,689,729,585,2983,910,4428,1199,4697,1277,3400,1028,1607,665,410,327,797,591,137008,11713,71701,7005,4740,1218,758,503,6848,1833,3389,1244,1509,826,2195,847,7371,1704,15011,2525,12954,2144,8545,1846,4346,1112,2823,940,1212,520,65307,6722,4045,1295,1057,636,5777,1291,2303,1122,1082,573,2388,921,6570,1629,12462,2118,10352,1955,10894,1852,4581,1273,2815,1172,981,497,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,595456,29679,100665,11791,49275,6914,6084,2037,509,340,8413,2717,2855,1103,1607,857,1351,718,4568,995,6304,1704,7091,1857,3285,1064,4218,1376,1510,685,1480,840,51390,6118,3870,1385,930,661,6870,2157,2117,1044,140,134,2103,1172,4150,1184,8631,1931,9185,2067,5539,1413,2878,1067,2613,852,2364,956,494791,27500,259061,15631,15786,2356,3534,1170,20590,3219,10190,2108,4445,1483,6890,1873,28645,4546,46969,5127,50184,5120,36781,3750,17417,2437,10523,1812,7107,1565,235730,14497,13658,2267,2417,853,19553,3484,10007,2347,3867,1267,6178,1749,22960,3594,40552,5060,45131,4228,29137,2842,22131,2895,13328,2439,6811,1467,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
