GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002EA,B17010B_002MA,B17010B_003EA,B17010B_003MA,B17010B_004EA,B17010B_004MA,B17010B_005MA,B17010B_005EA,B17010B_006EA,B17010B_006MA,B17010B_007EA,B17010B_007MA,B17010B_008MA,B17010B_008EA,B17010B_009EA,B17010B_009MA,B17010B_010MA,B17010B_010EA,B17010B_011EA,B17010B_011MA,B17010B_012EA,B17010B_012MA,B17010B_013MA,B17010B_013EA,B17010B_014EA,B17010B_014MA,B17010B_015EA,B17010B_015MA,B17010B_016EA,B17010B_016MA,B17010B_017MA,B17010B_017EA,B17010B_018MA,B17010B_018EA,B17010B_019MA,B17010B_019EA,B17010B_020EA,B17010B_020MA,B17010B_021EA,B17010B_021MA,B17010B_022MA,B17010B_022EA,B17010B_023MA,B17010B_023EA,B17010B_024MA,B17010B_024EA,B17010B_025EA,B17010B_025MA,B17010B_026EA,B17010B_026MA,B17010B_027EA,B17010B_027MA,B17010B_028MA,B17010B_028EA,B17010B_029MA,B17010B_029EA,B17010B_030MA,B17010B_030EA,B17010B_031EA,B17010B_031MA,B17010B_032EA,B17010B_032MA,B17010B_033MA,B17010B_033EA,B17010B_034MA,B17010B_034EA,B17010B_035MA,B17010B_035EA,B17010B_036EA,B17010B_036MA,B17010B_037EA,B17010B_037MA,B17010B_038EA,B17010B_038MA,B17010B_039MA,B17010B_039EA,B17010B_040MA,B17010B_040EA,B17010B_041MA,B17010B_041EA,state
0400000US01,294137,7045,71499,4534,9292,1435,4116,1092,506,418,1120,553,2490,900,5176,1026,62207,4291,6660,1446,4378,1198,1177,772,1282,691,1919,752,2282,701,55547,3940,48292,3718,8415,2197,13092,2076,26785,3245,7255,1546,222638,6844,117310,4898,47112,4053,6059,1304,8345,1883,32708,3418,70198,3475,105328,5021,19090,2240,8359,1441,1664,794,1083,565,5612,1178,10731,1862,86238,4700,49391,4204,7130,1535,6506,1460,35755,3713,36847,3130,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,60537,2614,11745,1881,3030,939,1389,617,438,337,763,467,188,190,1641,750,8715,1681,1642,748,1218,668,200,259,278,246,740,495,424,381,7073,1464,6647,1402,1477,793,2303,894,2867,928,426,273,48792,2867,26561,2324,12443,1731,2287,935,2402,864,7754,1439,14118,1920,22231,2337,5675,1470,3383,1186,1203,778,666,591,1514,749,2292,812,16556,1942,11275,1600,1852,910,2238,841,7185,1456,5281,1189,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,102061,4186,23512,2486,3505,968,1332,727,24,44,483,420,825,600,2173,710,20007,2372,2007,700,1126,609,716,545,0,201,410,285,881,509,18000,2234,16079,2036,3043,852,4391,1429,8645,1537,1921,698,78549,3994,41474,2883,17072,2706,2669,1049,3757,1457,10646,1959,24402,2548,37075,3240,7671,1697,4090,1148,475,455,447,398,3168,1085,3581,1149,29404,2845,18610,2469,3654,1475,2826,1001,12130,1893,10794,1535,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,473402,7492,73893,5103,14379,2198,9733,2003,1608,699,3325,949,4800,1430,4646,1060,59514,4552,10310,1761,7816,1633,1751,819,1512,681,4553,1389,2494,821,49204,4189,41455,3961,6630,1578,10698,2345,24127,2829,7749,1371,399509,6704,205465,6408,88542,4499,13663,2211,18162,2328,56717,3358,116923,4931,194044,6139,49811,3457,25058,3347,6166,1878,3074,996,15818,2544,24753,2445,144233,5177,76555,4258,11603,1936,10855,1801,54097,3825,67678,3748,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,48777,2841,5888,1202,1548,656,1114,600,313,365,364,425,437,291,434,277,4340,1148,788,620,402,481,0,200,0,200,402,481,386,427,3552,989,2581,886,547,494,565,378,1469,607,971,685,42889,2862,26169,2382,13447,2127,2448,937,5284,1558,5715,1509,12722,1702,16720,2568,8007,1952,5482,1629,863,537,1627,962,2992,1245,2525,1103,8713,1704,4233,1242,418,307,738,568,3077,933,4480,1122,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,79411,3437,9525,1974,1876,869,986,600,164,268,441,341,381,328,890,543,7649,1711,576,399,367,291,123,201,98,125,146,184,209,291,7073,1611,6069,1527,785,430,1863,972,3421,1133,1004,499,69886,3279,35769,2557,18547,2447,3354,1238,5259,1434,9934,1661,17222,1813,34117,2663,6053,1241,2563,929,457,456,333,317,1773,787,3490,1205,28064,2467,16299,2054,2044,758,2738,974,11517,1768,11765,1888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45262,2489,7622,1523,1859,907,1135,698,220,347,173,165,742,515,724,502,5763,1359,1132,633,747,526,213,275,320,325,214,261,385,352,4631,1175,3506,1027,841,748,641,391,2024,840,1125,642,37640,2445,20907,2162,8191,1593,983,569,1629,723,5579,1341,12716,1775,16733,2162,3380,944,1516,712,302,364,69,84,1145,661,1864,808,13353,1955,7862,1619,740,553,1136,781,5986,1477,5491,1227,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,58265,2619,13831,1750,1706,788,1059,665,340,479,154,186,565,441,647,460,12125,1688,1509,669,969,512,230,305,269,280,470,340,540,474,10616,1586,8197,1573,1081,498,2024,793,5092,1232,2419,798,44434,2377,17274,1997,5955,1200,1050,386,1157,560,3748,979,11319,1631,27160,2218,5197,1167,1870,673,48,76,440,311,1382,591,3327,994,21963,1983,10012,1660,1033,567,1415,621,7564,1393,11951,1787,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,684101,9057,124440,5712,29635,3581,15922,2656,3018,1067,5926,1417,6978,1993,13713,2586,94805,5587,13253,2092,9503,1701,1544,652,3200,1163,4759,1241,3750,1012,81552,5120,68025,5065,9423,1773,23363,3185,35239,3542,13527,2162,559661,10024,308908,8009,145827,7328,22841,2898,31795,3824,91191,6538,163081,5853,250753,8454,52426,4590,27946,3219,7385,1859,2841,964,17720,2656,24480,3467,198327,7076,106283,5119,14906,2495,18080,2467,73297,4922,92044,5294,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
