GEO_ID,C15010F_001E,C15010F_001M,C15010F_002E,C15010F_002M,C15010F_003E,C15010F_003M,C15010F_004E,C15010F_004M,C15010F_005E,C15010F_005M,C15010F_006E,C15010F_006M,NAME,C15010F_001EA,C15010F_001MA,C15010F_002EA,C15010F_002MA,C15010F_003MA,C15010F_003EA,C15010F_004MA,C15010F_004EA,C15010F_005EA,C15010F_005MA,C15010F_006EA,C15010F_006MA,state
0400000US01,3160,1121,854,603,901,659,787,455,212,263,406,353,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26078,3038,7262,1695,2827,800,6376,1516,3673,1055,5940,1483,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3627,1217,1475,719,634,599,345,349,398,329,775,548,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,351605,11629,125698,7009,25799,2622,71969,5351,25973,2942,102166,5723,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,18104,2651,6707,1605,1564,737,2972,949,1152,581,5709,1669,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,11743,2090,3893,1316,1056,598,2957,888,1470,743,2367,934,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,1070,522,246,207,55,99,300,217,208,266,261,246,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,5743,1633,2660,952,255,310,635,601,50,84,2143,1000,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,73180,7561,23961,3103,8591,2376,20634,3292,6700,1735,13294,2539,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,19235,2979,6450,1651,1847,796,5096,1606,2306,1049,3536,1124,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3341,1110,1239,585,400,324,727,560,440,477,535,302,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,2038,884,781,510,39,65,723,467,431,424,64,111,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,44304,3913,12328,1879,3743,1130,13450,2156,4179,1284,10604,1960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,7763,2814,2624,1059,1178,888,1644,791,666,447,1651,874,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2219,786,830,504,253,274,142,146,385,355,609,457,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,4091,1189,873,480,224,174,1245,744,691,374,1058,562,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3980,1348,1690,908,332,267,563,513,378,275,1017,521,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,5276,1385,1831,705,202,182,841,610,774,525,1628,811,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,21456,2949,8204,1530,2181,729,5604,1326,1930,1022,3537,1335,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21563,2457,8625,1720,2093,896,4270,1146,1712,636,4863,1091,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9388,1572,3161,865,557,370,2287,868,710,352,2673,727,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,6962,1514,2713,1069,330,269,1038,447,730,331,2151,824,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2224,1163,1165,736,70,124,627,570,97,161,265,244,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5963,1645,1811,866,794,614,1971,826,561,454,826,407,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,15230,2365,3958,1292,1067,608,4698,1342,1128,657,4379,1384,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,982,568,355,336,263,237,80,131,0,192,284,270,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,47485,4723,16497,2421,3515,1337,14532,2328,4345,1382,8596,1842,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16268,2604,6121,1677,1424,819,3477,1032,2669,1048,2577,807,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,157493,7941,48982,4066,12866,2239,38189,4519,20271,3135,37185,4401,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,14995,2138,5018,1198,1178,450,3627,1151,1666,691,3506,1016,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
