GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001EA,B19037B_001MA,B19037B_002MA,B19037B_002EA,B19037B_003EA,B19037B_003MA,B19037B_004MA,B19037B_004EA,B19037B_005EA,B19037B_005MA,B19037B_006EA,B19037B_006MA,B19037B_007MA,B19037B_007EA,B19037B_008MA,B19037B_008EA,B19037B_009MA,B19037B_009EA,B19037B_010EA,B19037B_010MA,B19037B_011EA,B19037B_011MA,B19037B_012EA,B19037B_012MA,B19037B_013MA,B19037B_013EA,B19037B_014EA,B19037B_014MA,B19037B_015MA,B19037B_015EA,B19037B_016EA,B19037B_016MA,B19037B_017EA,B19037B_017MA,B19037B_018EA,B19037B_018MA,B19037B_019MA,B19037B_019EA,B19037B_020MA,B19037B_020EA,B19037B_021MA,B19037B_021EA,B19037B_022EA,B19037B_022MA,B19037B_023EA,B19037B_023MA,B19037B_024MA,B19037B_024EA,B19037B_025EA,B19037B_025MA,B19037B_026MA,B19037B_026EA,B19037B_027EA,B19037B_027MA,B19037B_028MA,B19037B_028EA,B19037B_029EA,B19037B_029MA,B19037B_030MA,B19037B_030EA,B19037B_031MA,B19037B_031EA,B19037B_032MA,B19037B_032EA,B19037B_033EA,B19037B_033MA,B19037B_034EA,B19037B_034MA,B19037B_035MA,B19037B_035EA,B19037B_036MA,B19037B_036EA,B19037B_037MA,B19037B_037EA,B19037B_038EA,B19037B_038MA,B19037B_039EA,B19037B_039MA,B19037B_040MA,B19037B_040EA,B19037B_041MA,B19037B_041EA,B19037B_042MA,B19037B_042EA,B19037B_043MA,B19037B_043EA,B19037B_044EA,B19037B_044MA,B19037B_045EA,B19037B_045MA,B19037B_046MA,B19037B_046EA,B19037B_047MA,B19037B_047EA,B19037B_048MA,B19037B_048EA,B19037B_049EA,B19037B_049MA,B19037B_050EA,B19037B_050MA,B19037B_051MA,B19037B_051EA,B19037B_052MA,B19037B_052EA,B19037B_053MA,B19037B_053EA,B19037B_054MA,B19037B_054EA,B19037B_055EA,B19037B_055MA,B19037B_056EA,B19037B_056MA,B19037B_057MA,B19037B_057EA,B19037B_058EA,B19037B_058MA,B19037B_059MA,B19037B_059EA,B19037B_060EA,B19037B_060MA,B19037B_061EA,B19037B_061MA,B19037B_062MA,B19037B_062EA,B19037B_063MA,B19037B_063EA,B19037B_064MA,B19037B_064EA,B19037B_065MA,B19037B_065EA,B19037B_066EA,B19037B_066MA,B19037B_067EA,B19037B_067MA,B19037B_068MA,B19037B_068EA,B19037B_069EA,B19037B_069MA,state
0400000US01,487336,7317,26424,3053,7699,2064,3557,975,2406,983,2245,992,2987,1266,1472,954,2088,960,1448,882,224,247,839,448,1292,730,167,270,0,200,0,200,0,200,0,200,170866,6145,25523,3252,13181,2464,16029,2502,14415,2975,11663,2396,12465,2188,9909,2096,9215,2088,5840,1430,12580,2434,14877,2296,11864,1722,7298,1830,3418,1329,1995,887,594,332,186666,4443,23808,2435,18028,2080,14871,2245,11923,1727,9831,1422,10083,1414,9660,1517,8116,1505,7288,1394,16461,2178,16492,2167,17677,1945,11124,1724,4967,1120,3572,830,2765,821,103380,2715,14643,1897,14103,1807,10835,1827,9830,1284,6448,1262,5856,1215,6146,1239,5784,1118,4258,950,4491,922,7344,1062,6354,1194,2833,712,1513,595,1869,551,1073,468,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,104848,4216,5310,1383,1321,860,706,562,142,171,778,510,269,377,411,298,43,70,435,353,291,266,679,398,75,123,0,208,77,151,83,135,0,208,0,208,45849,3604,4509,1465,2583,1087,2288,977,2783,1061,2470,996,3571,1157,2733,1143,2616,1064,3229,1273,4306,1458,4985,1363,5096,1353,1642,730,1068,509,1036,673,934,602,37394,2368,4341,1144,2115,812,1395,640,1133,536,798,398,2240,842,1892,726,2319,963,1552,632,4386,1263,4270,1375,3588,932,1984,675,1435,556,1966,809,1980,756,16295,1373,1879,653,1546,667,908,386,1210,526,660,465,1389,572,710,339,498,310,370,246,1469,646,1555,553,1708,649,865,411,731,395,460,377,337,232,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,174312,3975,11461,1782,2120,997,1472,755,1137,625,2121,1058,2004,1191,465,391,406,446,279,320,476,486,677,540,181,220,123,226,0,201,0,201,0,201,0,201,61415,3633,10076,2228,4310,1137,4456,1240,4532,1382,5200,1459,4584,1335,2820,1072,4162,1283,3093,1211,3517,1118,6430,1813,4396,1528,2016,789,351,238,1153,678,319,346,68779,3148,10063,1496,5828,1272,4406,1093,4814,1278,3242,1102,3974,1271,3316,904,3479,840,3032,949,5291,1206,7450,1213,6501,1352,2240,710,2475,1096,2029,841,639,382,32657,1847,5616,1137,5778,1241,3199,769,3151,837,2411,699,2169,853,1656,543,1501,578,935,361,1458,483,1747,529,1500,528,807,445,75,93,384,263,270,180,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,811762,10103,23842,2681,3290,1009,2803,966,1464,647,2944,947,961,489,1762,720,1613,829,2083,784,1091,554,1178,589,810,473,2238,972,349,488,623,401,83,137,550,453,268264,7779,23431,2804,16235,2336,12922,2389,15655,2552,12933,2012,16519,2234,13591,2387,14049,2419,11873,2264,20419,2908,26269,2786,34075,3704,18679,2791,12093,1761,10548,1750,8973,1826,336146,6556,32569,2946,28625,2671,14368,2064,15169,2087,11181,1682,13704,1976,12126,1791,13228,2129,11526,1897,21466,2870,28638,3040,42134,3799,27224,2969,19059,2218,22970,2357,22159,2388,183510,4220,15870,1920,24695,2219,13263,1982,12739,1921,8375,1689,7903,1224,8443,1270,7830,1328,7367,1544,11455,1372,14109,1681,18354,2205,10709,1800,7688,1381,7852,1361,6858,1290,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,78741,2783,3362,1172,742,602,140,156,92,154,384,420,486,376,0,200,469,491,348,362,88,115,0,200,234,203,102,130,119,151,0,200,158,242,0,200,32635,2712,2590,881,1288,638,545,452,1151,628,1222,773,1118,595,1962,602,2373,1000,2823,1163,4568,1308,3540,1259,3833,1020,2643,1131,1590,974,791,439,598,451,30405,2154,2384,808,1615,624,609,409,794,584,643,533,645,428,1234,585,1907,927,2459,813,2724,976,3116,995,4387,1085,2645,995,1952,741,1876,703,1415,627,12339,1257,1237,575,980,375,1216,570,611,391,983,580,999,474,548,304,711,423,259,159,441,269,522,258,1880,700,1010,619,435,263,365,221,142,126,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,130883,3779,4538,1072,826,582,314,283,359,372,394,402,318,295,477,399,288,309,355,340,237,288,308,317,176,204,264,321,222,245,0,207,0,207,0,207,47877,2419,4102,1339,2780,1038,1793,899,2190,866,2188,731,4536,1264,2391,983,1425,583,3216,921,4519,1258,4544,1128,7191,1597,2488,981,1618,703,2264,987,632,333,52067,2842,4452,1177,2193,874,1071,453,2954,1071,3243,936,3140,1334,1876,627,3127,1259,2752,1049,3971,1196,5401,1300,5594,1102,4231,1235,2493,896,3319,1003,2250,791,26401,1679,2107,680,2282,781,2822,943,2716,749,1780,657,1099,446,1594,831,1718,766,686,395,1462,610,1966,666,2206,600,1456,679,591,254,939,619,977,510,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73449,2963,2017,797,464,376,47,87,244,261,243,213,276,299,201,314,0,198,0,198,107,175,59,103,108,194,85,141,90,145,93,159,0,198,0,198,25401,2049,4039,1260,666,419,775,468,2872,1235,1312,764,1924,1127,891,681,1166,623,1436,796,2648,908,1941,716,2061,812,1569,654,425,399,869,484,807,601,31223,1618,3194,1004,1743,719,1086,598,1844,810,1369,561,2787,1021,1113,870,835,513,899,575,1824,810,2383,878,4678,1363,1540,600,2107,838,2031,776,1790,758,14808,1175,1802,745,1989,836,639,369,515,287,556,354,607,313,941,445,594,362,800,468,930,548,1249,452,1521,621,841,430,350,239,673,428,801,451,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,123860,2991,3035,906,1076,548,260,224,0,208,395,388,0,208,120,141,118,187,204,232,83,139,62,102,300,354,224,179,164,252,0,208,0,208,29,47,41261,2335,6592,1390,2752,952,2211,859,1930,840,2094,813,1962,865,1500,782,1882,701,1399,691,3204,897,2807,920,3920,944,3011,834,1937,724,2607,979,1453,648,47290,2296,6942,1222,3541,1061,3125,1049,2970,910,2408,685,1707,848,1293,507,768,366,1770,671,2822,747,4388,1238,5386,1355,3824,1120,2148,763,2050,713,2148,655,32274,1457,4947,1088,3275,818,2424,673,2394,763,1420,672,933,346,1309,536,1416,638,1260,590,1498,455,2857,736,3088,824,1504,552,1172,457,1218,411,1559,538,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1054149,12232,44297,4080,9770,1995,4811,1517,3709,1211,4329,1344,2938,992,4100,1185,2735,959,2337,881,2024,767,2989,1433,2310,1020,1211,696,240,381,212,236,344,343,238,210,379434,8143,43028,3788,16646,2731,19433,2951,28748,3212,24420,3069,22404,3300,23962,3187,26118,3148,19732,2764,33391,3799,43754,4564,39549,4551,16044,2648,9701,2067,7224,1659,5280,1419,420034,7431,41163,3787,22066,2857,21091,2356,26632,3510,26630,3185,27446,3297,23969,2350,23686,2903,20470,2646,37087,3577,42138,3294,44658,4088,29212,3608,13674,2106,12414,1948,7698,1762,210384,5377,28979,2935,23392,2636,21129,2769,16804,2117,12224,1599,11749,1952,11112,1548,10415,1844,7837,1549,13436,1810,17046,2267,17958,2260,9169,1700,3871,1005,3069,858,2194,732,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
