GEO_ID,B05003B_001E,B05003B_001M,B05003B_002E,B05003B_002M,B05003B_003E,B05003B_003M,B05003B_004E,B05003B_004M,B05003B_005E,B05003B_005M,B05003B_006E,B05003B_006M,B05003B_007E,B05003B_007M,B05003B_008E,B05003B_008M,B05003B_009E,B05003B_009M,B05003B_010E,B05003B_010M,B05003B_011E,B05003B_011M,B05003B_012E,B05003B_012M,B05003B_013E,B05003B_013M,B05003B_014E,B05003B_014M,B05003B_015E,B05003B_015M,B05003B_016E,B05003B_016M,B05003B_017E,B05003B_017M,B05003B_018E,B05003B_018M,B05003B_019E,B05003B_019M,B05003B_020E,B05003B_020M,B05003B_021E,B05003B_021M,B05003B_022E,B05003B_022M,B05003B_023E,B05003B_023M,NAME,B05003B_001EA,B05003B_001MA,B05003B_002EA,B05003B_002MA,B05003B_003EA,B05003B_003MA,B05003B_004MA,B05003B_004EA,B05003B_005MA,B05003B_005EA,B05003B_006EA,B05003B_006MA,B05003B_007EA,B05003B_007MA,B05003B_008EA,B05003B_008MA,B05003B_009EA,B05003B_009MA,B05003B_010MA,B05003B_010EA,B05003B_011MA,B05003B_011EA,B05003B_012MA,B05003B_012EA,B05003B_013MA,B05003B_013EA,B05003B_014EA,B05003B_014MA,B05003B_015MA,B05003B_015EA,B05003B_016MA,B05003B_016EA,B05003B_017MA,B05003B_017EA,B05003B_018MA,B05003B_018EA,B05003B_019EA,B05003B_019MA,B05003B_020EA,B05003B_020MA,B05003B_021MA,B05003B_021EA,B05003B_022MA,B05003B_022EA,B05003B_023MA,B05003B_023EA,state
0400000US01,1307467,6809,613458,4720,168612,3687,168325,3721,287,342,193,310,94,143,444846,2605,438851,2947,5995,1654,3233,1154,2762,1076,694009,4765,156428,3533,156245,3532,183,184,128,151,55,76,537581,2886,531664,3066,5917,1812,3751,1758,2166,856,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22107,1923,12394,1022,1447,684,1369,662,78,132,0,153,78,132,10947,793,9279,929,1668,700,780,528,888,462,9713,1438,2446,1087,1575,1040,871,688,0,153,871,688,7267,642,5021,1039,2246,1131,709,428,1537,837,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,307655,6923,161446,4075,40775,3144,37713,3364,3062,1291,848,695,2214,1075,120671,2615,106951,2886,13720,2031,6599,1441,7121,1503,146209,4348,38971,2706,36836,3098,2135,1203,984,742,1151,887,107238,2866,92347,2907,14891,2627,7139,1569,7752,1919,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,458367,5104,219023,2814,63735,2375,63521,2373,214,215,214,215,0,201,155288,2102,153086,2437,2202,987,1016,640,1186,729,239344,3835,60942,2936,60858,2926,84,142,0,201,84,142,178402,2131,177266,2181,1136,635,416,276,720,608,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2271917,19745,1124290,11348,249692,6877,245030,7234,4662,1328,1306,601,3356,1178,874598,7880,792367,9097,82231,5908,47765,4437,34466,3468,1147627,11392,231488,7174,226041,6965,5447,1730,1593,756,3854,1488,916139,6027,834097,7331,82042,5501,52169,4358,29873,3251,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,229436,6270,121949,3888,30110,1762,27134,1924,2976,1357,919,495,2057,1171,91839,2863,73144,3442,18695,2522,7509,1653,11186,2229,107487,3704,27073,2075,22927,2210,4146,1674,1055,682,3091,1767,80414,2353,63870,2688,16544,2521,7147,1627,9397,1690,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,380578,7306,180862,4183,45856,2033,43262,2291,2594,1153,361,257,2233,1074,135006,3136,100287,3723,34719,2645,20728,2401,13991,2244,199716,4674,46191,2411,44558,2443,1633,839,415,312,1218,774,153525,3338,110400,4627,43125,3867,27105,3309,16020,2268,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,210356,3797,97964,2438,25176,1227,23907,1901,1269,1416,0,198,1269,1416,72788,1797,64624,2317,8164,2043,4720,1338,3444,1364,112392,2199,25245,1810,24506,1830,739,429,150,236,589,367,87147,1101,78261,2275,8886,2017,5488,1589,3398,1112,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,318220,3042,143414,1366,33840,1010,33155,1227,685,606,28,47,657,601,109574,906,100028,2031,9546,1893,4725,1156,4821,1587,174806,2226,33739,1508,33607,1482,132,183,62,142,70,114,141067,1219,130370,2847,10697,2489,5608,1267,5089,1841,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3394508,19514,1625083,11032,438620,7211,417740,7424,20880,3472,6878,2398,14002,2530,1186463,7938,878600,12222,307863,10297,185379,6918,122484,7854,1769425,12727,436807,7953,411784,8268,25023,3535,5481,1564,19542,3696,1332618,8605,964879,13344,367739,12141,234427,10234,133312,9348,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
