GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001EA,B14007B_001MA,B14007B_002MA,B14007B_002EA,B14007B_003MA,B14007B_003EA,B14007B_004EA,B14007B_004MA,B14007B_005EA,B14007B_005MA,B14007B_006EA,B14007B_006MA,B14007B_007MA,B14007B_007EA,B14007B_008MA,B14007B_008EA,B14007B_009EA,B14007B_009MA,B14007B_010EA,B14007B_010MA,B14007B_011EA,B14007B_011MA,B14007B_012EA,B14007B_012MA,B14007B_013MA,B14007B_013EA,B14007B_014MA,B14007B_014EA,B14007B_015EA,B14007B_015MA,B14007B_016EA,B14007B_016MA,B14007B_017EA,B14007B_017MA,B14007B_018MA,B14007B_018EA,B14007B_019MA,B14007B_019EA,state
0400000US01,1257960,6903,357932,7062,21884,2648,16864,2362,16462,2566,20566,3043,20142,2897,15867,2334,21339,2308,17943,2596,16358,2102,17107,2398,21305,2606,18651,2397,15493,2484,23948,2893,81805,4701,12198,2279,900028,7358,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,293522,6387,86109,4788,3110,1049,3868,1330,4644,1131,5687,1311,4402,1254,4331,1169,3766,1649,4199,1321,3631,1199,4142,1216,3149,962,5504,1616,4396,967,5644,1214,20342,2644,5294,1314,207413,5325,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,438875,5099,136349,5824,10435,1858,6829,1758,7526,1769,5970,1485,8109,1674,7573,1863,6669,1492,7416,1424,5545,1425,6403,1715,8394,1396,4345,1292,10433,1443,8216,1389,28011,3320,4475,1621,302526,4963,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2199904,19002,596323,12167,29695,3252,24860,3023,25428,2884,22365,3151,29479,2771,23913,3043,29229,3247,26276,2973,26199,3141,28789,3588,24915,2622,27706,2678,29526,3153,32762,3127,181886,7212,33295,3594,1603581,13486,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,219758,5955,60575,3925,3423,1022,2613,1049,3172,1264,2705,1004,1977,806,4342,1180,3346,1115,2378,844,3615,1285,3232,1086,2910,933,3631,905,2960,904,4174,1090,13738,2374,2359,854,159183,4278,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,366803,7017,112069,4580,7308,1430,3999,1223,4611,1343,5785,1267,5432,1357,5861,1342,5829,1526,4653,1404,4281,1080,5571,1451,5165,1450,5072,1415,5839,1222,5519,1019,30792,2776,6352,1591,254734,6110,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,204324,3791,59581,3402,3460,1211,3030,1232,3752,1293,2235,779,2479,849,2610,929,2373,821,3413,957,3536,1166,2965,1108,2846,989,2559,864,3357,1065,2412,896,16675,2540,1879,744,144743,2961,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,305394,2870,80077,3585,5779,1469,4408,1120,2922,932,5046,1321,3391,866,4914,1261,2607,968,3607,1229,3345,1168,3256,891,3388,825,3269,803,3469,1260,4978,1230,20702,2616,4996,1456,225317,3656,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3259387,18738,1001566,16269,62149,4363,51079,4222,40318,4625,51972,5072,52251,4662,54137,4878,47989,4340,47747,4168,49432,4301,46501,3886,50550,4982,47765,4184,50191,3786,62748,4964,238956,10165,47781,4822,2257821,16342,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
