GEO_ID,B10051D_001E,B10051D_001M,B10051D_002E,B10051D_002M,B10051D_003E,B10051D_003M,B10051D_004E,B10051D_004M,B10051D_005E,B10051D_005M,B10051D_006E,B10051D_006M,B10051D_007E,B10051D_007M,NAME,B10051D_001MA,B10051D_001EA,B10051D_002MA,B10051D_002EA,B10051D_003EA,B10051D_003MA,B10051D_004EA,B10051D_004MA,B10051D_005EA,B10051D_005MA,B10051D_006EA,B10051D_006MA,B10051D_007MA,B10051D_007EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,1566,547,369,407,329,402,40,48,1197,539,491,312,706,394,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,7652,1503,1534,656,559,378,975,437,6118,1287,1152,660,4966,1171,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1776,611,717,471,325,397,392,269,1059,395,383,266,676,325,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,224328,9558,30775,3526,8730,1934,22045,2613,193553,8329,30523,3798,163030,7588,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,8561,1620,1941,837,934,676,1007,575,6620,1409,2148,879,4472,1073,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,5388,1264,743,601,269,270,474,394,4645,1153,676,413,3969,1065,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17459,2942,2461,836,519,319,1942,766,14998,2727,1917,900,13081,2587,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,12045,2348,1920,780,402,343,1518,723,10125,2112,1240,695,8885,2010,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,28430,3219,3206,871,941,405,2265,806,25224,2975,5743,1558,19481,2334,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,23940,3452,2612,1120,318,223,2294,1021,21328,3130,4163,1586,17165,2781,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4541,1248,585,394,388,313,197,244,3956,1228,1242,720,2714,1017,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2928,1088,643,473,248,306,395,359,2285,917,1064,586,1221,568,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,13031,2240,2091,983,575,437,1516,733,10940,2178,1264,602,9676,1930,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,10598,2077,1122,697,434,474,688,519,9476,1983,1799,813,7677,1817,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8871,1913,1465,767,857,597,608,449,7406,1640,1625,822,5781,1443,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,8020,1562,1626,813,642,463,984,614,6394,1444,1830,728,4564,1098,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3323,930,268,245,140,208,128,130,3055,856,663,394,2392,751,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,10570,2052,1569,779,454,340,1115,651,9001,1863,2914,1142,6087,1557,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,35644,4166,3970,1179,536,378,3434,1060,31674,3802,4339,1094,27335,3428,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,76765,5308,14444,2416,3698,1197,10746,1973,62321,4446,15399,2472,46922,3570,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10727,1771,2114,950,1382,963,732,349,8613,1437,1132,689,7481,1469,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7498,1737,839,564,730,551,109,130,6659,1635,2627,1369,4032,1012,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2426,976,588,557,0,161,588,557,1838,678,595,405,1243,489,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,5313,1437,1080,649,553,484,527,342,4233,1242,694,460,3539,1121,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,14085,2336,1577,727,170,141,1407,691,12508,2204,2397,1078,10111,1969,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2595,965,378,275,330,298,48,70,2217,906,979,599,1238,571,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4596,1334,325,247,209,218,116,131,4271,1296,1057,723,3214,1043,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,46896,5110,4081,1311,1375,727,2706,1151,42815,4865,7932,1864,34883,4262,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1832,645,114,135,91,113,23,40,1718,662,488,355,1230,507,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,19562,2642,3182,1435,968,664,2214,1292,16380,2244,2809,963,13571,1930,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,21004,2391,2996,1161,855,492,2141,1088,18008,2289,3424,1133,14584,1979,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3905,952,624,402,316,270,308,277,3281,933,1083,539,2198,734,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
