GEO_ID,B17001C_001E,B17001C_001M,B17001C_002E,B17001C_002M,B17001C_003E,B17001C_003M,B17001C_004E,B17001C_004M,B17001C_005E,B17001C_005M,B17001C_006E,B17001C_006M,B17001C_007E,B17001C_007M,B17001C_008E,B17001C_008M,B17001C_009E,B17001C_009M,B17001C_010E,B17001C_010M,B17001C_011E,B17001C_011M,B17001C_012E,B17001C_012M,B17001C_013E,B17001C_013M,B17001C_014E,B17001C_014M,B17001C_015E,B17001C_015M,B17001C_016E,B17001C_016M,B17001C_017E,B17001C_017M,B17001C_018E,B17001C_018M,B17001C_019E,B17001C_019M,B17001C_020E,B17001C_020M,B17001C_021E,B17001C_021M,B17001C_022E,B17001C_022M,B17001C_023E,B17001C_023M,B17001C_024E,B17001C_024M,B17001C_025E,B17001C_025M,B17001C_026E,B17001C_026M,B17001C_027E,B17001C_027M,B17001C_028E,B17001C_028M,B17001C_029E,B17001C_029M,B17001C_030E,B17001C_030M,B17001C_031E,B17001C_031M,B17001C_032E,B17001C_032M,B17001C_033E,B17001C_033M,B17001C_034E,B17001C_034M,B17001C_035E,B17001C_035M,B17001C_036E,B17001C_036M,B17001C_037E,B17001C_037M,B17001C_038E,B17001C_038M,B17001C_039E,B17001C_039M,B17001C_040E,B17001C_040M,B17001C_041E,B17001C_041M,B17001C_042E,B17001C_042M,B17001C_043E,B17001C_043M,B17001C_044E,B17001C_044M,B17001C_045E,B17001C_045M,B17001C_046E,B17001C_046M,B17001C_047E,B17001C_047M,B17001C_048E,B17001C_048M,B17001C_049E,B17001C_049M,B17001C_050E,B17001C_050M,B17001C_051E,B17001C_051M,B17001C_052E,B17001C_052M,B17001C_053E,B17001C_053M,B17001C_054E,B17001C_054M,B17001C_055E,B17001C_055M,B17001C_056E,B17001C_056M,B17001C_057E,B17001C_057M,B17001C_058E,B17001C_058M,B17001C_059E,B17001C_059M,NAME,B17001C_001EA,B17001C_001MA,B17001C_002EA,B17001C_002MA,B17001C_003EA,B17001C_003MA,B17001C_004EA,B17001C_004MA,B17001C_005MA,B17001C_005EA,B17001C_006MA,B17001C_006EA,B17001C_007EA,B17001C_007MA,B17001C_008EA,B17001C_008MA,B17001C_009EA,B17001C_009MA,B17001C_010EA,B17001C_010MA,B17001C_011MA,B17001C_011EA,B17001C_012EA,B17001C_012MA,B17001C_013EA,B17001C_013MA,B17001C_014EA,B17001C_014MA,B17001C_015EA,B17001C_015MA,B17001C_016MA,B17001C_016EA,B17001C_017MA,B17001C_017EA,B17001C_018EA,B17001C_018MA,B17001C_019EA,B17001C_019MA,B17001C_020EA,B17001C_020MA,B17001C_021EA,B17001C_021MA,B17001C_022MA,B17001C_022EA,B17001C_023MA,B17001C_023EA,B17001C_024MA,B17001C_024EA,B17001C_025EA,B17001C_025MA,B17001C_026EA,B17001C_026MA,B17001C_027MA,B17001C_027EA,B17001C_028MA,B17001C_028EA,B17001C_029MA,B17001C_029EA,B17001C_030EA,B17001C_030MA,B17001C_031EA,B17001C_031MA,B17001C_032MA,B17001C_032EA,B17001C_033MA,B17001C_033EA,B17001C_034MA,B17001C_034EA,B17001C_035EA,B17001C_035MA,B17001C_036EA,B17001C_036MA,B17001C_037MA,B17001C_037EA,B17001C_038MA,B17001C_038EA,B17001C_039MA,B17001C_039EA,B17001C_040EA,B17001C_040MA,B17001C_041EA,B17001C_041MA,B17001C_042MA,B17001C_042EA,B17001C_043MA,B17001C_043EA,B17001C_044MA,B17001C_044EA,B17001C_045EA,B17001C_045MA,B17001C_046EA,B17001C_046MA,B17001C_047MA,B17001C_047EA,B17001C_048MA,B17001C_048EA,B17001C_049MA,B17001C_049EA,B17001C_050MA,B17001C_050EA,B17001C_051EA,B17001C_051MA,B17001C_052EA,B17001C_052MA,B17001C_053EA,B17001C_053MA,B17001C_054EA,B17001C_054MA,B17001C_055MA,B17001C_055EA,B17001C_056EA,B17001C_056MA,B17001C_057EA,B17001C_057MA,B17001C_058EA,B17001C_058MA,B17001C_059EA,B17001C_059MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,105516,4825,25064,2513,13126,1556,1627,340,553,253,1726,446,712,286,133,49,667,317,1302,384,2291,592,1489,395,1066,246,1122,220,328,101,110,73,11938,1404,1271,222,200,73,1562,438,426,139,147,87,509,181,1486,436,2210,528,1467,513,1082,305,840,237,564,305,174,69,80452,4554,38312,2126,2912,548,532,206,3839,659,2203,486,341,148,1417,591,4827,934,5754,818,4124,961,4374,580,4402,600,2314,414,1273,282,42140,2959,3758,1030,1032,540,3748,654,2038,558,550,297,1025,436,5241,606,5915,856,4786,869,4776,875,4489,624,3091,537,1691,432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,308321,8912,108044,8350,49387,4685,5607,1065,890,498,6825,1358,2888,968,1015,389,1606,517,6146,1411,7053,1279,5432,1146,4672,847,4744,745,1521,446,988,316,58657,5028,7104,1393,1418,582,7832,1431,2917,658,1236,664,1833,548,6510,1598,7990,1156,6502,1285,5534,941,5341,943,2416,502,2024,412,200277,9270,97808,5341,6054,1343,1915,646,9200,1471,5255,1138,1251,445,3860,884,11906,1336,16565,1727,12670,1626,11438,1165,8869,1086,5813,670,3012,720,102469,4962,4381,1053,1089,455,7707,1138,4330,874,1584,500,3052,665,11526,1191,17942,1727,13437,1541,13526,1380,11891,983,7854,836,4150,737,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18373,2450,4713,1282,1559,541,188,262,81,133,412,309,0,201,0,201,76,87,32,64,3,7,62,102,412,326,206,219,67,108,20,41,3154,1057,246,234,94,161,375,305,75,87,0,201,11,22,500,458,576,402,371,372,507,425,329,287,62,87,8,21,13660,2255,6497,1477,247,244,45,76,544,610,223,188,177,171,183,156,435,294,1054,605,886,658,667,407,1172,456,547,265,317,282,7163,1523,350,403,32,55,445,313,141,152,147,205,237,224,939,411,926,516,1217,592,632,256,1012,513,734,397,351,329,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,305224,12657,59653,6504,27799,3551,2476,883,922,501,3771,1133,1575,670,575,390,718,417,2754,780,3261,937,3899,795,3513,887,3175,795,630,272,530,318,31854,3966,2471,917,548,554,3311,1046,1346,727,564,362,920,491,3502,803,3662,1190,5952,1565,3576,1082,2680,825,2053,799,1269,494,245571,11750,123668,6462,5647,1428,1355,553,8940,1418,4891,1142,2456,861,3413,777,12041,1820,19256,2383,15983,2125,16805,2335,17634,1776,9836,1384,5411,943,121903,6914,7790,1638,1206,468,8778,1544,4010,904,2086,746,3347,890,11352,1879,15024,2194,15872,1856,17186,2004,16884,1908,11938,1678,6430,1196,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,52555,4344,9014,1913,3717,1030,138,162,0,200,105,104,187,147,0,200,25,51,424,344,359,313,397,286,733,488,469,531,812,579,68,89,5297,1322,185,153,90,99,125,115,49,79,106,175,179,217,1422,618,828,525,583,368,606,394,749,337,166,123,209,255,43541,3974,21591,2586,1081,519,65,108,1477,517,1339,664,686,361,1422,543,1199,580,3569,1136,2839,796,3526,941,2235,667,1262,514,891,458,21950,2636,791,442,44,73,606,264,752,395,160,228,529,300,2368,898,2730,918,4548,1365,3398,795,3162,924,2257,699,605,351,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,61061,7035,10116,2105,5443,1586,739,566,0,226,428,316,223,261,97,178,0,226,600,387,1004,676,506,361,598,550,538,363,655,566,55,74,4673,1141,122,118,67,109,229,235,90,138,0,226,119,196,455,246,634,498,553,385,624,419,989,568,436,411,355,216,50945,6337,26997,3970,1920,925,456,516,806,400,362,222,821,577,1379,820,2414,1322,3299,1151,2360,864,4880,1293,4780,1285,2035,789,1485,530,23948,3325,1543,816,129,186,1448,601,1347,847,165,229,688,498,2102,774,2692,1151,2785,1071,3332,1096,4206,1174,2134,688,1377,625,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
