GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001MA,B21001B_001EA,B21001B_002MA,B21001B_002EA,B21001B_003MA,B21001B_003EA,B21001B_004EA,B21001B_004MA,B21001B_005EA,B21001B_005MA,B21001B_006EA,B21001B_006MA,B21001B_007EA,B21001B_007MA,B21001B_008MA,B21001B_008EA,B21001B_009MA,B21001B_009EA,B21001B_010EA,B21001B_010MA,B21001B_011EA,B21001B_011MA,B21001B_012EA,B21001B_012MA,B21001B_013MA,B21001B_013EA,B21001B_014MA,B21001B_014EA,B21001B_015EA,B21001B_015MA,B21001B_016EA,B21001B_016MA,B21001B_017EA,B21001B_017MA,B21001B_018EA,B21001B_018MA,B21001B_019MA,B21001B_019EA,B21001B_020MA,B21001B_020EA,B21001B_021EA,B21001B_021MA,B21001B_022EA,B21001B_022MA,B21001B_023EA,B21001B_023MA,B21001B_024MA,B21001B_024EA,B21001B_025MA,B21001B_025EA,B21001B_026MA,B21001B_026EA,B21001B_027MA,B21001B_027EA,B21001B_028EA,B21001B_028MA,B21001B_029EA,B21001B_029MA,B21001B_030MA,B21001B_030EA,B21001B_031EA,B21001B_031MA,B21001B_032MA,B21001B_032EA,B21001B_033EA,B21001B_033MA,state
0400000US01,979941,4461,442807,2565,160022,2821,4672,1303,155350,3011,146845,2481,17480,2402,129365,3298,72919,1479,21161,2326,51758,2510,43827,1728,14381,1698,29446,1774,19194,1216,7111,1093,12083,1205,537134,2922,176534,2920,1794,964,174740,2911,177216,2881,6475,1284,170741,3252,90560,1419,1859,600,88701,1479,56452,1716,1057,635,55395,1657,36372,1510,298,215,36074,1526,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15496,1404,8932,990,3677,960,888,582,2789,948,2856,653,372,244,2484,614,1160,442,643,399,517,254,1043,358,731,316,312,340,196,210,83,98,113,191,6564,777,2531,683,438,401,2093,668,2148,434,161,206,1987,522,1415,343,74,101,1341,386,281,213,85,137,196,178,189,169,0,153,189,169,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,225222,4095,118281,2595,48242,1946,3302,1234,44940,2356,40419,1642,4737,1288,35682,2095,16753,925,4460,1043,12293,1287,8629,913,4283,800,4346,850,4238,713,1691,510,2547,698,106941,2871,38817,2374,633,527,38184,2417,37576,1303,627,518,36949,1427,15667,743,734,315,14933,851,9000,790,222,236,8778,806,5881,821,91,110,5790,804,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,332727,3257,154844,2123,57384,2079,1445,696,55939,2264,52008,1966,5770,1228,46238,2138,24373,1231,5491,1134,18882,1557,15368,1140,4727,884,10641,1441,5711,688,1560,517,4151,697,177883,2201,58069,1985,206,188,57863,2017,61598,1539,1659,804,59939,1768,30168,1215,594,336,29574,1206,16702,1044,167,156,16535,1053,11346,1036,0,201,11346,1036,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1777005,11226,863979,7901,307430,5128,13098,2399,294332,5233,293031,4808,35804,3276,257227,4960,143301,1690,33046,2704,110255,2960,75586,1325,31048,2051,44538,2090,44631,1136,23774,1584,20857,1696,913026,5766,290947,3954,3391,1429,287556,4103,301862,2913,5275,1415,296587,3162,153938,1999,3701,943,150237,2082,94665,1505,1161,446,93504,1609,71614,1393,1734,652,69880,1433,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,169688,4140,89640,3009,34142,2215,3038,1090,31104,2352,33308,1644,5972,1405,27336,2042,12832,706,3787,809,9045,1027,6158,901,2809,666,3349,946,3200,431,1786,538,1414,650,80048,2381,29844,1759,331,305,29513,1743,27393,1437,1928,928,25465,1792,11752,609,227,188,11525,635,6597,619,115,114,6482,630,4462,559,200,231,4262,593,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,287990,5166,134512,3135,50615,2196,703,548,49912,2178,48084,1853,2474,887,45610,1904,19480,1234,1891,743,17589,1281,10453,547,2350,628,8103,767,5880,403,1294,503,4586,586,153478,3342,51761,2383,138,184,51623,2372,53248,1846,324,324,52924,1868,23988,896,311,252,23677,956,13819,468,45,78,13774,477,10662,535,0,207,10662,535,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,159468,2339,72369,1835,25931,1710,875,740,25056,1836,24229,1085,4520,1416,19709,1520,11799,637,3616,980,8183,984,6730,431,2987,776,3743,752,3680,378,1846,613,1834,582,87099,1108,27186,1018,444,424,26742,1068,30758,940,1141,631,29617,1177,14502,263,782,703,13720,754,9099,131,127,143,8972,195,5554,175,162,253,5392,313,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,250187,1661,109153,929,38561,622,1597,897,36964,1065,34057,477,1894,688,32163,793,18729,307,3047,1067,15682,1096,10819,248,3226,719,7593,729,6987,305,3775,708,3212,686,141034,1221,46177,538,108,178,46069,586,41533,743,966,564,40567,1001,23214,293,603,301,22611,407,15980,284,121,148,15859,352,14130,496,68,92,14062,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2511035,13551,1180727,8183,444269,6411,13522,2588,430747,6328,408978,4766,41336,3539,367642,5878,173873,2621,34338,3454,139535,3824,98835,2474,25517,2495,73318,2988,54772,2279,10277,1657,44495,2553,1330308,8499,454251,5657,4383,1471,449868,5926,457162,5115,13190,2148,443972,5179,205089,3153,4329,1112,200760,3135,130290,2680,2342,646,127948,2737,83516,2053,378,228,83138,2041,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
