GEO_ID,C01001E_001E,C01001E_001M,C01001E_002E,C01001E_002M,C01001E_003E,C01001E_003M,C01001E_004E,C01001E_004M,C01001E_005E,C01001E_005M,C01001E_006E,C01001E_006M,C01001E_007E,C01001E_007M,C01001E_008E,C01001E_008M,C01001E_009E,C01001E_009M,NAME,C01001E_001EA,C01001E_001MA,C01001E_002EA,C01001E_002MA,C01001E_003MA,C01001E_003EA,C01001E_004MA,C01001E_004EA,C01001E_005MA,C01001E_005EA,C01001E_006EA,C01001E_006MA,C01001E_007EA,C01001E_007MA,C01001E_008MA,C01001E_008EA,C01001E_009MA,C01001E_009EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,8830,643,4924,783,2038,579,2721,426,165,197,3906,634,969,555,2838,482,99,152,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,16453,2059,8747,1438,2382,861,5946,1026,419,250,7706,1231,2204,749,4643,719,859,362,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,8551,1976,4773,1084,1671,709,2967,491,135,219,3778,1177,1432,707,2248,661,98,159,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,153923,5688,73628,3179,15342,1675,51562,2814,6724,964,80295,4040,17867,1837,54659,2762,7769,1142,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,8400,1808,3796,1114,1235,769,2289,934,272,353,4604,1192,1138,523,3266,947,200,275,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13937,3557,7689,2399,2244,1409,4873,1645,572,436,6248,2113,1548,663,4242,1814,458,268,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,8594,4808,3862,1857,1203,1364,2596,1168,63,107,4732,3175,3018,2421,1682,937,32,45,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,145271,6984,76017,3519,21511,1714,46218,2479,8288,678,69254,4188,18885,2292,41875,2411,8494,926,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,3079,1199,1568,760,146,145,1422,735,0,201,1511,707,187,209,1059,623,265,243,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4860,1837,1920,1260,696,784,1145,707,79,111,2940,800,1135,519,1485,497,320,233,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,5876,2224,2662,1114,995,654,1658,732,9,16,3214,1293,1380,654,1711,778,123,144,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3712,1793,1651,1042,372,295,1279,848,0,177,2061,1090,624,543,1437,758,0,177,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3527,1493,1882,922,221,335,1592,809,69,122,1645,827,419,305,1048,649,178,216,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2143,792,1119,483,110,180,638,405,371,301,1024,551,0,203,863,519,161,156,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
