GEO_ID,B23002D_001E,B23002D_001M,B23002D_002E,B23002D_002M,B23002D_003E,B23002D_003M,B23002D_004E,B23002D_004M,B23002D_005E,B23002D_005M,B23002D_006E,B23002D_006M,B23002D_007E,B23002D_007M,B23002D_008E,B23002D_008M,B23002D_009E,B23002D_009M,B23002D_010E,B23002D_010M,B23002D_011E,B23002D_011M,B23002D_012E,B23002D_012M,B23002D_013E,B23002D_013M,B23002D_014E,B23002D_014M,B23002D_015E,B23002D_015M,B23002D_016E,B23002D_016M,B23002D_017E,B23002D_017M,B23002D_018E,B23002D_018M,B23002D_019E,B23002D_019M,B23002D_020E,B23002D_020M,B23002D_021E,B23002D_021M,B23002D_022E,B23002D_022M,B23002D_023E,B23002D_023M,B23002D_024E,B23002D_024M,B23002D_025E,B23002D_025M,B23002D_026E,B23002D_026M,B23002D_027E,B23002D_027M,B23002D_028E,B23002D_028M,B23002D_029E,B23002D_029M,B23002D_030E,B23002D_030M,B23002D_031E,B23002D_031M,B23002D_032E,B23002D_032M,B23002D_033E,B23002D_033M,B23002D_034E,B23002D_034M,B23002D_035E,B23002D_035M,B23002D_036E,B23002D_036M,B23002D_037E,B23002D_037M,B23002D_038E,B23002D_038M,B23002D_039E,B23002D_039M,B23002D_040E,B23002D_040M,B23002D_041E,B23002D_041M,B23002D_042E,B23002D_042M,B23002D_043E,B23002D_043M,B23002D_044E,B23002D_044M,B23002D_045E,B23002D_045M,B23002D_046E,B23002D_046M,B23002D_047E,B23002D_047M,B23002D_048E,B23002D_048M,B23002D_049E,B23002D_049M,B23002D_050E,B23002D_050M,B23002D_051E,B23002D_051M,B23002D_052E,B23002D_052M,B23002D_053E,B23002D_053M,B23002D_054E,B23002D_054M,B23002D_055E,B23002D_055M,B23002D_056E,B23002D_056M,B23002D_057E,B23002D_057M,B23002D_058E,B23002D_058M,B23002D_059E,B23002D_059M,B23002D_060E,B23002D_060M,B23002D_061E,B23002D_061M,B23002D_062E,B23002D_062M,B23002D_063E,B23002D_063M,B23002D_064E,B23002D_064M,B23002D_065E,B23002D_065M,B23002D_066E,B23002D_066M,B23002D_067E,B23002D_067M,B23002D_068E,B23002D_068M,B23002D_069E,B23002D_069M,B23002D_070E,B23002D_070M,B23002D_071E,B23002D_071M,B23002D_072E,B23002D_072M,B23002D_073E,B23002D_073M,B23002D_074E,B23002D_074M,B23002D_075E,B23002D_075M,B23002D_076E,B23002D_076M,B23002D_077E,B23002D_077M,B23002D_078E,B23002D_078M,B23002D_079E,B23002D_079M,NAME,B23002D_001EA,B23002D_001MA,B23002D_002EA,B23002D_002MA,B23002D_003EA,B23002D_003MA,B23002D_004MA,B23002D_004EA,B23002D_005MA,B23002D_005EA,B23002D_006EA,B23002D_006MA,B23002D_007EA,B23002D_007MA,B23002D_008EA,B23002D_008MA,B23002D_009MA,B23002D_009EA,B23002D_010MA,B23002D_010EA,B23002D_011MA,B23002D_011EA,B23002D_012EA,B23002D_012MA,B23002D_013EA,B23002D_013MA,B23002D_014MA,B23002D_014EA,B23002D_015MA,B23002D_015EA,B23002D_016MA,B23002D_016EA,B23002D_017EA,B23002D_017MA,B23002D_018EA,B23002D_018MA,B23002D_019MA,B23002D_019EA,B23002D_020MA,B23002D_020EA,B23002D_021MA,B23002D_021EA,B23002D_022EA,B23002D_022MA,B23002D_023EA,B23002D_023MA,B23002D_024MA,B23002D_024EA,B23002D_025MA,B23002D_025EA,B23002D_026MA,B23002D_026EA,B23002D_027EA,B23002D_027MA,B23002D_028EA,B23002D_028MA,B23002D_029MA,B23002D_029EA,B23002D_030MA,B23002D_030EA,B23002D_031MA,B23002D_031EA,B23002D_032EA,B23002D_032MA,B23002D_033EA,B23002D_033MA,B23002D_034EA,B23002D_034MA,B23002D_035EA,B23002D_035MA,B23002D_036EA,B23002D_036MA,B23002D_037MA,B23002D_037EA,B23002D_038MA,B23002D_038EA,B23002D_039EA,B23002D_039MA,B23002D_040EA,B23002D_040MA,B23002D_041EA,B23002D_041MA,B23002D_042MA,B23002D_042EA,B23002D_043MA,B23002D_043EA,B23002D_044EA,B23002D_044MA,B23002D_045EA,B23002D_045MA,B23002D_046EA,B23002D_046MA,B23002D_047MA,B23002D_047EA,B23002D_048MA,B23002D_048EA,B23002D_049EA,B23002D_049MA,B23002D_050EA,B23002D_050MA,B23002D_051EA,B23002D_051MA,B23002D_052EA,B23002D_052MA,B23002D_053MA,B23002D_053EA,B23002D_054MA,B23002D_054EA,B23002D_055MA,B23002D_055EA,B23002D_056EA,B23002D_056MA,B23002D_057EA,B23002D_057MA,B23002D_058EA,B23002D_058MA,B23002D_059MA,B23002D_059EA,B23002D_060MA,B23002D_060EA,B23002D_061EA,B23002D_061MA,B23002D_062EA,B23002D_062MA,B23002D_063EA,B23002D_063MA,B23002D_064MA,B23002D_064EA,B23002D_065MA,B23002D_065EA,B23002D_066MA,B23002D_066EA,B23002D_067EA,B23002D_067MA,B23002D_068EA,B23002D_068MA,B23002D_069MA,B23002D_069EA,B23002D_070MA,B23002D_070EA,B23002D_071MA,B23002D_071EA,B23002D_072EA,B23002D_072MA,B23002D_073EA,B23002D_073MA,B23002D_074MA,B23002D_074EA,B23002D_075MA,B23002D_075EA,B23002D_076MA,B23002D_076EA,B23002D_077EA,B23002D_077MA,B23002D_078EA,B23002D_078MA,B23002D_079MA,B23002D_079EA,state
0400000US01,53089,2384,25318,1390,2384,681,498,320,0,200,498,320,340,311,158,199,1886,655,2757,540,1470,465,0,200,1470,465,1470,465,0,200,1287,492,15034,1233,12998,1369,186,250,12812,1330,12536,1368,276,328,2036,881,3197,710,2602,707,0,200,2602,707,2529,719,73,95,595,319,991,413,486,273,442,264,44,81,505,315,955,393,289,204,289,204,0,200,666,335,27771,1927,1884,580,501,360,0,200,501,360,444,353,57,101,1383,478,2457,850,1419,625,0,200,1419,625,1342,635,77,110,1038,578,16020,1430,10576,1249,0,200,10576,1249,10053,1304,523,381,5444,1252,3831,759,2014,595,0,200,2014,595,1976,591,38,75,1817,793,1469,525,238,174,238,174,0,200,1231,566,2110,672,34,62,34,62,0,200,2076,666,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,38812,1467,17942,1086,1529,637,601,623,0,153,601,623,416,382,185,261,928,493,1624,565,1296,442,20,35,1276,440,1230,446,46,78,328,276,9968,828,8763,990,141,179,8622,969,8457,1004,165,180,1205,517,2774,394,1972,489,0,153,1972,489,1961,491,11,22,802,428,847,314,493,218,485,216,8,17,354,324,1200,349,323,220,323,220,0,153,877,307,20870,1054,1686,708,1253,672,0,153,1253,672,913,600,340,230,433,348,1733,798,1314,703,0,153,1314,703,1314,703,0,153,419,268,11193,1225,8417,1209,109,184,8308,1185,8204,1203,104,176,2776,825,2999,374,2378,390,0,153,2378,390,2360,392,18,25,621,403,1277,426,673,325,673,325,0,153,604,405,1982,419,156,142,156,142,0,153,1826,402,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,193323,3313,89463,2169,6852,1060,2308,664,0,208,2308,664,1810,639,498,356,4544,1051,10430,1163,5895,1988,309,251,5586,1900,5033,1750,553,417,4535,1608,51429,1919,45950,1801,179,181,45771,1799,44527,1768,1244,575,5479,1168,10771,694,7662,854,0,208,7662,854,7445,855,217,170,3109,741,3816,565,1361,528,1206,495,155,176,2455,534,6165,589,754,355,678,353,76,126,5411,632,103860,2141,5975,1273,2214,1019,0,208,2214,1019,1543,516,671,830,3761,843,8358,799,5279,929,0,208,5279,929,4435,978,844,406,3079,829,60541,1621,43380,2005,71,86,43309,1990,41568,2056,1741,551,17161,2005,13241,770,6902,871,0,208,6902,871,6751,851,151,124,6339,1005,6077,772,1610,628,1610,628,0,208,4467,818,9668,763,443,377,297,260,146,209,9225,862,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4847638,14570,2253415,8234,133320,3123,25046,2098,383,249,24663,2104,20362,2065,4301,912,108274,3609,183268,3270,112963,4198,1989,689,110974,4156,97166,4054,13808,1936,70305,4224,1241714,5730,1114240,8314,6020,1250,1108220,8608,1068509,8642,39711,3424,127474,7488,325255,2341,244209,4397,31,51,244178,4402,234038,4759,10140,1469,81046,3901,133317,3629,50681,3020,49327,3050,1354,504,82636,3522,236541,3519,26364,2244,24940,2222,1424,491,210177,3568,2594223,9396,124056,3201,27129,2359,33,57,27096,2363,22519,2222,4577,931,96927,2737,172895,3637,103697,4721,87,143,103610,4733,95033,4217,8577,1653,69198,3991,1400684,6416,1060916,10029,1306,607,1059610,10054,1014762,10275,44848,3626,339768,10753,399511,2586,249376,5243,0,210,249376,5243,240338,5121,9038,1287,150135,4830,164811,4521,43459,3135,42273,3099,1186,450,121352,4798,332266,5092,20325,1954,19916,1941,409,252,311941,5195,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,143242,3224,65827,2021,4872,909,1385,533,0,200,1385,533,1105,493,280,280,3487,807,7840,1062,5709,1074,652,328,5057,1059,4548,1153,509,367,2131,723,39488,1510,36702,1515,309,247,36393,1550,35647,1596,746,466,2786,802,6627,1105,5125,960,0,200,5125,960,4913,977,212,201,1502,583,2752,822,1228,549,1228,549,0,200,1524,789,4248,703,406,363,406,363,0,200,3842,685,77415,2270,5173,1143,2133,745,7,15,2126,745,1874,730,252,221,3040,858,6599,1200,4323,1055,0,200,4323,1055,4132,1078,191,198,2276,706,44570,1641,33511,1614,0,200,33511,1614,32481,1619,1030,385,11059,1570,9916,643,6144,752,0,200,6144,752,6057,746,87,101,3772,769,4682,925,1430,653,1360,643,70,122,3252,824,6475,1051,738,456,738,456,0,200,5737,1020,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,135540,2146,63297,1635,4006,860,1669,736,141,153,1528,714,957,609,571,338,2337,722,6301,1059,3632,905,0,207,3632,905,3313,855,319,257,2669,720,39768,1279,37121,1558,0,207,37121,1558,36089,1669,1032,649,2647,838,7138,501,6261,593,0,207,6261,593,6114,586,147,123,877,348,3425,635,1692,627,1661,626,31,55,1733,551,2659,670,438,287,438,287,0,207,2221,630,72243,1575,4501,849,956,452,0,207,956,452,685,404,271,231,3545,781,6881,914,4636,862,26,44,4610,867,4402,881,208,164,2245,572,44895,900,30739,1847,0,207,30739,1847,29030,1907,1709,714,14156,1875,8218,588,4649,776,0,207,4649,776,4457,763,192,183,3569,705,3538,783,1116,463,1025,453,91,153,2422,659,4210,718,606,402,606,402,0,207,3604,661,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,491217,6533,221227,4462,13233,1915,2703,779,40,66,2663,786,1943,730,720,442,10530,1654,20318,1895,11524,1742,108,119,11416,1743,9762,1691,1654,801,8794,1579,124702,3567,109477,3911,1545,544,107932,3984,104251,4196,3681,1058,15225,2365,30194,1377,23250,1717,0,226,23250,1717,22782,1731,468,323,6944,1381,11361,1267,4858,938,4781,933,77,129,6503,1035,21419,1597,2418,630,2201,556,217,338,19001,1595,269990,4144,15811,1923,4313,1002,0,226,4313,1002,3468,916,845,482,11498,1826,20135,2184,11554,1840,0,226,11554,1840,10643,1851,911,591,8581,2023,147711,3238,108385,3651,200,166,108185,3674,104262,3583,3923,902,39326,3171,38819,1390,19915,2125,0,226,19915,2125,19252,2104,663,516,18904,1868,19377,1615,5046,1149,4860,1130,186,169,14331,1765,28137,2112,2769,874,2719,874,50,84,25368,2108,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
