GEO_ID,B10051B_001E,B10051B_001M,B10051B_002E,B10051B_002M,B10051B_003E,B10051B_003M,B10051B_004E,B10051B_004M,B10051B_005E,B10051B_005M,B10051B_006E,B10051B_006M,B10051B_007E,B10051B_007M,NAME,B10051B_001MA,B10051B_001EA,B10051B_002EA,B10051B_002MA,B10051B_003EA,B10051B_003MA,B10051B_004MA,B10051B_004EA,B10051B_005MA,B10051B_005EA,B10051B_006EA,B10051B_006MA,B10051B_007MA,B10051B_007EA,state
0400000US01,40112,3085,20987,2354,12101,1844,8886,1950,19125,2492,8625,1666,10500,1919,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,7137,1950,2460,1018,1836,1012,624,375,4677,1497,2420,1146,2257,978,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12646,2798,6980,1952,5142,1809,1838,782,5666,1363,2490,1010,3176,942,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,57069,4670,20847,2670,10360,1841,10487,1910,36222,3568,14914,2468,21308,2709,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4650,1311,1760,742,1276,673,484,338,2890,1077,1321,800,1569,697,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,10653,2245,4184,1269,2747,982,1437,624,6469,1831,3405,1441,3064,1039,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5423,1383,2600,946,1677,905,923,454,2823,1289,966,569,1857,987,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7763,1788,3117,1078,1382,730,1735,799,4646,1096,1204,476,3442,1024,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,103060,7360,37435,4139,21138,3190,16297,2740,65625,5296,28558,4110,37067,4489,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,98144,6242,41207,4271,23258,2632,17949,3201,56937,5138,30572,4461,26365,3498,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,51060,3985,19443,2494,11334,2075,8109,1362,31617,3331,13863,2307,17754,2424,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,14092,2408,6121,1811,2794,1042,3327,1382,7971,1586,3369,1105,4602,1296,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1684,661,591,461,459,439,132,127,1093,441,678,303,415,283,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3821,1110,1736,798,495,383,1241,705,2085,894,1471,816,614,347,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9293,1692,4179,1048,3169,949,1010,506,5114,1295,2671,971,2443,780,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,49267,4166,22554,3028,13310,2207,9244,1713,26713,3099,14605,2352,12108,2038,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,55600,5324,18898,2624,10258,1984,8640,1718,36702,3935,16073,2859,20629,2686,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,11820,2431,3976,1361,2189,1069,1787,706,7844,1720,2838,898,5006,1376,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,34427,3071,14129,1937,7700,1575,6429,1207,20298,2166,11524,1760,8774,1468,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5676,1548,2238,967,1043,492,1195,639,3438,1104,1058,631,2380,939,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37861,3403,17775,2368,11958,2025,5817,1411,20086,2449,10159,1968,9927,1442,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20966,3155,11208,2319,6985,1841,4223,1430,9758,1926,5696,1583,4062,1224,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,645,328,435,251,159,137,276,213,210,190,47,77,163,172,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,6931,1856,2628,1057,1738,836,890,501,4303,1304,2448,1102,1855,803,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37567,3623,11542,2259,7434,1973,4108,1050,26025,3199,11375,1869,14650,2439,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,98516,5603,27131,3240,16060,2603,11071,1967,71385,4974,28094,3387,43291,3201,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,68111,5278,31439,3631,17505,2834,13934,2121,36672,3698,16986,2603,19686,2589,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,31113,2546,15361,2146,7255,1555,8106,1525,15752,1909,6324,1291,9428,1571,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,7481,1320,3965,1081,2308,778,1657,592,3516,838,1405,515,2111,636,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1294,617,1000,575,534,447,466,328,294,206,210,217,84,141,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,36757,3822,13133,2314,7779,1739,5354,1464,23624,3085,9723,2054,13901,2028,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,2486,1025,368,361,368,361,0,217,2118,888,957,679,1161,650,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,45339,4370,22611,3186,13118,2138,9493,2009,22728,2892,10568,1930,12160,1998,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,31334,3467,13021,2098,7481,1540,5540,1310,18313,2675,8274,1797,10039,1982,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,90742,6486,40841,4229,24342,3336,16499,2374,49901,4790,23620,3803,26281,3102,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,42112,4521,15300,2222,8085,1343,7215,1644,26812,3664,12095,2210,14717,2722,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4590,1312,2294,885,818,484,1476,733,2296,838,726,493,1570,748,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1929,813,514,379,275,322,239,244,1415,751,835,642,580,418,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,6762,1385,3615,916,2260,751,1355,537,3147,1085,1245,553,1902,787,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12621,2215,3647,1154,2107,892,1540,685,8974,1749,3901,1392,5073,1393,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
