GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001EA,B10051G_001MA,B10051G_002MA,B10051G_002EA,B10051G_003MA,B10051G_003EA,B10051G_004EA,B10051G_004MA,B10051G_005EA,B10051G_005MA,B10051G_006EA,B10051G_006MA,B10051G_007EA,B10051G_007MA,state
0400000US01,1509,609,836,464,382,300,454,349,673,468,458,413,215,200,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6074,1542,2409,1309,1942,1255,467,311,3665,1050,1752,811,1913,735,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,27385,2756,6398,1507,3703,1009,2695,1063,20987,2626,9131,1803,11856,1668,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2198,896,1130,763,711,647,419,259,1068,449,698,411,370,248,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,996,473,158,187,158,187,0,207,838,444,350,267,488,293,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9189,2204,2376,988,810,549,1566,783,6813,1983,2438,1331,4375,1463,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4244,1450,1428,660,510,334,918,563,2816,1197,835,458,1981,1113,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,9899,2028,1975,602,1233,523,742,268,7924,2002,3400,1188,4524,1325,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3173,794,785,415,269,206,516,347,2388,719,1036,522,1352,523,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1812,619,764,464,540,415,224,232,1048,506,755,421,293,236,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1163,516,522,397,458,387,64,76,641,296,522,255,119,119,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1001,399,538,310,392,243,146,190,463,256,290,202,173,177,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2924,923,847,396,439,291,408,280,2077,828,708,405,1369,672,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2285,1062,594,368,323,291,271,214,1691,971,1023,766,668,545,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3938,1160,1001,582,817,562,184,175,2937,982,1491,632,1446,592,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,894,412,371,194,189,142,182,133,523,392,249,201,274,339,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,978,437,617,376,333,313,284,219,361,225,343,222,18,30,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1740,615,484,337,356,297,128,152,1256,609,360,274,896,479,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2907,1046,1332,724,996,618,336,342,1575,632,774,414,801,418,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1237,484,217,214,112,179,105,115,1020,492,541,393,479,275,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10896,1653,2737,844,1689,677,1048,448,8159,1552,3375,1135,4784,1062,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3145,1067,2222,943,1668,844,554,359,923,434,325,260,598,401,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3913,1139,1426,658,996,597,430,252,2487,1003,1370,602,1117,721,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,4013,804,2274,607,1177,444,1097,375,1739,511,954,332,785,374,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2266,807,823,435,471,285,352,338,1443,635,524,316,919,552,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3688,1152,951,498,521,370,430,347,2737,973,1010,487,1727,803,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1913,768,609,377,465,367,144,119,1304,642,629,409,675,432,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10318,1684,5239,1193,3404,879,1835,675,5079,1311,1834,619,3245,1229,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3345,1276,747,470,584,418,163,170,2598,1213,1349,887,1249,711,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4366,1436,1612,652,1308,607,304,238,2754,1215,1420,767,1334,710,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,979,469,204,188,53,67,151,171,775,409,247,169,528,380,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5371,1512,1827,987,890,576,937,603,3544,1108,1021,805,2523,829,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
