GEO_ID,B21001F_001E,B21001F_001M,B21001F_002E,B21001F_002M,B21001F_003E,B21001F_003M,B21001F_004E,B21001F_004M,B21001F_005E,B21001F_005M,B21001F_006E,B21001F_006M,B21001F_007E,B21001F_007M,B21001F_008E,B21001F_008M,B21001F_009E,B21001F_009M,B21001F_010E,B21001F_010M,B21001F_011E,B21001F_011M,B21001F_012E,B21001F_012M,B21001F_013E,B21001F_013M,B21001F_014E,B21001F_014M,B21001F_015E,B21001F_015M,B21001F_016E,B21001F_016M,B21001F_017E,B21001F_017M,B21001F_018E,B21001F_018M,B21001F_019E,B21001F_019M,B21001F_020E,B21001F_020M,B21001F_021E,B21001F_021M,B21001F_022E,B21001F_022M,B21001F_023E,B21001F_023M,B21001F_024E,B21001F_024M,B21001F_025E,B21001F_025M,B21001F_026E,B21001F_026M,B21001F_027E,B21001F_027M,B21001F_028E,B21001F_028M,B21001F_029E,B21001F_029M,B21001F_030E,B21001F_030M,B21001F_031E,B21001F_031M,B21001F_032E,B21001F_032M,B21001F_033E,B21001F_033M,NAME,B21001F_001EA,B21001F_001MA,B21001F_002EA,B21001F_002MA,B21001F_003MA,B21001F_003EA,B21001F_004EA,B21001F_004MA,B21001F_005EA,B21001F_005MA,B21001F_006EA,B21001F_006MA,B21001F_007MA,B21001F_007EA,B21001F_008EA,B21001F_008MA,B21001F_009EA,B21001F_009MA,B21001F_010EA,B21001F_010MA,B21001F_011EA,B21001F_011MA,B21001F_012MA,B21001F_012EA,B21001F_013EA,B21001F_013MA,B21001F_014EA,B21001F_014MA,B21001F_015EA,B21001F_015MA,B21001F_016EA,B21001F_016MA,B21001F_017EA,B21001F_017MA,B21001F_018MA,B21001F_018EA,B21001F_019EA,B21001F_019MA,B21001F_020EA,B21001F_020MA,B21001F_021EA,B21001F_021MA,B21001F_022EA,B21001F_022MA,B21001F_023MA,B21001F_023EA,B21001F_024EA,B21001F_024MA,B21001F_025MA,B21001F_025EA,B21001F_026EA,B21001F_026MA,B21001F_027MA,B21001F_027EA,B21001F_028MA,B21001F_028EA,B21001F_029MA,B21001F_029EA,B21001F_030EA,B21001F_030MA,B21001F_031MA,B21001F_031EA,B21001F_032MA,B21001F_032EA,B21001F_033MA,B21001F_033EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,307106,13673,157238,8025,68338,5422,712,377,67626,5397,61274,4052,3013,1035,58261,4057,16457,1658,2307,704,14150,1683,7427,1259,1670,655,5757,1227,3742,931,1058,397,2684,811,149868,7870,61700,4977,417,310,61283,4929,59058,4016,93,109,58965,4000,16970,1663,83,139,16887,1647,7967,1236,38,62,7929,1245,4173,1174,71,118,4102,1162,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,56689,4826,29916,3002,12979,1881,0,201,12979,1881,12362,1996,1068,1065,11294,1562,2891,907,109,124,2782,880,1454,880,318,262,1136,828,230,214,0,201,230,214,26773,2483,11090,1699,0,201,11090,1699,12358,1881,185,183,12173,1860,2141,751,0,201,2141,751,853,449,0,201,853,449,331,309,0,201,331,309,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4220756,43877,2144363,26053,908240,12771,14444,2641,893796,12629,834564,16135,20746,2890,813818,16014,242412,6948,8402,1346,234010,6531,106816,4850,12383,1732,94433,4610,52331,3283,7739,1512,44592,3022,2076393,23855,828329,14181,1976,720,826353,14239,796226,12296,1965,863,794261,12246,244623,6861,442,343,244181,6891,126088,5485,206,182,125882,5524,81127,3335,0,210,81127,3335,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,155299,8464,80204,5039,32142,3394,429,308,31713,3358,31940,2964,2410,873,29530,2727,9700,1356,1463,633,8237,1404,3864,903,1373,509,2491,788,2558,841,1165,493,1393,707,75095,4639,29939,2941,154,184,29785,2955,26911,2447,645,464,26266,2342,11074,1324,0,200,11074,1324,5153,953,75,88,5078,938,2018,617,16,30,2002,608,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,136564,9477,68920,5906,30081,3414,120,200,29961,3480,27309,3006,957,686,26352,2883,6630,1366,33,57,6597,1377,3622,1013,272,238,3350,954,1278,526,25,44,1253,530,67644,5337,26961,2937,76,92,26885,2958,29426,2692,325,510,29101,2728,6254,1428,0,207,6254,1428,3225,1189,0,207,3225,1189,1778,694,0,207,1778,694,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,445021,20838,228740,12335,87677,7455,1826,886,85851,7419,98336,6327,6263,1784,92073,6024,21874,2352,2445,916,19429,2181,12107,1956,1837,644,10270,1914,8746,1765,622,390,8124,1711,216281,11841,76812,6449,172,179,76640,6441,88967,5629,1411,908,87556,5698,25009,3286,231,205,24778,3242,15941,2429,0,226,15941,2429,9552,1747,233,311,9319,1737,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,175462,11419,94248,7220,40750,4225,271,261,40479,4257,44857,3946,952,689,43905,3913,5298,1648,591,414,4707,1466,2302,832,39,79,2263,835,1041,582,97,98,944,578,81214,5929,33961,4080,483,549,33478,3937,35815,2988,551,431,35264,2980,6291,1444,0,224,6291,1444,3605,1071,0,224,3605,1071,1542,625,0,224,1542,625,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,13596,2332,6221,1412,3254,1162,1578,904,1676,817,2153,834,240,272,1913,870,535,306,239,167,296,245,196,151,40,72,156,147,83,91,44,78,39,44,7375,1347,4031,1126,748,662,3283,944,2515,754,327,312,2188,676,595,486,0,187,595,486,156,147,0,187,156,147,78,83,0,187,78,83,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
