GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002EA,B23002G_002MA,B23002G_003EA,B23002G_003MA,B23002G_004EA,B23002G_004MA,B23002G_005MA,B23002G_005EA,B23002G_006MA,B23002G_006EA,B23002G_007MA,B23002G_007EA,B23002G_008MA,B23002G_008EA,B23002G_009MA,B23002G_009EA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012EA,B23002G_012MA,B23002G_013EA,B23002G_013MA,B23002G_014EA,B23002G_014MA,B23002G_015EA,B23002G_015MA,B23002G_016EA,B23002G_016MA,B23002G_017EA,B23002G_017MA,B23002G_018EA,B23002G_018MA,B23002G_019EA,B23002G_019MA,B23002G_020MA,B23002G_020EA,B23002G_021MA,B23002G_021EA,B23002G_022EA,B23002G_022MA,B23002G_023EA,B23002G_023MA,B23002G_024EA,B23002G_024MA,B23002G_025EA,B23002G_025MA,B23002G_026EA,B23002G_026MA,B23002G_027EA,B23002G_027MA,B23002G_028EA,B23002G_028MA,B23002G_029EA,B23002G_029MA,B23002G_030MA,B23002G_030EA,B23002G_031MA,B23002G_031EA,B23002G_032EA,B23002G_032MA,B23002G_033EA,B23002G_033MA,B23002G_034EA,B23002G_034MA,B23002G_035EA,B23002G_035MA,B23002G_036EA,B23002G_036MA,B23002G_037EA,B23002G_037MA,B23002G_038EA,B23002G_038MA,B23002G_039EA,B23002G_039MA,B23002G_040MA,B23002G_040EA,B23002G_041MA,B23002G_041EA,B23002G_042EA,B23002G_042MA,B23002G_043EA,B23002G_043MA,B23002G_044EA,B23002G_044MA,B23002G_045EA,B23002G_045MA,B23002G_046EA,B23002G_046MA,B23002G_047EA,B23002G_047MA,B23002G_048EA,B23002G_048MA,B23002G_049EA,B23002G_049MA,B23002G_050MA,B23002G_050EA,B23002G_051MA,B23002G_051EA,B23002G_052MA,B23002G_052EA,B23002G_053EA,B23002G_053MA,B23002G_054EA,B23002G_054MA,B23002G_055EA,B23002G_055MA,B23002G_056EA,B23002G_056MA,B23002G_057MA,B23002G_057EA,B23002G_058EA,B23002G_058MA,B23002G_059EA,B23002G_059MA,B23002G_060MA,B23002G_060EA,B23002G_061MA,B23002G_061EA,B23002G_062MA,B23002G_062EA,B23002G_063MA,B23002G_063EA,B23002G_064EA,B23002G_064MA,B23002G_065EA,B23002G_065MA,B23002G_066EA,B23002G_066MA,B23002G_067MA,B23002G_067EA,B23002G_068MA,B23002G_068EA,B23002G_069MA,B23002G_069EA,B23002G_070EA,B23002G_070MA,B23002G_071EA,B23002G_071MA,B23002G_072MA,B23002G_072EA,B23002G_073MA,B23002G_073EA,B23002G_074MA,B23002G_074EA,B23002G_075EA,B23002G_075MA,B23002G_076EA,B23002G_076MA,B23002G_077EA,B23002G_077MA,B23002G_078MA,B23002G_078EA,B23002G_079MA,B23002G_079EA,state
0400000US01,55034,4878,24831,2920,4532,1184,2282,931,0,200,2282,931,1586,735,696,572,2250,852,3514,1490,2611,1016,47,86,2564,1007,1796,678,768,605,903,771,12018,1957,9667,1572,184,247,9483,1524,9019,1512,464,285,2351,1032,2823,750,1225,533,0,200,1225,533,1168,513,57,81,1598,521,1196,522,391,281,349,256,42,69,805,422,748,355,41,67,41,67,0,200,707,340,30203,3130,3917,1111,1497,800,0,200,1497,800,1238,739,259,281,2420,748,5501,1845,4372,1810,119,171,4253,1800,3671,1552,582,514,1129,523,13343,1743,9222,1622,109,186,9113,1613,8287,1533,826,482,4121,889,3799,1077,1641,733,0,200,1641,733,1641,733,0,200,2158,736,1797,634,252,232,252,232,0,200,1545,611,1846,606,159,197,159,197,0,200,1687,585,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,37004,3825,20606,2357,3793,827,1636,773,245,243,1391,750,1193,732,198,212,2157,698,2897,1068,2004,887,424,619,1580,667,1300,674,280,244,893,708,11202,1582,8983,1442,133,131,8850,1427,7832,1319,1018,462,2219,739,1276,585,878,502,0,153,878,502,674,458,204,201,398,265,514,260,363,248,363,248,0,153,151,160,924,370,215,151,215,151,0,153,709,369,16398,2134,2534,764,863,483,0,153,863,483,610,393,253,329,1671,622,1087,500,769,413,0,153,769,413,716,414,53,67,318,243,9996,1519,7502,1252,52,79,7450,1241,6860,1198,590,294,2494,738,1850,570,984,537,0,153,984,537,919,543,65,111,866,330,164,99,25,34,25,34,0,153,139,90,767,348,124,128,124,128,0,153,643,327,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,155059,8431,77377,5469,12720,2112,5301,1543,90,116,5211,1529,3575,1226,1636,677,7419,1565,10102,1786,7184,1426,335,279,6849,1383,6017,1316,832,515,2918,975,40952,3383,34742,3238,111,130,34631,3239,32220,3060,2411,1125,6210,1209,6729,1242,3879,853,0,208,3879,853,3495,827,384,230,2850,880,2866,865,983,524,983,524,0,208,1883,582,4008,923,602,307,521,280,81,128,3406,891,77682,4696,10863,1391,5171,1106,0,208,5171,1106,3581,989,1590,605,5692,1067,11602,2053,8341,1706,0,208,8341,1706,6937,1452,1404,797,3261,1157,39276,3587,29346,3307,262,258,29084,3239,27475,3081,1609,682,9930,1977,7769,1120,3810,950,0,208,3810,950,3658,935,152,179,3959,789,2580,888,1073,592,1073,592,0,208,1507,617,5592,1017,34,59,34,59,0,208,5558,1009,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,49542,3649,26724,2605,3705,1068,1021,523,0,201,1021,523,764,468,257,214,2684,872,3851,1284,2665,948,75,131,2590,944,2123,883,467,444,1186,752,13890,1978,11524,1671,465,409,11059,1607,10631,1627,428,270,2366,803,2849,855,1378,439,0,201,1378,439,1046,391,332,278,1471,667,1123,452,259,234,259,234,0,201,864,381,1306,470,97,104,97,104,0,201,1209,458,22818,2141,2632,829,1217,603,0,201,1217,603,1038,581,179,170,1415,660,1771,707,1537,653,0,201,1537,653,1426,664,111,153,234,224,11747,1791,7533,1532,0,201,7533,1532,7196,1588,337,263,4214,1004,3292,761,1935,712,0,201,1935,712,1747,680,188,233,1357,473,1110,640,419,382,419,382,0,201,691,474,2266,785,28,39,28,39,0,201,2238,778,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1188127,25599,597201,16162,74698,5076,22785,2469,377,267,22408,2434,17147,2250,5261,1063,51913,3848,82175,5385,62014,4919,1998,798,60016,4961,51961,4375,8055,1898,20161,2567,332164,10217,282389,8945,2967,949,279422,8889,259459,8249,19963,2765,49775,3899,60614,4043,39964,3206,0,210,39964,3206,37765,3071,2199,771,20650,2076,18853,2265,8013,1486,7814,1479,199,145,10840,1655,28697,2423,3662,780,3493,736,169,223,25035,2195,590926,14218,68888,3402,26123,2490,0,210,26123,2490,22118,2559,4005,996,42765,2640,80687,4829,59476,4500,772,505,58704,4603,53204,4334,5500,1598,21211,2447,320477,9457,248116,7994,1388,838,246728,7861,231513,7436,15215,2285,72361,4919,63890,3822,37818,3075,0,210,37818,3075,36405,2930,1413,706,26072,2838,20814,2397,5361,1288,5114,1261,247,228,15453,1941,36170,2725,3088,658,3047,652,41,83,33082,2616,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,118594,7381,59101,4798,6682,1439,2416,721,96,132,2320,724,1668,670,652,360,4266,1164,8626,1712,7780,1637,759,601,7021,1563,5809,1479,1212,671,846,377,34884,3518,31321,3201,847,534,30474,3131,28066,3024,2408,855,3563,1268,4506,941,3122,696,0,200,3122,696,2758,634,364,338,1384,579,2083,766,865,509,790,462,75,117,1218,543,2320,659,370,241,313,220,57,100,1950,654,59493,4191,5755,1161,2896,953,13,27,2883,949,2738,920,145,142,2859,800,8339,1402,6358,1096,132,187,6226,1092,5627,1147,599,344,1981,845,33995,3050,26726,2635,270,220,26456,2682,24995,2665,1461,508,7269,1721,5782,1030,3398,836,78,131,3320,815,3227,794,93,112,2384,693,2359,785,670,368,567,392,103,99,1689,711,3263,816,292,204,292,204,0,200,2971,823,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,67742,5786,32881,3499,5595,1354,1802,852,191,245,1611,836,1364,819,247,182,3793,1040,5312,1463,4107,1281,91,166,4016,1299,3461,1187,555,411,1205,696,17368,2327,14953,2254,152,215,14801,2242,13600,2180,1201,834,2415,800,2739,997,1966,819,0,207,1966,819,1895,821,71,119,773,578,757,385,280,254,222,220,58,98,477,281,1110,453,275,224,258,220,17,28,835,391,34861,3752,5473,1502,3069,1243,0,207,3069,1243,2739,1216,330,342,2404,816,6077,1517,5015,1270,7,16,5008,1267,4208,1131,800,658,1062,616,16243,2174,13307,2060,0,207,13307,2060,11999,2017,1308,755,2936,857,4571,1049,2483,726,0,207,2483,726,2333,722,150,150,2088,694,928,387,129,151,129,151,0,207,799,379,1569,635,117,112,117,112,0,207,1452,622,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,337406,14917,166938,9890,21704,3101,7207,1893,32,65,7175,1888,5777,1771,1398,720,14497,2294,24223,3248,19414,3117,641,449,18773,3045,16757,2982,2016,803,4809,1229,86686,5816,72352,5583,742,341,71610,5603,67847,5386,3763,1297,14334,2273,18908,3043,12280,2132,0,226,12280,2132,11658,2095,622,408,6628,1578,6020,1201,2319,919,2319,919,0,226,3701,901,9397,1589,1111,465,807,410,304,227,8286,1605,170468,9262,21622,2771,7043,1822,195,284,6848,1851,6274,1759,574,382,14579,2058,19900,3069,16721,2866,0,226,16721,2866,15045,2540,1676,866,3179,948,87043,6120,66879,5217,275,225,66604,5232,62466,4891,4138,1250,20164,2866,18613,2329,11028,1785,0,226,11028,1785,10273,1621,755,479,7585,1572,8386,2130,2019,989,1957,986,62,102,6367,1728,14904,2249,1887,887,1794,870,93,153,13017,2097,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
