GEO_ID,B08505F_001E,B08505F_001M,B08505F_002E,B08505F_002M,B08505F_003E,B08505F_003M,B08505F_004E,B08505F_004M,B08505F_005E,B08505F_005M,B08505F_006E,B08505F_006M,B08505F_007E,B08505F_007M,NAME,B08505F_001MA,B08505F_001EA,B08505F_002MA,B08505F_002EA,B08505F_003MA,B08505F_003EA,B08505F_004EA,B08505F_004MA,B08505F_005EA,B08505F_005MA,B08505F_006EA,B08505F_006MA,B08505F_007MA,B08505F_007EA,state
0400000US15,12440,2284,9221,1946,1866,1123,383,343,614,349,216,259,140,154,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,28326,4240,21128,3310,4693,1615,36,66,657,518,677,530,1135,659,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,383456,13735,263087,10879,60375,5794,37506,3912,9642,1850,5729,1442,7117,1796,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,48606,3920,36245,3696,8609,1622,355,292,940,425,1520,913,937,739,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,23623,3737,18162,2933,4352,1524,73,85,644,563,125,124,267,213,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,34611,4089,25489,3819,6720,1622,272,239,550,306,432,245,1148,631,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19480,3586,11103,2566,5661,1708,52,95,487,294,1424,581,753,595,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33852,3597,23204,3400,7609,1747,629,425,634,437,482,397,1294,827,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,125191,7096,82637,6053,22960,3375,10566,1949,2517,914,2800,1234,3711,1324,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,127016,10078,74262,6850,17409,3654,19624,2993,6431,1401,6215,1705,3075,959,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53253,4437,38309,3658,9752,1832,726,453,1101,469,2568,994,797,338,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,53843,3617,33638,3019,10584,1975,3533,1082,1650,741,2738,1270,1700,884,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,36727,4258,28777,3822,4983,1624,366,258,1175,663,416,280,1010,678,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,19062,2429,13534,2054,3787,1294,390,527,167,154,483,442,701,582,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,161967,9138,125934,7964,17391,2634,8581,2134,2581,942,4628,1385,2852,1319,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,250968,11417,149930,8146,41048,4598,26029,3727,15042,2686,13542,3334,5377,1221,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,68776,6626,55616,6269,8067,1932,235,193,1086,514,1715,876,2057,767,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,796705,21566,244375,11753,55287,5890,391107,13476,66900,6685,18503,2476,20533,2657,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,136646,8357,92664,6196,24431,4020,1392,791,2625,1020,4796,1669,10738,3049,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,52124,4730,36931,4230,9583,2179,1845,776,1242,791,759,402,1764,715,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,49796,3711,36709,3652,9135,1774,496,383,1406,548,1180,445,870,512,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,64077,6277,41589,4307,11508,2436,3083,1129,2867,1015,2584,1149,2446,1147,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,102850,7648,63169,5106,19522,3796,9954,2369,3337,992,3439,1665,3429,1436,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19173,3338,12659,2358,4524,1777,223,224,359,257,79,132,1329,982,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,37753,4372,24172,3349,11415,2604,0,198,594,543,1469,881,103,136,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,41059,4832,27989,4314,10298,2241,460,393,713,482,279,261,1320,448,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,793611,25071,604396,21216,119241,9649,12802,2431,15696,2952,16766,2906,24710,3449,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,83655,4843,60002,4256,13623,2482,3638,1673,2100,774,1104,552,3188,1416,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,113265,7898,77446,7198,21310,3017,5368,1658,3165,1159,2332,1006,3644,1158,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,159145,8077,106510,6486,29689,3891,10127,2645,6097,1734,1710,778,5012,1788,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,60057,4380,44951,3636,8543,1748,2373,921,1525,639,1319,596,1346,631,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,149005,9968,123251,9191,9537,2336,3178,1022,6453,1839,2765,1300,3821,1677,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
