GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001MA,B23002B_001EA,B23002B_002EA,B23002B_002MA,B23002B_003EA,B23002B_003MA,B23002B_004EA,B23002B_004MA,B23002B_005MA,B23002B_005EA,B23002B_006MA,B23002B_006EA,B23002B_007MA,B23002B_007EA,B23002B_008EA,B23002B_008MA,B23002B_009EA,B23002B_009MA,B23002B_010EA,B23002B_010MA,B23002B_011EA,B23002B_011MA,B23002B_012MA,B23002B_012EA,B23002B_013MA,B23002B_013EA,B23002B_014MA,B23002B_014EA,B23002B_015EA,B23002B_015MA,B23002B_016EA,B23002B_016MA,B23002B_017MA,B23002B_017EA,B23002B_018MA,B23002B_018EA,B23002B_019MA,B23002B_019EA,B23002B_020EA,B23002B_020MA,B23002B_021EA,B23002B_021MA,B23002B_022MA,B23002B_022EA,B23002B_023MA,B23002B_023EA,B23002B_024MA,B23002B_024EA,B23002B_025EA,B23002B_025MA,B23002B_026EA,B23002B_026MA,B23002B_027MA,B23002B_027EA,B23002B_028MA,B23002B_028EA,B23002B_029MA,B23002B_029EA,B23002B_030EA,B23002B_030MA,B23002B_031EA,B23002B_031MA,B23002B_032EA,B23002B_032MA,B23002B_033MA,B23002B_033EA,B23002B_034MA,B23002B_034EA,B23002B_035EA,B23002B_035MA,B23002B_036EA,B23002B_036MA,B23002B_037EA,B23002B_037MA,B23002B_038MA,B23002B_038EA,B23002B_039MA,B23002B_039EA,B23002B_040MA,B23002B_040EA,B23002B_041EA,B23002B_041MA,B23002B_042EA,B23002B_042MA,B23002B_043EA,B23002B_043MA,B23002B_044EA,B23002B_044MA,B23002B_045MA,B23002B_045EA,B23002B_046MA,B23002B_046EA,B23002B_047EA,B23002B_047MA,B23002B_048EA,B23002B_048MA,B23002B_049EA,B23002B_049MA,B23002B_050MA,B23002B_050EA,B23002B_051MA,B23002B_051EA,B23002B_052EA,B23002B_052MA,B23002B_053EA,B23002B_053MA,B23002B_054EA,B23002B_054MA,B23002B_055MA,B23002B_055EA,B23002B_056MA,B23002B_056EA,B23002B_057EA,B23002B_057MA,B23002B_058EA,B23002B_058MA,B23002B_059EA,B23002B_059MA,B23002B_060EA,B23002B_060MA,B23002B_061EA,B23002B_061MA,B23002B_062MA,B23002B_062EA,B23002B_063MA,B23002B_063EA,B23002B_064MA,B23002B_064EA,B23002B_065EA,B23002B_065MA,B23002B_066EA,B23002B_066MA,B23002B_067MA,B23002B_067EA,B23002B_068MA,B23002B_068EA,B23002B_069MA,B23002B_069EA,B23002B_070EA,B23002B_070MA,B23002B_071EA,B23002B_071MA,B23002B_072MA,B23002B_072EA,B23002B_073MA,B23002B_073EA,B23002B_074MA,B23002B_074EA,B23002B_075EA,B23002B_075MA,B23002B_076EA,B23002B_076MA,B23002B_077MA,B23002B_077EA,B23002B_078MA,B23002B_078EA,B23002B_079MA,B23002B_079EA,state
0400000US01,1020520,5434,464061,3323,40880,2557,11196,1670,0,200,11196,1670,7250,1275,3946,1256,29684,2356,52126,3217,35059,2939,466,397,34593,2974,29614,2878,4979,1441,17067,2346,235096,3229,163288,4660,1554,750,161734,4717,147775,4962,13959,2116,71808,4670,72938,1482,34119,2539,19,32,34100,2536,31625,2541,2475,783,38819,2451,27119,1779,4950,930,4566,920,384,292,22169,1939,35902,1755,4315,989,4215,991,100,108,31587,1718,556459,3820,41233,3383,13492,1854,105,170,13387,1859,10322,1653,3065,1074,27741,3152,53275,2746,38994,3026,125,149,38869,3038,34004,2977,4865,1239,14281,2033,278567,3717,211440,5812,217,171,211223,5801,196705,6060,14518,2041,67127,4950,90560,1419,40434,2552,0,200,40434,2552,38122,2499,2312,774,50126,2814,34202,1755,6914,1339,6560,1337,354,271,27288,1819,58622,2023,4172,999,4126,997,46,72,54450,2145,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,237427,4362,125936,2912,10590,1358,3336,1013,52,61,3284,1015,2892,990,392,286,7254,1234,14528,1563,11480,1369,1073,570,10407,1435,8563,1339,1844,765,3048,903,71198,1833,53969,2403,1265,756,52704,2423,49427,2538,3277,1142,17229,2032,16753,925,11526,1234,0,208,11526,1234,10344,1310,1182,574,5227,1002,5343,852,2654,751,2302,711,352,297,2689,629,7524,1048,939,556,911,556,28,48,6585,989,111491,3141,8536,1331,4494,1358,0,208,4494,1358,2652,975,1842,980,4042,1064,10866,1306,8370,1404,0,208,8370,1404,8033,1394,337,281,2496,980,61541,2072,48887,2687,297,206,48590,2681,44102,2699,4488,1384,12654,2188,15667,743,8676,1138,0,208,8676,1138,8333,1156,343,204,6991,1034,6017,928,1774,605,1774,605,0,208,4243,817,8864,995,274,208,274,208,0,208,8590,994,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,347655,3475,162931,2151,15083,1455,5632,1300,0,201,5632,1300,4051,1086,1581,568,9451,1468,19597,1949,12023,1859,0,201,12023,1859,9553,1719,2470,991,7574,1526,82799,2250,56614,3215,444,419,56170,3169,51965,3031,4205,946,26185,2718,24373,1231,11471,1377,0,201,11471,1377,11259,1417,212,238,12902,1392,10656,1077,1889,637,1464,564,425,331,8767,1061,10423,1042,788,374,690,345,98,156,9635,1023,184724,2601,14951,1952,5912,1249,40,84,5872,1258,3871,1169,2001,758,9039,1653,19982,1818,13127,1865,0,201,13127,1865,11489,1819,1638,672,6855,1619,91575,2211,73011,2625,479,682,72532,2722,67355,2949,5177,1508,18564,2027,30168,1215,17677,1216,0,201,17677,1216,17234,1223,443,338,12491,1438,10332,1153,1877,571,1827,575,50,88,8455,1084,17716,1489,575,265,575,265,0,201,17141,1448,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1850821,12896,905719,8698,64125,2993,16754,2057,567,377,16187,2006,7970,1410,8217,1600,47371,2892,91901,3549,63697,3675,4214,840,59483,3632,48053,3624,11430,1984,28204,3080,486122,6663,371212,7109,5785,1406,365427,7557,328906,6745,36521,3687,114910,5643,143354,1679,83314,3507,53,87,83261,3512,78587,3562,4674,1057,60040,3547,45128,2023,12864,1801,11987,1665,877,479,32264,2017,75089,2275,9994,1271,9380,1149,614,465,65095,2260,945102,6346,59622,3130,18818,1902,21,45,18797,1894,13723,1493,5074,1426,40804,3306,81850,3279,59772,3298,1266,650,58506,3351,48843,3085,9663,1790,22078,2408,483347,4668,370547,5168,1760,715,368787,5042,333874,5756,34913,3361,112800,5351,154004,1997,86191,3607,66,108,86125,3584,81267,3519,4858,1278,67813,3806,55338,2431,15533,1666,14913,1673,620,401,39805,2466,110941,2661,9548,1418,8744,1331,804,354,101393,2622,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,178153,4263,95115,2986,6689,1197,3822,1003,204,186,3618,981,2910,1004,708,647,2867,822,10273,1621,8489,1550,987,659,7502,1464,6767,1348,735,537,1784,787,55963,2428,45540,2398,1008,538,44532,2437,42219,2382,2313,971,10423,2070,12832,706,9319,865,0,200,9319,865,9223,864,96,120,3513,1029,4108,934,1339,462,1339,462,0,200,2769,858,5250,660,611,330,611,330,0,200,4639,602,83038,2524,6178,1043,2720,797,0,200,2720,797,2198,738,522,406,3458,863,8947,1214,7476,1232,154,175,7322,1217,7149,1238,173,254,1471,698,45102,1885,33932,2229,212,233,33720,2272,31994,2164,1726,924,11170,1907,11752,609,7993,1166,0,200,7993,1166,7449,1152,544,333,3759,1032,3964,667,967,400,967,400,0,200,2997,622,7095,836,1191,531,1131,514,60,72,5904,757,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,300117,5547,140642,3427,11279,1487,4059,976,216,317,3843,915,2049,760,1794,644,7220,1242,16049,1129,11191,1423,231,365,10960,1404,8633,1451,2327,814,4858,1099,77501,2164,62688,2676,47,79,62641,2669,56709,2567,5932,1489,14813,2189,19480,1234,11469,1485,0,207,11469,1485,10709,1538,760,407,8011,1464,5927,1017,2300,717,2220,717,80,134,3627,879,10406,956,1310,485,1310,485,0,207,9096,968,159475,3440,12005,1526,4996,1182,0,207,4996,1182,3855,1209,1141,513,7009,1302,14922,1585,11058,1647,47,66,11011,1631,9627,1430,1384,628,3864,1189,84079,2391,74047,2539,0,207,74047,2539,68974,2681,5073,1466,10032,1763,23988,896,14287,1512,0,207,14287,1512,13386,1539,901,505,9701,1442,7407,1025,1757,554,1722,546,35,59,5650,1049,17074,1047,2069,807,1807,749,262,312,15005,1218,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,166887,2704,76292,2035,7080,972,1814,730,0,198,1814,730,1414,697,400,444,5266,1001,7872,725,3468,896,0,198,3468,896,3084,876,384,355,4404,948,39131,1537,29559,1688,419,339,29140,1722,27009,1890,2131,940,9572,1421,11799,637,7000,1065,0,198,7000,1065,6692,1094,308,379,4799,1061,4042,743,1053,463,1053,463,0,198,2989,712,6368,758,906,416,898,417,8,14,5462,734,90595,1383,6185,915,1721,681,0,198,1721,681,911,427,810,530,4464,858,8411,831,4877,1261,0,198,4877,1261,4669,1292,208,252,3534,1172,46844,1045,36343,2207,48,77,36295,2200,34200,2258,2095,819,10501,1826,14502,263,7887,1171,0,198,7887,1171,6841,1111,1046,676,6615,1162,5009,748,1429,479,1364,476,65,80,3580,752,9644,772,908,446,827,427,81,131,8736,829,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257338,1925,112453,1054,6916,489,1158,574,0,208,1158,574,477,392,681,455,5758,836,10786,310,6426,1031,154,145,6272,1036,4927,1014,1345,537,4360,994,58216,676,46217,1867,267,249,45950,1848,40048,1969,5902,1319,11999,1809,18729,307,9595,1374,0,208,9595,1374,8839,1325,756,406,9134,1404,6493,745,2376,718,2253,707,123,124,4117,895,11313,738,2147,700,2125,697,22,39,9166,844,144885,1463,8691,695,2816,755,0,208,2816,755,2140,641,676,472,5875,830,13030,268,9347,1090,0,208,9347,1090,7900,1224,1447,603,3683,1050,69840,784,54431,2137,33,69,54398,2128,48069,2287,6329,1330,15409,2031,23214,293,12217,1381,0,208,12217,1381,11036,1416,1181,659,10997,1347,8756,1163,3389,846,3084,850,305,266,5367,1036,21354,1206,3104,730,3104,730,0,208,18250,1254,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2623191,15090,1238133,8235,107832,4624,29714,3714,195,196,29519,3709,19078,3113,10441,2144,78118,4352,139168,4480,96671,4083,1213,566,95458,4153,79695,4333,15763,2884,42497,3880,663653,6413,515250,8072,4328,1218,510922,8369,471193,8699,39729,4423,148403,6602,173873,2621,105950,4465,0,226,105950,4465,98342,4462,7608,1713,67923,4736,56737,3561,18416,2077,17190,2044,1226,540,38321,3132,96870,3803,9290,1534,8840,1485,450,322,87580,3779,1385058,10029,103884,4728,31840,3565,243,213,31597,3573,24838,3188,6759,1443,72044,4555,135287,4606,103324,5005,1168,921,102156,4992,91140,5399,11016,2052,31963,3836,726992,5734,588142,9759,899,459,587243,9689,541211,9802,46032,4462,138850,8438,205089,3153,120567,5275,0,226,120567,5275,113325,5481,7242,1587,84522,4846,74726,3914,17857,2126,17011,2124,846,548,56869,3641,139080,3967,11107,1849,10066,1589,1041,699,127973,3938,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
