GEO_ID,C27001E_001E,C27001E_001M,C27001E_002E,C27001E_002M,C27001E_003E,C27001E_003M,C27001E_004E,C27001E_004M,C27001E_005E,C27001E_005M,C27001E_006E,C27001E_006M,C27001E_007E,C27001E_007M,C27001E_008E,C27001E_008M,C27001E_009E,C27001E_009M,C27001E_010E,C27001E_010M,NAME,C27001E_001EA,C27001E_001MA,C27001E_002EA,C27001E_002MA,C27001E_003MA,C27001E_003EA,C27001E_004MA,C27001E_004EA,C27001E_005MA,C27001E_005EA,C27001E_006MA,C27001E_006EA,C27001E_007EA,C27001E_007MA,C27001E_008EA,C27001E_008MA,C27001E_009EA,C27001E_009MA,C27001E_010MA,C27001E_010EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,7495,873,3051,758,2209,977,842,909,4338,380,2802,948,1536,995,106,160,106,160,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,11334,2805,3322,1742,3143,1671,179,288,7207,1273,6042,1260,1165,593,805,330,805,330,0,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,5090,709,2539,635,1461,929,1078,566,2436,164,1469,535,967,469,115,197,115,197,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,140825,5442,36538,2641,31567,3076,4971,1784,95622,4314,72516,4557,23106,3559,8665,1235,8396,1255,269,224,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4495,1349,617,437,568,436,49,58,3823,1105,2367,839,1456,685,55,87,55,87,0,279,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11119,2186,2610,887,2432,873,178,208,7857,1706,5744,1352,2113,1065,652,414,652,414,0,310,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2329,682,453,245,453,245,0,300,1686,597,1184,501,502,347,190,184,190,184,0,300,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,132358,4699,41569,2205,39922,2186,1647,794,80792,3277,68311,3911,12481,2789,9997,1056,9899,1078,98,132,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,2095,1052,643,422,484,321,159,125,1452,753,1015,576,437,321,0,267,0,267,0,267,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
