GEO_ID,B11002G_001E,B11002G_001M,B11002G_002E,B11002G_002M,B11002G_003E,B11002G_003M,B11002G_004E,B11002G_004M,B11002G_005E,B11002G_005M,B11002G_006E,B11002G_006M,B11002G_007E,B11002G_007M,B11002G_008E,B11002G_008M,B11002G_009E,B11002G_009M,B11002G_010E,B11002G_010M,B11002G_011E,B11002G_011M,B11002G_012E,B11002G_012M,NAME,B11002G_001EA,B11002G_001MA,B11002G_002EA,B11002G_002MA,B11002G_003MA,B11002G_003EA,B11002G_004MA,B11002G_004EA,B11002G_005EA,B11002G_005MA,B11002G_006MA,B11002G_006EA,B11002G_007EA,B11002G_007MA,B11002G_008MA,B11002G_008EA,B11002G_009MA,B11002G_009EA,B11002G_010EA,B11002G_010MA,B11002G_011MA,B11002G_011EA,B11002G_012EA,B11002G_012MA,state
0400000US01,40031,4671,33833,4516,20068,3883,19965,3825,103,164,3060,1423,2704,1227,356,355,10705,2865,9990,2608,715,451,6198,1300,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27809,4077,21769,3987,13709,3065,13580,3074,129,169,2607,1459,1887,908,720,648,5453,2260,4705,1938,748,485,6040,1403,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,105314,10217,86105,10308,62954,9494,62530,9552,424,369,5171,2112,4361,1788,810,504,17980,4515,17174,4348,806,462,19209,3751,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31980,4498,25954,4215,15999,3542,15805,3480,194,199,3357,1649,2762,1359,595,506,6598,2269,6089,2083,509,361,6026,1573,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1048633,29297,876597,26027,592084,21788,583980,21407,8104,2122,79327,8782,70889,7804,8438,1746,205186,16066,188159,14644,17027,3187,172036,9150,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,109438,9604,88578,9369,63245,8412,62786,8323,459,418,5756,1843,5026,1576,730,424,19577,4040,18016,3723,1561,908,20860,2697,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,49979,6339,42167,5836,21578,4664,21147,4566,431,500,4762,2325,4454,2212,308,350,15827,4349,15273,4244,554,335,7812,1805,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,13019,2806,10692,2646,6392,2015,6392,2015,0,265,1131,810,982,675,149,156,3169,1562,3008,1491,161,263,2327,949,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9308,2453,5060,1849,4113,1636,3833,1506,280,272,0,292,0,292,0,292,947,673,890,642,57,93,4248,1418,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,278520,18087,230674,16867,150926,14693,148841,14324,2085,1000,20427,5381,18050,4787,2377,1227,59321,8241,54943,7761,4378,1535,47846,4874,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,106654,9069,93221,8675,60257,7415,59747,7298,510,405,7564,2589,6581,2288,983,729,25400,4407,23987,4158,1413,639,13433,2140,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,238243,12163,212606,11733,133303,10618,130538,10314,2765,1255,18829,4727,16533,4224,2296,971,60474,8049,56980,7820,3494,1068,25637,3105,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24825,3986,20857,3982,12144,3589,12046,3512,98,170,1227,877,1103,818,124,213,7486,2592,6741,2321,745,480,3968,1429,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,141027,12520,117638,11763,82224,9650,81273,9448,951,879,11707,3481,10538,3121,1169,633,23707,5150,22104,4687,1603,858,23389,3207,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,66086,7598,54717,6908,38974,6099,38505,5956,469,555,3597,1627,2959,1341,638,435,12146,3187,11693,3114,453,288,11369,2337,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,32939,4735,24575,4390,14850,3757,14743,3729,107,136,2155,1521,1965,1315,190,309,7570,2256,6577,1850,993,769,8364,1779,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,60621,6341,51406,6282,31940,4756,31717,4770,223,230,4213,1617,3346,1287,867,682,15253,3932,13509,3514,1744,854,9215,2094,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,40775,5707,33756,5164,21582,3893,21454,3877,128,123,4238,2244,3544,2096,694,488,7936,2680,7688,2618,248,212,7019,1720,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45215,5731,35254,5660,24805,4955,24436,4853,369,373,1915,1230,1777,1086,138,192,8534,2386,8161,2289,373,384,9961,1816,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13703,2061,10520,2043,7840,2030,7601,1915,239,262,1141,739,991,641,150,177,1539,774,1500,756,39,51,3183,935,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,93140,8716,80288,8747,47163,7139,46520,6949,643,585,10162,2991,9012,2625,1150,747,22963,5369,21515,5072,1448,731,12852,2003,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,129088,11714,109745,11097,51572,6987,50750,6833,822,543,16566,4192,12566,2842,4000,1712,41607,7420,38578,6744,3029,1368,19343,2799,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,150355,9175,124363,8602,79727,6764,79047,6736,680,560,10961,3044,8879,2359,2082,1183,33675,4931,32207,4829,1468,698,25992,2917,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67347,7287,53784,6671,30650,5222,29977,5122,673,449,4303,1761,3354,1407,949,469,18831,4171,17440,3966,1391,730,13563,2749,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18789,3982,16080,3654,10172,2855,9938,2819,234,313,729,717,729,717,0,287,5179,2087,4885,1962,294,286,2709,1060,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,89523,8618,74825,8601,45805,7000,45131,6787,674,684,5917,2796,5162,2429,755,536,23103,4850,21973,4671,1130,713,14698,2451,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25570,4281,21977,4226,12236,3465,12236,3465,0,228,1877,1052,1749,987,128,148,7864,2831,7649,2772,215,220,3593,1158,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,69764,8833,59514,8331,36896,7325,36322,7211,574,382,8280,3146,6802,2514,1478,785,14338,3733,13025,3411,1313,677,10250,2067,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15896,3233,13810,3234,9009,2524,9009,2524,0,257,1180,784,1057,691,123,127,3621,1879,3144,1543,477,508,2086,866,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,171831,13252,149179,12935,97313,11715,96059,11673,1254,683,19117,5536,16631,4892,2486,1157,32749,6651,30577,6189,2172,1140,22652,3944,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,37567,4509,30954,4298,18452,3740,18323,3709,129,212,3135,1396,2774,1233,361,286,9367,2885,8813,2744,554,391,6613,1404,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,360948,15374,298252,14872,173111,12906,170296,12348,2815,1466,31892,5975,28344,5325,3548,1125,93249,9889,87593,9246,5656,1530,62696,5573,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,136773,11753,108591,11072,68155,10033,67961,10007,194,178,7406,2791,6178,2313,1228,793,33030,5698,30699,5170,2331,1181,28182,4525,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,142072,9247,121183,8607,68992,8400,67759,8360,1233,598,10337,2901,9465,2743,872,435,41854,6937,37305,5845,4549,1766,20889,2731,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,219750,11796,186890,11197,120499,9903,119216,9729,1283,696,17720,4322,14421,3337,3299,1461,48671,6706,45800,6562,2871,862,32860,3900,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,93104,7605,74801,7116,49399,5941,49197,5954,202,192,7391,2282,6238,1926,1153,563,18011,3724,16717,3505,1294,639,18303,2752,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,137674,11245,110947,10447,64940,7446,64643,7404,297,238,8931,3274,7886,2760,1045,853,37076,5600,34815,5134,2261,902,26727,3926,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16567,3096,12146,2913,5823,1992,5720,1971,103,118,227,374,227,374,0,291,6096,2108,5845,2037,251,213,4421,1511,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,53051,6030,45519,6022,27936,4557,27718,4548,218,204,2583,1106,2367,1083,216,207,15000,3847,13997,3551,1003,686,7532,1858,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,7941,1975,5956,1936,2473,1106,2473,1106,0,223,754,707,639,623,115,145,2729,1364,2424,1217,305,245,1985,895,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,67734,7201,55879,7127,36686,5748,35938,5495,748,940,5890,1803,5382,1635,508,371,13303,3361,12368,3126,935,660,11855,2248,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,387439,18614,324824,17898,221839,15366,220533,15356,1306,834,31479,6494,27033,5577,4446,1380,71506,8556,68084,8087,3422,1068,62615,5976,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,38095,6169,31531,5854,24281,4638,23971,4591,310,260,2448,1911,2359,1837,89,126,4802,2145,4797,2143,5,8,6564,2571,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,129309,12425,106786,11429,77265,10280,75705,9900,1560,1028,6308,2348,5373,1999,935,518,23213,4903,22235,4681,978,522,22523,4859,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,200303,11252,156753,10681,99637,8586,98730,8407,907,547,16113,3446,14133,3036,1980,950,41003,5837,36934,5165,4069,1503,43550,4625,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25752,3558,19383,3201,9354,1973,9323,1968,31,53,2417,1212,2032,975,385,310,7612,2326,7153,2080,459,409,6369,1372,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,71496,7427,62242,7435,38120,6047,37684,5942,436,463,5018,2234,4459,2064,559,399,19104,4213,17130,3851,1974,871,9254,1768,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,501699,15873,451959,15871,240535,14862,238000,14582,2535,1216,45211,6670,38996,5825,6215,1233,166213,13127,156500,12194,9713,1759,49740,4965,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
