GEO_ID,B17010B_001E,B17010B_001M,B17010B_002E,B17010B_002M,B17010B_003E,B17010B_003M,B17010B_004E,B17010B_004M,B17010B_005E,B17010B_005M,B17010B_006E,B17010B_006M,B17010B_007E,B17010B_007M,B17010B_008E,B17010B_008M,B17010B_009E,B17010B_009M,B17010B_010E,B17010B_010M,B17010B_011E,B17010B_011M,B17010B_012E,B17010B_012M,B17010B_013E,B17010B_013M,B17010B_014E,B17010B_014M,B17010B_015E,B17010B_015M,B17010B_016E,B17010B_016M,B17010B_017E,B17010B_017M,B17010B_018E,B17010B_018M,B17010B_019E,B17010B_019M,B17010B_020E,B17010B_020M,B17010B_021E,B17010B_021M,B17010B_022E,B17010B_022M,B17010B_023E,B17010B_023M,B17010B_024E,B17010B_024M,B17010B_025E,B17010B_025M,B17010B_026E,B17010B_026M,B17010B_027E,B17010B_027M,B17010B_028E,B17010B_028M,B17010B_029E,B17010B_029M,B17010B_030E,B17010B_030M,B17010B_031E,B17010B_031M,B17010B_032E,B17010B_032M,B17010B_033E,B17010B_033M,B17010B_034E,B17010B_034M,B17010B_035E,B17010B_035M,B17010B_036E,B17010B_036M,B17010B_037E,B17010B_037M,B17010B_038E,B17010B_038M,B17010B_039E,B17010B_039M,B17010B_040E,B17010B_040M,B17010B_041E,B17010B_041M,NAME,B17010B_001EA,B17010B_001MA,B17010B_002MA,B17010B_002EA,B17010B_003EA,B17010B_003MA,B17010B_004MA,B17010B_004EA,B17010B_005MA,B17010B_005EA,B17010B_006EA,B17010B_006MA,B17010B_007MA,B17010B_007EA,B17010B_008MA,B17010B_008EA,B17010B_009MA,B17010B_009EA,B17010B_010MA,B17010B_010EA,B17010B_011MA,B17010B_011EA,B17010B_012MA,B17010B_012EA,B17010B_013EA,B17010B_013MA,B17010B_014EA,B17010B_014MA,B17010B_015EA,B17010B_015MA,B17010B_016EA,B17010B_016MA,B17010B_017EA,B17010B_017MA,B17010B_018EA,B17010B_018MA,B17010B_019EA,B17010B_019MA,B17010B_020EA,B17010B_020MA,B17010B_021MA,B17010B_021EA,B17010B_022EA,B17010B_022MA,B17010B_023MA,B17010B_023EA,B17010B_024MA,B17010B_024EA,B17010B_025MA,B17010B_025EA,B17010B_026MA,B17010B_026EA,B17010B_027MA,B17010B_027EA,B17010B_028MA,B17010B_028EA,B17010B_029MA,B17010B_029EA,B17010B_030EA,B17010B_030MA,B17010B_031MA,B17010B_031EA,B17010B_032EA,B17010B_032MA,B17010B_033MA,B17010B_033EA,B17010B_034EA,B17010B_034MA,B17010B_035EA,B17010B_035MA,B17010B_036MA,B17010B_036EA,B17010B_037MA,B17010B_037EA,B17010B_038EA,B17010B_038MA,B17010B_039MA,B17010B_039EA,B17010B_040EA,B17010B_040MA,B17010B_041MA,B17010B_041EA,state
0400000US01,293038,6426,84692,4453,13659,1857,8479,1468,1401,654,2801,1009,4277,1091,5180,1076,71033,4229,6807,1689,4209,1233,1327,738,856,471,2026,803,2598,923,64226,3775,55546,3604,12829,2035,13365,1937,29352,2700,8680,1637,208346,5896,112074,4593,49137,3558,7700,1382,10090,1998,31347,2880,62937,3236,96272,4188,17308,2078,8514,1538,1818,695,912,571,5784,1420,8794,1634,78964,4058,47446,3930,8234,1442,6246,1337,32966,3513,31518,2319,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,52798,2713,10303,1648,1600,674,1155,653,439,449,608,402,108,157,445,330,8703,1500,1691,768,1492,743,460,427,361,355,671,445,199,199,7012,1365,6202,1315,1594,777,2088,754,2520,922,810,502,42495,2633,24234,2169,12141,1452,1716,730,3994,1090,6431,1172,12093,1524,18261,1994,4895,1141,2865,848,423,414,646,518,1796,688,2030,860,13366,1786,9682,1706,1339,586,1784,703,6559,1580,3684,1011,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,108325,3281,33247,2713,5826,1171,3264,931,416,326,1343,639,1505,673,2562,847,27421,2600,3296,1154,2792,1103,1513,841,467,442,812,509,504,313,24125,2343,21623,2234,3784,1177,6669,1239,11170,1681,2502,751,75078,3337,38655,3015,16818,2039,3036,913,2474,764,11308,1731,21837,2215,36423,2847,6548,1402,2837,787,255,188,643,558,1939,634,3711,1088,29875,2401,18201,2193,3663,1304,3074,979,11464,1673,11674,1469,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,501393,7373,92315,4832,14096,1792,9794,1368,1142,558,3192,841,5460,1150,4302,1222,78219,4726,10393,1757,8900,1713,1838,824,2568,880,4494,1346,1493,681,67826,4345,57712,4017,10737,2115,16276,2677,30699,2790,10114,1680,409078,7372,210065,6056,101860,4797,16509,2395,18678,2369,66673,4066,108205,5015,199013,5907,43066,3331,23541,2684,4591,1473,2242,838,16708,2221,19525,2070,155947,5272,93410,5682,14719,2219,13098,1986,65593,5105,62537,3994,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,44578,2482,9415,1523,1852,764,1538,730,386,373,721,450,431,428,314,266,7563,1389,901,566,522,377,130,189,0,279,392,318,379,413,6662,1221,6224,1182,1696,796,1925,791,2603,871,438,305,35163,2419,21907,2162,11443,1608,1890,725,2425,945,7128,1370,10464,1533,13256,2025,3809,1086,1583,675,350,346,222,196,1011,577,2226,802,9447,1550,5114,1174,555,359,1405,688,3154,922,4333,1095,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,77468,2762,14900,2539,2440,992,1848,798,51,81,918,594,879,512,592,548,12460,2149,1043,641,593,484,0,281,438,435,155,192,450,488,11417,2104,10221,1965,2106,950,3854,1281,4261,1121,1196,643,62568,2570,32547,2496,18086,2315,2607,916,4722,1351,10757,1649,14461,1931,30021,2291,5878,1162,3118,899,1261,678,216,222,1641,646,2760,858,24143,2100,16348,1879,2010,802,3439,1072,10899,1694,7795,1281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,44377,2291,7902,1679,1387,659,795,473,94,146,410,315,291,336,592,407,6515,1555,624,380,572,373,34,53,123,162,415,319,52,90,5891,1488,5564,1459,667,535,1376,647,3521,1202,327,273,36475,2384,21032,1951,9908,1630,2199,1032,1932,750,5777,1297,11124,1538,15443,1933,2305,746,1272,620,227,206,326,271,719,434,1033,508,13138,1963,9216,1613,800,454,1753,869,6663,1382,3922,1046,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,56871,2816,12430,1644,910,514,309,220,0,292,248,196,61,103,601,456,11520,1597,982,511,722,403,45,76,0,292,677,395,260,327,10538,1393,8634,1272,1799,800,2988,907,3847,959,1904,709,44441,2532,18017,1750,6440,1387,1875,723,1203,477,3362,961,11577,1565,26424,2277,5813,1067,2428,719,387,309,152,187,1889,577,3385,902,20611,1953,10759,1544,1744,624,1345,513,7670,1375,9852,1298,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,636878,9321,152772,5417,33412,3711,22062,3242,2895,996,7691,1683,11476,2192,11350,1606,119360,5438,13985,2270,9681,1804,2312,840,2138,805,5231,1372,4304,1311,105375,4894,91012,4937,15089,2079,31043,2713,44880,3741,14363,1641,484106,8966,262234,8755,130595,6439,22877,2574,26372,2857,81346,5096,131639,5958,221872,7666,43427,3334,22283,2238,4356,1046,3703,1011,14224,1948,21144,2625,178445,6615,115561,4543,16538,2182,17758,2028,81265,4642,62884,4368,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
