GEO_ID,B27001E_001E,B27001E_001M,B27001E_002E,B27001E_002M,B27001E_003E,B27001E_003M,B27001E_004E,B27001E_004M,B27001E_005E,B27001E_005M,B27001E_006E,B27001E_006M,B27001E_007E,B27001E_007M,B27001E_008E,B27001E_008M,B27001E_009E,B27001E_009M,B27001E_010E,B27001E_010M,B27001E_011E,B27001E_011M,B27001E_012E,B27001E_012M,B27001E_013E,B27001E_013M,B27001E_014E,B27001E_014M,B27001E_015E,B27001E_015M,B27001E_016E,B27001E_016M,B27001E_017E,B27001E_017M,B27001E_018E,B27001E_018M,B27001E_019E,B27001E_019M,B27001E_020E,B27001E_020M,B27001E_021E,B27001E_021M,B27001E_022E,B27001E_022M,B27001E_023E,B27001E_023M,B27001E_024E,B27001E_024M,B27001E_025E,B27001E_025M,B27001E_026E,B27001E_026M,B27001E_027E,B27001E_027M,B27001E_028E,B27001E_028M,NAME,B27001E_001EA,B27001E_001MA,B27001E_002MA,B27001E_002EA,B27001E_003EA,B27001E_003MA,B27001E_004MA,B27001E_004EA,B27001E_005EA,B27001E_005MA,B27001E_006EA,B27001E_006MA,B27001E_007MA,B27001E_007EA,B27001E_008EA,B27001E_008MA,B27001E_009EA,B27001E_009MA,B27001E_010EA,B27001E_010MA,B27001E_011MA,B27001E_011EA,B27001E_012MA,B27001E_012EA,B27001E_013EA,B27001E_013MA,B27001E_014EA,B27001E_014MA,B27001E_015EA,B27001E_015MA,B27001E_016EA,B27001E_016MA,B27001E_017MA,B27001E_017EA,B27001E_018MA,B27001E_018EA,B27001E_019MA,B27001E_019EA,B27001E_020MA,B27001E_020EA,B27001E_021EA,B27001E_021MA,B27001E_022MA,B27001E_022EA,B27001E_023EA,B27001E_023MA,B27001E_024MA,B27001E_024EA,B27001E_025EA,B27001E_025MA,B27001E_026EA,B27001E_026MA,B27001E_027EA,B27001E_027MA,B27001E_028MA,B27001E_028EA,state
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,12536,1288,1662,490,1662,490,0,277,2324,624,2185,598,139,117,1309,735,578,458,731,533,2756,910,1656,770,1100,455,1789,694,1556,689,233,257,1173,642,999,624,174,171,945,578,866,575,79,90,106,152,106,152,0,277,472,450,472,450,0,277,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17460,2946,1513,843,984,561,529,680,2911,956,2822,939,89,184,2838,940,1295,647,1543,716,2663,1017,1406,812,1257,793,3017,1028,2436,1000,581,434,2036,888,1903,882,133,155,2129,1113,1942,1108,187,282,259,289,174,257,85,145,94,116,94,116,0,294,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25543,2144,3402,899,3225,927,177,210,6964,1053,6534,1073,430,430,3789,662,2622,626,1167,540,3834,743,2952,801,882,384,2396,697,1899,608,497,322,3223,826,2591,761,632,492,1049,419,1001,415,48,64,437,259,437,259,0,267,449,235,378,281,71,112,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,38634,2385,3584,718,3288,689,296,335,8802,1279,8151,1379,651,476,6068,1091,3849,914,2219,702,5817,1532,4310,1350,1507,652,4993,1287,4234,1120,759,390,5324,1361,4153,1152,1171,758,3252,617,3221,610,31,53,731,401,731,401,0,277,63,110,63,110,0,277,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
