GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001MA,B19001F_001EA,B19001F_002EA,B19001F_002MA,B19001F_003MA,B19001F_003EA,B19001F_004MA,B19001F_004EA,B19001F_005MA,B19001F_005EA,B19001F_006EA,B19001F_006MA,B19001F_007MA,B19001F_007EA,B19001F_008MA,B19001F_008EA,B19001F_009EA,B19001F_009MA,B19001F_010MA,B19001F_010EA,B19001F_011MA,B19001F_011EA,B19001F_012EA,B19001F_012MA,B19001F_013MA,B19001F_013EA,B19001F_014EA,B19001F_014MA,B19001F_015MA,B19001F_015EA,B19001F_016EA,B19001F_016MA,B19001F_017EA,B19001F_017MA,state
0400000US16,8813,1694,913,573,670,534,871,539,544,367,1036,713,701,473,525,311,452,321,220,174,842,443,1365,627,484,317,118,126,0,267,36,60,36,63,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,196529,6462,10901,2043,9175,1906,13796,2326,12808,2080,13008,2107,14945,2317,14916,2553,14271,2525,12282,2054,17465,2302,23070,2458,21476,2841,10818,1679,4744,1423,1475,669,1379,678,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,34693,2798,3781,1261,2158,646,2830,1062,3585,1119,3242,1052,2874,937,3624,1092,1501,736,2349,874,2709,935,3157,858,2130,649,355,253,250,195,148,207,0,267,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10623,1587,1265,679,744,527,927,649,492,307,794,533,590,390,929,531,819,496,453,393,455,273,1175,526,1169,498,244,251,154,133,413,290,0,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18528,1833,1519,672,1107,538,1430,698,929,532,1917,776,2246,750,1054,565,1637,619,1289,682,1912,762,1836,678,1159,592,192,196,179,183,66,108,56,95,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,9755,1684,871,596,1225,769,1014,445,1189,663,407,300,1182,629,599,483,361,377,514,459,763,445,781,459,375,243,264,212,210,309,0,271,0,271,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16560,1966,1311,633,519,369,1560,659,1280,615,855,488,1269,753,919,507,1586,724,1052,678,1052,494,2078,970,878,523,1167,764,317,288,332,384,385,294,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,39333,2585,1497,672,1223,691,384,254,2249,948,2041,921,2063,789,2665,1085,1561,793,2766,875,3872,1090,4560,1190,6049,1547,4182,1159,2488,898,1132,546,601,317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,76225,3542,14667,1926,6135,1284,6655,1384,6397,1639,3870,1152,3606,1182,3730,1081,3323,1104,3770,1163,4350,1081,6379,1213,6697,1651,3154,866,1466,741,1625,858,401,286,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,27943,2394,2771,757,1538,744,1715,613,1473,659,1958,682,2475,844,1629,605,2276,783,1210,548,2852,934,2732,831,2489,784,1391,573,876,451,370,296,188,186,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15903,1987,1324,740,861,543,1339,735,1911,1058,1418,535,1365,746,1159,665,997,466,600,327,922,427,1667,745,938,304,696,449,71,110,306,197,329,342,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5920,1183,507,365,124,107,344,258,1324,843,526,474,355,272,231,321,289,291,241,324,268,427,822,512,679,413,210,246,0,287,0,287,0,287,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16316,1984,2475,1041,1356,621,1712,714,1241,608,1954,805,748,397,885,442,802,567,949,527,1601,650,1165,607,816,410,409,350,74,124,129,164,0,259,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9056,1571,468,292,464,279,324,348,1147,565,710,484,1371,639,555,283,758,445,443,297,420,279,809,438,896,570,445,318,196,227,50,82,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,43393,3528,4108,1140,1975,893,2091,738,3959,1098,2574,901,4124,1336,1742,667,3303,977,2545,1091,2716,736,5251,1389,5600,1139,1625,732,984,765,400,325,396,307,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,148401,6047,13322,2260,10052,1751,9662,1810,10701,1846,8551,1540,9688,1749,8074,1588,8319,1660,7736,1917,13110,1861,12315,1915,15113,2019,9639,1918,4075,1281,4551,1305,3493,1087,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,77366,4311,10105,1895,6220,1230,6474,1641,4532,1154,4393,1071,5212,1419,5123,1046,4824,1130,3365,934,5466,1238,7155,1695,8424,1718,2491,718,1785,772,1135,627,662,395,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,446257,7980,59734,4010,33328,3214,35695,3389,31455,3266,25382,2915,24130,2907,23797,2900,24288,3084,19599,2202,35452,3858,36759,3687,41441,3089,24762,2977,13739,1982,10190,1863,6506,1420,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,74382,4474,8522,1805,7018,1641,6757,1717,8136,2007,6206,1464,6066,1387,5055,1385,4327,1373,2780,806,6330,1413,6309,1655,3392,958,1542,601,853,588,509,308,580,489,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25284,2353,3283,948,1289,638,2642,859,2723,931,2140,794,2520,861,1884,764,730,385,1348,674,1070,545,2592,822,1324,556,754,474,520,424,200,209,265,329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25358,1923,1382,463,1691,642,2223,714,2870,937,2190,752,2235,807,2020,634,1808,721,1229,561,2182,704,1424,526,2078,852,1177,713,363,219,456,360,30,57,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,39015,3102,3483,1212,2541,848,3404,1193,3274,1006,4707,1471,2076,835,3065,1052,3314,1082,1907,772,3520,1033,3257,1121,3136,885,616,451,129,148,62,100,524,370,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,60513,3712,11533,1970,5156,1017,3837,1186,5438,1393,4683,1406,3900,1106,3796,1037,2531,887,1905,685,4934,1239,5183,1427,4535,1225,1555,763,488,293,881,511,158,162,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18108,2162,2822,994,1801,662,2659,856,531,437,1235,611,1558,751,1163,622,884,419,1275,573,766,458,730,429,1567,712,416,317,341,363,308,266,52,87,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18938,2350,1219,682,1480,885,1666,725,3108,1323,1064,645,1385,745,740,496,1684,937,1322,621,2160,791,1227,634,1048,581,204,207,115,199,360,360,156,178,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21798,2785,2161,1085,1966,729,1964,740,2241,1025,2764,894,839,659,2071,1016,1190,579,1166,712,1655,716,1786,792,890,577,210,178,457,393,126,146,312,282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,517910,10066,50955,3598,39524,3940,44900,4401,47679,3658,36550,3176,42950,4212,33954,3801,31968,3461,26030,2841,45901,3344,43583,3838,38785,3977,19749,2559,6144,1247,6350,1246,2888,823,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26926,2639,2395,961,1719,742,923,484,2502,958,2265,863,2615,1142,1313,662,2058,779,1475,658,2688,916,3400,968,2189,873,413,268,600,623,242,212,129,194,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,44610,3710,2422,990,1277,597,1850,831,1963,892,1505,727,2800,1114,2975,1092,2001,976,2461,774,4336,1355,5951,1598,5349,1389,3966,1188,2582,1070,2073,1087,1099,590,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,65787,3791,6131,1397,4725,1398,5970,1569,6289,1531,4358,1089,4394,1233,5620,1411,3253,801,2250,788,5992,1154,7773,1582,4217,1099,3795,1101,579,414,238,215,203,201,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,23204,2320,1936,670,2011,702,2058,635,2551,930,1927,688,1707,632,946,422,1351,543,1468,754,1957,763,2457,662,1506,719,817,418,188,154,119,125,205,175,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,137512,4895,42098,3271,17618,1947,14283,1549,10385,1673,7936,1193,7887,1334,7483,1482,6256,1223,4244,981,5584,1102,5602,972,5070,1021,1617,579,553,370,442,313,454,299,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
