GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001MA,B19037B_001EA,B19037B_002MA,B19037B_002EA,B19037B_003MA,B19037B_003EA,B19037B_004MA,B19037B_004EA,B19037B_005EA,B19037B_005MA,B19037B_006MA,B19037B_006EA,B19037B_007EA,B19037B_007MA,B19037B_008MA,B19037B_008EA,B19037B_009EA,B19037B_009MA,B19037B_010EA,B19037B_010MA,B19037B_011MA,B19037B_011EA,B19037B_012EA,B19037B_012MA,B19037B_013MA,B19037B_013EA,B19037B_014EA,B19037B_014MA,B19037B_015MA,B19037B_015EA,B19037B_016MA,B19037B_016EA,B19037B_017MA,B19037B_017EA,B19037B_018EA,B19037B_018MA,B19037B_019EA,B19037B_019MA,B19037B_020MA,B19037B_020EA,B19037B_021EA,B19037B_021MA,B19037B_022MA,B19037B_022EA,B19037B_023MA,B19037B_023EA,B19037B_024MA,B19037B_024EA,B19037B_025MA,B19037B_025EA,B19037B_026EA,B19037B_026MA,B19037B_027EA,B19037B_027MA,B19037B_028MA,B19037B_028EA,B19037B_029MA,B19037B_029EA,B19037B_030EA,B19037B_030MA,B19037B_031MA,B19037B_031EA,B19037B_032MA,B19037B_032EA,B19037B_033MA,B19037B_033EA,B19037B_034MA,B19037B_034EA,B19037B_035EA,B19037B_035MA,B19037B_036MA,B19037B_036EA,B19037B_037MA,B19037B_037EA,B19037B_038EA,B19037B_038MA,B19037B_039EA,B19037B_039MA,B19037B_040EA,B19037B_040MA,B19037B_041EA,B19037B_041MA,B19037B_042MA,B19037B_042EA,B19037B_043MA,B19037B_043EA,B19037B_044MA,B19037B_044EA,B19037B_045EA,B19037B_045MA,B19037B_046EA,B19037B_046MA,B19037B_047MA,B19037B_047EA,B19037B_048EA,B19037B_048MA,B19037B_049MA,B19037B_049EA,B19037B_050MA,B19037B_050EA,B19037B_051EA,B19037B_051MA,B19037B_052MA,B19037B_052EA,B19037B_053EA,B19037B_053MA,B19037B_054MA,B19037B_054EA,B19037B_055EA,B19037B_055MA,B19037B_056MA,B19037B_056EA,B19037B_057MA,B19037B_057EA,B19037B_058EA,B19037B_058MA,B19037B_059EA,B19037B_059MA,B19037B_060EA,B19037B_060MA,B19037B_061MA,B19037B_061EA,B19037B_062EA,B19037B_062MA,B19037B_063EA,B19037B_063MA,B19037B_064MA,B19037B_064EA,B19037B_065EA,B19037B_065MA,B19037B_066EA,B19037B_066MA,B19037B_067MA,B19037B_067EA,B19037B_068EA,B19037B_068MA,B19037B_069MA,B19037B_069EA,state
0400000US01,450206,6620,25094,2788,11073,1989,3011,857,2388,848,3108,904,1401,699,1077,639,841,505,653,450,492,445,649,530,187,157,198,255,0,273,0,273,0,273,16,27,166205,5035,28962,3293,14030,2176,15624,2121,14480,2384,10758,1846,10430,1921,9678,1713,8718,1799,8030,1355,12486,1723,12306,2131,11168,1938,4805,1127,3005,859,1159,707,566,411,182076,4211,29430,2545,16656,1932,15452,2295,12571,1941,13309,1945,10665,1674,10570,1628,8958,1529,8574,1413,12969,1676,14067,1862,12706,1519,7985,1381,2997,860,3826,1035,1341,548,76831,2659,15743,1984,13013,1635,7967,1295,7036,1199,5019,990,5723,1056,3604,800,3392,817,3669,904,3323,978,3438,686,2302,600,888,395,831,406,285,214,598,393,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,92299,3213,6912,1351,1734,695,1185,670,1885,865,597,440,467,473,488,446,89,106,49,81,135,218,50,86,0,305,0,305,233,268,0,305,0,305,0,305,41188,2608,5573,1449,2785,894,2060,950,1605,753,2984,932,3542,1204,2482,819,1621,694,1730,767,3595,1009,4200,1224,4600,1237,1863,865,1061,574,1063,624,424,270,33285,1842,3059,1042,2566,972,1989,692,2690,1002,1619,587,2017,725,1622,756,658,377,1767,590,4437,1266,3530,1026,2734,848,2380,927,1001,436,686,332,530,449,10914,904,1361,500,1219,464,908,432,852,474,963,498,733,506,587,386,614,349,606,362,688,411,668,308,612,285,632,337,166,214,190,195,115,130,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,163728,3787,12360,2071,4641,1329,1847,804,1711,736,1950,804,555,462,259,284,593,542,391,302,0,273,201,274,103,171,109,147,0,273,0,273,0,273,0,273,62659,2854,11219,1813,5397,1381,7137,1647,5426,1337,4887,1213,4651,1382,3000,972,3693,1009,1731,753,4298,979,5243,1214,3633,1003,965,448,799,514,404,390,176,188,63141,2949,9351,1708,6171,1138,6204,1365,4546,1037,4467,1092,4882,1127,3267,848,2995,931,3531,934,3618,965,3950,888,5293,1122,2556,787,1191,585,517,397,602,612,25568,1433,5140,992,4155,1029,3191,677,2617,785,1997,615,1284,521,1620,556,908,384,605,340,898,400,1204,632,1119,484,483,294,215,164,132,211,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,818644,8988,39076,3421,12166,2287,4282,1310,4381,1404,3473,1112,2966,1050,2704,1033,997,627,806,420,1148,578,1232,685,1202,656,2129,886,909,621,388,365,0,294,293,329,290938,6844,33817,3111,19738,2481,17274,2311,17660,2772,17802,2574,14364,2274,13889,1889,16509,2498,15185,2002,22039,3026,30379,3609,30372,3320,16770,2382,10729,1799,9866,1980,4545,1025,342750,6152,30973,2830,28791,2960,17367,2271,17153,2246,13277,2102,13343,2458,15583,2313,15900,2280,15279,2128,25122,2650,36199,2741,43722,3292,25724,2718,16209,2191,16201,1960,11907,1886,145880,3461,14033,2034,21466,2208,12199,1853,10805,1404,9285,1468,8555,1212,7313,1457,5804,1034,5389,1161,9643,1332,12156,1611,12008,1568,7317,1260,3029,838,3619,905,3259,846,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,73238,2714,4498,1238,1404,622,314,369,773,426,336,304,235,265,154,253,564,514,201,183,0,279,0,279,264,349,86,135,0,279,0,279,0,279,167,173,29801,2213,4046,969,1204,577,2549,801,3064,971,1676,880,1258,652,1192,610,1545,961,1583,663,2297,820,3704,1173,2489,852,1478,632,392,329,707,497,617,585,29532,2042,3372,978,1744,784,2464,787,2349,846,1089,531,811,463,1273,562,1942,713,2154,761,2327,785,2263,656,3179,732,1934,741,596,413,1169,439,866,608,9407,932,950,445,1590,677,315,226,451,298,1162,553,598,334,295,159,508,311,380,205,818,353,952,452,604,370,307,222,300,208,133,135,44,70,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,120392,3375,3813,960,812,486,430,336,853,615,848,536,170,208,289,279,0,281,145,165,0,281,32,60,57,89,177,278,0,281,0,281,0,281,0,281,47946,2797,5305,1287,3384,1090,2803,899,3162,1189,3212,1194,2579,899,2470,941,2957,983,1811,732,4022,1135,3222,926,6180,1736,3459,1004,1468,754,1024,499,888,609,49218,2281,6135,1261,3190,919,2977,936,1847,637,2330,1015,2175,807,2337,728,2509,654,1783,768,4692,923,4393,1016,5409,1032,3840,958,1631,563,2841,896,1129,442,19415,1414,2044,685,3509,890,2805,934,1578,568,1227,562,541,296,1515,621,826,435,1141,627,619,369,1639,702,725,361,672,335,304,256,124,149,146,173,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,64340,2369,3856,1061,1183,712,263,269,568,557,608,623,28,49,30,53,211,333,574,703,102,128,0,265,118,100,171,211,0,265,0,265,0,265,0,265,25480,1908,2291,708,1881,777,1579,688,1650,860,1603,715,2752,968,1507,746,1130,548,924,746,3066,1027,2007,824,2634,776,987,514,670,427,593,443,206,176,24627,1704,1218,584,1776,785,1464,573,1657,702,1306,539,1211,655,1372,622,1652,676,483,291,1583,709,2666,877,3901,992,1648,746,1305,689,1145,476,240,198,10377,895,1445,525,1400,501,1410,538,1058,537,602,425,553,312,454,263,358,239,500,244,517,398,638,303,542,249,405,279,261,241,234,195,0,265,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,121175,3683,4968,1182,1324,668,972,557,311,316,351,332,402,360,178,222,246,262,0,292,161,201,202,190,570,462,50,80,129,208,72,120,0,292,0,292,37348,2214,4776,1312,2853,897,1657,730,1316,607,1813,857,3035,954,1916,777,1466,657,2766,868,2500,784,2545,887,4592,1183,1614,549,1202,587,1836,820,1461,671,48512,2352,7062,1261,3560,958,2241,779,3574,948,2028,749,2528,779,2052,739,1928,574,1959,663,3542,791,5303,944,5253,1053,3654,886,1650,675,871,465,1307,574,30347,1252,5029,1159,3398,876,3036,753,1853,735,1824,657,1133,397,2487,718,1175,420,669,354,2153,630,2170,614,2477,599,1266,407,609,330,580,354,488,249,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,943114,10383,50916,3967,12876,2132,6445,1363,7251,1321,5224,1159,4475,1399,3983,1098,2973,1132,2342,850,659,508,1737,739,1691,820,865,512,211,240,184,265,0,310,0,310,373676,7700,53431,4109,25045,3026,26747,2750,31819,3029,32125,3159,28153,2973,24986,2655,21066,2656,19138,2592,27377,2917,31789,3091,30891,3168,11583,1935,4484,1242,3058,944,1984,802,375396,7062,42720,3671,30399,3142,23947,2478,25718,2670,24959,2647,24175,2888,21940,2768,20188,2598,19875,2289,33707,2935,34601,3303,35398,3174,18654,2156,8927,1446,6222,1247,3966,1086,143126,4142,23992,2084,20638,2348,13516,1542,13732,1809,10078,1578,7947,1597,7576,1308,6069,1152,5447,1154,8691,1330,8552,1388,9454,1487,3985,941,1004,406,1514,641,931,425,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
