GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001MA,B19001D_001EA,B19001D_002EA,B19001D_002MA,B19001D_003MA,B19001D_003EA,B19001D_004EA,B19001D_004MA,B19001D_005EA,B19001D_005MA,B19001D_006MA,B19001D_006EA,B19001D_007EA,B19001D_007MA,B19001D_008MA,B19001D_008EA,B19001D_009EA,B19001D_009MA,B19001D_010EA,B19001D_010MA,B19001D_011MA,B19001D_011EA,B19001D_012EA,B19001D_012MA,B19001D_013MA,B19001D_013EA,B19001D_014EA,B19001D_014MA,B19001D_015MA,B19001D_015EA,B19001D_016MA,B19001D_016EA,B19001D_017EA,B19001D_017MA,state
0400000US01,17410,1597,1420,662,530,313,877,448,1572,717,775,420,1346,852,1130,498,472,284,861,548,1294,754,2078,650,2283,877,536,276,379,255,805,460,1052,496,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,9261,1132,252,220,780,560,415,283,409,291,350,231,605,389,472,361,345,292,293,261,888,468,1188,442,1462,570,680,369,463,248,508,332,151,151,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,54262,2757,4741,1521,1551,784,894,591,3300,766,1756,719,2724,892,2055,786,2471,762,1470,667,4651,1199,5440,1088,7958,1359,5545,1383,3482,878,2703,742,3521,858,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,9653,1369,1156,675,393,397,442,308,165,165,515,575,845,504,520,449,646,423,116,152,933,550,1187,455,989,456,474,341,356,289,282,254,634,306,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1514791,11176,99086,4737,67429,3899,60411,4144,58410,3525,49507,3857,51872,3030,51464,4137,57673,3615,44997,3506,95895,4522,145551,5674,199618,6820,167620,5807,105856,4661,136430,5207,122972,4067,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,43796,2346,3116,799,1397,581,2270,900,2681,894,1974,719,2434,1101,1700,619,1334,534,2207,838,3571,1027,4684,1142,5518,1165,4002,1158,2289,680,2302,762,2317,854,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42773,1938,1877,672,1046,549,1298,484,1175,560,1669,662,1177,435,1341,499,1685,726,1262,589,2973,943,5839,1460,6828,1612,3911,1036,2916,975,3585,833,4191,917,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,8880,787,833,467,253,242,160,239,121,116,73,86,39,68,267,214,20,33,280,280,400,243,1094,562,1753,545,902,330,879,383,796,430,1010,402,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,10137,1311,1146,548,252,258,132,115,380,283,85,142,281,331,0,292,298,209,135,159,791,547,1289,532,1848,817,443,319,1335,676,604,321,1118,529,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,129832,4256,9812,1836,3934,1171,4732,1035,8035,1435,5995,1258,7391,1600,5825,1467,5971,1407,5828,1340,11287,1480,14347,2102,17011,1910,9798,1598,6006,991,6715,1525,7145,1252,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,93977,3500,7866,1550,3353,937,3339,996,3665,1026,3513,1076,5079,1276,4038,1160,4221,1190,3656,1087,7518,1426,9996,1870,13168,1817,7837,1231,4844,1057,6774,1239,5110,1024,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,178424,4594,9538,1580,6187,1233,7271,1436,7625,1242,5620,1067,7425,1282,6999,1294,7690,1133,7734,1356,14748,1906,18692,2136,24682,2286,20018,1822,13096,1806,11705,1765,9394,1235,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6115,1022,420,256,0,267,1072,596,464,367,91,143,655,498,547,446,313,309,136,164,189,179,532,331,370,269,215,157,663,493,266,247,182,189,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,188412,4596,15050,1719,5319,1262,7303,1451,7694,1280,5581,1254,6135,1202,6285,1093,8812,1873,7602,1470,12633,1690,19527,2569,27240,2387,18255,2047,12876,1851,15253,1600,12847,1581,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,32239,1954,3647,1001,1615,694,1967,735,2114,735,1324,503,2006,752,537,346,1136,467,901,442,2753,913,2745,732,3915,1103,1895,565,2522,840,1365,541,1797,542,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15675,1361,1080,538,682,536,734,405,830,560,891,485,529,322,550,349,631,361,621,367,1400,573,2524,659,2435,791,1219,605,292,241,496,281,761,424,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20371,1364,1640,580,564,349,562,284,490,314,462,294,1428,727,677,364,1433,569,1286,506,2121,818,2805,757,2686,650,1596,564,979,488,772,362,870,397,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15279,1590,1769,642,370,343,827,509,962,487,1009,584,355,233,116,140,492,375,440,279,1169,488,1542,695,1351,785,1629,732,455,266,730,581,2063,810,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21439,1628,1983,753,1233,730,896,451,1361,610,703,322,975,452,868,453,1574,672,958,524,2443,668,1576,560,2299,636,1265,538,930,502,987,416,1388,642,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4117,866,393,340,196,162,108,133,510,294,169,156,423,331,0,230,145,164,163,242,187,160,166,168,519,515,741,399,243,182,92,133,62,84,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,102293,2641,6371,1248,2381,675,2187,677,2245,908,2906,1017,2464,730,2808,881,3585,1010,3111,835,7596,1381,9771,1431,13170,1905,12075,1699,8094,1532,12965,1513,10564,1346,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,113678,3926,10975,1639,5109,1132,4320,999,2557,648,2693,775,4364,1283,3976,1196,3967,1100,2419,962,9262,1771,12630,1747,14526,1500,9428,1335,6697,1328,9483,1502,11272,1837,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,73093,2262,5426,1042,2415,574,2901,975,2607,801,2757,755,2170,661,2205,704,2759,726,2798,800,5726,1247,7060,1165,11126,1311,7772,1263,4793,921,5236,1191,5342,960,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
