GEO_ID,C20005B_001E,C20005B_001M,C20005B_002E,C20005B_002M,C20005B_003E,C20005B_003M,C20005B_004E,C20005B_004M,C20005B_005E,C20005B_005M,C20005B_006E,C20005B_006M,C20005B_007E,C20005B_007M,C20005B_008E,C20005B_008M,C20005B_009E,C20005B_009M,C20005B_010E,C20005B_010M,C20005B_011E,C20005B_011M,C20005B_012E,C20005B_012M,C20005B_013E,C20005B_013M,C20005B_014E,C20005B_014M,C20005B_015E,C20005B_015M,C20005B_016E,C20005B_016M,C20005B_017E,C20005B_017M,C20005B_018E,C20005B_018M,C20005B_019E,C20005B_019M,C20005B_020E,C20005B_020M,C20005B_021E,C20005B_021M,C20005B_022E,C20005B_022M,C20005B_023E,C20005B_023M,C20005B_024E,C20005B_024M,C20005B_025E,C20005B_025M,C20005B_026E,C20005B_026M,C20005B_027E,C20005B_027M,C20005B_028E,C20005B_028M,C20005B_029E,C20005B_029M,C20005B_030E,C20005B_030M,C20005B_031E,C20005B_031M,C20005B_032E,C20005B_032M,C20005B_033E,C20005B_033M,C20005B_034E,C20005B_034M,C20005B_035E,C20005B_035M,C20005B_036E,C20005B_036M,C20005B_037E,C20005B_037M,C20005B_038E,C20005B_038M,C20005B_039E,C20005B_039M,NAME,C20005B_001EA,C20005B_001MA,C20005B_002MA,C20005B_002EA,C20005B_003EA,C20005B_003MA,C20005B_004EA,C20005B_004MA,C20005B_005MA,C20005B_005EA,C20005B_006EA,C20005B_006MA,C20005B_007EA,C20005B_007MA,C20005B_008EA,C20005B_008MA,C20005B_009EA,C20005B_009MA,C20005B_010EA,C20005B_010MA,C20005B_011MA,C20005B_011EA,C20005B_012MA,C20005B_012EA,C20005B_013MA,C20005B_013EA,C20005B_014EA,C20005B_014MA,C20005B_015EA,C20005B_015MA,C20005B_016EA,C20005B_016MA,C20005B_017MA,C20005B_017EA,C20005B_018MA,C20005B_018EA,C20005B_019MA,C20005B_019EA,C20005B_020MA,C20005B_020EA,C20005B_021EA,C20005B_021MA,C20005B_022EA,C20005B_022MA,C20005B_023MA,C20005B_023EA,C20005B_024EA,C20005B_024MA,C20005B_025EA,C20005B_025MA,C20005B_026EA,C20005B_026MA,C20005B_027EA,C20005B_027MA,C20005B_028MA,C20005B_028EA,C20005B_029MA,C20005B_029EA,C20005B_030EA,C20005B_030MA,C20005B_031EA,C20005B_031MA,C20005B_032EA,C20005B_032MA,C20005B_033MA,C20005B_033EA,C20005B_034MA,C20005B_034EA,C20005B_035MA,C20005B_035EA,C20005B_036EA,C20005B_036MA,C20005B_037MA,C20005B_037EA,C20005B_038EA,C20005B_038MA,C20005B_039MA,C20005B_039EA,state
0400000US01,959840,4595,433860,3064,145626,5687,0,273,145626,5687,3914,881,26343,2862,32563,3327,46517,3690,21997,2384,14292,2221,288234,6272,192479,6337,95755,4251,60088,3684,19384,2284,8416,1839,5101,1057,1719,572,1047,557,525980,2936,171571,4646,0,273,171571,4646,7736,1510,41565,2473,44367,3570,48608,3390,22800,2792,6495,1299,354409,5282,225587,5362,128822,4902,76250,3828,34210,3219,10201,1801,4972,1145,2593,854,596,305,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,18511,1003,10276,700,4810,887,0,246,4810,887,270,331,412,311,421,362,832,535,1709,701,1166,628,5466,1040,1800,579,3666,1004,1352,559,1010,709,738,424,300,276,216,266,50,90,8235,601,4342,721,0,246,4342,721,0,246,227,252,566,381,1676,710,1541,656,332,235,3893,747,1541,501,2352,586,1062,459,828,497,72,88,168,152,190,191,32,54,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,193926,3123,100624,2381,35987,2636,0,305,35987,2636,163,153,4157,1090,6693,1731,11179,1503,8611,1479,5184,1324,64637,3381,40031,2833,24606,2273,12092,1844,5841,1118,2586,836,2787,887,1101,700,199,169,93302,2041,34822,2577,0,305,34822,2577,1077,890,3417,1073,8324,1667,12345,1902,6524,1417,3135,1047,58480,3050,35604,2622,22876,2281,12605,1901,6157,1590,1783,688,1152,571,833,465,346,273,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,341417,2809,158347,2389,53142,3886,0,273,53142,3886,2942,1013,10433,1652,11212,1689,15683,1986,8569,1746,4303,1190,105205,4435,67903,3983,37302,3541,23587,2578,8320,1961,2601,876,2339,863,268,220,187,191,183070,2368,65615,3901,0,273,65615,3901,3045,979,17494,2095,17662,2386,18383,2549,7097,1563,1934,675,117455,4312,72605,3440,44850,3282,25054,2558,13060,1842,3811,1006,2029,744,833,453,63,105,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1768297,9181,862886,6209,306899,7718,0,294,306899,7718,7103,1561,24394,2666,39972,3561,89026,5923,76923,4683,69481,4409,555987,8703,368700,8181,187287,6902,89621,4414,40554,3546,20364,2446,21983,2617,9454,1844,5311,1371,905411,6195,297528,8427,0,294,297528,8427,6113,1468,31242,3302,48126,3837,98723,4878,68483,4167,44841,3413,607883,9194,391115,8046,216768,7710,106394,5774,44524,3882,27473,2977,21647,2676,9833,1532,6897,1317,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,151413,3337,80392,2997,32890,2770,0,279,32890,2770,1082,585,3949,1010,7318,1603,9089,1581,6802,1216,4650,994,47502,3020,28235,2486,19267,2033,9491,1707,4911,1208,2298,717,1426,503,882,524,259,221,71021,2352,23524,2104,0,279,23524,2104,938,449,3096,962,5693,1304,7095,1514,4156,1079,2546,845,47497,3138,25727,2476,21770,2277,10883,1713,6177,1546,2319,841,1497,667,752,380,142,176,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,273425,3545,127504,2559,47755,2927,0,281,47755,2927,975,442,4462,1106,7876,1589,15694,2176,10977,2000,7771,1674,79749,3663,43012,2882,36737,2875,19572,2471,7723,1556,4316,1039,2940,865,1505,635,681,354,145921,2564,55737,3357,0,281,55737,3357,1984,883,4463,1238,9709,1780,20322,2231,12772,1802,6487,1506,90184,3550,48871,3003,41313,3349,22223,2272,9084,1566,5184,1341,3042,934,1188,464,592,386,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,143302,1769,65490,1150,24882,2134,0,265,24882,2134,95,101,3321,1011,4700,1444,7252,1534,5690,1452,3824,1021,40608,2233,25122,2125,15486,2023,8989,1388,3142,721,1306,674,748,443,889,645,412,296,77812,1390,29891,2482,0,265,29891,2482,360,275,3197,999,6515,1505,11950,1739,5135,1134,2734,896,47921,2580,27730,2111,20191,2197,11519,1879,4974,1377,2050,865,689,370,670,497,289,274,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,251224,2481,111231,1449,37070,2916,0,292,37070,2916,728,471,3031,1030,6569,1342,12247,1955,7069,1335,7426,1379,74161,2981,48413,2857,25748,2480,11882,1698,6604,1417,2379,801,2939,929,1311,679,633,367,139993,1497,48526,2741,0,292,48526,2741,473,318,3579,1023,6716,1418,15487,2166,12360,1798,9911,1562,91467,2620,63626,3047,27841,2490,15389,1893,6631,1465,2272,783,2570,808,406,260,573,369,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2245199,12330,1054715,6731,368521,8044,0,310,368521,8044,8800,2056,61009,4428,91769,4678,120111,6399,55868,4049,30964,3163,686194,10015,456483,8677,229711,7408,118612,6527,66725,4838,22161,2835,14605,2371,5482,1654,2126,760,1190484,8473,425336,8425,0,310,425336,8425,11254,1936,81625,4795,128294,5590,134222,5754,51371,3982,18570,2226,765148,11918,481534,9862,283614,9716,143449,6716,82730,5374,28262,2985,22258,2271,5285,1259,1630,693,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
