GEO_ID,B01001B_001E,B01001B_001M,B01001B_002E,B01001B_002M,B01001B_003E,B01001B_003M,B01001B_004E,B01001B_004M,B01001B_005E,B01001B_005M,B01001B_006E,B01001B_006M,B01001B_007E,B01001B_007M,B01001B_008E,B01001B_008M,B01001B_009E,B01001B_009M,B01001B_010E,B01001B_010M,B01001B_011E,B01001B_011M,B01001B_012E,B01001B_012M,B01001B_013E,B01001B_013M,B01001B_014E,B01001B_014M,B01001B_015E,B01001B_015M,B01001B_016E,B01001B_016M,B01001B_017E,B01001B_017M,B01001B_018E,B01001B_018M,B01001B_019E,B01001B_019M,B01001B_020E,B01001B_020M,B01001B_021E,B01001B_021M,B01001B_022E,B01001B_022M,B01001B_023E,B01001B_023M,B01001B_024E,B01001B_024M,B01001B_025E,B01001B_025M,B01001B_026E,B01001B_026M,B01001B_027E,B01001B_027M,B01001B_028E,B01001B_028M,B01001B_029E,B01001B_029M,B01001B_030E,B01001B_030M,B01001B_031E,B01001B_031M,NAME,B01001B_001EA,B01001B_001MA,B01001B_002MA,B01001B_002EA,B01001B_003MA,B01001B_003EA,B01001B_004MA,B01001B_004EA,B01001B_005EA,B01001B_005MA,B01001B_006EA,B01001B_006MA,B01001B_007EA,B01001B_007MA,B01001B_008MA,B01001B_008EA,B01001B_009MA,B01001B_009EA,B01001B_010EA,B01001B_010MA,B01001B_011EA,B01001B_011MA,B01001B_012EA,B01001B_012MA,B01001B_013EA,B01001B_013MA,B01001B_014EA,B01001B_014MA,B01001B_015EA,B01001B_015MA,B01001B_016MA,B01001B_016EA,B01001B_017EA,B01001B_017MA,B01001B_018MA,B01001B_018EA,B01001B_019EA,B01001B_019MA,B01001B_020EA,B01001B_020MA,B01001B_021MA,B01001B_021EA,B01001B_022MA,B01001B_022EA,B01001B_023MA,B01001B_023EA,B01001B_024MA,B01001B_024EA,B01001B_025MA,B01001B_025EA,B01001B_026MA,B01001B_026EA,B01001B_027EA,B01001B_027MA,B01001B_028EA,B01001B_028MA,B01001B_029MA,B01001B_029EA,B01001B_030MA,B01001B_030EA,B01001B_031MA,B01001B_031EA,state
0400000US01,1262980,5127,587644,4659,48456,1967,45141,3111,50671,3074,33770,1709,25637,1899,48488,2487,38254,1617,36878,2096,73388,2334,80875,2530,61602,1714,27364,1344,13256,1121,3864,863,675336,3700,46280,1779,48048,2857,46077,2514,30810,1672,24829,1951,55164,2376,46334,1561,46531,1618,90525,2404,93850,1822,75646,1064,37519,1106,24020,1759,9703,1360,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24711,1612,13032,1183,394,286,553,316,1696,717,506,312,443,367,1279,475,1116,592,1629,662,2263,699,1718,597,1024,378,273,220,138,138,0,246,11679,1018,1095,443,984,343,936,364,836,329,691,463,1275,525,547,394,1139,493,904,392,1699,539,805,356,314,214,454,320,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,264009,5590,139537,3594,14013,1618,11085,1877,11411,1776,7372,989,5503,978,11799,1066,10308,664,10098,991,21214,1121,16986,791,11841,656,5599,506,1723,405,585,360,124472,3398,9131,1106,9717,1714,10206,1630,6218,880,4702,880,10640,824,9798,869,8279,775,17939,942,17878,1090,10765,525,5249,275,2734,588,1216,491,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,464411,3749,219828,3043,20802,1797,17528,1733,19873,1811,11376,1190,9328,1414,18501,1859,15494,1543,15866,1824,26269,1728,28839,1851,19900,1313,10527,1190,4101,756,1424,534,244583,3226,19705,1195,19130,1739,18990,2020,12882,1417,9863,1357,18719,2060,16798,1021,15781,1826,31575,1666,33286,1570,25029,937,11555,915,7784,799,3486,748,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2246353,14331,1107757,8643,72980,2462,70375,3971,81864,3589,58034,2001,39002,2004,95318,3010,79424,2207,75968,2478,156920,2954,168723,2370,116344,1761,59292,1594,26713,1674,6800,1169,1138596,9359,69031,2622,73027,3334,73708,3896,55720,2016,38657,2379,90454,2842,76680,2051,74512,2081,153155,3017,175219,2407,127864,1762,72470,1248,38722,2020,19377,1778,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,198117,4670,104102,3267,6893,885,8096,1379,6270,1121,6507,1022,3050,672,8462,981,7817,1020,7653,953,16393,1156,16776,1200,9945,898,3790,591,2090,563,360,292,94015,3233,8287,1027,7399,1458,6093,1036,4740,795,2574,716,7743,822,7175,1139,6034,668,12857,1163,14206,780,8559,534,4509,598,2651,612,1188,380,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,356880,5421,171626,3281,12142,937,14331,1656,14268,1738,9407,752,7159,671,14906,1185,12110,924,11422,747,24915,1037,24102,680,15151,660,8005,949,2688,649,1020,377,185254,3590,11688,1395,13001,1664,12199,1601,9218,880,6800,517,15015,776,12315,1055,13264,959,27060,1092,27540,1119,17293,654,11783,646,6426,720,1652,536,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,191626,2650,89935,1689,7384,732,7200,1155,8146,1095,4576,480,4368,856,7603,811,4957,515,5564,828,12295,928,12738,583,8294,199,4373,336,1975,385,462,257,101691,1629,6985,817,7727,1197,7788,1162,5190,500,4800,1042,6970,889,6312,404,6462,525,15044,594,14578,429,10542,361,5702,66,2421,498,1170,457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,309221,2659,140583,1382,9672,240,9743,1039,8010,1025,6591,292,5322,292,11585,609,9733,450,8388,343,16749,331,21871,448,17187,365,8973,218,4734,524,2025,529,168638,1621,9146,411,7441,1358,9980,1320,6474,153,6315,175,13395,204,11783,390,10637,376,20049,287,24932,220,21275,538,13343,399,9149,847,4719,861,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2997377,15337,1436750,9084,116761,3394,117665,5249,121610,4786,80095,3476,57362,3052,124957,3398,106963,2858,98192,2664,190025,3073,190962,3133,127933,2081,67478,2024,29760,1806,6987,1215,1560627,8935,114129,2900,118320,5253,117086,5435,73114,2353,58219,2573,130028,2918,114634,2926,105550,2766,214854,3356,216104,3618,149871,2068,84471,1860,46738,2504,17509,1900,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
