GEO_ID,B19101G_001E,B19101G_001M,B19101G_002E,B19101G_002M,B19101G_003E,B19101G_003M,B19101G_004E,B19101G_004M,B19101G_005E,B19101G_005M,B19101G_006E,B19101G_006M,B19101G_007E,B19101G_007M,B19101G_008E,B19101G_008M,B19101G_009E,B19101G_009M,B19101G_010E,B19101G_010M,B19101G_011E,B19101G_011M,B19101G_012E,B19101G_012M,B19101G_013E,B19101G_013M,B19101G_014E,B19101G_014M,B19101G_015E,B19101G_015M,B19101G_016E,B19101G_016M,B19101G_017E,B19101G_017M,NAME,B19101G_001EA,B19101G_001MA,B19101G_002MA,B19101G_002EA,B19101G_003MA,B19101G_003EA,B19101G_004MA,B19101G_004EA,B19101G_005MA,B19101G_005EA,B19101G_006EA,B19101G_006MA,B19101G_007MA,B19101G_007EA,B19101G_008MA,B19101G_008EA,B19101G_009EA,B19101G_009MA,B19101G_010EA,B19101G_010MA,B19101G_011MA,B19101G_011EA,B19101G_012MA,B19101G_012EA,B19101G_013MA,B19101G_013EA,B19101G_014EA,B19101G_014MA,B19101G_015EA,B19101G_015MA,B19101G_016EA,B19101G_016MA,B19101G_017EA,B19101G_017MA,state
0400000US26,34811,2328,3302,808,2098,725,2570,870,2071,763,2722,958,1504,542,1906,602,1863,579,1706,651,2549,659,2808,755,4341,1037,2522,639,882,395,1547,735,420,251,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,15072,1700,1667,656,580,315,968,402,584,272,564,312,753,408,870,428,955,692,513,303,1798,695,1974,633,1666,592,1283,534,416,232,256,175,225,233,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4703,1107,768,603,298,252,763,477,215,262,40,77,315,326,236,223,154,166,189,218,506,328,399,258,367,234,0,287,0,287,172,184,281,228,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21674,2383,1919,801,826,393,1491,561,1448,614,1850,587,1288,682,1386,587,1217,570,1228,672,2338,739,1885,582,2528,921,1096,504,380,251,489,346,305,226,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,6397,1220,375,356,369,260,580,356,977,557,206,178,838,444,360,295,381,323,277,234,699,383,278,184,469,267,358,233,110,138,120,142,0,228,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,14969,2124,969,458,842,428,322,304,930,432,566,376,676,510,1073,672,674,423,761,439,1572,618,1201,496,2163,753,1145,563,941,533,681,391,453,305,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,37796,3080,3007,930,1210,505,1533,610,2348,883,1726,585,828,402,1084,451,2121,753,2205,865,2413,860,3382,783,4951,1271,3446,877,1994,712,2869,764,2679,752,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9421,1412,842,390,947,439,650,361,589,310,253,219,324,218,490,367,247,263,728,547,1039,573,1081,492,1030,516,609,389,282,191,128,154,182,172,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,81451,3820,7102,1303,5025,1203,6490,1412,4756,1069,5192,1281,4940,1159,3248,901,3908,1072,3150,837,4844,1052,6466,1484,9018,1358,6020,1375,3979,918,3780,960,3533,924,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,28387,2940,2942,1020,1774,637,1723,732,1006,525,2273,903,2088,861,1615,680,1212,602,1704,653,2376,1005,1918,699,3684,1014,1665,643,574,349,949,560,884,393,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,34148,2391,4675,1054,2117,650,3126,1143,2834,871,1829,729,2356,810,1262,552,2042,676,1902,650,2499,736,1855,533,2932,875,1950,758,1010,446,624,324,1135,428,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,52514,2798,4097,973,3170,773,2565,785,4197,891,3717,877,3231,831,3109,696,3104,783,2573,816,5629,1193,5818,1160,4846,814,3450,868,837,434,1537,551,634,290,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,22212,2237,2450,1123,767,473,1028,555,1269,557,1863,651,1311,707,1162,405,1078,550,872,494,2141,727,2161,813,3165,912,1473,603,761,442,362,346,349,271,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,32998,3124,3512,1158,2641,895,2403,811,2124,752,1451,585,1810,670,2360,964,1560,544,1306,478,2465,718,3131,1092,3081,746,1622,544,949,437,1599,511,984,587,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,3580,898,344,287,0,291,423,317,326,280,162,152,262,219,73,119,168,147,46,76,546,363,349,343,203,246,226,194,141,187,258,238,53,88,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12724,1824,837,442,980,590,679,455,617,452,854,506,955,440,710,507,417,347,242,160,1167,530,1602,693,1878,732,981,552,257,302,104,111,444,335,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,15783,2103,1375,590,1076,498,1479,720,1294,563,942,425,1064,514,901,429,770,465,397,247,946,466,2334,1005,1374,550,752,379,213,180,298,275,568,434,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,87088,4617,7090,1333,3957,1185,4621,1186,3553,985,3646,885,4107,1029,4951,1128,4904,1107,3645,958,7767,1462,10887,1666,10107,1798,6665,1387,3281,835,4075,1007,3832,932,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7949,1400,454,317,460,383,280,318,620,422,579,396,223,207,558,356,529,362,521,376,1096,522,832,453,650,363,722,469,237,183,134,166,54,87,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,29509,3140,1489,688,1051,516,1243,648,696,365,1102,468,502,289,996,522,1515,607,1300,663,2597,1080,3273,995,4058,946,2745,871,2409,762,2346,667,2187,850,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,46657,3111,4351,1149,2455,906,1601,674,3139,969,2117,642,2445,797,2175,814,2399,788,1839,690,4047,1068,4624,971,6692,1195,4369,1027,1816,571,1689,606,899,375,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,5024,911,899,463,523,298,390,300,256,218,138,140,450,327,307,279,470,316,157,121,411,209,376,304,331,193,277,200,0,269,0,269,39,66,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,16828,2102,1877,644,1081,583,687,520,1483,715,513,287,652,378,766,398,857,347,805,379,1967,659,1456,694,2397,907,1425,793,462,277,171,132,229,215,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,127262,4890,35442,3148,14191,1883,13930,1836,10485,1523,10463,1646,8552,1474,6579,1236,4924,1231,3929,873,6539,1337,5399,1156,2940,770,1781,696,1368,740,255,268,485,284,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
