GEO_ID,B14007C_001E,B14007C_001M,B14007C_002E,B14007C_002M,B14007C_003E,B14007C_003M,B14007C_004E,B14007C_004M,B14007C_005E,B14007C_005M,B14007C_006E,B14007C_006M,B14007C_007E,B14007C_007M,B14007C_008E,B14007C_008M,B14007C_009E,B14007C_009M,B14007C_010E,B14007C_010M,B14007C_011E,B14007C_011M,B14007C_012E,B14007C_012M,B14007C_013E,B14007C_013M,B14007C_014E,B14007C_014M,B14007C_015E,B14007C_015M,B14007C_016E,B14007C_016M,B14007C_017E,B14007C_017M,B14007C_018E,B14007C_018M,B14007C_019E,B14007C_019M,NAME,B14007C_001EA,B14007C_001MA,B14007C_002EA,B14007C_002MA,B14007C_003MA,B14007C_003EA,B14007C_004MA,B14007C_004EA,B14007C_005MA,B14007C_005EA,B14007C_006EA,B14007C_006MA,B14007C_007MA,B14007C_007EA,B14007C_008MA,B14007C_008EA,B14007C_009MA,B14007C_009EA,B14007C_010MA,B14007C_010EA,B14007C_011EA,B14007C_011MA,B14007C_012MA,B14007C_012EA,B14007C_013EA,B14007C_013MA,B14007C_014EA,B14007C_014MA,B14007C_015EA,B14007C_015MA,B14007C_016EA,B14007C_016MA,B14007C_017MA,B14007C_017EA,B14007C_018MA,B14007C_018EA,B14007C_019EA,B14007C_019MA,state
0400000US01,27286,3080,9423,1743,807,538,1025,629,503,490,557,497,203,361,416,265,557,369,585,356,352,246,230,126,598,360,221,169,372,223,578,416,2189,882,230,253,17863,2293,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,98288,3430,31010,2042,2327,602,2172,560,1714,438,1847,538,2164,591,2181,604,1654,438,1693,429,2021,627,1919,575,1450,336,2115,585,1356,377,2218,490,3543,865,636,390,67278,2733,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,271869,6303,89566,4095,5337,1064,6389,1092,4057,968,4491,944,5778,1226,5476,1204,6097,1298,5082,998,5125,1058,3613,771,5375,1055,6088,1230,3610,888,5600,1246,15081,2245,2367,760,182303,5687,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,18095,2289,5125,1276,285,240,265,311,369,257,420,258,157,170,410,330,300,293,198,234,280,289,0,273,145,239,208,233,489,372,412,313,1187,510,0,273,12970,1794,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,271185,11773,79994,6494,4184,1144,3173,971,3274,851,4991,1305,4646,1302,3297,958,4946,1225,4236,1065,4318,1364,3584,950,4326,1002,5850,1373,4240,1050,4909,1169,16807,2420,3213,900,191191,8024,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,48128,5272,14935,2651,495,350,320,215,940,389,454,312,499,329,1072,543,1165,525,826,415,738,366,1063,714,690,395,609,403,686,412,976,576,3922,1003,480,306,33193,3453,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,64953,6473,19646,3979,1428,858,641,506,835,482,1268,715,1553,735,545,424,337,387,452,411,524,370,909,624,1006,501,793,538,1495,639,575,441,6164,1629,1121,677,45307,4354,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,21311,3657,6021,1684,359,336,69,92,221,197,315,224,379,266,285,307,492,390,203,215,436,478,485,331,278,258,389,303,544,498,239,236,890,484,437,393,15290,2603,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20500,2114,6579,1406,584,319,360,203,373,213,269,195,149,98,116,167,794,382,297,219,421,247,655,383,191,159,541,380,369,291,273,297,1038,509,149,201,13921,1374,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,28321,3912,9464,2155,389,297,350,314,426,283,808,500,429,352,337,266,336,320,649,468,665,409,618,370,332,255,517,312,262,209,522,376,2014,721,810,513,18857,2466,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,15354,2050,3794,949,167,146,98,106,242,209,102,112,0,267,41,71,345,252,81,103,0,267,278,259,321,260,654,370,104,93,361,342,870,347,130,127,11560,1575,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8727,1572,3554,1286,475,262,105,152,165,144,206,208,176,185,217,356,216,265,43,48,91,87,55,72,417,320,144,117,77,152,357,217,629,290,181,178,5173,897,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,23864,2330,9547,1658,699,309,458,260,483,260,263,194,526,308,303,221,542,263,250,171,738,303,377,238,729,289,438,272,297,243,455,352,2922,1328,67,94,14317,1944,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,27458,3242,8301,1604,232,179,590,402,694,376,473,232,654,422,624,364,680,310,271,225,302,274,712,460,306,223,379,264,421,264,372,303,1401,642,190,157,19157,2238,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,55140,3697,17187,1665,546,271,1234,416,832,412,756,325,973,409,1129,504,1152,574,1003,358,902,347,1156,435,927,270,946,391,976,369,751,341,3439,686,465,304,37953,3051,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,54302,3036,17598,1834,1861,488,887,374,1456,497,1148,469,894,442,866,392,467,248,738,336,805,423,1056,653,1314,419,960,437,991,420,709,391,3250,835,196,220,36704,2324,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,20620,2640,5619,1305,135,149,185,175,373,296,88,227,310,281,454,299,286,226,233,216,175,162,214,217,118,88,143,165,331,259,115,125,1583,652,876,518,15001,2035,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,57491,2576,20455,2109,1427,422,1035,410,920,459,1194,620,1067,556,1159,561,1353,519,1092,501,1615,572,656,368,790,323,1529,577,754,424,913,465,4774,1185,177,224,37036,2034,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,15734,1929,6237,1300,325,154,488,244,165,146,509,299,386,277,318,223,256,166,280,185,452,210,377,326,380,292,351,329,493,253,436,242,772,364,249,202,9497,1286,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26131,2610,6883,1415,498,256,662,354,410,242,327,356,101,166,95,104,529,297,224,159,143,133,505,302,343,216,255,176,648,272,678,349,1447,611,18,35,19248,1927,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,18060,2627,5369,1596,510,442,284,297,218,228,64,111,418,337,184,182,41,74,127,122,42,69,307,204,574,381,602,348,495,327,581,316,830,387,92,113,12691,1976,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,184193,3883,60448,3022,2839,671,2712,819,2478,742,3534,777,3116,887,3358,1287,3889,1029,2923,844,3477,861,2383,857,3086,850,4097,936,3766,895,4741,972,12970,1977,1079,571,123745,3562,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,68359,5145,20320,2793,510,350,1369,652,1041,606,1253,589,675,315,697,510,1633,572,520,239,722,354,654,321,864,474,1091,467,1092,541,1764,601,5315,1242,1120,442,48039,3842,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,106049,4899,29178,2976,1475,708,1409,724,1292,593,1422,730,1156,538,809,437,2183,1014,2434,876,1775,716,1849,734,1221,542,2527,777,1365,623,1754,825,6078,1187,429,282,76871,3889,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31297,1648,8173,1153,763,419,733,304,124,103,706,341,665,330,419,222,105,111,529,307,247,146,499,238,557,385,367,208,755,456,287,197,1226,465,191,227,23124,1493,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20859,2531,5314,1363,319,269,170,153,179,182,179,130,71,107,399,250,52,84,75,101,680,415,0,269,403,275,169,198,78,96,492,433,1906,762,142,144,15545,1982,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,248309,6429,86128,3887,5789,1050,4672,935,4179,894,4725,1040,3912,839,5166,1019,5520,929,5247,1048,5764,1217,4762,975,4015,840,4608,870,5415,1002,3942,805,17406,1698,1006,452,162181,4428,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,47934,3874,17137,2492,720,494,490,301,1215,654,654,346,775,431,864,432,680,389,1029,543,844,412,871,533,1374,562,1221,455,1199,517,1019,448,3826,1110,356,270,30797,2621,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,19736,2436,4900,1341,119,158,165,170,451,303,121,158,41,68,270,210,190,191,598,375,207,189,462,312,113,133,152,154,108,115,315,311,1331,589,257,253,14836,1749,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
