GEO_ID,B24010F_001E,B24010F_001M,B24010F_002E,B24010F_002M,B24010F_003E,B24010F_003M,B24010F_004E,B24010F_004M,B24010F_005E,B24010F_005M,B24010F_006E,B24010F_006M,B24010F_007E,B24010F_007M,B24010F_008E,B24010F_008M,B24010F_009E,B24010F_009M,B24010F_010E,B24010F_010M,B24010F_011E,B24010F_011M,B24010F_012E,B24010F_012M,B24010F_013E,B24010F_013M,B24010F_014E,B24010F_014M,B24010F_015E,B24010F_015M,B24010F_016E,B24010F_016M,B24010F_017E,B24010F_017M,B24010F_018E,B24010F_018M,B24010F_019E,B24010F_019M,B24010F_020E,B24010F_020M,B24010F_021E,B24010F_021M,B24010F_022E,B24010F_022M,B24010F_023E,B24010F_023M,B24010F_024E,B24010F_024M,B24010F_025E,B24010F_025M,B24010F_026E,B24010F_026M,B24010F_027E,B24010F_027M,B24010F_028E,B24010F_028M,B24010F_029E,B24010F_029M,B24010F_030E,B24010F_030M,B24010F_031E,B24010F_031M,B24010F_032E,B24010F_032M,B24010F_033E,B24010F_033M,B24010F_034E,B24010F_034M,B24010F_035E,B24010F_035M,B24010F_036E,B24010F_036M,B24010F_037E,B24010F_037M,B24010F_038E,B24010F_038M,B24010F_039E,B24010F_039M,B24010F_040E,B24010F_040M,B24010F_041E,B24010F_041M,B24010F_042E,B24010F_042M,B24010F_043E,B24010F_043M,B24010F_044E,B24010F_044M,B24010F_045E,B24010F_045M,B24010F_046E,B24010F_046M,B24010F_047E,B24010F_047M,B24010F_048E,B24010F_048M,B24010F_049E,B24010F_049M,B24010F_050E,B24010F_050M,B24010F_051E,B24010F_051M,B24010F_052E,B24010F_052M,B24010F_053E,B24010F_053M,B24010F_054E,B24010F_054M,B24010F_055E,B24010F_055M,B24010F_056E,B24010F_056M,B24010F_057E,B24010F_057M,B24010F_058E,B24010F_058M,B24010F_059E,B24010F_059M,B24010F_060E,B24010F_060M,B24010F_061E,B24010F_061M,B24010F_062E,B24010F_062M,B24010F_063E,B24010F_063M,B24010F_064E,B24010F_064M,B24010F_065E,B24010F_065M,B24010F_066E,B24010F_066M,B24010F_067E,B24010F_067M,B24010F_068E,B24010F_068M,B24010F_069E,B24010F_069M,B24010F_070E,B24010F_070M,B24010F_071E,B24010F_071M,B24010F_072E,B24010F_072M,B24010F_073E,B24010F_073M,NAME,B24010F_001EA,B24010F_001MA,B24010F_002EA,B24010F_002MA,B24010F_003EA,B24010F_003MA,B24010F_004EA,B24010F_004MA,B24010F_005MA,B24010F_005EA,B24010F_006EA,B24010F_006MA,B24010F_007EA,B24010F_007MA,B24010F_008EA,B24010F_008MA,B24010F_009EA,B24010F_009MA,B24010F_010EA,B24010F_010MA,B24010F_011EA,B24010F_011MA,B24010F_012MA,B24010F_012EA,B24010F_013EA,B24010F_013MA,B24010F_014MA,B24010F_014EA,B24010F_015EA,B24010F_015MA,B24010F_016EA,B24010F_016MA,B24010F_017MA,B24010F_017EA,B24010F_018EA,B24010F_018MA,B24010F_019MA,B24010F_019EA,B24010F_020EA,B24010F_020MA,B24010F_021MA,B24010F_021EA,B24010F_022MA,B24010F_022EA,B24010F_023MA,B24010F_023EA,B24010F_024EA,B24010F_024MA,B24010F_025EA,B24010F_025MA,B24010F_026EA,B24010F_026MA,B24010F_027MA,B24010F_027EA,B24010F_028MA,B24010F_028EA,B24010F_029EA,B24010F_029MA,B24010F_030EA,B24010F_030MA,B24010F_031EA,B24010F_031MA,B24010F_032EA,B24010F_032MA,B24010F_033EA,B24010F_033MA,B24010F_034EA,B24010F_034MA,B24010F_035EA,B24010F_035MA,B24010F_036EA,B24010F_036MA,B24010F_037MA,B24010F_037EA,B24010F_038EA,B24010F_038MA,B24010F_039EA,B24010F_039MA,B24010F_040MA,B24010F_040EA,B24010F_041EA,B24010F_041MA,B24010F_042EA,B24010F_042MA,B24010F_043MA,B24010F_043EA,B24010F_044EA,B24010F_044MA,B24010F_045MA,B24010F_045EA,B24010F_046EA,B24010F_046MA,B24010F_047MA,B24010F_047EA,B24010F_048EA,B24010F_048MA,B24010F_049EA,B24010F_049MA,B24010F_050MA,B24010F_050EA,B24010F_051EA,B24010F_051MA,B24010F_052MA,B24010F_052EA,B24010F_053MA,B24010F_053EA,B24010F_054EA,B24010F_054MA,B24010F_055MA,B24010F_055EA,B24010F_056MA,B24010F_056EA,B24010F_057EA,B24010F_057MA,B24010F_058MA,B24010F_058EA,B24010F_059EA,B24010F_059MA,B24010F_060MA,B24010F_060EA,B24010F_061MA,B24010F_061EA,B24010F_062EA,B24010F_062MA,B24010F_063MA,B24010F_063EA,B24010F_064EA,B24010F_064MA,B24010F_065EA,B24010F_065MA,B24010F_066MA,B24010F_066EA,B24010F_067MA,B24010F_067EA,B24010F_068MA,B24010F_068EA,B24010F_069MA,B24010F_069EA,B24010F_070EA,B24010F_070MA,B24010F_071MA,B24010F_071EA,B24010F_072MA,B24010F_072EA,B24010F_073MA,B24010F_073EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,157001,11137,84848,6602,12736,2277,6978,1880,5179,1506,1799,831,1992,768,483,308,1437,682,72,121,2879,981,542,489,53,87,1298,634,986,565,887,515,349,260,538,446,18275,2812,408,313,3216,1106,1714,758,1502,726,6335,1802,7577,1586,739,406,14750,2319,8284,1774,6466,1226,24096,2959,3181,1013,15658,2513,5257,1256,14991,2619,7292,1851,4143,1061,3556,1196,72153,5755,16238,2792,6473,2067,3611,1710,2862,978,414,267,190,184,172,179,52,84,7834,1806,1453,692,56,94,5997,1711,328,285,1517,726,935,566,582,429,24717,3069,4046,1290,1321,805,746,486,575,565,8247,1890,5609,1468,5494,1323,24901,3260,8850,1985,16051,2431,1051,546,404,300,468,405,179,176,5246,1218,3187,897,1110,540,949,459,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2044791,37068,1189834,25453,138670,7082,69867,5472,55810,5249,14057,2125,20650,2786,7931,1702,10526,1785,2193,859,37425,3308,6134,1565,3370,1097,15633,2314,12288,2076,10728,1856,4222,1075,6506,1499,280748,11690,5679,1425,28090,3325,15737,2607,12353,1930,102175,7187,131057,8246,13747,2312,192241,8825,98369,6120,93872,5640,292772,12139,53841,5792,171474,9105,67457,5129,285403,11858,132113,7136,82193,5632,71097,5197,854957,18287,178839,7111,63369,4563,41433,3988,21936,2583,9493,1785,3966,1229,2822,926,2705,974,77385,4875,15756,2057,4865,1303,49018,3805,7746,1716,28592,3161,13175,1992,15417,2419,275503,8992,38165,3085,5722,1422,2959,944,2763,916,69397,4963,92403,5678,69816,4823,284658,11111,111887,6436,172771,8132,23416,2563,17030,2268,2482,838,3904,1303,92541,5319,64293,4414,5840,1410,22408,2471,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,118460,7393,70729,5221,8485,1689,5187,1451,4107,1200,1080,601,1405,704,629,384,608,496,168,208,1528,725,223,301,130,151,406,324,769,575,365,269,235,208,130,161,15974,2655,938,602,843,502,509,398,334,317,5988,1651,8100,1842,105,118,9310,1983,3753,1062,5557,1808,22659,3415,719,458,18337,3035,3603,1124,14301,2659,6553,1612,3761,1104,3987,1360,47731,3966,8262,1716,2338,873,1214,537,1124,680,584,413,133,222,451,342,0,279,3824,1206,1386,699,369,317,1815,844,254,216,1516,698,1091,614,425,353,20939,2853,2521,937,519,451,270,326,249,306,6916,1805,8268,1685,2715,855,14020,2126,4501,1192,9519,1713,351,314,75,101,94,116,182,277,4159,1454,2951,1279,336,332,872,600,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,81204,6270,44868,4360,5167,1407,2729,1088,2101,1023,628,555,623,367,410,355,132,126,81,135,1485,720,372,319,0,281,436,345,677,558,330,303,121,115,209,282,17972,3422,292,295,1427,575,971,528,456,323,6755,2115,8846,2334,652,464,4924,1270,2691,963,2233,877,9016,2363,497,439,7457,2416,1062,474,7789,1451,3547,967,2561,1111,1681,668,36336,3261,6211,1358,1896,689,954,537,942,442,216,177,116,143,100,123,0,281,2930,938,674,398,0,281,2147,844,109,132,1169,570,438,370,731,410,15317,2130,3721,949,550,417,550,417,0,281,3726,1473,3914,1128,3406,1004,9805,1876,4337,1289,5468,1300,243,221,47,75,140,181,56,99,4760,1190,3223,1065,564,346,973,627,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,227758,15235,134370,11369,20307,2795,10979,2250,7516,1945,3463,1248,3769,1068,1309,657,2076,803,384,345,3853,861,150,155,797,618,832,429,2074,752,1706,659,975,504,731,387,31153,4702,1230,724,1772,652,1097,568,675,400,8605,2058,17976,3696,1570,679,22344,3243,12795,2362,9549,2118,41596,9306,9231,7717,24464,4629,7901,2043,18970,2781,6027,1642,7184,1493,5759,1522,93388,7045,21448,2986,7027,1707,4662,1442,2365,900,719,415,63,106,264,223,392,346,7221,1607,809,515,847,537,4194,1146,1371,779,6481,1787,4441,1570,2040,870,27754,3630,4532,1422,664,438,468,402,196,199,6796,1668,10521,2336,5241,1299,34869,3692,14518,2496,20351,2543,3129,1126,2201,926,685,554,243,208,6188,1435,4241,1177,822,646,1125,556,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
