GEO_ID,C20005F_001E,C20005F_001M,C20005F_002E,C20005F_002M,C20005F_003E,C20005F_003M,C20005F_004E,C20005F_004M,C20005F_005E,C20005F_005M,C20005F_006E,C20005F_006M,C20005F_007E,C20005F_007M,C20005F_008E,C20005F_008M,C20005F_009E,C20005F_009M,C20005F_010E,C20005F_010M,C20005F_011E,C20005F_011M,C20005F_012E,C20005F_012M,C20005F_013E,C20005F_013M,C20005F_014E,C20005F_014M,C20005F_015E,C20005F_015M,C20005F_016E,C20005F_016M,C20005F_017E,C20005F_017M,C20005F_018E,C20005F_018M,C20005F_019E,C20005F_019M,C20005F_020E,C20005F_020M,C20005F_021E,C20005F_021M,C20005F_022E,C20005F_022M,C20005F_023E,C20005F_023M,C20005F_024E,C20005F_024M,C20005F_025E,C20005F_025M,C20005F_026E,C20005F_026M,C20005F_027E,C20005F_027M,C20005F_028E,C20005F_028M,C20005F_029E,C20005F_029M,C20005F_030E,C20005F_030M,C20005F_031E,C20005F_031M,C20005F_032E,C20005F_032M,C20005F_033E,C20005F_033M,C20005F_034E,C20005F_034M,C20005F_035E,C20005F_035M,C20005F_036E,C20005F_036M,C20005F_037E,C20005F_037M,C20005F_038E,C20005F_038M,C20005F_039E,C20005F_039M,NAME,C20005F_001EA,C20005F_001MA,C20005F_002EA,C20005F_002MA,C20005F_003EA,C20005F_003MA,C20005F_004MA,C20005F_004EA,C20005F_005MA,C20005F_005EA,C20005F_006MA,C20005F_006EA,C20005F_007MA,C20005F_007EA,C20005F_008MA,C20005F_008EA,C20005F_009MA,C20005F_009EA,C20005F_010EA,C20005F_010MA,C20005F_011MA,C20005F_011EA,C20005F_012EA,C20005F_012MA,C20005F_013MA,C20005F_013EA,C20005F_014EA,C20005F_014MA,C20005F_015MA,C20005F_015EA,C20005F_016MA,C20005F_016EA,C20005F_017MA,C20005F_017EA,C20005F_018EA,C20005F_018MA,C20005F_019EA,C20005F_019MA,C20005F_020EA,C20005F_020MA,C20005F_021MA,C20005F_021EA,C20005F_022EA,C20005F_022MA,C20005F_023MA,C20005F_023EA,C20005F_024EA,C20005F_024MA,C20005F_025EA,C20005F_025MA,C20005F_026MA,C20005F_026EA,C20005F_027MA,C20005F_027EA,C20005F_028EA,C20005F_028MA,C20005F_029EA,C20005F_029MA,C20005F_030EA,C20005F_030MA,C20005F_031MA,C20005F_031EA,C20005F_032MA,C20005F_032EA,C20005F_033EA,C20005F_033MA,C20005F_034MA,C20005F_034EA,C20005F_035EA,C20005F_035MA,C20005F_036EA,C20005F_036MA,C20005F_037MA,C20005F_037EA,C20005F_038MA,C20005F_038EA,C20005F_039EA,C20005F_039MA,state
0400000US01,34381,4506,20716,3151,10808,2360,0,273,10808,2360,362,332,4323,1569,3295,1154,1703,834,691,414,434,317,9908,2168,1999,718,7909,2182,3427,1522,2018,1067,1453,903,766,458,105,148,140,189,13665,2151,5028,1295,0,273,5028,1295,718,546,1527,842,1700,933,445,366,431,271,207,256,8637,1563,5054,1254,3583,1181,2814,1134,514,350,0,273,125,213,54,93,76,122,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,288726,15688,144130,8649,61459,5454,0,305,61459,5454,1586,816,10637,2197,15004,2301,20412,2911,9260,2071,4560,1156,82671,6323,41531,4417,41140,3779,20636,2784,11063,1965,4419,1063,4415,1241,379,330,228,259,144596,8561,41899,4042,0,305,41899,4042,1043,542,8498,1573,12051,1736,15951,2694,3367,1006,989,492,102697,6900,59966,5273,42731,3959,22212,2810,13068,2137,4714,1420,1816,875,663,421,258,344,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41612,4456,21338,2928,10768,2261,0,273,10768,2261,93,158,4525,1338,3355,1070,2109,1195,345,243,341,349,10570,1965,2822,883,7748,1730,2931,1094,3159,911,1233,725,365,335,0,273,60,107,20274,2240,6096,1426,0,273,6096,1426,278,402,2641,948,2316,918,666,430,195,301,0,273,14178,1951,9787,1611,4391,1298,2776,1138,1115,681,455,354,45,77,0,273,0,273,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3495358,48055,1781506,29505,835231,21345,0,294,835231,21345,23256,2898,198469,9498,196233,9473,230313,9444,118295,5882,68665,4794,946275,17391,450222,12619,496053,13208,201888,8820,159861,6706,62623,4490,50404,4611,15135,2194,6142,1357,1713852,23097,512554,13824,0,294,512554,13824,19317,2367,146908,7876,122235,6058,138892,6022,59625,4464,25577,3242,1201298,17259,742843,13239,458455,10976,239580,8187,140572,6756,44188,3943,22026,2934,7827,1448,4262,1351,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,192481,10079,101590,5719,50599,4378,0,279,50599,4378,501,285,11605,1998,12094,2003,15413,2473,7172,1437,3814,1136,50991,3745,19014,2316,31977,3140,14377,2126,9036,1708,4855,1372,2251,1068,796,451,662,575,90891,5616,26732,2728,0,279,26732,2728,418,392,7121,1572,7128,1401,8763,1684,2169,810,1133,764,64159,4662,35777,3583,28382,2947,15354,1977,9072,1867,2178,737,1530,744,84,105,164,267,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,140396,7965,71210,4936,30174,3294,0,281,30174,3294,915,708,6096,1647,8929,1994,9825,1903,3105,1076,1304,609,41036,4199,19044,2300,21992,3228,10857,2138,5093,1446,3129,967,2445,987,103,163,365,328,69186,4197,21641,2684,0,281,21641,2684,260,217,6791,1792,6495,1454,4854,1171,2502,909,739,392,47545,3526,26499,2990,21046,2289,11769,1716,6085,1382,1605,764,794,520,514,396,279,321,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,13376,2813,7684,1798,4026,1108,0,292,4026,1108,57,79,786,538,1261,692,1004,456,701,621,217,179,3658,1190,1754,888,1904,848,859,586,380,395,269,334,269,438,127,164,0,292,5692,1528,2730,999,0,292,2730,999,0,292,199,207,482,378,621,474,910,558,518,381,2962,1138,1565,928,1397,625,652,542,535,405,107,121,103,121,0,292,0,292,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,375365,19945,199769,12912,94585,8451,0,310,94585,8451,6786,3562,25793,4287,24602,3632,23335,3102,8087,1831,5982,1270,105184,7955,49064,4541,56120,6087,25360,4002,19417,3607,6576,1668,3576,1142,719,395,472,489,175596,9890,58005,4986,0,310,58005,4986,2664,889,17512,3029,13404,2629,16700,2249,5269,1457,2456,1033,117591,7450,71360,6144,46231,4158,23125,3075,15530,2653,4072,1148,2646,875,545,405,313,184,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
