GEO_ID,B23002B_001E,B23002B_001M,B23002B_002E,B23002B_002M,B23002B_003E,B23002B_003M,B23002B_004E,B23002B_004M,B23002B_005E,B23002B_005M,B23002B_006E,B23002B_006M,B23002B_007E,B23002B_007M,B23002B_008E,B23002B_008M,B23002B_009E,B23002B_009M,B23002B_010E,B23002B_010M,B23002B_011E,B23002B_011M,B23002B_012E,B23002B_012M,B23002B_013E,B23002B_013M,B23002B_014E,B23002B_014M,B23002B_015E,B23002B_015M,B23002B_016E,B23002B_016M,B23002B_017E,B23002B_017M,B23002B_018E,B23002B_018M,B23002B_019E,B23002B_019M,B23002B_020E,B23002B_020M,B23002B_021E,B23002B_021M,B23002B_022E,B23002B_022M,B23002B_023E,B23002B_023M,B23002B_024E,B23002B_024M,B23002B_025E,B23002B_025M,B23002B_026E,B23002B_026M,B23002B_027E,B23002B_027M,B23002B_028E,B23002B_028M,B23002B_029E,B23002B_029M,B23002B_030E,B23002B_030M,B23002B_031E,B23002B_031M,B23002B_032E,B23002B_032M,B23002B_033E,B23002B_033M,B23002B_034E,B23002B_034M,B23002B_035E,B23002B_035M,B23002B_036E,B23002B_036M,B23002B_037E,B23002B_037M,B23002B_038E,B23002B_038M,B23002B_039E,B23002B_039M,B23002B_040E,B23002B_040M,B23002B_041E,B23002B_041M,B23002B_042E,B23002B_042M,B23002B_043E,B23002B_043M,B23002B_044E,B23002B_044M,B23002B_045E,B23002B_045M,B23002B_046E,B23002B_046M,B23002B_047E,B23002B_047M,B23002B_048E,B23002B_048M,B23002B_049E,B23002B_049M,B23002B_050E,B23002B_050M,B23002B_051E,B23002B_051M,B23002B_052E,B23002B_052M,B23002B_053E,B23002B_053M,B23002B_054E,B23002B_054M,B23002B_055E,B23002B_055M,B23002B_056E,B23002B_056M,B23002B_057E,B23002B_057M,B23002B_058E,B23002B_058M,B23002B_059E,B23002B_059M,B23002B_060E,B23002B_060M,B23002B_061E,B23002B_061M,B23002B_062E,B23002B_062M,B23002B_063E,B23002B_063M,B23002B_064E,B23002B_064M,B23002B_065E,B23002B_065M,B23002B_066E,B23002B_066M,B23002B_067E,B23002B_067M,B23002B_068E,B23002B_068M,B23002B_069E,B23002B_069M,B23002B_070E,B23002B_070M,B23002B_071E,B23002B_071M,B23002B_072E,B23002B_072M,B23002B_073E,B23002B_073M,B23002B_074E,B23002B_074M,B23002B_075E,B23002B_075M,B23002B_076E,B23002B_076M,B23002B_077E,B23002B_077M,B23002B_078E,B23002B_078M,B23002B_079E,B23002B_079M,NAME,B23002B_001EA,B23002B_001MA,B23002B_002MA,B23002B_002EA,B23002B_003EA,B23002B_003MA,B23002B_004MA,B23002B_004EA,B23002B_005EA,B23002B_005MA,B23002B_006MA,B23002B_006EA,B23002B_007MA,B23002B_007EA,B23002B_008EA,B23002B_008MA,B23002B_009EA,B23002B_009MA,B23002B_010EA,B23002B_010MA,B23002B_011EA,B23002B_011MA,B23002B_012EA,B23002B_012MA,B23002B_013MA,B23002B_013EA,B23002B_014MA,B23002B_014EA,B23002B_015EA,B23002B_015MA,B23002B_016MA,B23002B_016EA,B23002B_017MA,B23002B_017EA,B23002B_018EA,B23002B_018MA,B23002B_019MA,B23002B_019EA,B23002B_020EA,B23002B_020MA,B23002B_021EA,B23002B_021MA,B23002B_022EA,B23002B_022MA,B23002B_023MA,B23002B_023EA,B23002B_024MA,B23002B_024EA,B23002B_025MA,B23002B_025EA,B23002B_026EA,B23002B_026MA,B23002B_027EA,B23002B_027MA,B23002B_028MA,B23002B_028EA,B23002B_029EA,B23002B_029MA,B23002B_030MA,B23002B_030EA,B23002B_031EA,B23002B_031MA,B23002B_032EA,B23002B_032MA,B23002B_033MA,B23002B_033EA,B23002B_034EA,B23002B_034MA,B23002B_035MA,B23002B_035EA,B23002B_036MA,B23002B_036EA,B23002B_037EA,B23002B_037MA,B23002B_038EA,B23002B_038MA,B23002B_039MA,B23002B_039EA,B23002B_040MA,B23002B_040EA,B23002B_041EA,B23002B_041MA,B23002B_042EA,B23002B_042MA,B23002B_043EA,B23002B_043MA,B23002B_044MA,B23002B_044EA,B23002B_045EA,B23002B_045MA,B23002B_046MA,B23002B_046EA,B23002B_047MA,B23002B_047EA,B23002B_048EA,B23002B_048MA,B23002B_049MA,B23002B_049EA,B23002B_050EA,B23002B_050MA,B23002B_051MA,B23002B_051EA,B23002B_052EA,B23002B_052MA,B23002B_053MA,B23002B_053EA,B23002B_054EA,B23002B_054MA,B23002B_055EA,B23002B_055MA,B23002B_056MA,B23002B_056EA,B23002B_057MA,B23002B_057EA,B23002B_058EA,B23002B_058MA,B23002B_059MA,B23002B_059EA,B23002B_060MA,B23002B_060EA,B23002B_061EA,B23002B_061MA,B23002B_062MA,B23002B_062EA,B23002B_063MA,B23002B_063EA,B23002B_064EA,B23002B_064MA,B23002B_065EA,B23002B_065MA,B23002B_066EA,B23002B_066MA,B23002B_067EA,B23002B_067MA,B23002B_068MA,B23002B_068EA,B23002B_069EA,B23002B_069MA,B23002B_070EA,B23002B_070MA,B23002B_071EA,B23002B_071MA,B23002B_072MA,B23002B_072EA,B23002B_073MA,B23002B_073EA,B23002B_074EA,B23002B_074MA,B23002B_075MA,B23002B_075EA,B23002B_076EA,B23002B_076MA,B23002B_077EA,B23002B_077MA,B23002B_078MA,B23002B_078EA,B23002B_079EA,B23002B_079MA,state
0400000US01,959840,4595,433860,3064,49891,2656,15315,2021,220,313,15095,1918,7926,1668,7169,1443,34576,2298,48488,2487,32508,2771,19,44,32489,2774,19205,2368,13284,2066,15980,1863,229395,2876,167413,4572,1862,715,165551,4501,138043,4860,27508,3004,61982,4480,61602,1714,31349,2457,0,273,31349,2457,28141,2187,3208,1108,30253,2706,16112,1432,3650,913,3241,852,409,273,12462,1328,28372,1468,1927,536,1628,549,299,259,26445,1587,525980,2936,46688,2725,16442,2018,27,52,16415,2011,8648,1775,7767,1771,30246,2993,55164,2376,38997,2532,67,80,38930,2528,27134,2380,11796,1873,16167,2156,277240,1830,210355,4370,185,147,210170,4367,178158,4604,32012,2812,66885,4212,75646,1064,36617,1902,0,273,36617,1902,34861,1849,1756,568,39029,1898,19765,1538,3355,745,3279,734,76,84,16410,1397,51477,1600,3385,790,3238,751,147,143,48092,1627,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,193926,3123,100624,2381,10471,1534,3447,940,0,305,3447,940,2356,844,1091,535,7024,1247,11799,1066,6673,1161,24,47,6649,1161,4014,1003,2635,963,5126,1279,58606,1620,43704,2450,1022,609,42682,2459,35625,2478,7057,1337,14902,1968,11841,656,7005,1088,0,305,7005,1088,5967,1117,1038,458,4836,1043,3539,656,845,405,716,362,129,152,2694,624,4368,600,316,247,224,190,92,153,4052,634,93302,2041,8804,1474,3227,994,0,305,3227,994,2240,804,987,572,5577,1200,10640,824,6810,1183,62,111,6748,1190,5328,985,1420,593,3830,1073,53894,1445,41062,2137,0,305,41062,2137,36219,2143,4843,1306,12832,2033,10765,525,6169,808,0,305,6169,808,5377,749,792,444,4596,906,3562,651,604,295,604,295,0,305,2958,646,5637,640,469,272,358,228,111,132,5168,649,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,341417,2809,158347,2389,17426,2070,5145,1405,193,251,4952,1378,2120,1000,2832,997,12281,1945,18501,1859,12368,1816,153,254,12215,1853,9698,1584,2517,768,6133,1570,86468,1975,62253,2662,276,329,61977,2679,51559,2578,10418,1798,24215,2480,19900,1313,10760,1428,0,273,10760,1428,9242,1392,1518,710,9140,1433,6870,1187,1687,637,1455,578,232,296,5183,996,9182,1136,844,428,781,401,63,111,8338,1195,183070,2368,19057,2013,6552,1218,0,273,6552,1218,3527,1026,3025,874,12505,1946,18719,2060,14076,1571,0,273,14076,1571,10615,1389,3461,1047,4643,1310,97440,1768,75110,2856,125,142,74985,2856,66640,3120,8345,1612,22330,2354,25029,937,13206,1391,0,273,13206,1391,12300,1357,906,579,11823,1248,7167,874,1917,613,1917,613,0,273,5250,830,15658,1133,823,464,823,464,0,273,14835,1101,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1768297,9181,862886,6209,77384,3705,20383,2267,1105,492,19278,2316,8527,1584,10751,1804,57001,3576,95318,3010,65023,3682,3782,1033,61241,3785,42214,3111,19027,2374,30295,2776,481035,4514,355659,6268,7055,1718,348604,6319,290193,6367,58411,4098,125376,5467,116344,1761,62784,2886,42,71,62742,2898,54279,2657,8463,1285,53560,2946,33379,2095,10815,1736,9666,1650,1149,587,22564,1867,59426,2332,8255,1522,7519,1493,736,402,51171,2430,905411,6195,76958,3146,21902,2535,0,294,21902,2535,10670,1997,11232,1947,55056,2971,90454,2842,61879,3017,738,473,61141,3006,44515,2945,16626,2275,28575,2832,479566,4892,363008,6347,1796,654,361212,6360,305299,6681,55913,4249,116558,5826,127864,1762,74030,2784,0,294,74030,2784,64695,2897,9335,1390,53834,2687,41077,2011,9910,1521,8770,1442,1140,454,31167,2190,89492,2168,7348,1214,6547,1202,801,367,82144,2388,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,151413,3337,80392,2997,7106,993,2713,802,307,491,2406,709,1643,622,763,435,4393,811,8462,981,5964,997,566,231,5398,989,3891,998,1507,550,2498,693,48639,2182,36019,2325,1827,736,34192,2364,28697,2446,5495,1295,12620,1881,9945,898,5971,959,0,279,5971,959,5128,932,843,382,3974,840,2087,592,741,477,741,477,0,279,1346,459,4153,696,725,356,725,356,0,279,3428,610,71021,2352,6099,1118,2004,652,58,97,1946,652,1057,547,889,431,4095,972,7743,822,5803,976,96,113,5707,972,4227,1031,1480,656,1940,844,40272,1836,31801,1827,0,279,31801,1827,25917,1794,5884,1447,8471,1577,8559,534,4926,781,0,279,4926,781,4221,811,705,410,3633,705,2434,561,699,417,699,417,0,279,1735,437,5914,795,408,288,271,203,137,207,5506,768,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,273425,3545,127504,2559,13185,1172,4404,1186,0,281,4404,1186,2670,885,1734,747,8781,1287,14906,1185,12178,1319,123,140,12055,1290,8210,1210,3845,1025,2728,763,72549,1544,58532,2188,309,242,58223,2217,47008,2669,11215,1963,14017,1878,15151,660,8778,918,0,281,8778,918,7680,945,1098,554,6373,835,4843,924,1818,675,1818,675,0,281,3025,749,6870,949,1179,458,994,500,185,209,5691,1002,145921,2564,13573,1220,5681,1125,0,281,5681,1125,3948,935,1733,647,7892,1263,15015,776,10978,1107,124,132,10854,1085,8504,1027,2350,763,4037,981,80179,1780,66729,2197,0,281,66729,2197,57915,2471,8814,1785,13450,1676,17293,654,12345,901,0,281,12345,901,10888,1029,1457,613,4948,863,5925,1047,2742,840,2468,784,274,273,3183,676,13936,1088,1336,600,1113,558,223,192,12600,1112,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,143302,1769,65490,1150,7229,1166,1732,709,0,265,1732,709,981,594,751,419,5497,1158,7603,811,4547,910,0,265,4547,910,3508,858,1039,541,3056,885,35554,835,27239,1361,159,171,27080,1364,23649,1480,3431,1058,8315,1133,8294,199,4302,880,0,265,4302,880,4139,872,163,194,3992,892,2466,548,506,251,506,251,0,265,1960,527,4344,543,805,437,760,430,45,77,3539,566,77812,1390,8611,1364,2925,997,0,265,2925,997,1403,699,1522,779,5686,1173,6970,889,5855,820,79,203,5776,758,4645,959,1131,692,1115,506,42396,617,33533,1466,0,265,33533,1466,29986,1688,3547,1005,8863,1320,10542,361,7104,858,0,265,7104,858,6463,857,641,396,3438,805,3211,555,747,305,669,309,78,95,2464,547,6082,696,547,299,547,299,0,265,5535,720,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,251224,2481,111231,1449,9986,656,1938,720,0,292,1938,720,846,594,1092,500,8048,849,11585,609,7775,1148,120,160,7655,1166,3374,1040,4281,1015,3810,1074,56741,874,45471,1697,237,189,45234,1747,35192,1912,10042,1629,11270,1586,17187,365,9016,1310,0,292,9016,1310,7594,1277,1422,703,8171,1329,5154,800,1040,482,852,438,188,187,4114,765,10578,779,1363,405,1180,367,183,179,9215,767,139993,1497,10711,710,2525,747,0,292,2525,747,1323,439,1202,578,8186,1113,13395,204,7655,1383,0,292,7655,1383,4777,1095,2878,949,5740,1406,67401,666,53250,2012,51,83,53199,2018,43603,2218,9596,1674,14151,1856,21275,538,12253,1209,0,292,12253,1209,11012,1259,1241,420,9022,1143,7682,886,1958,660,1899,656,59,98,5724,946,19529,1030,1592,493,1541,493,51,86,17937,1034,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2245199,12330,1054715,6731,111458,4599,29946,3545,692,522,29254,3484,12587,2004,16667,2659,81512,4335,124957,3398,79498,4543,1420,708,78078,4555,50913,4556,27165,3628,45459,4214,586142,4249,443783,7350,4036,1092,439747,7367,354662,6887,85085,5946,142359,6115,127933,2081,79141,3331,0,310,79141,3331,65501,3280,13640,1932,48792,3111,40763,2211,12132,1876,10746,1617,1386,679,28631,2341,63462,2629,6937,1294,6172,1189,765,437,56525,2442,1190484,8473,110725,4106,33490,3645,114,194,33376,3601,16651,2543,16725,2646,77235,4588,130028,2918,95576,3671,1209,820,94367,3566,69655,3700,24712,2673,34452,2959,651142,5325,524214,7215,887,484,523327,7259,446468,7605,76859,4731,126928,5850,149871,2068,88446,3219,0,310,88446,3219,77879,3072,10567,1665,61425,3309,43128,2666,11155,1377,9512,1262,1643,629,31973,2534,105590,3362,7455,1231,6876,1244,579,287,98135,3387,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
