GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001EA,B17010F_001MA,B17010F_002MA,B17010F_002EA,B17010F_003EA,B17010F_003MA,B17010F_004MA,B17010F_004EA,B17010F_005EA,B17010F_005MA,B17010F_006MA,B17010F_006EA,B17010F_007EA,B17010F_007MA,B17010F_008MA,B17010F_008EA,B17010F_009EA,B17010F_009MA,B17010F_010EA,B17010F_010MA,B17010F_011EA,B17010F_011MA,B17010F_012MA,B17010F_012EA,B17010F_013MA,B17010F_013EA,B17010F_014MA,B17010F_014EA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018MA,B17010F_018EA,B17010F_019MA,B17010F_019EA,B17010F_020MA,B17010F_020EA,B17010F_021EA,B17010F_021MA,B17010F_022MA,B17010F_022EA,B17010F_023EA,B17010F_023MA,B17010F_024MA,B17010F_024EA,B17010F_025EA,B17010F_025MA,B17010F_026MA,B17010F_026EA,B17010F_027EA,B17010F_027MA,B17010F_028MA,B17010F_028EA,B17010F_029EA,B17010F_029MA,B17010F_030EA,B17010F_030MA,B17010F_031EA,B17010F_031MA,B17010F_032MA,B17010F_032EA,B17010F_033EA,B17010F_033MA,B17010F_034MA,B17010F_034EA,B17010F_035EA,B17010F_035MA,B17010F_036MA,B17010F_036EA,B17010F_037EA,B17010F_037MA,B17010F_038MA,B17010F_038EA,B17010F_039MA,B17010F_039EA,B17010F_040MA,B17010F_040EA,B17010F_041EA,B17010F_041MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,85382,5082,19783,2711,9078,1794,7999,1640,1526,807,3697,1138,2776,960,1079,527,10705,1848,2249,848,1672,733,281,263,446,354,945,567,577,496,8456,1724,7815,1665,886,505,3264,1143,3665,1011,641,438,65599,4512,42407,4311,28598,3672,3586,994,7758,1924,17254,2503,13809,1992,23192,2869,9068,1986,6353,1800,1304,776,997,563,4052,1254,2715,914,14124,2276,10664,1951,1737,717,1719,801,7208,1570,3460,1005,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12773,1727,3534,1086,1673,672,1347,612,64,117,911,538,372,328,326,350,1861,752,832,502,832,502,343,309,489,392,0,273,0,273,1029,583,990,596,89,126,496,439,405,391,39,92,9239,1665,6305,1395,4894,1245,1065,735,1222,624,2607,872,1411,590,2934,901,1321,608,834,510,304,318,233,235,297,273,487,362,1613,752,955,546,194,241,276,287,485,377,658,549,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,983002,15215,224507,7310,97435,5432,85380,5238,10170,1889,34606,3195,40604,3510,12055,1872,127072,6633,33260,2968,28384,2945,6476,1254,11213,1893,10695,1711,4876,1290,93812,5921,86391,5901,12858,2343,33248,3044,40285,3529,7421,1441,758495,15687,503109,12458,347200,10622,52376,4239,96062,6624,198762,6964,155909,6511,255386,9520,103863,5060,61709,4112,15846,2252,15293,2027,30570,3212,42154,3414,151523,7947,103936,5790,13931,2035,25282,2728,64723,5073,47587,4263,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,61896,4498,16880,1933,5939,1410,5188,1257,1411,699,2361,868,1416,665,751,436,10941,1580,2976,1005,2587,934,544,449,1119,702,924,584,389,368,7965,1451,7225,1456,1354,573,2550,997,3321,1001,740,464,45016,4225,29664,3569,20764,2820,3215,1072,7146,1783,10403,1941,8900,1745,15352,2032,6006,1437,3031,1067,540,465,230,330,2261,858,2975,1073,9346,1654,7468,1553,1239,646,1897,868,4332,1057,1878,600,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,42032,2696,11601,1763,2413,978,1924,876,282,410,479,384,1163,658,489,428,9188,1616,682,474,682,474,265,314,122,200,295,309,0,281,8506,1514,7615,1348,1614,687,2389,867,3612,948,891,517,30431,2545,15531,2049,10830,1846,2938,1019,2233,942,5659,1377,4701,1114,14900,2220,4415,1120,2125,911,1224,721,223,226,678,500,2290,855,10485,1994,8503,1736,929,490,1231,655,6343,1404,1982,737,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,94572,5346,24272,2445,11220,1868,9261,1811,1082,543,4251,1170,3928,1257,1959,823,13052,1870,2643,1008,2058,832,558,412,360,289,1140,738,585,549,10409,1826,9037,1671,1531,715,1634,740,5872,1408,1372,588,70300,4730,46693,3848,26146,3061,5363,1295,6048,1509,14735,2286,20547,2677,23607,2500,6563,1501,3542,1149,1357,804,587,512,1598,733,3021,996,17044,2035,10874,1910,2041,829,758,303,8075,1581,6170,1244,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
