GEO_ID,B20005D_001E,B20005D_001M,B20005D_002E,B20005D_002M,B20005D_003E,B20005D_003M,B20005D_004E,B20005D_004M,B20005D_005E,B20005D_005M,B20005D_006E,B20005D_006M,B20005D_007E,B20005D_007M,B20005D_008E,B20005D_008M,B20005D_009E,B20005D_009M,B20005D_010E,B20005D_010M,B20005D_011E,B20005D_011M,B20005D_012E,B20005D_012M,B20005D_013E,B20005D_013M,B20005D_014E,B20005D_014M,B20005D_015E,B20005D_015M,B20005D_016E,B20005D_016M,B20005D_017E,B20005D_017M,B20005D_018E,B20005D_018M,B20005D_019E,B20005D_019M,B20005D_020E,B20005D_020M,B20005D_021E,B20005D_021M,B20005D_022E,B20005D_022M,B20005D_023E,B20005D_023M,B20005D_024E,B20005D_024M,B20005D_025E,B20005D_025M,B20005D_026E,B20005D_026M,B20005D_027E,B20005D_027M,B20005D_028E,B20005D_028M,B20005D_029E,B20005D_029M,B20005D_030E,B20005D_030M,B20005D_031E,B20005D_031M,B20005D_032E,B20005D_032M,B20005D_033E,B20005D_033M,B20005D_034E,B20005D_034M,B20005D_035E,B20005D_035M,B20005D_036E,B20005D_036M,B20005D_037E,B20005D_037M,B20005D_038E,B20005D_038M,B20005D_039E,B20005D_039M,B20005D_040E,B20005D_040M,B20005D_041E,B20005D_041M,B20005D_042E,B20005D_042M,B20005D_043E,B20005D_043M,B20005D_044E,B20005D_044M,B20005D_045E,B20005D_045M,B20005D_046E,B20005D_046M,B20005D_047E,B20005D_047M,B20005D_048E,B20005D_048M,B20005D_049E,B20005D_049M,B20005D_050E,B20005D_050M,B20005D_051E,B20005D_051M,B20005D_052E,B20005D_052M,B20005D_053E,B20005D_053M,B20005D_054E,B20005D_054M,B20005D_055E,B20005D_055M,B20005D_056E,B20005D_056M,B20005D_057E,B20005D_057M,B20005D_058E,B20005D_058M,B20005D_059E,B20005D_059M,B20005D_060E,B20005D_060M,B20005D_061E,B20005D_061M,B20005D_062E,B20005D_062M,B20005D_063E,B20005D_063M,B20005D_064E,B20005D_064M,B20005D_065E,B20005D_065M,B20005D_066E,B20005D_066M,B20005D_067E,B20005D_067M,B20005D_068E,B20005D_068M,B20005D_069E,B20005D_069M,B20005D_070E,B20005D_070M,B20005D_071E,B20005D_071M,B20005D_072E,B20005D_072M,B20005D_073E,B20005D_073M,B20005D_074E,B20005D_074M,B20005D_075E,B20005D_075M,B20005D_076E,B20005D_076M,B20005D_077E,B20005D_077M,B20005D_078E,B20005D_078M,B20005D_079E,B20005D_079M,B20005D_080E,B20005D_080M,B20005D_081E,B20005D_081M,B20005D_082E,B20005D_082M,B20005D_083E,B20005D_083M,B20005D_084E,B20005D_084M,B20005D_085E,B20005D_085M,B20005D_086E,B20005D_086M,B20005D_087E,B20005D_087M,B20005D_088E,B20005D_088M,B20005D_089E,B20005D_089M,B20005D_090E,B20005D_090M,B20005D_091E,B20005D_091M,B20005D_092E,B20005D_092M,B20005D_093E,B20005D_093M,B20005D_094E,B20005D_094M,B20005D_095E,B20005D_095M,NAME,B20005D_001EA,B20005D_001MA,B20005D_002EA,B20005D_002MA,B20005D_003MA,B20005D_003EA,B20005D_004MA,B20005D_004EA,B20005D_005EA,B20005D_005MA,B20005D_006EA,B20005D_006MA,B20005D_007EA,B20005D_007MA,B20005D_008EA,B20005D_008MA,B20005D_009EA,B20005D_009MA,B20005D_010MA,B20005D_010EA,B20005D_011MA,B20005D_011EA,B20005D_012EA,B20005D_012MA,B20005D_013MA,B20005D_013EA,B20005D_014EA,B20005D_014MA,B20005D_015MA,B20005D_015EA,B20005D_016MA,B20005D_016EA,B20005D_017MA,B20005D_017EA,B20005D_018MA,B20005D_018EA,B20005D_019EA,B20005D_019MA,B20005D_020EA,B20005D_020MA,B20005D_021MA,B20005D_021EA,B20005D_022EA,B20005D_022MA,B20005D_023MA,B20005D_023EA,B20005D_024EA,B20005D_024MA,B20005D_025MA,B20005D_025EA,B20005D_026EA,B20005D_026MA,B20005D_027EA,B20005D_027MA,B20005D_028EA,B20005D_028MA,B20005D_029MA,B20005D_029EA,B20005D_030EA,B20005D_030MA,B20005D_031MA,B20005D_031EA,B20005D_032EA,B20005D_032MA,B20005D_033MA,B20005D_033EA,B20005D_034EA,B20005D_034MA,B20005D_035EA,B20005D_035MA,B20005D_036MA,B20005D_036EA,B20005D_037EA,B20005D_037MA,B20005D_038EA,B20005D_038MA,B20005D_039EA,B20005D_039MA,B20005D_040MA,B20005D_040EA,B20005D_041EA,B20005D_041MA,B20005D_042MA,B20005D_042EA,B20005D_043EA,B20005D_043MA,B20005D_044EA,B20005D_044MA,B20005D_045MA,B20005D_045EA,B20005D_046EA,B20005D_046MA,B20005D_047EA,B20005D_047MA,B20005D_048MA,B20005D_048EA,B20005D_049EA,B20005D_049MA,B20005D_050EA,B20005D_050MA,B20005D_051EA,B20005D_051MA,B20005D_052EA,B20005D_052MA,B20005D_053MA,B20005D_053EA,B20005D_054EA,B20005D_054MA,B20005D_055MA,B20005D_055EA,B20005D_056MA,B20005D_056EA,B20005D_057MA,B20005D_057EA,B20005D_058EA,B20005D_058MA,B20005D_059EA,B20005D_059MA,B20005D_060MA,B20005D_060EA,B20005D_061EA,B20005D_061MA,B20005D_062EA,B20005D_062MA,B20005D_063EA,B20005D_063MA,B20005D_064EA,B20005D_064MA,B20005D_065EA,B20005D_065MA,B20005D_066MA,B20005D_066EA,B20005D_067MA,B20005D_067EA,B20005D_068EA,B20005D_068MA,B20005D_069EA,B20005D_069MA,B20005D_070MA,B20005D_070EA,B20005D_071MA,B20005D_071EA,B20005D_072EA,B20005D_072MA,B20005D_073EA,B20005D_073MA,B20005D_074EA,B20005D_074MA,B20005D_075MA,B20005D_075EA,B20005D_076MA,B20005D_076EA,B20005D_077MA,B20005D_077EA,B20005D_078MA,B20005D_078EA,B20005D_079MA,B20005D_079EA,B20005D_080EA,B20005D_080MA,B20005D_081MA,B20005D_081EA,B20005D_082MA,B20005D_082EA,B20005D_083MA,B20005D_083EA,B20005D_084EA,B20005D_084MA,B20005D_085EA,B20005D_085MA,B20005D_086MA,B20005D_086EA,B20005D_087EA,B20005D_087MA,B20005D_088MA,B20005D_088EA,B20005D_089EA,B20005D_089MA,B20005D_090MA,B20005D_090EA,B20005D_091EA,B20005D_091MA,B20005D_092EA,B20005D_092MA,B20005D_093EA,B20005D_093MA,B20005D_094MA,B20005D_094EA,B20005D_095EA,B20005D_095MA,state
0400000US01,41566,2104,18613,1255,10222,1247,0,273,10222,1247,21,39,0,273,80,66,65,86,696,476,0,273,88,109,413,534,613,325,659,411,711,480,1081,825,479,404,640,443,790,531,503,337,745,483,533,343,644,419,1461,594,8391,1164,3991,846,4400,865,313,224,848,503,226,213,893,532,538,286,173,197,64,68,190,195,142,154,0,273,110,108,80,145,261,323,133,225,0,273,0,273,51,68,0,273,142,171,236,225,22953,1653,6510,1135,0,273,6510,1135,21,39,13,24,91,148,73,117,700,470,229,159,393,278,381,272,293,218,0,273,483,390,347,291,471,330,888,590,173,153,313,245,480,365,291,258,401,349,469,418,16443,1528,8888,1539,7555,1220,1166,476,150,151,674,525,1098,519,1016,490,112,115,845,611,363,288,422,281,70,99,235,284,168,189,162,213,162,257,42,86,83,111,321,309,181,226,44,73,241,210,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30064,2151,13890,1392,7827,1183,0,246,7827,1183,0,246,0,246,19,40,147,150,320,187,279,260,704,425,271,263,611,395,367,308,1165,828,537,313,990,459,96,129,420,264,103,121,491,290,640,478,239,194,428,395,6063,1121,1634,532,4429,1033,624,497,332,270,201,162,115,138,484,378,422,347,463,227,84,102,366,269,371,372,91,118,273,196,206,189,0,246,33,55,80,96,65,83,111,164,108,135,0,246,16174,1150,6170,992,0,246,6170,992,0,246,0,246,0,246,0,246,853,597,361,274,345,324,288,263,480,300,386,291,496,327,512,280,537,379,237,213,271,265,151,148,473,276,371,255,311,181,98,101,10004,1244,4670,834,5334,1170,466,266,714,423,364,324,393,273,397,282,440,316,652,418,158,164,515,335,168,154,643,435,88,111,46,55,61,73,39,66,18,32,172,216,0,246,0,246,0,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,141521,3356,65551,2401,36505,3175,69,115,36436,3192,0,305,81,137,307,270,241,214,1472,920,408,307,702,427,689,554,949,416,1626,662,1890,898,3546,1249,1598,769,2036,938,936,428,2486,1048,2739,1347,1883,884,5988,1066,6859,1316,29046,3221,15722,2154,13324,2055,1593,788,1726,890,988,716,1513,729,1083,631,711,547,496,389,545,416,941,517,0,305,541,361,561,332,0,305,245,238,317,266,157,220,366,276,272,231,417,438,852,655,75970,2097,29114,2448,0,305,29114,2448,416,345,91,151,129,201,198,196,1251,756,727,621,986,564,509,328,2422,802,980,483,2891,1041,2080,674,1426,534,2648,1129,1846,700,1669,693,1818,716,2346,797,2367,775,2314,911,46856,2636,32209,2383,14647,1945,2745,841,2000,775,1378,687,1144,557,1615,784,728,443,838,485,479,335,549,392,187,179,326,277,598,450,193,191,481,368,46,78,95,112,217,268,217,210,459,418,352,279,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4011549,11495,1863471,6610,887776,10402,76,129,887700,10394,2793,923,1368,558,4340,1063,4868,1025,16710,1900,10764,1833,19692,2436,18395,2541,32984,3187,26403,3007,41780,3211,58622,4349,49137,3942,61014,4546,39404,3393,55684,3907,73665,4579,56605,4023,116981,6062,196491,6272,975695,11831,584887,9636,390808,9402,50056,3619,37550,3322,37959,3075,27172,2527,35942,3670,16880,2399,21424,2510,12935,1647,19889,2802,10081,1752,18368,2408,17797,2427,10851,1626,12800,1947,7598,1379,8761,1751,9584,1905,7660,1366,11518,1750,15983,1829,2148078,7764,766771,9239,0,294,766771,9239,1616,574,1397,543,6256,1286,7510,1497,18244,2168,11461,1690,21809,2420,19890,2519,37207,3062,25281,2775,50373,3868,60118,3786,48308,3416,54476,3885,39919,2828,48489,3186,63952,4103,53671,4199,93886,4851,102908,4543,1381307,9977,891533,10018,489774,9679,66795,3768,47595,4016,52724,3639,39325,2964,50724,3768,20834,2420,23985,2345,18160,2344,25562,2810,9748,1460,19537,2378,18906,1950,12942,1951,13953,1945,7006,1368,9967,1781,12380,1517,10586,1262,15327,1980,13718,1734,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,106461,3056,47399,2141,25503,2025,0,279,25503,2025,0,279,121,149,44,74,385,331,493,326,428,326,701,607,490,313,1442,651,584,304,2328,690,1446,745,1218,488,1772,880,762,490,1697,664,1824,777,2753,1044,2633,752,4382,805,21896,2183,10040,1434,11856,1868,1296,480,870,466,1411,1042,614,391,1096,703,332,306,1325,592,473,338,1046,590,525,341,425,272,473,318,64,111,0,279,567,460,177,219,0,279,551,453,228,219,383,327,59062,1936,21510,1978,460,427,21050,2007,0,279,0,279,76,136,437,319,463,284,606,341,1439,709,244,190,2362,901,1263,630,2169,716,1964,749,1445,567,1296,641,1481,625,1232,564,1161,576,867,373,1381,531,1164,572,37552,2403,20757,2084,16795,1999,2727,849,2301,763,1829,611,1287,537,1250,540,834,440,826,482,941,677,1473,717,340,217,433,254,540,368,227,195,517,329,48,79,219,307,612,422,104,132,240,238,47,75,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,103565,1926,49519,1233,27491,2336,0,281,27491,2336,94,114,0,281,106,133,49,80,303,256,490,285,258,211,301,246,890,353,890,741,281,270,1703,770,2219,879,2340,901,751,487,1440,898,2791,894,2365,846,3878,985,6342,1086,22028,2526,10617,1723,11411,1792,1564,581,930,551,923,423,1104,513,784,542,210,177,775,502,492,291,447,305,116,205,422,422,352,304,451,571,651,498,40,73,122,141,579,481,330,322,740,604,379,247,54046,1364,20703,1765,0,281,20703,1765,0,281,0,281,180,210,118,119,123,149,137,149,262,319,334,242,1579,601,849,570,1991,714,1431,617,1694,1096,750,338,1214,714,854,406,1100,421,2030,804,3130,911,2927,848,33343,1921,20443,1974,12900,1903,2282,780,1251,541,1432,616,1415,698,1256,613,504,428,409,278,451,265,543,485,122,146,663,504,698,459,497,354,351,347,82,100,150,155,139,168,179,171,243,239,233,249,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,367352,5110,167140,3452,82981,3992,0,310,82981,3992,237,205,511,404,478,346,1071,482,3624,1910,773,345,4607,1310,3844,1193,6157,1534,2705,909,5306,1306,7262,1494,3902,1018,3510,926,2988,898,3977,969,5926,1485,4455,1141,9050,1689,12598,1970,84159,3710,44765,3156,39394,3301,4340,1242,4537,1057,4481,1044,4382,1453,4958,1487,1799,650,1829,646,1404,611,2050,780,999,554,2295,929,916,413,542,325,1085,565,492,362,707,430,475,362,487,298,317,255,1299,619,200212,3198,72391,3563,0,310,72391,3563,36,66,0,310,567,342,810,459,3999,1481,1574,647,3161,1008,2790,893,7264,1621,4693,1301,8010,1626,5976,1427,4656,1220,3718,867,3493,1076,3744,995,3104,822,3361,936,6599,1379,4836,1061,127821,3832,77946,3533,49875,3161,7546,1373,6995,1619,4622,1341,4021,902,6930,1329,2867,865,4083,1118,1818,626,1716,672,750,489,1831,716,1088,631,880,397,996,476,1068,647,620,353,667,382,475,345,439,316,463,362,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
