GEO_ID,B17001C_001E,B17001C_001M,B17001C_002E,B17001C_002M,B17001C_003E,B17001C_003M,B17001C_004E,B17001C_004M,B17001C_005E,B17001C_005M,B17001C_006E,B17001C_006M,B17001C_007E,B17001C_007M,B17001C_008E,B17001C_008M,B17001C_009E,B17001C_009M,B17001C_010E,B17001C_010M,B17001C_011E,B17001C_011M,B17001C_012E,B17001C_012M,B17001C_013E,B17001C_013M,B17001C_014E,B17001C_014M,B17001C_015E,B17001C_015M,B17001C_016E,B17001C_016M,B17001C_017E,B17001C_017M,B17001C_018E,B17001C_018M,B17001C_019E,B17001C_019M,B17001C_020E,B17001C_020M,B17001C_021E,B17001C_021M,B17001C_022E,B17001C_022M,B17001C_023E,B17001C_023M,B17001C_024E,B17001C_024M,B17001C_025E,B17001C_025M,B17001C_026E,B17001C_026M,B17001C_027E,B17001C_027M,B17001C_028E,B17001C_028M,B17001C_029E,B17001C_029M,B17001C_030E,B17001C_030M,B17001C_031E,B17001C_031M,B17001C_032E,B17001C_032M,B17001C_033E,B17001C_033M,B17001C_034E,B17001C_034M,B17001C_035E,B17001C_035M,B17001C_036E,B17001C_036M,B17001C_037E,B17001C_037M,B17001C_038E,B17001C_038M,B17001C_039E,B17001C_039M,B17001C_040E,B17001C_040M,B17001C_041E,B17001C_041M,B17001C_042E,B17001C_042M,B17001C_043E,B17001C_043M,B17001C_044E,B17001C_044M,B17001C_045E,B17001C_045M,B17001C_046E,B17001C_046M,B17001C_047E,B17001C_047M,B17001C_048E,B17001C_048M,B17001C_049E,B17001C_049M,B17001C_050E,B17001C_050M,B17001C_051E,B17001C_051M,B17001C_052E,B17001C_052M,B17001C_053E,B17001C_053M,B17001C_054E,B17001C_054M,B17001C_055E,B17001C_055M,B17001C_056E,B17001C_056M,B17001C_057E,B17001C_057M,B17001C_058E,B17001C_058M,B17001C_059E,B17001C_059M,NAME,B17001C_001MA,B17001C_001EA,B17001C_002EA,B17001C_002MA,B17001C_003MA,B17001C_003EA,B17001C_004EA,B17001C_004MA,B17001C_005EA,B17001C_005MA,B17001C_006MA,B17001C_006EA,B17001C_007EA,B17001C_007MA,B17001C_008EA,B17001C_008MA,B17001C_009EA,B17001C_009MA,B17001C_010EA,B17001C_010MA,B17001C_011MA,B17001C_011EA,B17001C_012EA,B17001C_012MA,B17001C_013MA,B17001C_013EA,B17001C_014MA,B17001C_014EA,B17001C_015EA,B17001C_015MA,B17001C_016EA,B17001C_016MA,B17001C_017EA,B17001C_017MA,B17001C_018EA,B17001C_018MA,B17001C_019EA,B17001C_019MA,B17001C_020MA,B17001C_020EA,B17001C_021EA,B17001C_021MA,B17001C_022EA,B17001C_022MA,B17001C_023MA,B17001C_023EA,B17001C_024EA,B17001C_024MA,B17001C_025MA,B17001C_025EA,B17001C_026MA,B17001C_026EA,B17001C_027EA,B17001C_027MA,B17001C_028EA,B17001C_028MA,B17001C_029MA,B17001C_029EA,B17001C_030MA,B17001C_030EA,B17001C_031EA,B17001C_031MA,B17001C_032MA,B17001C_032EA,B17001C_033MA,B17001C_033EA,B17001C_034EA,B17001C_034MA,B17001C_035MA,B17001C_035EA,B17001C_036MA,B17001C_036EA,B17001C_037MA,B17001C_037EA,B17001C_038EA,B17001C_038MA,B17001C_039MA,B17001C_039EA,B17001C_040MA,B17001C_040EA,B17001C_041EA,B17001C_041MA,B17001C_042EA,B17001C_042MA,B17001C_043MA,B17001C_043EA,B17001C_044EA,B17001C_044MA,B17001C_045EA,B17001C_045MA,B17001C_046MA,B17001C_046EA,B17001C_047EA,B17001C_047MA,B17001C_048EA,B17001C_048MA,B17001C_049MA,B17001C_049EA,B17001C_050EA,B17001C_050MA,B17001C_051EA,B17001C_051MA,B17001C_052MA,B17001C_052EA,B17001C_053MA,B17001C_053EA,B17001C_054EA,B17001C_054MA,B17001C_055MA,B17001C_055EA,B17001C_056MA,B17001C_056EA,B17001C_057EA,B17001C_057MA,B17001C_058EA,B17001C_058MA,B17001C_059MA,B17001C_059EA,state
0400000US01,26823,2997,7540,2603,3119,1200,501,351,0,273,239,223,194,170,155,184,78,148,451,438,372,317,184,221,357,246,552,325,36,46,0,273,4421,1769,201,241,408,478,593,524,127,124,0,273,154,159,420,294,860,587,682,445,458,291,329,275,149,183,40,52,19283,2485,9419,1549,613,478,149,132,699,435,529,306,406,309,437,345,852,477,1179,579,840,431,1592,532,1506,497,528,333,89,105,9864,1475,219,192,206,213,1258,689,233,185,97,92,312,271,1448,773,1072,503,1179,597,1562,477,1333,490,388,307,557,333,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,100154,3465,21841,2829,9557,1402,1444,365,401,164,1249,479,558,264,232,150,337,157,997,304,1024,404,995,456,1171,408,910,334,223,152,16,32,12284,1823,1490,339,242,102,785,261,401,233,243,167,543,261,2504,882,1633,494,1457,619,1962,607,589,273,268,211,167,145,78313,3560,39069,2351,3422,673,802,418,4659,854,2267,687,899,377,1698,414,4815,780,4774,1089,4491,730,5208,872,3695,540,1471,375,868,177,39244,2294,3487,621,713,386,3983,664,2033,529,509,242,1322,344,4214,836,5141,746,4298,728,6092,1026,4046,493,2212,464,1194,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,275136,7261,101556,8425,49333,4757,6596,1141,1130,509,6130,1342,3250,835,689,397,2013,635,7475,1562,6051,1230,5131,1174,4727,1065,3409,640,1661,509,1071,468,52223,4536,5339,1076,1202,506,5164,1087,3581,1091,1304,541,1741,630,6763,1441,7514,1541,5256,1051,5576,958,4913,863,2136,536,1734,403,173580,8506,82892,4692,5857,1191,1181,462,9155,1680,5074,1105,1588,736,3265,781,11583,1663,12177,1664,10085,1359,10359,1280,7289,970,2937,697,2342,540,90688,4862,6102,1003,3004,990,8339,1409,3115,842,1601,512,3564,980,10549,1518,14009,1366,11686,1220,13359,1614,7665,1132,5003,782,2692,561,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,272623,12438,67510,7103,31825,3705,3717,963,551,407,4377,1221,1491,716,859,442,794,335,5540,1496,3674,946,3711,960,3705,850,2518,766,770,457,118,135,35685,4273,2839,1150,468,330,3225,859,1611,654,633,580,1250,648,5394,1223,6560,1337,4795,1307,4691,1105,2755,945,830,331,634,415,205113,10361,101060,6017,5690,1400,1713,742,8021,1665,3409,882,1470,585,3302,1129,10796,1706,11898,1865,18502,1802,13842,1751,13091,1493,5787,1077,3539,774,104053,6136,5150,1304,964,431,8040,1585,5300,1364,1828,603,3468,950,8319,1535,16115,2037,14396,1811,17600,2427,12824,1641,5921,1089,4128,1090,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46972,5457,12166,3103,6373,1695,639,689,0,279,713,377,94,114,0,279,547,422,1029,677,1536,689,836,599,576,361,323,252,40,72,40,68,5793,1736,288,316,54,73,935,504,348,305,66,96,137,135,511,379,503,305,932,469,686,505,1060,627,54,102,219,266,34806,4011,17725,2320,540,280,195,193,1688,692,632,333,444,298,657,389,1798,680,2535,910,3328,964,2354,517,2190,750,974,334,390,227,17081,2278,621,324,326,245,1313,576,1089,505,164,167,110,134,2039,752,1877,720,3127,890,2635,803,2570,826,1007,433,203,178,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,66527,6982,13734,3988,6649,2211,600,598,0,310,711,491,127,155,130,188,439,432,1158,626,564,417,1045,789,1575,776,300,226,0,310,0,310,7085,2274,717,687,82,140,786,607,268,397,35,51,501,469,581,401,903,671,1350,718,850,502,619,393,306,263,87,129,52793,5861,29117,4022,2593,1057,453,526,1761,937,957,541,365,360,625,440,4269,1478,5462,1572,3467,1037,3053,922,3788,982,1709,859,615,330,23676,3310,1421,723,0,310,1990,845,352,277,684,485,481,437,1814,838,4042,1548,3182,859,4625,1371,3669,1023,1231,499,185,235,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
