GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001MA,B17001F_001EA,B17001F_002MA,B17001F_002EA,B17001F_003EA,B17001F_003MA,B17001F_004EA,B17001F_004MA,B17001F_005MA,B17001F_005EA,B17001F_006MA,B17001F_006EA,B17001F_007EA,B17001F_007MA,B17001F_008MA,B17001F_008EA,B17001F_009MA,B17001F_009EA,B17001F_010MA,B17001F_010EA,B17001F_011EA,B17001F_011MA,B17001F_012MA,B17001F_012EA,B17001F_013EA,B17001F_013MA,B17001F_014EA,B17001F_014MA,B17001F_015MA,B17001F_015EA,B17001F_016EA,B17001F_016MA,B17001F_017MA,B17001F_017EA,B17001F_018EA,B17001F_018MA,B17001F_019MA,B17001F_019EA,B17001F_020EA,B17001F_020MA,B17001F_021EA,B17001F_021MA,B17001F_022EA,B17001F_022MA,B17001F_023MA,B17001F_023EA,B17001F_024MA,B17001F_024EA,B17001F_025EA,B17001F_025MA,B17001F_026MA,B17001F_026EA,B17001F_027MA,B17001F_027EA,B17001F_028MA,B17001F_028EA,B17001F_029EA,B17001F_029MA,B17001F_030EA,B17001F_030MA,B17001F_031EA,B17001F_031MA,B17001F_032MA,B17001F_032EA,B17001F_033MA,B17001F_033EA,B17001F_034MA,B17001F_034EA,B17001F_035MA,B17001F_035EA,B17001F_036EA,B17001F_036MA,B17001F_037MA,B17001F_037EA,B17001F_038EA,B17001F_038MA,B17001F_039EA,B17001F_039MA,B17001F_040EA,B17001F_040MA,B17001F_041EA,B17001F_041MA,B17001F_042MA,B17001F_042EA,B17001F_043EA,B17001F_043MA,B17001F_044MA,B17001F_044EA,B17001F_045MA,B17001F_045EA,B17001F_046MA,B17001F_046EA,B17001F_047MA,B17001F_047EA,B17001F_048EA,B17001F_048MA,B17001F_049MA,B17001F_049EA,B17001F_050EA,B17001F_050MA,B17001F_051MA,B17001F_051EA,B17001F_052MA,B17001F_052EA,B17001F_053EA,B17001F_053MA,B17001F_054MA,B17001F_054EA,B17001F_055MA,B17001F_055EA,B17001F_056EA,B17001F_056MA,B17001F_057MA,B17001F_057EA,B17001F_058EA,B17001F_058MA,B17001F_059MA,B17001F_059EA,state
0400000US01,50521,6457,11388,2889,4728,1293,782,435,0,273,705,385,330,292,0,273,168,157,715,440,1063,575,724,436,124,152,108,87,0,273,9,19,6660,1980,1846,812,274,293,1054,713,193,211,155,186,151,206,1095,762,1470,733,215,221,207,185,0,273,0,273,0,273,39133,6589,23751,4397,3068,1093,573,708,1668,935,791,543,493,505,154,236,3056,917,5859,1572,5051,1507,1636,798,988,502,54,63,360,285,15382,2901,2551,1023,248,248,1792,747,335,254,94,156,205,161,1793,986,3290,1002,2898,997,1276,686,412,393,92,128,396,276,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,401931,22473,105420,13143,48914,6447,8312,2050,1241,744,5501,1521,3698,1342,653,433,1924,824,8092,1829,6968,1672,5526,1478,3521,1160,1839,697,1346,615,293,220,56506,7887,6265,1545,1494,686,9211,2229,3413,1065,1542,848,2575,869,7373,1709,9052,2169,7354,1659,4436,1190,1664,616,1459,732,668,306,296511,20497,147845,11218,11948,2158,2929,1374,14357,2589,9960,1815,2404,773,5621,1365,17328,2479,24844,3122,22630,2699,17817,2375,10496,1683,5231,1352,2280,700,148666,10727,11575,2199,1543,641,15960,2455,7003,1540,3019,1085,5722,1421,18562,3083,21863,3145,24273,2668,18310,2055,12574,1950,5434,1227,2828,798,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,60434,6408,20348,5441,9751,2489,1854,805,379,345,1798,964,390,269,0,273,120,158,1244,529,2003,782,1193,635,517,421,253,329,0,273,0,273,10597,3419,1181,642,485,447,853,637,639,536,78,93,713,532,1609,761,2469,919,1266,777,829,581,269,298,0,273,206,382,40086,6228,21666,3717,1779,848,401,443,2581,952,1111,611,325,235,636,475,3527,1212,4557,1325,3743,1003,1935,857,671,383,340,244,60,102,18420,3194,1619,799,711,445,1645,636,1285,673,247,239,1075,464,1630,746,2797,974,4210,1308,1675,787,778,459,637,425,111,134,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4795639,67358,1214427,34062,570378,17744,73792,5417,18123,2575,86301,4842,43644,3514,15074,2789,27978,2613,72764,4967,81755,4937,75564,4106,42308,3395,19192,2446,9005,1449,4878,1286,644049,20190,81145,5479,11924,2118,85128,5585,36586,3358,15472,2028,29555,3391,83141,5218,108332,5611,92999,4841,48384,3743,27353,3318,13954,1988,10076,1474,3581212,70055,1857206,40256,142701,6801,33005,3254,164172,8378,89819,4568,28762,2991,65560,3810,248051,10059,360874,12619,299869,10440,229997,8903,125247,5437,44843,3382,24306,2397,1724006,33624,137000,6609,29431,3288,156805,7615,82987,4826,30118,2593,62609,3965,215148,7978,295799,8767,271325,8289,224775,6896,127038,5661,53776,3528,37195,2851,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,277997,15835,76624,7682,36078,4214,5935,1658,1063,583,5854,1207,2063,761,1389,750,992,536,4080,1179,6091,1653,4748,1221,1752,604,1148,492,685,437,278,240,40546,4598,5902,1436,1760,868,4928,1343,2294,843,485,258,1739,701,5394,1155,7130,1595,5469,989,2710,936,1497,766,670,355,568,294,201373,14698,109430,8114,8000,1789,2027,816,11966,2256,5626,1655,1681,741,3270,1008,11242,1877,22228,2571,17746,2443,15027,2086,6299,1271,2787,939,1531,546,91943,8044,8678,1704,2178,802,10593,2346,4095,1194,1017,483,3825,1037,7676,1567,17769,2327,15766,2240,9683,1706,6198,1052,3053,850,1412,505,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,181980,10640,52933,6748,23225,3385,3260,1006,368,312,2727,903,1917,922,339,271,875,537,3331,916,4304,1328,3465,1176,1209,590,935,551,463,351,32,55,29708,4091,2458,900,692,518,3397,1183,1788,688,523,350,1287,537,4095,1189,5937,1316,4206,1031,2562,755,2004,740,121,147,638,430,129047,10190,67488,5870,4767,1177,1192,569,6103,1475,2674,934,846,424,2064,748,9218,1715,15738,2237,10357,1680,8866,1499,3474,950,2086,731,103,133,61559,5497,5174,1312,732,509,5606,1299,2055,845,1311,601,1663,665,6652,1361,12207,2028,11885,1799,8102,1449,3756,877,1858,764,558,493,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,487468,25149,136316,12152,69707,8594,6770,1952,1968,781,6386,1554,4392,1353,1466,836,3243,1274,13061,4491,8939,2178,11428,2889,5201,1252,4115,1615,1325,732,1413,1019,66609,6916,8549,1963,1539,809,7388,2133,3251,1089,1162,690,2268,1089,10516,2147,9596,1996,11439,1934,5818,1556,2335,825,1007,561,1741,944,351152,21310,179342,11420,11631,2069,1317,590,12810,2321,6193,1648,1562,693,5068,1406,24361,3594,39032,4551,30863,3347,24179,3042,12210,2113,8145,1833,1971,810,171810,12361,14267,2939,2543,1214,13778,2444,7778,1727,3914,1457,3927,1112,20613,3022,28678,3066,26032,3117,24357,3088,13988,2090,7683,1673,4252,1350,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
