GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,NAME,B17001B_001MA,B17001B_001EA,B17001B_002EA,B17001B_002MA,B17001B_003EA,B17001B_003MA,B17001B_004EA,B17001B_004MA,B17001B_005EA,B17001B_005MA,B17001B_006EA,B17001B_006MA,B17001B_007MA,B17001B_007EA,B17001B_008EA,B17001B_008MA,B17001B_009EA,B17001B_009MA,B17001B_010EA,B17001B_010MA,B17001B_011MA,B17001B_011EA,B17001B_012MA,B17001B_012EA,B17001B_013MA,B17001B_013EA,B17001B_014EA,B17001B_014MA,B17001B_015MA,B17001B_015EA,B17001B_016MA,B17001B_016EA,B17001B_017EA,B17001B_017MA,B17001B_018MA,B17001B_018EA,B17001B_019EA,B17001B_019MA,B17001B_020MA,B17001B_020EA,B17001B_021EA,B17001B_021MA,B17001B_022MA,B17001B_022EA,B17001B_023EA,B17001B_023MA,B17001B_024MA,B17001B_024EA,B17001B_025EA,B17001B_025MA,B17001B_026EA,B17001B_026MA,B17001B_027MA,B17001B_027EA,B17001B_028EA,B17001B_028MA,B17001B_029EA,B17001B_029MA,B17001B_030MA,B17001B_030EA,B17001B_031MA,B17001B_031EA,B17001B_032EA,B17001B_032MA,B17001B_033MA,B17001B_033EA,B17001B_034EA,B17001B_034MA,B17001B_035EA,B17001B_035MA,B17001B_036MA,B17001B_036EA,B17001B_037EA,B17001B_037MA,B17001B_038MA,B17001B_038EA,B17001B_039EA,B17001B_039MA,B17001B_040MA,B17001B_040EA,B17001B_041MA,B17001B_041EA,B17001B_042EA,B17001B_042MA,B17001B_043EA,B17001B_043MA,B17001B_044MA,B17001B_044EA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047MA,B17001B_047EA,B17001B_048EA,B17001B_048MA,B17001B_049EA,B17001B_049MA,B17001B_050MA,B17001B_050EA,B17001B_051EA,B17001B_051MA,B17001B_052EA,B17001B_052MA,B17001B_053MA,B17001B_053EA,B17001B_054EA,B17001B_054MA,B17001B_055EA,B17001B_055MA,B17001B_056MA,B17001B_056EA,B17001B_057MA,B17001B_057EA,B17001B_058EA,B17001B_058MA,B17001B_059MA,B17001B_059EA,state
0400000US01,1214146,6568,393012,14734,165195,7695,24335,2310,4932,1274,27067,2767,11152,1756,2966,689,8491,1675,21409,2662,16093,2407,12641,1650,16234,2243,11443,1681,5133,920,3299,863,227817,9344,25810,2407,4769,984,28508,2935,9117,1619,3201,816,7303,1159,31064,3166,37442,2903,23517,2496,22932,2261,16476,1812,7907,1091,9771,1096,821134,15421,389719,8879,23009,2463,3342,1156,27419,3011,20096,2357,6392,1295,15217,1726,43349,3527,51584,2768,56395,2851,60505,3117,48395,1684,21691,1300,12325,1260,431415,9686,20260,2201,4028,929,29359,3248,17091,2108,5750,1338,14230,1631,40524,3254,54358,2662,65782,3110,70110,2301,58759,1928,29153,1371,22011,1418,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,252549,5466,63436,6497,32995,3986,6199,1896,1052,557,4149,1419,1412,632,203,253,1062,564,6246,1386,3782,1123,3461,1096,3149,959,1382,665,735,447,163,162,30441,4034,3518,1395,40,68,3617,1315,1287,605,759,485,1059,558,5508,1269,5308,1178,3881,1137,2968,882,1110,540,703,385,683,396,189113,7846,97604,4317,7746,1744,660,531,9941,1754,4971,1436,2201,929,3793,982,8621,1362,14909,1251,15501,1453,12777,972,9597,948,4777,489,2110,310,91509,4796,5228,1287,1392,627,7786,1556,5127,1284,1357,619,2801,997,8944,1319,12723,1335,13933,1358,14884,1356,9620,687,4483,448,3231,580,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,445876,4492,153313,9494,69708,4893,11132,1583,2085,740,10589,1541,4868,1183,1168,553,3359,999,10470,2083,9163,1553,5133,1066,5364,1185,3495,986,1696,680,1186,515,83605,5912,10608,1213,2614,1115,10069,1822,4248,1004,1328,600,3371,958,11638,2199,12277,1732,9297,1808,7673,1156,4859,1027,2172,625,3451,654,292563,9672,136707,5735,9578,1726,1991,620,11431,1979,5395,1352,2110,880,4374,998,14007,2039,19198,1967,18933,1926,21954,1714,15299,1825,8492,1056,3945,718,155856,5867,8915,1364,2258,822,10711,1634,7826,1626,2360,695,5726,1148,14455,1940,20302,2092,21974,2045,25167,1737,19881,1253,8968,858,7313,755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2135645,14606,483682,17234,216502,9488,27490,2954,5630,1135,26439,2609,12037,1933,4639,1128,9323,1872,29990,3208,22677,2813,24592,2658,22718,2207,19936,2210,6166,1121,4865,1093,267180,10931,26998,3099,4848,1127,27686,3611,12619,1948,3820,921,11497,2190,38109,3475,39120,3408,30153,2933,32103,2734,20609,2114,9513,1639,10105,1422,1651963,21789,804501,12335,42431,3295,7865,1756,55566,3946,39795,3170,13893,2159,27548,2649,87199,3544,113391,4106,115145,3846,131080,2913,91874,2664,51380,1854,27334,1419,847462,12671,40526,3226,9431,1722,56089,3670,31968,3211,13495,1712,26266,2567,84901,4511,109928,3724,121748,3803,140861,3573,105765,2549,61898,1827,44586,1735,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,183980,4832,47299,5031,21641,2849,3875,878,520,504,4258,1227,1263,725,1092,749,768,494,2024,595,2581,958,1410,734,2031,563,1325,555,285,262,209,177,25658,3022,3246,741,0,279,3284,1161,861,462,627,358,1025,524,3603,1055,4965,999,2707,843,2497,746,1589,653,743,346,511,315,136681,5883,70935,4001,2757,841,338,283,5348,1187,2491,611,1359,546,3204,692,6815,1077,10051,1491,12220,1056,12769,1178,8041,1068,3505,575,2037,455,65746,3427,4743,1104,1029,561,5625,1302,2693,799,588,322,2391,796,5961,1044,7831,1327,9849,1447,11553,987,6868,786,3623,642,2992,570,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,341051,5612,75389,8260,33131,4269,4221,1043,934,478,4666,1359,2525,1237,813,584,1362,586,3627,1164,2727,904,5134,1375,3601,856,2760,964,500,435,261,253,42258,4900,3861,1070,836,478,5051,1474,1941,842,264,217,1601,753,5103,1349,7630,1573,5211,1179,4761,1093,2697,797,2429,687,873,424,265662,8362,127759,4522,7921,1293,1748,666,12058,2009,6485,1207,2568,771,4508,830,14682,1550,17963,1256,17800,1287,19620,1106,12055,1064,7298,986,3053,606,137903,5202,7636,1445,564,375,11289,1608,5335,1236,2181,736,5118,1192,14159,1698,17457,1792,21618,1558,22661,1331,14439,994,9149,961,6297,606,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,181767,3195,37295,5839,16081,2605,2507,786,469,414,4169,1122,753,463,427,334,793,474,1488,732,1421,613,1701,736,1429,751,560,360,172,141,192,150,21214,3801,2211,940,585,379,2638,953,2078,771,329,247,763,445,2304,1074,2433,784,2652,778,2013,788,1586,595,1090,428,532,297,144472,6138,67786,2877,4768,949,780,530,5408,1083,3349,910,1288,500,2045,683,8210,1414,7808,1042,9650,1164,10711,863,7600,458,4087,367,2082,330,76686,4102,4698,1034,819,475,5906,1459,3308,1066,1050,576,2965,841,6684,1150,10269,855,12337,993,12488,873,8912,680,4568,440,2682,432,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,297061,3042,80412,6475,33806,3484,4208,1059,750,441,4137,982,2372,846,441,315,2070,694,5301,1251,2022,799,2560,880,4717,1171,3441,908,1171,583,616,339,46606,3854,3609,891,503,450,3953,1092,2858,939,1106,512,1603,487,6710,1552,5147,1310,5687,1299,6101,982,4283,1033,2828,824,2218,663,216649,6965,100241,3844,5239,1128,722,438,6411,1347,3148,816,1376,568,2482,754,9404,1471,15276,938,13535,918,16475,1169,12949,1014,7605,688,5619,406,116408,4148,5537,948,460,363,5561,1074,3999,1038,972,545,2793,698,9618,1679,17106,1343,14133,1290,18591,990,16694,1119,10305,904,10639,928,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2871335,15476,819923,24600,366927,13562,52252,4477,10770,2042,53829,5011,21673,2628,8035,1551,16479,2280,48916,3528,44449,4053,32132,3363,32073,3006,26469,2959,12331,2030,7519,1467,452996,15532,47956,3612,7706,1834,53007,4535,26041,3152,7224,1741,19376,2161,63765,4518,67970,5375,51432,4022,44219,3502,30077,2455,16784,1930,17439,1768,2051412,25975,970907,14522,61987,4011,12435,2245,86765,5210,49100,3583,17018,2175,34528,2601,110392,4626,138099,6029,139918,4427,144220,3990,95923,3262,52866,2794,27656,1613,1080505,16404,63904,3775,13295,2110,87891,5282,43583,3612,13384,2045,32800,2807,114766,4496,149817,5393,161958,4247,170669,4683,118753,3015,65723,2687,43962,2398,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
