GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002EA,B10051F_002MA,B10051F_003MA,B10051F_003EA,B10051F_004MA,B10051F_004EA,B10051F_005MA,B10051F_005EA,B10051F_006EA,B10051F_006MA,B10051F_007MA,B10051F_007EA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,18746,3003,8058,1758,5902,1541,2156,822,10688,2363,6257,1796,4431,1311,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,218026,11949,49751,4908,37379,4666,12372,2169,168275,10791,100774,8366,67501,5650,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,8968,1987,3703,1540,2611,1257,1092,622,5265,1393,2883,1140,2382,990,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,5489,1747,2125,921,1549,927,576,370,3364,1396,1900,1000,1464,822,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19270,3460,6206,1806,4469,1533,1737,1030,13064,3141,6593,2114,6471,2405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5977,1737,2218,1077,1951,1027,267,285,3759,1253,2384,1019,1375,566,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31739,4570,6742,1575,4845,1213,1897,759,24997,4171,13468,2732,11529,2499,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2259,929,395,292,333,280,62,98,1864,889,1062,703,802,564,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3146,1184,1820,926,1584,892,236,232,1326,744,927,654,399,302,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,7772,1881,1435,638,1213,511,222,281,6337,1740,3651,1316,2686,1049,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
