GEO_ID,B22005E_001E,B22005E_001M,B22005E_002E,B22005E_002M,B22005E_003E,B22005E_003M,NAME,B22005E_001MA,B22005E_001EA,B22005E_002MA,B22005E_002EA,B22005E_003MA,B22005E_003EA,state
0400000US01,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,01
0400000US02,1591,489,1074,466,517,282,Alaska,null,null,null,null,null,null,02
0400000US04,3056,851,333,277,2723,834,Arizona,null,null,null,null,null,null,04
0400000US05,655,214,51,81,604,225,Arkansas,null,null,null,null,null,null,05
0400000US06,36150,2617,4084,1213,32066,2545,California,null,null,null,null,null,null,06
0400000US08,1456,509,70,98,1386,512,Colorado,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,11
0400000US12,3777,1143,489,315,3288,1061,Florida,null,null,null,null,null,null,12
0400000US13,1065,419,152,178,913,394,Georgia,null,null,null,null,null,null,13
0400000US15,31644,1952,7186,1218,24458,1926,Hawaii,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,16
0400000US17,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,20
0400000US21,485,270,35,40,450,259,Kentucky,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,Maine,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,25
0400000US26,906,412,135,146,771,391,Michigan,null,null,null,null,null,null,26
0400000US27,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,28
0400000US29,1203,422,106,131,1097,421,Missouri,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,Montana,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,31
0400000US32,5367,1094,1167,655,4200,1009,Nevada,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,33
0400000US34,789,549,95,113,694,538,New Jersey,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,35
0400000US36,1821,675,319,272,1502,614,New York,null,null,null,null,null,null,36
0400000US37,1298,589,174,179,1124,551,North Carolina,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,39
0400000US40,1324,687,666,581,658,507,Oklahoma,null,null,null,null,null,null,40
0400000US41,3979,759,1285,492,2694,792,Oregon,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,46
0400000US47,556,375,170,198,386,320,Tennessee,null,null,null,null,null,null,47
0400000US48,5866,1400,533,366,5333,1405,Texas,null,null,null,null,null,null,48
0400000US49,5219,904,1084,405,4135,916,Utah,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,50
0400000US51,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,51
0400000US53,10045,1153,2929,974,7116,1222,Washington,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,54
0400000US55,670,353,209,171,461,353,Wisconsin,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,72
