GEO_ID,B25032G_001E,B25032G_001M,B25032G_002E,B25032G_002M,B25032G_003E,B25032G_003M,B25032G_004E,B25032G_004M,B25032G_005E,B25032G_005M,B25032G_006E,B25032G_006M,B25032G_007E,B25032G_007M,B25032G_008E,B25032G_008M,B25032G_009E,B25032G_009M,B25032G_010E,B25032G_010M,B25032G_011E,B25032G_011M,NAME,B25032G_001MA,B25032G_001EA,B25032G_002EA,B25032G_002MA,B25032G_003EA,B25032G_003MA,B25032G_004MA,B25032G_004EA,B25032G_005MA,B25032G_005EA,B25032G_006MA,B25032G_006EA,B25032G_007EA,B25032G_007MA,B25032G_008EA,B25032G_008MA,B25032G_009EA,B25032G_009MA,B25032G_010MA,B25032G_010EA,B25032G_011MA,B25032G_011EA,state
0400000US01,13979,1681,9615,1413,221,156,502,283,189,139,714,522,672,482,133,134,256,186,1677,517,0,265,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,10696,1644,5642,1190,431,299,552,365,1323,491,1020,553,436,277,767,444,230,229,295,189,0,235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31961,2538,18316,1993,1599,578,489,450,1610,697,1962,731,1560,654,972,552,1605,578,3672,1152,176,178,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,12950,1404,8258,1238,147,130,621,383,878,483,214,209,271,202,163,157,384,363,2014,484,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,252043,6517,138874,5498,15250,1786,6732,1292,17349,2040,18153,2353,13964,2196,13118,1604,17713,2132,10336,1630,554,416,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29776,2939,17151,1979,3081,991,1027,554,1138,414,1490,722,2351,737,1785,743,803,385,890,538,60,82,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,14261,1937,5628,1341,941,441,1099,498,2544,978,1892,650,531,409,514,361,1056,509,56,94,0,269,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,86789,4743,49391,3524,4797,1025,1349,603,4242,1161,5446,1344,6357,1499,3491,1189,4429,1048,7262,1637,25,42,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27705,2652,16430,1978,2035,818,458,384,918,523,1874,784,2106,1050,305,315,871,392,2653,896,55,90,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,60928,3301,35822,2834,3870,831,2562,834,2823,834,4250,1052,4698,1320,2147,791,4514,1060,242,257,0,267,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,42716,3347,21870,2370,2352,764,3043,959,3573,1177,3750,1162,2379,850,1645,620,2845,1008,1259,477,0,261,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,20319,2097,13438,1945,790,432,471,408,565,323,1249,594,1633,590,690,381,466,315,1017,420,0,263,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,7803,1542,4583,1074,293,277,167,227,538,386,664,416,665,445,418,427,109,165,366,223,0,221,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,13292,1807,8843,1454,512,338,378,267,952,514,1301,637,502,263,117,133,109,124,578,319,0,237,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,12300,1956,7819,1358,236,221,662,408,569,285,728,473,539,342,142,187,230,272,1375,558,0,267,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,10691,1464,5995,999,84,93,183,165,737,512,179,239,515,411,206,167,281,291,2471,748,40,95,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5413,996,2396,651,330,282,281,220,507,322,526,348,211,181,75,93,0,223,1087,573,0,223,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,24948,2477,10611,1570,5427,1178,516,336,473,321,2624,980,2482,1067,719,406,976,461,1120,625,0,277,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,26677,2951,8866,1316,921,499,3637,1203,4879,1265,3146,1087,1548,646,1856,746,1646,604,178,182,0,277,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,43197,2736,26848,2075,2097,696,1954,846,2493,873,2209,764,1869,673,1287,487,1284,523,3156,789,0,235,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16645,1826,8618,1274,1465,576,680,298,491,267,747,418,1163,500,1153,510,1648,612,680,366,0,208,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25802,2238,17091,2079,544,275,767,423,872,399,1598,652,1227,645,438,311,352,236,2913,689,0,253,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7227,1112,3292,790,1017,443,390,325,134,152,680,432,682,348,339,342,254,250,439,245,0,213,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16897,2393,9042,1522,1020,500,277,202,1169,597,1334,633,1145,640,403,381,1266,480,1241,768,0,292,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,33409,2928,13181,1871,3034,777,5107,1231,3084,1077,2268,885,2096,657,1731,807,2266,809,471,322,171,279,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17149,2289,10992,1665,374,229,456,456,1313,606,0,279,307,326,235,312,1598,778,1762,658,112,164,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,84583,4730,23551,2327,4160,960,10195,1813,7694,1294,6122,1311,5940,1154,11292,1829,14053,1747,1576,497,0,269,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,28962,2974,13458,1519,1327,620,758,384,2184,969,2615,1469,1306,633,1423,738,162,171,5729,1389,0,281,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,39611,3091,25279,2494,1954,755,2380,854,1975,626,2952,854,1703,700,681,382,1585,571,1102,430,0,261,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,67669,3244,45295,2648,2120,735,1518,685,1867,656,3416,1014,3407,1076,1351,583,1596,597,7074,1168,25,41,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27401,2321,15679,1776,700,357,1068,468,1595,526,2025,855,1516,801,1777,827,1193,480,1716,549,132,185,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
