GEO_ID,C20005D_001E,C20005D_001M,C20005D_002E,C20005D_002M,C20005D_003E,C20005D_003M,C20005D_004E,C20005D_004M,C20005D_005E,C20005D_005M,C20005D_006E,C20005D_006M,C20005D_007E,C20005D_007M,C20005D_008E,C20005D_008M,C20005D_009E,C20005D_009M,C20005D_010E,C20005D_010M,C20005D_011E,C20005D_011M,C20005D_012E,C20005D_012M,C20005D_013E,C20005D_013M,C20005D_014E,C20005D_014M,C20005D_015E,C20005D_015M,C20005D_016E,C20005D_016M,C20005D_017E,C20005D_017M,C20005D_018E,C20005D_018M,C20005D_019E,C20005D_019M,C20005D_020E,C20005D_020M,C20005D_021E,C20005D_021M,C20005D_022E,C20005D_022M,C20005D_023E,C20005D_023M,C20005D_024E,C20005D_024M,C20005D_025E,C20005D_025M,C20005D_026E,C20005D_026M,C20005D_027E,C20005D_027M,C20005D_028E,C20005D_028M,C20005D_029E,C20005D_029M,C20005D_030E,C20005D_030M,C20005D_031E,C20005D_031M,C20005D_032E,C20005D_032M,C20005D_033E,C20005D_033M,C20005D_034E,C20005D_034M,C20005D_035E,C20005D_035M,C20005D_036E,C20005D_036M,C20005D_037E,C20005D_037M,C20005D_038E,C20005D_038M,C20005D_039E,C20005D_039M,NAME,C20005D_001MA,C20005D_001EA,C20005D_002EA,C20005D_002MA,C20005D_003MA,C20005D_003EA,C20005D_004MA,C20005D_004EA,C20005D_005MA,C20005D_005EA,C20005D_006EA,C20005D_006MA,C20005D_007EA,C20005D_007MA,C20005D_008EA,C20005D_008MA,C20005D_009MA,C20005D_009EA,C20005D_010MA,C20005D_010EA,C20005D_011MA,C20005D_011EA,C20005D_012MA,C20005D_012EA,C20005D_013EA,C20005D_013MA,C20005D_014MA,C20005D_014EA,C20005D_015MA,C20005D_015EA,C20005D_016EA,C20005D_016MA,C20005D_017EA,C20005D_017MA,C20005D_018EA,C20005D_018MA,C20005D_019MA,C20005D_019EA,C20005D_020MA,C20005D_020EA,C20005D_021MA,C20005D_021EA,C20005D_022MA,C20005D_022EA,C20005D_023MA,C20005D_023EA,C20005D_024MA,C20005D_024EA,C20005D_025MA,C20005D_025EA,C20005D_026EA,C20005D_026MA,C20005D_027EA,C20005D_027MA,C20005D_028EA,C20005D_028MA,C20005D_029MA,C20005D_029EA,C20005D_030MA,C20005D_030EA,C20005D_031EA,C20005D_031MA,C20005D_032MA,C20005D_032EA,C20005D_033MA,C20005D_033EA,C20005D_034MA,C20005D_034EA,C20005D_035MA,C20005D_035EA,C20005D_036EA,C20005D_036MA,C20005D_037EA,C20005D_037MA,C20005D_038EA,C20005D_038MA,C20005D_039MA,C20005D_039EA,state
0400000US01,35162,2414,15999,1855,8039,1354,0,265,8039,1354,75,124,1204,538,1097,509,2020,646,1107,545,2536,1059,7960,1435,3532,1049,4428,806,1328,516,1301,558,685,411,575,391,233,180,306,241,19163,1362,5211,1128,0,265,5211,1128,366,322,1054,447,1215,536,1621,582,711,417,244,199,13952,1281,7327,1060,6625,1028,4110,1023,1478,473,692,304,134,140,126,121,85,95,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,24204,1409,10641,1148,4107,875,0,235,4107,875,131,131,202,194,1175,515,1392,632,815,491,392,252,6534,1199,1720,568,4814,1041,1393,632,932,453,1184,436,820,443,373,225,112,125,13563,812,5571,942,0,235,5571,942,182,138,1090,544,2122,657,1678,613,263,172,236,175,7992,1019,2924,622,5068,942,1801,628,1551,473,788,333,815,481,102,118,11,28,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,116395,1661,54303,1237,27454,2337,0,291,27454,2337,372,306,3075,1098,3414,832,7615,1563,6150,1472,6828,1443,26849,2187,10931,1511,15918,1876,6075,1360,3407,1014,1779,653,2160,802,911,427,1586,475,62092,1293,20207,1956,0,291,20207,1956,624,468,2815,930,4123,1099,5617,1188,5103,1313,1925,706,41885,1899,22158,2089,19727,1883,7267,1389,5787,1387,2763,808,1534,504,1118,620,1258,491,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21378,1544,8785,1030,4274,847,0,257,4274,847,157,185,470,338,263,225,1676,576,953,509,755,415,4511,885,1768,558,2743,717,694,386,657,304,849,518,330,241,98,126,115,185,12593,960,5037,892,0,257,5037,892,429,371,1481,801,1097,450,1104,642,735,433,191,178,7556,1193,3864,870,3692,1143,1536,722,1022,547,246,222,599,342,232,233,57,101,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3650045,10627,1728139,5991,829914,9357,117,190,829797,9299,13815,2049,65176,4492,101130,5419,209757,6804,180603,6080,259316,6540,898225,10455,457254,7636,440971,8915,149761,4949,92095,5035,53585,4156,66812,3726,35619,2745,43099,2866,1921906,6928,623757,9431,53,85,623704,9425,13405,1995,70338,4678,99782,5021,186017,6763,133854,5905,120308,5533,1298149,9911,750455,9805,547694,10127,208359,7638,117557,5259,66530,3279,75081,4226,46680,3110,33487,2652,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,104209,2663,49156,1842,25220,2002,0,271,25220,2002,461,295,1989,866,3180,1179,6869,1344,5856,1325,6865,1172,23936,2064,9902,1756,14034,1872,4272,1209,3432,1141,2170,960,2038,882,774,392,1348,585,55053,1695,19254,1937,0,271,19254,1937,2032,889,1742,697,3289,1013,6218,1255,3424,867,2549,758,35799,1989,17859,1848,17940,1643,6708,1161,4404,1044,2454,811,3274,879,815,353,285,197,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,91850,1602,44635,1148,24066,2044,0,269,24066,2044,447,360,1481,577,2780,829,4508,906,5369,1139,9481,1584,20569,1706,7168,1089,13401,1605,3983,958,3812,1098,1351,570,1911,722,992,511,1352,534,47215,1062,16110,1404,0,269,16110,1404,56,88,1352,692,2407,872,3566,831,4547,1028,4182,999,31105,1663,15277,1514,15828,1524,6785,1187,3081,693,2080,748,1674,578,1152,487,1056,501,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18518,888,8797,548,4741,640,0,261,4741,640,58,74,429,289,238,214,1633,572,1204,521,1179,485,4056,762,1689,654,2367,784,597,322,566,388,134,143,310,229,394,363,366,277,9721,478,3058,601,0,261,3058,601,42,59,394,345,267,192,570,331,920,330,865,400,6663,792,3891,752,2772,595,1139,354,500,271,327,229,696,459,54,90,56,94,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,17966,468,7624,456,4852,1125,0,292,4852,1125,79,130,0,292,610,534,2124,1066,307,305,1732,838,2772,1125,600,379,2172,942,518,464,375,367,279,299,298,370,585,681,117,190,10342,549,4196,763,0,292,4196,763,427,298,248,250,217,214,962,439,640,405,1702,741,6146,902,1578,530,4568,873,2002,696,1020,563,238,264,377,313,381,306,550,291,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,315762,3831,147578,2694,75899,3686,0,300,75899,3686,1737,796,8269,1298,14583,2248,18152,1943,14732,1920,18426,1908,71679,3654,30085,2195,41594,2877,16168,2076,7225,1503,5959,1245,5041,1294,3119,814,4082,950,168184,2483,55573,2888,0,300,55573,2888,1702,615,12110,1626,12559,1937,15457,1970,7060,1104,6685,1313,112611,3373,59317,2889,53294,2932,23198,2160,12738,1697,5439,1024,6168,1095,4180,972,1571,510,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
