GEO_ID,C21001E_001E,C21001E_001M,C21001E_002E,C21001E_002M,C21001E_003E,C21001E_003M,C21001E_004E,C21001E_004M,C21001E_005E,C21001E_005M,C21001E_006E,C21001E_006M,C21001E_007E,C21001E_007M,C21001E_008E,C21001E_008M,C21001E_009E,C21001E_009M,C21001E_010E,C21001E_010M,C21001E_011E,C21001E_011M,C21001E_012E,C21001E_012M,C21001E_013E,C21001E_013M,C21001E_014E,C21001E_014M,C21001E_015E,C21001E_015M,NAME,C21001E_001EA,C21001E_001MA,C21001E_002EA,C21001E_002MA,C21001E_003MA,C21001E_003EA,C21001E_004EA,C21001E_004MA,C21001E_005MA,C21001E_005EA,C21001E_006EA,C21001E_006MA,C21001E_007EA,C21001E_007MA,C21001E_008MA,C21001E_008EA,C21001E_009MA,C21001E_009EA,C21001E_010MA,C21001E_010EA,C21001E_011MA,C21001E_011EA,C21001E_012MA,C21001E_012EA,C21001E_013EA,C21001E_013MA,C21001E_014EA,C21001E_014MA,C21001E_015EA,C21001E_015MA,state
0400000US01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,96201,2976,47444,2334,43868,2356,5413,1143,38455,2471,3576,851,1363,557,2213,692,48757,1885,44009,1715,304,262,43705,1754,4748,1277,0,289,4748,1277,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
