GEO_ID,B23002G_001E,B23002G_001M,B23002G_002E,B23002G_002M,B23002G_003E,B23002G_003M,B23002G_004E,B23002G_004M,B23002G_005E,B23002G_005M,B23002G_006E,B23002G_006M,B23002G_007E,B23002G_007M,B23002G_008E,B23002G_008M,B23002G_009E,B23002G_009M,B23002G_010E,B23002G_010M,B23002G_011E,B23002G_011M,B23002G_012E,B23002G_012M,B23002G_013E,B23002G_013M,B23002G_014E,B23002G_014M,B23002G_015E,B23002G_015M,B23002G_016E,B23002G_016M,B23002G_017E,B23002G_017M,B23002G_018E,B23002G_018M,B23002G_019E,B23002G_019M,B23002G_020E,B23002G_020M,B23002G_021E,B23002G_021M,B23002G_022E,B23002G_022M,B23002G_023E,B23002G_023M,B23002G_024E,B23002G_024M,B23002G_025E,B23002G_025M,B23002G_026E,B23002G_026M,B23002G_027E,B23002G_027M,B23002G_028E,B23002G_028M,B23002G_029E,B23002G_029M,B23002G_030E,B23002G_030M,B23002G_031E,B23002G_031M,B23002G_032E,B23002G_032M,B23002G_033E,B23002G_033M,B23002G_034E,B23002G_034M,B23002G_035E,B23002G_035M,B23002G_036E,B23002G_036M,B23002G_037E,B23002G_037M,B23002G_038E,B23002G_038M,B23002G_039E,B23002G_039M,B23002G_040E,B23002G_040M,B23002G_041E,B23002G_041M,B23002G_042E,B23002G_042M,B23002G_043E,B23002G_043M,B23002G_044E,B23002G_044M,B23002G_045E,B23002G_045M,B23002G_046E,B23002G_046M,B23002G_047E,B23002G_047M,B23002G_048E,B23002G_048M,B23002G_049E,B23002G_049M,B23002G_050E,B23002G_050M,B23002G_051E,B23002G_051M,B23002G_052E,B23002G_052M,B23002G_053E,B23002G_053M,B23002G_054E,B23002G_054M,B23002G_055E,B23002G_055M,B23002G_056E,B23002G_056M,B23002G_057E,B23002G_057M,B23002G_058E,B23002G_058M,B23002G_059E,B23002G_059M,B23002G_060E,B23002G_060M,B23002G_061E,B23002G_061M,B23002G_062E,B23002G_062M,B23002G_063E,B23002G_063M,B23002G_064E,B23002G_064M,B23002G_065E,B23002G_065M,B23002G_066E,B23002G_066M,B23002G_067E,B23002G_067M,B23002G_068E,B23002G_068M,B23002G_069E,B23002G_069M,B23002G_070E,B23002G_070M,B23002G_071E,B23002G_071M,B23002G_072E,B23002G_072M,B23002G_073E,B23002G_073M,B23002G_074E,B23002G_074M,B23002G_075E,B23002G_075M,B23002G_076E,B23002G_076M,B23002G_077E,B23002G_077M,B23002G_078E,B23002G_078M,B23002G_079E,B23002G_079M,NAME,B23002G_001MA,B23002G_001EA,B23002G_002MA,B23002G_002EA,B23002G_003EA,B23002G_003MA,B23002G_004EA,B23002G_004MA,B23002G_005MA,B23002G_005EA,B23002G_006MA,B23002G_006EA,B23002G_007MA,B23002G_007EA,B23002G_008EA,B23002G_008MA,B23002G_009EA,B23002G_009MA,B23002G_010MA,B23002G_010EA,B23002G_011MA,B23002G_011EA,B23002G_012MA,B23002G_012EA,B23002G_013MA,B23002G_013EA,B23002G_014EA,B23002G_014MA,B23002G_015EA,B23002G_015MA,B23002G_016MA,B23002G_016EA,B23002G_017MA,B23002G_017EA,B23002G_018MA,B23002G_018EA,B23002G_019EA,B23002G_019MA,B23002G_020EA,B23002G_020MA,B23002G_021MA,B23002G_021EA,B23002G_022MA,B23002G_022EA,B23002G_023MA,B23002G_023EA,B23002G_024MA,B23002G_024EA,B23002G_025EA,B23002G_025MA,B23002G_026EA,B23002G_026MA,B23002G_027MA,B23002G_027EA,B23002G_028MA,B23002G_028EA,B23002G_029MA,B23002G_029EA,B23002G_030EA,B23002G_030MA,B23002G_031EA,B23002G_031MA,B23002G_032MA,B23002G_032EA,B23002G_033MA,B23002G_033EA,B23002G_034MA,B23002G_034EA,B23002G_035EA,B23002G_035MA,B23002G_036EA,B23002G_036MA,B23002G_037EA,B23002G_037MA,B23002G_038MA,B23002G_038EA,B23002G_039MA,B23002G_039EA,B23002G_040EA,B23002G_040MA,B23002G_041EA,B23002G_041MA,B23002G_042EA,B23002G_042MA,B23002G_043MA,B23002G_043EA,B23002G_044MA,B23002G_044EA,B23002G_045EA,B23002G_045MA,B23002G_046EA,B23002G_046MA,B23002G_047EA,B23002G_047MA,B23002G_048EA,B23002G_048MA,B23002G_049MA,B23002G_049EA,B23002G_050EA,B23002G_050MA,B23002G_051EA,B23002G_051MA,B23002G_052EA,B23002G_052MA,B23002G_053EA,B23002G_053MA,B23002G_054MA,B23002G_054EA,B23002G_055EA,B23002G_055MA,B23002G_056EA,B23002G_056MA,B23002G_057EA,B23002G_057MA,B23002G_058EA,B23002G_058MA,B23002G_059EA,B23002G_059MA,B23002G_060MA,B23002G_060EA,B23002G_061EA,B23002G_061MA,B23002G_062EA,B23002G_062MA,B23002G_063EA,B23002G_063MA,B23002G_064EA,B23002G_064MA,B23002G_065MA,B23002G_065EA,B23002G_066EA,B23002G_066MA,B23002G_067EA,B23002G_067MA,B23002G_068EA,B23002G_068MA,B23002G_069EA,B23002G_069MA,B23002G_070EA,B23002G_070MA,B23002G_071MA,B23002G_071EA,B23002G_072EA,B23002G_072MA,B23002G_073EA,B23002G_073MA,B23002G_074EA,B23002G_074MA,B23002G_075EA,B23002G_075MA,B23002G_076MA,B23002G_076EA,B23002G_077EA,B23002G_077MA,B23002G_078EA,B23002G_078MA,B23002G_079EA,B23002G_079MA,state
0400000US01,29898,2587,13129,1583,1595,495,620,336,0,265,620,336,568,311,52,64,975,394,1435,464,978,372,87,149,891,357,800,334,91,104,457,303,7328,1322,5800,1124,58,101,5742,1127,5442,1049,300,253,1528,555,1776,534,603,306,0,265,603,306,495,252,108,172,1173,489,318,221,117,158,117,158,0,265,201,169,677,356,200,238,200,238,0,265,477,258,16769,1812,2034,728,1075,472,0,265,1075,472,888,449,187,208,959,593,1587,559,1016,431,0,265,1016,431,575,359,441,266,571,288,8004,1194,4950,1069,0,265,4950,1069,4380,1022,570,355,3054,715,2558,687,640,434,0,265,640,434,603,431,37,70,1918,576,907,344,181,206,181,206,0,265,726,292,1679,529,188,191,101,121,87,97,1491,477,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28887,3014,14915,1902,3067,1051,1893,1039,0,235,1893,1039,712,496,1181,807,1174,456,2538,935,1803,799,189,176,1614,791,1082,675,532,433,735,550,7644,1422,6191,1387,64,69,6127,1386,5687,1335,440,280,1453,612,1288,451,903,370,0,235,903,370,903,370,0,235,385,229,93,84,25,40,25,40,0,235,68,77,285,183,0,235,0,235,0,235,285,183,13972,1749,3375,958,2092,796,0,235,2092,796,1581,673,511,508,1283,572,1442,529,1331,538,0,235,1331,538,683,319,648,436,111,107,7422,1012,5373,1000,0,235,5373,1000,5130,998,243,220,2049,689,1197,653,740,434,0,235,740,434,740,434,0,235,457,381,76,65,21,47,0,235,21,47,55,52,460,247,13,24,13,24,0,235,447,246,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,77659,4971,38602,3074,5421,1120,2366,768,0,291,2366,768,1331,439,1035,571,3055,887,5460,1335,4971,1299,81,84,4890,1297,4179,1179,711,443,489,265,21597,2072,16457,1934,157,183,16300,1913,15045,1759,1255,598,5140,1024,3077,853,2276,792,0,291,2276,792,2241,775,35,59,801,411,990,439,349,294,349,294,0,291,641,341,2057,645,334,256,334,256,0,291,1723,572,39057,3579,6883,1379,3805,1006,0,291,3805,1006,3159,986,646,431,3078,902,4184,847,3408,788,0,291,3408,788,3112,766,296,202,776,422,20347,2440,13942,1834,0,291,13942,1834,12976,1735,966,565,6405,1516,4773,1124,2403,922,0,291,2403,922,2345,914,58,99,2370,757,767,323,94,151,94,151,0,291,673,309,2103,713,254,248,254,248,0,291,1849,621,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,681849,15977,334500,10676,56780,4826,23269,2967,346,245,22923,2990,16697,2416,6226,1372,33511,3332,50046,4427,37791,3873,2446,1027,35345,3711,31002,3378,4343,1252,12255,1892,180789,6822,147250,6271,1657,580,145593,6135,135843,5838,9750,1741,33539,2964,26026,2410,16758,1824,127,199,16631,1811,15352,1674,1279,494,9268,1666,7319,1237,2342,891,2084,845,258,262,4977,972,13540,1367,2199,640,1946,639,253,191,11341,1274,347349,9145,56413,3905,25136,2631,370,403,24766,2593,18525,2079,6241,1475,31277,3196,49498,4075,37040,3538,374,276,36666,3517,32316,3234,4350,1339,12458,1715,184365,6627,135060,5954,260,231,134800,5951,123700,5281,11100,1989,49305,3258,30537,2535,17345,1965,0,289,17345,1965,16157,1869,1188,584,13192,1610,8084,1402,2234,746,1900,677,334,243,5850,1285,18452,2061,1767,601,1698,574,69,116,16685,1912,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,65740,4730,31721,2996,4777,1196,1767,665,0,271,1767,665,1102,488,665,363,3010,951,4855,1202,4116,1229,153,133,3963,1225,3468,1142,495,328,739,414,17780,2157,14227,1958,217,162,14010,1929,12901,1759,1109,576,3553,895,2369,729,1494,554,0,271,1494,554,1494,554,0,271,875,416,840,427,402,311,402,311,0,271,438,283,1100,420,226,164,226,164,0,271,874,396,34019,3164,5087,1116,2917,867,0,271,2917,867,2482,777,435,315,2170,679,6214,1448,4449,1202,37,79,4412,1206,3469,993,943,505,1765,836,17358,2124,13465,1890,28,48,13437,1892,12508,1824,929,579,3893,943,3082,819,2314,701,0,271,2314,701,2295,701,19,34,768,418,725,492,137,139,137,139,0,271,588,471,1553,635,223,302,223,302,0,271,1330,479,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,34341,3742,15741,2327,2302,758,825,484,0,269,825,484,554,385,271,269,1477,556,1945,674,1425,593,226,218,1199,542,932,484,267,267,520,283,9656,1887,7857,1728,0,269,7857,1728,6886,1639,971,439,1799,720,1138,429,748,360,0,269,748,360,590,269,158,258,390,233,153,162,0,269,0,269,0,269,153,162,547,310,68,112,68,112,0,269,479,290,18600,2235,3034,847,2218,762,0,269,2218,762,1503,571,715,376,816,359,2285,770,1705,663,0,269,1705,663,1499,634,206,192,580,381,10675,1822,7932,1526,0,269,7932,1526,7360,1544,572,340,2743,832,1217,477,768,309,0,269,768,309,623,281,145,170,449,292,415,225,115,145,115,145,0,269,300,212,974,507,0,269,0,269,0,269,974,507,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,191180,8789,97096,5596,12209,1997,5624,1431,145,172,5479,1407,4454,1183,1025,751,6585,1564,9611,2135,7636,1996,331,258,7305,1987,6371,1847,934,512,1975,717,57135,4253,48868,3947,818,412,48050,3967,44940,3918,3110,977,8267,1509,8945,1405,5559,1128,0,300,5559,1128,5281,1063,278,337,3386,710,3436,770,599,319,552,307,47,77,2837,738,5760,1039,768,319,696,319,72,138,4992,977,94084,5391,11582,1936,5166,1159,12,19,5154,1158,4331,1103,823,488,6416,1344,9672,1519,8074,1326,33,56,8041,1323,7435,1286,606,298,1598,651,50366,3861,36397,3193,314,259,36083,3192,34099,3005,1984,644,13969,1923,11570,1450,5822,1198,0,300,5822,1198,5759,1190,63,114,5748,1075,2877,720,559,384,488,361,71,125,2318,633,8017,1413,725,444,725,444,0,300,7292,1322,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
