GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001EA,B21001B_001MA,B21001B_002EA,B21001B_002MA,B21001B_003EA,B21001B_003MA,B21001B_004MA,B21001B_004EA,B21001B_005MA,B21001B_005EA,B21001B_006EA,B21001B_006MA,B21001B_007EA,B21001B_007MA,B21001B_008EA,B21001B_008MA,B21001B_009EA,B21001B_009MA,B21001B_010MA,B21001B_010EA,B21001B_011MA,B21001B_011EA,B21001B_012EA,B21001B_012MA,B21001B_013EA,B21001B_013MA,B21001B_014EA,B21001B_014MA,B21001B_015MA,B21001B_015EA,B21001B_016MA,B21001B_016EA,B21001B_017EA,B21001B_017MA,B21001B_018EA,B21001B_018MA,B21001B_019EA,B21001B_019MA,B21001B_020EA,B21001B_020MA,B21001B_021MA,B21001B_021EA,B21001B_022MA,B21001B_022EA,B21001B_023EA,B21001B_023MA,B21001B_024EA,B21001B_024MA,B21001B_025MA,B21001B_025EA,B21001B_026MA,B21001B_026EA,B21001B_027MA,B21001B_027EA,B21001B_028MA,B21001B_028EA,B21001B_029EA,B21001B_029MA,B21001B_030EA,B21001B_030MA,B21001B_031MA,B21001B_031EA,B21001B_032MA,B21001B_032EA,B21001B_033MA,B21001B_033EA,state
0400000US01,857591,3150,387203,2077,147123,2305,7008,1633,140115,2694,149857,2277,31445,2645,118412,3380,48649,1519,16828,1737,31821,1947,24491,1421,6603,1153,17888,1576,17083,1132,7441,858,9642,1125,470388,2284,161098,1928,3346,937,157752,2118,181175,2139,4416,1034,176759,2394,59313,1107,958,451,58355,1210,34356,1343,49,84,34307,1338,34446,1238,54,70,34392,1245,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,15728,1013,7954,755,3423,575,806,638,2617,828,3356,474,1190,517,2166,611,841,285,635,270,206,182,68,92,60,92,8,14,266,269,266,269,0,235,7774,737,3135,845,232,357,2903,922,3302,729,508,532,2794,812,649,217,71,114,578,217,67,101,0,235,67,101,621,476,0,235,621,476,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,143998,2496,75221,1577,30756,1264,2562,843,28194,1398,30336,906,8642,1294,21694,1599,7973,401,4191,747,3782,792,4094,511,2591,607,1503,478,2062,261,1477,393,585,311,68777,1640,24954,1329,668,449,24286,1409,27538,1275,1152,599,26386,1342,8508,563,165,136,8343,569,4452,554,0,291,4452,554,3325,413,0,291,3325,413,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,301206,2671,137491,1908,52674,2106,3204,878,49470,2279,55420,1916,12828,2006,42592,2218,16343,961,5795,1040,10548,1196,8289,737,2025,577,6264,715,4765,631,1628,432,3137,604,163715,2083,58845,1887,1525,668,57320,1926,63508,1795,1894,655,61614,1829,18089,887,188,159,17901,880,9984,824,68,83,9916,812,13289,989,161,192,13128,1004,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1605812,8417,771312,5762,274653,4309,15229,2165,259424,4473,326895,3761,62621,4072,264274,5274,88686,1337,33964,2265,54722,1952,49907,1329,27487,1964,22420,1912,31171,932,19641,1301,11530,1326,834500,4841,269972,3552,3870,1184,266102,3507,340699,3127,9338,1746,331361,3578,105526,1391,1832,681,103694,1546,64623,1198,1457,428,63166,1270,53680,1029,1097,461,52583,1101,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,125766,3006,65593,2141,23519,1525,2440,915,21079,1644,30346,1141,9392,1426,20954,1651,7230,605,4198,735,3032,731,3085,384,2463,575,622,516,1413,351,1154,390,259,239,60173,1913,21634,1581,671,424,20963,1525,25056,1011,896,417,24160,1062,6633,512,412,333,6221,571,3994,440,0,271,3994,440,2856,431,0,271,2856,431,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,233318,3206,107411,2222,40560,1881,1904,886,38656,1992,44786,854,6533,1282,38253,1382,11717,612,3588,884,8129,974,6719,347,2062,607,4657,626,3629,250,2146,397,1483,418,125907,1834,42674,1257,836,529,41838,1338,51516,1162,1037,588,50479,1279,15739,424,225,237,15514,522,9197,427,0,269,9197,427,6781,283,0,269,6781,283,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,124495,1272,57693,742,21552,773,1734,837,19818,1075,23533,750,5194,1180,18339,1285,6948,323,2301,582,4647,623,3615,288,1507,440,2108,410,2045,303,1301,319,744,330,66802,924,22982,815,453,373,22529,862,27579,611,387,249,27192,619,8266,308,136,134,8130,329,4519,289,98,121,4421,309,3456,327,0,261,3456,327,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,240796,1800,103253,798,32094,597,790,461,31304,748,39827,606,7189,1243,32638,1354,14775,82,4517,910,10258,923,9187,148,4387,701,4800,666,7370,92,4298,613,3072,623,137543,1442,39050,1011,203,254,38847,1020,48594,624,637,417,47957,776,19914,306,146,180,19768,358,14073,278,45,76,14028,290,15912,282,195,162,15717,349,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1919073,9132,902296,5679,359107,5206,22388,3373,336719,5152,358802,4337,61827,3896,296975,5269,96672,1935,22950,2027,73722,2515,56419,1482,13416,1355,43003,1677,31296,1359,12197,1164,19099,1569,1016777,5911,367888,3648,5434,1445,362454,3845,401284,3952,10979,2108,390305,4174,116808,2317,1705,689,115103,2415,71833,1765,565,299,71268,1793,58964,1753,546,309,58418,1729,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
