GEO_ID,B19037B_001E,B19037B_001M,B19037B_002E,B19037B_002M,B19037B_003E,B19037B_003M,B19037B_004E,B19037B_004M,B19037B_005E,B19037B_005M,B19037B_006E,B19037B_006M,B19037B_007E,B19037B_007M,B19037B_008E,B19037B_008M,B19037B_009E,B19037B_009M,B19037B_010E,B19037B_010M,B19037B_011E,B19037B_011M,B19037B_012E,B19037B_012M,B19037B_013E,B19037B_013M,B19037B_014E,B19037B_014M,B19037B_015E,B19037B_015M,B19037B_016E,B19037B_016M,B19037B_017E,B19037B_017M,B19037B_018E,B19037B_018M,B19037B_019E,B19037B_019M,B19037B_020E,B19037B_020M,B19037B_021E,B19037B_021M,B19037B_022E,B19037B_022M,B19037B_023E,B19037B_023M,B19037B_024E,B19037B_024M,B19037B_025E,B19037B_025M,B19037B_026E,B19037B_026M,B19037B_027E,B19037B_027M,B19037B_028E,B19037B_028M,B19037B_029E,B19037B_029M,B19037B_030E,B19037B_030M,B19037B_031E,B19037B_031M,B19037B_032E,B19037B_032M,B19037B_033E,B19037B_033M,B19037B_034E,B19037B_034M,B19037B_035E,B19037B_035M,B19037B_036E,B19037B_036M,B19037B_037E,B19037B_037M,B19037B_038E,B19037B_038M,B19037B_039E,B19037B_039M,B19037B_040E,B19037B_040M,B19037B_041E,B19037B_041M,B19037B_042E,B19037B_042M,B19037B_043E,B19037B_043M,B19037B_044E,B19037B_044M,B19037B_045E,B19037B_045M,B19037B_046E,B19037B_046M,B19037B_047E,B19037B_047M,B19037B_048E,B19037B_048M,B19037B_049E,B19037B_049M,B19037B_050E,B19037B_050M,B19037B_051E,B19037B_051M,B19037B_052E,B19037B_052M,B19037B_053E,B19037B_053M,B19037B_054E,B19037B_054M,B19037B_055E,B19037B_055M,B19037B_056E,B19037B_056M,B19037B_057E,B19037B_057M,B19037B_058E,B19037B_058M,B19037B_059E,B19037B_059M,B19037B_060E,B19037B_060M,B19037B_061E,B19037B_061M,B19037B_062E,B19037B_062M,B19037B_063E,B19037B_063M,B19037B_064E,B19037B_064M,B19037B_065E,B19037B_065M,B19037B_066E,B19037B_066M,B19037B_067E,B19037B_067M,B19037B_068E,B19037B_068M,B19037B_069E,B19037B_069M,NAME,B19037B_001MA,B19037B_001EA,B19037B_002EA,B19037B_002MA,B19037B_003EA,B19037B_003MA,B19037B_004EA,B19037B_004MA,B19037B_005MA,B19037B_005EA,B19037B_006MA,B19037B_006EA,B19037B_007MA,B19037B_007EA,B19037B_008EA,B19037B_008MA,B19037B_009EA,B19037B_009MA,B19037B_010MA,B19037B_010EA,B19037B_011MA,B19037B_011EA,B19037B_012MA,B19037B_012EA,B19037B_013EA,B19037B_013MA,B19037B_014EA,B19037B_014MA,B19037B_015MA,B19037B_015EA,B19037B_016MA,B19037B_016EA,B19037B_017MA,B19037B_017EA,B19037B_018EA,B19037B_018MA,B19037B_019EA,B19037B_019MA,B19037B_020MA,B19037B_020EA,B19037B_021MA,B19037B_021EA,B19037B_022MA,B19037B_022EA,B19037B_023EA,B19037B_023MA,B19037B_024EA,B19037B_024MA,B19037B_025EA,B19037B_025MA,B19037B_026EA,B19037B_026MA,B19037B_027EA,B19037B_027MA,B19037B_028MA,B19037B_028EA,B19037B_029MA,B19037B_029EA,B19037B_030EA,B19037B_030MA,B19037B_031EA,B19037B_031MA,B19037B_032EA,B19037B_032MA,B19037B_033MA,B19037B_033EA,B19037B_034MA,B19037B_034EA,B19037B_035EA,B19037B_035MA,B19037B_036EA,B19037B_036MA,B19037B_037EA,B19037B_037MA,B19037B_038EA,B19037B_038MA,B19037B_039MA,B19037B_039EA,B19037B_040MA,B19037B_040EA,B19037B_041EA,B19037B_041MA,B19037B_042EA,B19037B_042MA,B19037B_043EA,B19037B_043MA,B19037B_044MA,B19037B_044EA,B19037B_045MA,B19037B_045EA,B19037B_046EA,B19037B_046MA,B19037B_047EA,B19037B_047MA,B19037B_048EA,B19037B_048MA,B19037B_049EA,B19037B_049MA,B19037B_050MA,B19037B_050EA,B19037B_051MA,B19037B_051EA,B19037B_052EA,B19037B_052MA,B19037B_053EA,B19037B_053MA,B19037B_054EA,B19037B_054MA,B19037B_055MA,B19037B_055EA,B19037B_056MA,B19037B_056EA,B19037B_057EA,B19037B_057MA,B19037B_058EA,B19037B_058MA,B19037B_059EA,B19037B_059MA,B19037B_060MA,B19037B_060EA,B19037B_061MA,B19037B_061EA,B19037B_062MA,B19037B_062EA,B19037B_063EA,B19037B_063MA,B19037B_064EA,B19037B_064MA,B19037B_065MA,B19037B_065EA,B19037B_066MA,B19037B_066EA,B19037B_067MA,B19037B_067EA,B19037B_068EA,B19037B_068MA,B19037B_069EA,B19037B_069MA,state
0400000US01,448887,5986,27383,2849,10110,1821,4087,1164,3080,1095,3401,1326,1592,843,1426,626,936,602,628,388,341,396,669,414,600,575,302,391,102,161,59,102,0,265,50,89,178697,4506,34127,3161,14551,2126,17531,2685,15005,2279,13121,2089,12173,1806,9421,1485,8453,1665,7150,1418,14296,2426,13907,2343,12690,1978,3982,1212,845,472,967,547,478,304,167070,4207,27665,2937,15322,2151,15582,2048,12212,1705,12318,1657,12155,1829,8744,1424,7477,1294,7340,1325,12092,1741,13315,1763,10539,1458,6736,1271,3123,948,1605,451,845,350,75737,1987,21594,1872,12111,1799,10135,1659,6546,1032,5172,994,3697,847,3201,747,3488,832,1796,583,2469,746,2169,730,2249,626,608,320,84,100,85,100,333,302,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,68262,2992,5523,1176,1402,584,477,414,169,163,309,315,285,250,587,444,433,373,665,659,89,146,661,417,49,92,146,204,192,215,59,97,0,291,0,291,31360,2435,2093,799,1107,650,1498,692,2104,876,1596,768,2945,1032,1829,712,1923,905,1896,699,3345,931,5255,1321,2829,960,1964,900,397,316,316,248,263,299,23789,1819,2330,857,1415,505,1369,685,1249,639,2428,839,1082,492,1514,672,943,495,847,416,2064,787,2663,752,2208,572,1664,640,584,301,985,419,444,327,7590,986,875,431,897,451,652,350,968,536,325,180,284,198,496,370,526,332,301,236,538,332,590,376,755,353,88,108,49,84,86,102,160,159,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,168141,3490,16878,2048,8300,1768,1903,725,2595,1068,1291,734,562,556,493,367,756,620,343,279,0,257,71,117,564,512,0,257,0,257,0,257,0,257,0,257,65628,2633,12220,1780,5712,1291,6884,1602,4745,1250,5499,1315,4996,1304,3799,1079,4175,1513,2031,702,5383,1203,4555,1275,4551,1264,597,396,376,350,105,181,0,257,61164,2503,11005,1733,7442,1381,4385,922,3644,860,4333,1037,3790,858,3792,947,2938,815,3226,1117,5334,1363,4561,1022,4293,929,1214,479,356,205,851,489,0,257,24471,1475,8792,1207,3538,677,3236,753,1702,480,1101,380,1233,472,1003,397,838,449,309,185,737,309,549,315,599,296,561,400,242,234,31,60,0,257,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,787029,8861,37093,3654,6814,1376,3215,1130,4510,1272,4351,1339,4043,1329,3330,1516,2939,1109,364,329,1309,667,1923,861,1660,780,1750,969,315,309,393,514,177,288,0,289,323765,6415,37530,3166,19544,2460,17557,2809,20481,3232,17390,2667,22029,3159,18165,2720,18847,2860,12147,1851,30154,3066,33571,3292,35611,3721,18145,2649,9619,1610,8288,1764,4687,1087,300523,5155,31433,2512,22004,2487,13553,1895,14561,2012,12433,1905,15959,2170,14916,2043,12896,1943,12157,1668,23798,2588,30689,2845,43312,3600,21247,2175,12771,1540,11355,1704,7439,1540,125648,3259,19918,2240,19631,1853,10933,1392,8970,1140,8788,1560,6264,1096,5585,944,5557,989,4957,1011,7965,1221,8608,1126,8823,1366,4785,996,2098,578,1656,530,1110,460,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,70402,2919,5945,1236,1426,699,978,693,595,472,697,516,539,536,530,551,258,319,135,227,275,305,149,247,158,257,205,243,0,271,0,271,0,271,0,271,30550,2218,3824,1172,1721,754,1883,872,1790,636,2766,1069,2765,1069,1411,566,1378,707,2361,912,2671,970,2861,911,2451,950,1360,725,727,321,516,358,65,114,26621,1372,3355,1009,1610,573,1597,704,1381,638,1373,675,1675,806,1940,766,1719,821,1419,710,1898,718,2051,831,2559,767,1778,549,847,516,727,434,692,505,7286,783,1411,558,1062,438,743,404,770,485,569,346,552,305,293,196,254,201,150,177,478,350,409,244,343,226,82,144,84,136,86,153,0,271,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,115178,2783,5238,1067,1159,527,534,420,274,292,547,414,636,437,390,272,628,560,63,110,156,191,308,426,215,225,89,150,153,193,86,145,0,269,0,269,51659,2366,5336,1118,2374,776,2440,788,3476,1255,2260,796,3872,1074,4043,1103,2274,791,2322,1026,5311,1106,5203,1394,5385,1250,3842,1319,1824,740,1189,743,508,239,41879,1826,5331,1283,1939,739,1712,809,1636,560,2357,721,2201,751,1876,698,2269,712,1739,670,4055,1121,5171,997,5503,1311,2688,645,1785,620,943,403,674,331,16402,1493,2900,1133,2074,639,1676,627,1020,540,1068,450,1064,522,1043,453,829,434,725,410,1025,438,1201,495,655,338,476,249,360,348,152,150,134,153,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,60254,2390,3270,1055,575,533,506,465,248,254,268,296,489,435,446,396,234,286,0,261,77,131,206,327,66,125,155,210,0,261,0,261,0,261,0,261,26479,1783,1919,782,974,520,2214,959,2152,816,1439,748,1171,565,2548,965,1476,800,2109,849,2650,1025,2402,878,2894,978,1397,585,431,416,522,434,181,175,21818,1404,2314,712,933,413,578,404,1221,485,627,367,1003,444,1108,618,1527,611,1209,464,1961,737,2702,741,2671,821,1561,553,1163,523,629,299,611,372,8687,680,1413,622,1414,517,526,270,936,384,570,312,445,260,550,331,508,319,286,239,517,295,522,345,406,281,350,293,176,174,0,261,68,114,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,128356,2912,4519,1091,1896,797,318,379,183,204,294,297,411,349,303,278,109,175,369,369,146,183,45,73,317,312,128,148,0,292,0,292,0,292,0,292,41626,2234,7109,1538,2457,788,1923,769,2664,1077,2450,791,2760,956,2387,810,2322,787,2234,816,3390,905,2889,907,3654,990,2098,775,904,431,1397,680,988,507,50247,2104,9210,1708,2922,747,2656,930,2943,880,2368,678,2930,787,2071,751,2787,812,1866,556,4424,891,3739,932,5206,1217,2861,908,1723,656,1125,480,1416,671,31964,1475,6582,1159,3491,838,3649,959,2095,683,1152,492,2055,651,1949,597,1595,516,1000,423,2182,568,1415,455,1965,601,969,438,741,338,723,414,401,375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,927344,10134,70871,5050,18304,2390,8317,1883,7427,1731,9541,1897,6372,1857,5048,1678,2249,829,2359,925,3649,1355,2636,909,2988,997,1357,740,284,269,55,91,126,204,159,299,395253,6604,39197,3669,25529,2805,29804,3049,34985,3700,35067,3676,31921,3425,23982,2616,22831,3298,17189,2745,35629,3503,38657,3342,35838,3310,12712,1975,5612,1500,4259,990,2041,967,326262,6746,35788,3439,24264,2147,20218,2555,21681,2410,21876,2745,23834,2403,20177,2356,15909,2123,17485,2507,29127,2510,32343,2736,32249,2965,14909,1776,7031,1458,5884,1287,3487,922,134958,3304,32411,2915,18510,2218,13310,1772,10498,1646,8974,1354,7609,1334,7420,1309,6769,1287,5531,1114,7122,1290,6313,1075,5568,1108,2708,738,858,421,930,458,427,210,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
