GEO_ID,B17001F_001E,B17001F_001M,B17001F_002E,B17001F_002M,B17001F_003E,B17001F_003M,B17001F_004E,B17001F_004M,B17001F_005E,B17001F_005M,B17001F_006E,B17001F_006M,B17001F_007E,B17001F_007M,B17001F_008E,B17001F_008M,B17001F_009E,B17001F_009M,B17001F_010E,B17001F_010M,B17001F_011E,B17001F_011M,B17001F_012E,B17001F_012M,B17001F_013E,B17001F_013M,B17001F_014E,B17001F_014M,B17001F_015E,B17001F_015M,B17001F_016E,B17001F_016M,B17001F_017E,B17001F_017M,B17001F_018E,B17001F_018M,B17001F_019E,B17001F_019M,B17001F_020E,B17001F_020M,B17001F_021E,B17001F_021M,B17001F_022E,B17001F_022M,B17001F_023E,B17001F_023M,B17001F_024E,B17001F_024M,B17001F_025E,B17001F_025M,B17001F_026E,B17001F_026M,B17001F_027E,B17001F_027M,B17001F_028E,B17001F_028M,B17001F_029E,B17001F_029M,B17001F_030E,B17001F_030M,B17001F_031E,B17001F_031M,B17001F_032E,B17001F_032M,B17001F_033E,B17001F_033M,B17001F_034E,B17001F_034M,B17001F_035E,B17001F_035M,B17001F_036E,B17001F_036M,B17001F_037E,B17001F_037M,B17001F_038E,B17001F_038M,B17001F_039E,B17001F_039M,B17001F_040E,B17001F_040M,B17001F_041E,B17001F_041M,B17001F_042E,B17001F_042M,B17001F_043E,B17001F_043M,B17001F_044E,B17001F_044M,B17001F_045E,B17001F_045M,B17001F_046E,B17001F_046M,B17001F_047E,B17001F_047M,B17001F_048E,B17001F_048M,B17001F_049E,B17001F_049M,B17001F_050E,B17001F_050M,B17001F_051E,B17001F_051M,B17001F_052E,B17001F_052M,B17001F_053E,B17001F_053M,B17001F_054E,B17001F_054M,B17001F_055E,B17001F_055M,B17001F_056E,B17001F_056M,B17001F_057E,B17001F_057M,B17001F_058E,B17001F_058M,B17001F_059E,B17001F_059M,NAME,B17001F_001EA,B17001F_001MA,B17001F_002MA,B17001F_002EA,B17001F_003MA,B17001F_003EA,B17001F_004EA,B17001F_004MA,B17001F_005EA,B17001F_005MA,B17001F_006EA,B17001F_006MA,B17001F_007MA,B17001F_007EA,B17001F_008MA,B17001F_008EA,B17001F_009EA,B17001F_009MA,B17001F_010EA,B17001F_010MA,B17001F_011EA,B17001F_011MA,B17001F_012MA,B17001F_012EA,B17001F_013MA,B17001F_013EA,B17001F_014EA,B17001F_014MA,B17001F_015EA,B17001F_015MA,B17001F_016EA,B17001F_016MA,B17001F_017MA,B17001F_017EA,B17001F_018MA,B17001F_018EA,B17001F_019MA,B17001F_019EA,B17001F_020MA,B17001F_020EA,B17001F_021MA,B17001F_021EA,B17001F_022EA,B17001F_022MA,B17001F_023EA,B17001F_023MA,B17001F_024MA,B17001F_024EA,B17001F_025MA,B17001F_025EA,B17001F_026MA,B17001F_026EA,B17001F_027EA,B17001F_027MA,B17001F_028MA,B17001F_028EA,B17001F_029MA,B17001F_029EA,B17001F_030MA,B17001F_030EA,B17001F_031MA,B17001F_031EA,B17001F_032EA,B17001F_032MA,B17001F_033EA,B17001F_033MA,B17001F_034MA,B17001F_034EA,B17001F_035MA,B17001F_035EA,B17001F_036MA,B17001F_036EA,B17001F_037MA,B17001F_037EA,B17001F_038EA,B17001F_038MA,B17001F_039MA,B17001F_039EA,B17001F_040MA,B17001F_040EA,B17001F_041MA,B17001F_041EA,B17001F_042MA,B17001F_042EA,B17001F_043EA,B17001F_043MA,B17001F_044EA,B17001F_044MA,B17001F_045MA,B17001F_045EA,B17001F_046MA,B17001F_046EA,B17001F_047EA,B17001F_047MA,B17001F_048MA,B17001F_048EA,B17001F_049EA,B17001F_049MA,B17001F_050MA,B17001F_050EA,B17001F_051MA,B17001F_051EA,B17001F_052EA,B17001F_052MA,B17001F_053MA,B17001F_053EA,B17001F_054EA,B17001F_054MA,B17001F_055EA,B17001F_055MA,B17001F_056MA,B17001F_056EA,B17001F_057MA,B17001F_057EA,B17001F_058EA,B17001F_058MA,B17001F_059EA,B17001F_059MA,state
0400000US01,34264,4295,10652,2934,5428,1751,742,560,207,233,1483,720,204,285,92,142,207,326,543,534,1010,609,466,297,222,192,215,251,0,265,37,62,5224,1478,1524,688,158,231,541,463,0,265,121,193,25,49,832,570,1048,589,482,326,257,283,152,130,0,265,84,116,23612,3291,14208,2261,1699,729,385,249,1596,663,473,324,39,72,240,209,2281,671,3975,1071,2061,641,1250,581,209,152,0,265,0,265,9404,1547,1262,502,320,285,1094,545,383,386,136,148,191,183,1206,507,1711,525,1884,627,622,367,329,280,95,102,171,249,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,621408,18877,120966,12041,56169,6561,7210,1457,1775,743,8997,1658,4200,1277,1173,505,3332,1046,8334,2121,6459,1446,5001,2149,5078,1275,1972,859,858,445,1780,866,64797,6827,8478,1707,1100,679,9351,2037,2430,795,1042,574,2609,879,10374,2176,10317,1855,8725,1626,5022,1195,2456,886,1796,507,1097,522,500442,19482,260567,11761,21463,2423,3576,963,27440,2800,15519,2187,4798,1202,7781,1343,29733,3406,53343,4200,43500,3352,29105,2551,14593,1524,7268,1106,2448,675,239875,9983,22981,2716,5119,1079,26163,2618,12230,1507,4740,1237,8882,1356,25555,2014,40026,3002,36545,2479,28278,2079,14413,1590,8819,1155,6124,1122,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65658,5367,18446,3990,9728,2427,1474,581,382,292,1407,614,633,362,148,137,9,17,1179,825,2558,982,1462,871,197,281,121,208,58,114,100,150,8718,2023,2065,850,420,336,787,502,436,301,0,257,160,132,1633,621,1919,778,867,494,148,155,125,177,8,21,150,190,47212,5037,26564,3555,2450,710,339,248,2364,922,1305,679,306,291,1327,460,3051,904,5620,1357,5238,1333,2811,942,1375,745,207,178,171,203,20648,2245,2258,655,413,332,2470,590,1147,413,265,191,496,352,2424,731,3629,823,4078,836,2473,823,718,325,254,282,23,35,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6162726,59183,1192925,39645,544492,21604,81450,5951,14858,2551,94389,6862,42932,4300,13947,2007,24802,2871,59142,4455,80928,5839,65244,4332,35505,3794,18459,1934,8360,1766,4476,1160,648433,22103,82636,5037,16710,2624,87680,6035,40898,3457,15806,2260,27514,2532,79608,5483,113226,6828,92437,5089,43941,3343,23994,2860,12526,2104,11457,1925,4969801,50092,2591083,29341,230414,8272,43669,3715,250749,8603,129631,5910,41675,3142,88134,4445,316656,8047,524715,12509,443072,8704,285368,7008,139506,3880,60825,3708,36669,2983,2378718,26682,219110,7945,39669,3625,247141,7573,124568,5525,44849,3270,80261,3985,275365,7106,419030,9125,377998,6477,273449,7105,146825,4824,77378,3800,53075,3969,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,327833,13792,71037,7543,34155,4193,6196,1424,1288,586,5018,1418,3312,1074,628,430,1485,633,4171,1221,5120,1268,3557,992,1652,631,1048,492,573,371,107,127,36882,4234,4881,1258,1131,669,4482,1104,1514,571,892,428,1430,599,4568,1068,7318,1468,5088,1211,3389,1010,989,583,871,422,329,276,256796,13091,139383,7802,9800,1859,2278,761,10999,1792,6307,1091,2570,908,4111,1014,17271,2183,30700,3417,24204,2266,17051,2043,8608,1253,3602,977,1882,551,117413,7104,10613,1572,2382,664,12485,1935,5562,1306,1846,608,4185,828,11223,1498,20597,2280,19481,2111,16043,1666,7205,1330,3829,740,1962,591,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,177554,9866,44707,5956,21882,3177,3277,867,924,446,3170,984,1325,494,302,271,1551,687,4010,1047,3382,1267,1856,728,762,475,782,412,343,279,198,227,22825,3293,2666,879,679,452,2752,834,1052,514,362,258,670,388,2714,810,5191,1184,3550,1012,1532,598,1034,482,565,371,58,101,132847,9766,70281,5374,4350,1208,877,508,6285,1275,2914,752,870,312,2930,809,8903,2026,16231,2571,13612,1840,8614,1605,3187,822,1248,577,260,264,62566,5474,5703,1414,243,215,5067,1144,3272,952,1940,785,2346,650,6871,1239,12121,1773,10913,1580,8391,1400,3222,819,1057,457,1420,654,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,755480,24213,137200,11000,58900,5610,9135,1867,1328,573,7634,1885,4884,1351,1297,574,2457,770,6738,1571,8541,1642,7490,1397,3546,1209,2941,1314,2233,747,676,383,78300,7004,9961,2139,1718,758,7253,1725,2881,1012,1186,524,2227,666,12659,2141,14408,2345,11189,1798,6092,1279,3395,1051,3034,824,2297,899,618280,23023,333189,13161,20279,2678,3588,987,28367,2997,16720,2289,4803,1095,10067,1477,44335,3428,75640,5447,63541,4539,34945,3541,20536,2298,6905,1602,3463,915,285091,12260,24012,3272,4563,1180,25579,2893,13894,1949,5354,1104,9841,1572,27920,2922,51838,3689,50958,3172,37586,3375,19913,2441,7434,1389,6199,1324,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
