GEO_ID,B23002I_001E,B23002I_001M,B23002I_002E,B23002I_002M,B23002I_003E,B23002I_003M,B23002I_004E,B23002I_004M,B23002I_005E,B23002I_005M,B23002I_006E,B23002I_006M,B23002I_007E,B23002I_007M,B23002I_008E,B23002I_008M,B23002I_009E,B23002I_009M,B23002I_010E,B23002I_010M,B23002I_011E,B23002I_011M,B23002I_012E,B23002I_012M,B23002I_013E,B23002I_013M,B23002I_014E,B23002I_014M,B23002I_015E,B23002I_015M,B23002I_016E,B23002I_016M,B23002I_017E,B23002I_017M,B23002I_018E,B23002I_018M,B23002I_019E,B23002I_019M,B23002I_020E,B23002I_020M,B23002I_021E,B23002I_021M,B23002I_022E,B23002I_022M,B23002I_023E,B23002I_023M,B23002I_024E,B23002I_024M,B23002I_025E,B23002I_025M,B23002I_026E,B23002I_026M,B23002I_027E,B23002I_027M,B23002I_028E,B23002I_028M,B23002I_029E,B23002I_029M,B23002I_030E,B23002I_030M,B23002I_031E,B23002I_031M,B23002I_032E,B23002I_032M,B23002I_033E,B23002I_033M,B23002I_034E,B23002I_034M,B23002I_035E,B23002I_035M,B23002I_036E,B23002I_036M,B23002I_037E,B23002I_037M,B23002I_038E,B23002I_038M,B23002I_039E,B23002I_039M,B23002I_040E,B23002I_040M,B23002I_041E,B23002I_041M,B23002I_042E,B23002I_042M,B23002I_043E,B23002I_043M,B23002I_044E,B23002I_044M,B23002I_045E,B23002I_045M,B23002I_046E,B23002I_046M,B23002I_047E,B23002I_047M,B23002I_048E,B23002I_048M,B23002I_049E,B23002I_049M,B23002I_050E,B23002I_050M,B23002I_051E,B23002I_051M,B23002I_052E,B23002I_052M,B23002I_053E,B23002I_053M,B23002I_054E,B23002I_054M,B23002I_055E,B23002I_055M,B23002I_056E,B23002I_056M,B23002I_057E,B23002I_057M,B23002I_058E,B23002I_058M,B23002I_059E,B23002I_059M,B23002I_060E,B23002I_060M,B23002I_061E,B23002I_061M,B23002I_062E,B23002I_062M,B23002I_063E,B23002I_063M,B23002I_064E,B23002I_064M,B23002I_065E,B23002I_065M,B23002I_066E,B23002I_066M,B23002I_067E,B23002I_067M,B23002I_068E,B23002I_068M,B23002I_069E,B23002I_069M,B23002I_070E,B23002I_070M,B23002I_071E,B23002I_071M,B23002I_072E,B23002I_072M,B23002I_073E,B23002I_073M,B23002I_074E,B23002I_074M,B23002I_075E,B23002I_075M,B23002I_076E,B23002I_076M,B23002I_077E,B23002I_077M,B23002I_078E,B23002I_078M,B23002I_079E,B23002I_079M,NAME,B23002I_001MA,B23002I_001EA,B23002I_002EA,B23002I_002MA,B23002I_003EA,B23002I_003MA,B23002I_004EA,B23002I_004MA,B23002I_005EA,B23002I_005MA,B23002I_006MA,B23002I_006EA,B23002I_007EA,B23002I_007MA,B23002I_008EA,B23002I_008MA,B23002I_009EA,B23002I_009MA,B23002I_010EA,B23002I_010MA,B23002I_011EA,B23002I_011MA,B23002I_012MA,B23002I_012EA,B23002I_013EA,B23002I_013MA,B23002I_014EA,B23002I_014MA,B23002I_015EA,B23002I_015MA,B23002I_016EA,B23002I_016MA,B23002I_017MA,B23002I_017EA,B23002I_018EA,B23002I_018MA,B23002I_019EA,B23002I_019MA,B23002I_020EA,B23002I_020MA,B23002I_021EA,B23002I_021MA,B23002I_022EA,B23002I_022MA,B23002I_023MA,B23002I_023EA,B23002I_024MA,B23002I_024EA,B23002I_025MA,B23002I_025EA,B23002I_026EA,B23002I_026MA,B23002I_027EA,B23002I_027MA,B23002I_028EA,B23002I_028MA,B23002I_029EA,B23002I_029MA,B23002I_030MA,B23002I_030EA,B23002I_031MA,B23002I_031EA,B23002I_032EA,B23002I_032MA,B23002I_033EA,B23002I_033MA,B23002I_034EA,B23002I_034MA,B23002I_035MA,B23002I_035EA,B23002I_036MA,B23002I_036EA,B23002I_037EA,B23002I_037MA,B23002I_038EA,B23002I_038MA,B23002I_039EA,B23002I_039MA,B23002I_040MA,B23002I_040EA,B23002I_041MA,B23002I_041EA,B23002I_042EA,B23002I_042MA,B23002I_043EA,B23002I_043MA,B23002I_044EA,B23002I_044MA,B23002I_045MA,B23002I_045EA,B23002I_046MA,B23002I_046EA,B23002I_047EA,B23002I_047MA,B23002I_048EA,B23002I_048MA,B23002I_049EA,B23002I_049MA,B23002I_050MA,B23002I_050EA,B23002I_051MA,B23002I_051EA,B23002I_052EA,B23002I_052MA,B23002I_053EA,B23002I_053MA,B23002I_054EA,B23002I_054MA,B23002I_055EA,B23002I_055MA,B23002I_056MA,B23002I_056EA,B23002I_057EA,B23002I_057MA,B23002I_058EA,B23002I_058MA,B23002I_059EA,B23002I_059MA,B23002I_060EA,B23002I_060MA,B23002I_061MA,B23002I_061EA,B23002I_062EA,B23002I_062MA,B23002I_063EA,B23002I_063MA,B23002I_064EA,B23002I_064MA,B23002I_065EA,B23002I_065MA,B23002I_066EA,B23002I_066MA,B23002I_067MA,B23002I_067EA,B23002I_068EA,B23002I_068MA,B23002I_069EA,B23002I_069MA,B23002I_070EA,B23002I_070MA,B23002I_071EA,B23002I_071MA,B23002I_072MA,B23002I_072EA,B23002I_073MA,B23002I_073EA,B23002I_074MA,B23002I_074EA,B23002I_075MA,B23002I_075EA,B23002I_076EA,B23002I_076MA,B23002I_077EA,B23002I_077MA,B23002I_078EA,B23002I_078MA,B23002I_079EA,B23002I_079MA,state
0400000US01,74267,1887,41557,1677,4510,1059,2660,924,0,265,2660,924,2522,908,138,117,1850,610,6805,897,6387,876,60,110,6327,892,6303,897,24,47,418,279,27707,1688,25359,1685,525,401,24834,1667,23290,1626,1544,574,2348,736,1786,495,1346,553,0,265,1346,553,1223,499,123,203,440,251,301,236,34,65,34,65,0,265,267,218,448,281,187,224,187,224,0,265,261,188,32710,1522,3393,1076,1107,612,0,265,1107,612,961,569,146,235,2286,810,5758,1203,3672,1028,57,97,3615,1040,2980,893,635,505,2086,672,19827,1346,11636,1439,38,74,11598,1436,10692,1453,906,414,8191,1544,1847,490,785,258,0,265,785,258,748,249,37,70,1062,405,279,279,0,265,0,265,0,265,279,279,1606,567,194,196,143,140,51,82,1412,559,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1191800,2528,623403,1957,64511,2153,28316,2477,90,185,28226,2490,23472,2262,4754,1042,36195,2789,79739,934,67340,1985,920,661,66420,1995,62415,2299,4005,1087,12399,1778,399321,958,351232,3630,604,332,350628,3619,336258,4223,14370,2351,48089,3621,44612,673,28431,1589,0,291,28431,1589,27992,1627,439,281,16181,1655,12523,1414,5111,1183,5111,1183,0,291,7412,1054,22697,1410,2790,737,2651,726,139,208,19907,1328,568397,1875,57928,2002,23311,1734,49,80,23262,1732,19749,1835,3513,875,34617,2388,67503,1703,41847,2297,475,492,41372,2250,36989,2530,4383,1219,25656,2374,351013,1864,226841,5778,195,233,226646,5800,213735,5705,12911,1810,124172,5567,45870,651,20453,1825,0,291,20453,1825,19168,1797,1285,715,25417,1925,14114,1394,2203,696,2187,696,16,29,11911,1344,31969,1463,1723,507,1723,507,0,291,30246,1524,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,90175,1599,51770,1721,4840,808,2637,675,0,257,2637,675,2048,705,589,383,2203,644,7173,1202,6414,1207,25,38,6389,1200,6066,1258,323,351,759,390,34869,1422,31664,1543,80,117,31584,1540,30496,1643,1088,553,3205,1057,3448,971,3020,922,0,257,3020,922,3020,922,0,257,428,326,957,443,302,262,302,262,0,257,655,446,483,295,0,257,0,257,0,257,483,295,38405,1531,3622,729,1696,539,0,257,1696,539,1159,514,537,284,1926,485,6129,1035,3536,805,54,100,3482,758,2626,916,856,692,2593,843,25482,1410,16114,1383,47,78,16067,1376,14753,1411,1314,568,9368,1339,1932,719,930,571,0,257,930,571,812,511,118,208,1002,472,490,410,148,257,0,257,148,257,342,299,750,430,108,170,108,170,0,257,642,437,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8934918,6717,4606669,5132,466478,5283,191410,5424,2441,660,188969,5483,143295,5134,45674,3270,275068,6174,603036,1809,502111,5251,8092,1219,494019,5326,448811,6111,45208,3358,100925,5080,2926579,1288,2592604,8447,9274,1467,2583330,8251,2450906,9724,132424,6080,333975,8427,334958,1480,230912,4794,0,289,230912,4794,217786,4747,13126,1777,104046,4745,95470,3265,31432,2918,29783,2960,1649,665,64038,3669,180148,3479,17859,2106,16971,2063,888,374,162289,3648,4328249,4679,439110,4789,162155,5595,973,625,161182,5552,122950,4895,38232,3287,276955,6462,525006,1921,343585,6287,1892,875,341693,6340,303801,5966,37892,3418,181421,5817,2621242,1401,1729563,11470,1054,482,1728509,11468,1593022,12330,135487,6290,891679,11289,366261,868,172402,5178,0,289,172402,5178,160939,5165,11463,1912,193859,5168,110315,3188,21075,2048,18780,1898,2295,734,89240,3254,266315,3206,12411,1613,11896,1630,515,349,253904,3213,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,638194,1952,339525,1460,29067,1495,16476,1752,121,124,16355,1744,13060,1597,3295,924,12591,1507,42063,1240,35511,1511,725,302,34786,1555,31065,1550,3721,1139,6552,1223,221043,1229,193625,3300,1054,463,192571,3319,182974,3922,9597,2340,27418,3176,26326,878,16454,1402,0,271,16454,1402,15650,1349,804,422,9872,1275,6560,973,2018,653,1912,639,106,138,4542,910,14466,964,1376,572,1376,572,0,271,13090,1058,298669,1374,26639,1407,12000,1708,0,271,12000,1708,8422,1513,3578,923,14639,1512,34688,1273,23847,1884,172,253,23675,1875,21216,1615,2459,848,10841,1710,186558,1410,126211,3352,33,58,126178,3351,115723,3283,10455,1709,60347,3453,25088,612,11846,1281,0,271,11846,1281,11383,1227,463,285,13242,1269,8733,1232,1765,593,1626,589,139,158,6968,1156,16963,1264,1167,396,1128,389,39,81,15796,1268,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,278124,1073,140883,1054,14854,1006,7009,1145,32,41,6977,1141,5251,893,1726,674,7845,1095,17504,812,13399,1445,126,151,13273,1416,11300,1371,1973,705,4105,1224,90243,772,78393,1785,86,101,78307,1768,71896,2287,6411,1609,11850,1820,10875,448,7158,845,117,189,7041,862,6568,853,473,333,3717,768,3060,714,713,536,713,536,0,269,2347,514,4347,635,899,467,899,467,0,269,3448,762,137241,967,11969,859,6501,1001,0,269,6501,1001,4902,836,1599,664,5468,871,14866,602,11586,940,0,269,11586,940,9850,994,1736,569,3280,820,88271,720,63133,2660,0,269,63133,2660,55676,2754,7457,1287,25138,2639,11913,264,5041,968,0,269,5041,968,4447,908,594,361,6872,938,2981,689,461,338,461,338,0,269,2520,676,7241,821,698,494,592,484,106,173,6543,847,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2785005,3425,1403032,3360,104200,2602,47692,3105,949,422,46743,3106,39838,2884,6905,1227,56508,3402,148765,2988,121612,3494,1624,524,119988,3515,111880,3895,8108,1846,27153,2632,861096,2544,771253,4852,2578,785,768675,5013,742376,6227,26299,3411,89843,4581,135217,1273,96729,3147,0,300,96729,3147,93292,3104,3437,945,38488,3219,46129,2600,17639,2247,16499,2166,1140,618,28490,2642,107625,2817,15525,2306,14813,2315,712,439,92100,3286,1381973,3352,98791,3167,35840,2828,50,85,35790,2829,29386,2593,6404,1207,62951,3519,125933,2345,88788,3953,0,300,88788,3953,80532,4046,8256,1714,37145,3190,789043,2073,566775,7492,269,220,566506,7489,533546,7924,32960,3159,222268,7565,153378,948,81392,3134,0,300,81392,3134,76151,3074,5241,1162,71986,3286,61076,2747,12920,1790,12346,1775,574,365,48156,2930,153752,2962,6650,1236,6360,1274,290,215,147102,3080,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
