GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001MA,B21001C_001EA,B21001C_002EA,B21001C_002MA,B21001C_003MA,B21001C_003EA,B21001C_004MA,B21001C_004EA,B21001C_005MA,B21001C_005EA,B21001C_006MA,B21001C_006EA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009EA,B21001C_009MA,B21001C_010MA,B21001C_010EA,B21001C_011MA,B21001C_011EA,B21001C_012EA,B21001C_012MA,B21001C_013EA,B21001C_013MA,B21001C_014EA,B21001C_014MA,B21001C_015MA,B21001C_015EA,B21001C_016MA,B21001C_016EA,B21001C_017EA,B21001C_017MA,B21001C_018EA,B21001C_018MA,B21001C_019EA,B21001C_019MA,B21001C_020EA,B21001C_020MA,B21001C_021MA,B21001C_021EA,B21001C_022MA,B21001C_022EA,B21001C_023EA,B21001C_023MA,B21001C_024EA,B21001C_024MA,B21001C_025EA,B21001C_025MA,B21001C_026MA,B21001C_026EA,B21001C_027MA,B21001C_027EA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030EA,B21001C_030MA,B21001C_031EA,B21001C_031MA,B21001C_032MA,B21001C_032EA,B21001C_033MA,B21001C_033EA,state
0400000US01,15058,1789,6913,1124,1882,556,119,129,1763,544,3393,832,387,209,3006,829,1131,359,466,245,665,291,446,269,206,192,240,213,61,85,61,85,0,265,8145,1199,2657,718,0,265,2657,718,4110,710,316,262,3794,720,721,279,68,118,653,260,458,355,0,265,458,355,199,156,0,265,199,156,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60797,2161,28926,1461,10697,998,393,210,10304,998,12366,1034,1723,502,10643,991,3417,511,1280,315,2137,487,1898,337,1093,301,805,284,548,105,172,92,376,108,31871,1557,11506,1228,188,157,11318,1232,12614,895,306,344,12308,919,3700,378,79,113,3621,397,2244,472,0,235,2244,472,1807,419,0,235,1807,419,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,182071,4363,85803,2610,37202,2230,1183,566,36019,2282,31865,1815,4015,1148,27850,1864,8335,731,2950,722,5385,850,5947,875,1231,514,4716,849,2454,771,989,642,1465,520,96268,2858,39037,1869,448,359,38589,1931,37132,1476,459,354,36673,1504,9488,747,80,115,9408,734,6683,935,0,291,6683,935,3928,904,44,78,3884,899,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,16862,1599,8235,1229,3436,754,312,202,3124,746,3101,840,613,409,2488,717,1046,455,748,408,298,186,570,264,180,155,390,232,82,109,0,257,82,109,8627,1204,3535,902,9,16,3526,904,2584,564,19,33,2565,559,1228,472,0,257,1228,472,477,284,0,257,477,284,803,402,0,257,803,402,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,202604,7482,101570,5126,36964,3322,1993,867,34971,3162,41332,2602,5921,1128,35411,2496,13470,1598,5033,992,8437,1203,6281,1210,3154,863,3127,869,3523,841,2491,687,1032,473,101034,3944,34123,2723,1162,716,32961,2650,40080,2475,596,491,39484,2380,14906,1539,133,194,14773,1528,7332,1068,47,78,7285,1054,4593,835,0,289,4593,835,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31401,2706,16536,1783,6455,1286,226,211,6229,1258,6021,1110,1169,450,4852,1088,2686,702,1139,430,1547,546,896,453,478,353,418,222,478,286,323,242,155,151,14865,1583,4703,874,50,67,4653,877,6626,1097,345,347,6281,1044,2194,660,0,271,2194,660,689,333,26,51,663,326,653,298,0,271,653,298,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,43641,3971,21564,2821,5925,1338,437,395,5488,1254,10740,2203,2279,923,8461,1972,3397,914,1694,685,1703,566,1083,534,819,514,264,209,419,262,350,241,69,107,22077,2240,6615,1288,145,169,6470,1283,8985,1613,273,255,8712,1605,3864,981,55,94,3809,990,1536,613,0,300,1536,613,1077,428,0,300,1077,428,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,15284,2214,8018,1540,2514,932,200,177,2314,910,3498,939,1061,631,2437,658,1438,560,1002,423,436,325,170,257,40,61,130,248,398,338,264,267,134,165,7266,1335,2087,750,0,292,2087,750,3645,866,343,257,3302,853,1347,413,0,292,1347,413,86,140,0,292,86,140,101,117,0,292,101,117,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11376,1331,4921,704,1742,542,121,117,1621,535,1927,468,478,258,1449,422,786,371,399,287,387,254,404,233,349,224,55,48,62,48,47,44,15,33,6455,1151,2231,684,0,253,2231,684,2126,553,0,253,2126,553,978,447,0,253,978,447,824,454,0,253,824,454,296,192,0,253,296,192,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,17455,1958,8240,1219,3077,652,218,173,2859,641,3091,732,421,282,2670,721,1481,675,395,242,1086,597,420,294,201,222,219,209,171,145,29,42,142,138,9215,1334,2907,840,116,202,2791,834,4432,910,129,140,4303,890,1104,372,91,108,1013,363,537,252,74,119,463,257,235,198,0,261,235,198,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,8918,1515,4347,946,1067,436,128,109,939,412,2416,737,684,402,1732,640,615,374,241,164,374,336,213,193,117,145,96,120,36,63,0,263,36,63,4571,1153,1075,509,0,263,1075,509,2293,787,44,87,2249,802,635,318,87,143,548,284,322,201,0,263,322,201,246,178,0,263,246,178,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
