GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002EA,B21001D_002MA,B21001D_003EA,B21001D_003MA,B21001D_004MA,B21001D_004EA,B21001D_005MA,B21001D_005EA,B21001D_006EA,B21001D_006MA,B21001D_007EA,B21001D_007MA,B21001D_008EA,B21001D_008MA,B21001D_009MA,B21001D_009EA,B21001D_010EA,B21001D_010MA,B21001D_011MA,B21001D_011EA,B21001D_012MA,B21001D_012EA,B21001D_013EA,B21001D_013MA,B21001D_014MA,B21001D_014EA,B21001D_015MA,B21001D_015EA,B21001D_016MA,B21001D_016EA,B21001D_017MA,B21001D_017EA,B21001D_018EA,B21001D_018MA,B21001D_019EA,B21001D_019MA,B21001D_020MA,B21001D_020EA,B21001D_021MA,B21001D_021EA,B21001D_022MA,B21001D_022EA,B21001D_023MA,B21001D_023EA,B21001D_024EA,B21001D_024MA,B21001D_025MA,B21001D_025EA,B21001D_026MA,B21001D_026EA,B21001D_027MA,B21001D_027EA,B21001D_028MA,B21001D_028EA,B21001D_029EA,B21001D_029MA,B21001D_030EA,B21001D_030MA,B21001D_031EA,B21001D_031MA,B21001D_032MA,B21001D_032EA,B21001D_033MA,B21001D_033EA,state
0400000US01,34039,2204,15380,1719,6351,1072,109,131,6242,1051,6595,890,236,261,6359,848,1499,526,119,94,1380,517,571,462,0,265,571,462,364,245,34,55,330,239,18659,1274,7459,1088,0,265,7459,1088,7845,1114,12,21,7833,1116,1987,634,0,265,1987,634,834,418,0,265,834,418,534,281,0,265,534,281,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23240,1170,10137,991,2978,587,117,158,2861,569,4968,675,447,342,4521,709,1382,463,42,73,1340,457,502,260,110,121,392,261,307,294,0,235,307,294,13103,799,3842,625,0,235,3842,625,5909,720,52,61,5857,728,1538,333,0,235,1538,333,1118,502,0,235,1118,502,696,432,0,235,696,432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,112476,1532,52168,1080,21588,1075,1505,663,20083,1156,21037,736,792,410,20245,863,5177,524,1389,635,3788,642,3067,264,306,219,2761,325,1299,311,506,294,793,342,60308,1245,22401,949,807,572,21594,978,24736,877,351,284,24385,927,7069,394,18,20,7051,393,3789,310,0,291,3789,310,2313,395,0,291,2313,395,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3524223,9953,1659677,5795,561846,5054,12497,1954,549349,5664,681336,3152,31530,2902,649806,4275,207150,1790,23869,2317,183281,2346,120988,1319,15274,1716,105714,1992,88357,999,21277,1961,67080,2034,1864546,6361,575534,4150,2176,719,573358,4173,758922,3493,3422,867,755500,3639,243012,1491,1370,500,241642,1608,154362,1342,574,331,153788,1402,132716,1201,877,440,131839,1174,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,101023,2574,47254,1766,19691,1417,428,350,19263,1454,20293,1398,1539,705,18754,1345,3716,761,733,353,2983,724,1893,610,224,314,1669,544,1661,597,708,398,953,476,53769,1625,19914,1244,323,261,19591,1294,22146,1038,169,169,21977,1035,6174,841,82,132,6092,887,3393,683,0,271,3393,683,2142,672,0,271,2142,672,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,89050,1468,43272,1134,17208,617,68,132,17140,625,18840,878,109,136,18731,857,4088,472,742,429,3346,635,2240,515,113,142,2127,474,896,395,196,173,700,361,45778,874,18110,879,247,350,17863,925,19269,711,131,148,19138,697,4817,509,0,269,4817,509,2533,554,0,269,2533,554,1049,412,0,269,1049,412,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,17719,800,8276,527,3424,383,232,239,3192,418,3406,305,0,261,3406,305,601,254,95,155,506,247,558,243,98,108,460,231,287,203,63,100,224,177,9443,443,3746,377,48,75,3698,392,3638,411,0,261,3638,411,1079,124,0,261,1079,124,822,136,60,112,762,180,158,131,0,261,158,131,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,304914,3305,141768,2268,48369,2203,1559,958,46810,2217,62180,1907,2925,688,59255,1939,17467,1101,2449,587,15018,1136,8862,1116,939,420,7923,1069,4890,1040,1388,653,3502,858,163146,2137,51912,2125,1003,605,50909,2080,70628,1828,367,295,70261,1820,22947,1157,191,171,22756,1198,11053,1356,188,183,10865,1356,6606,1131,0,300,6606,1131,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,193300,2940,90417,2002,34963,1262,801,375,34162,1251,39945,1438,556,390,39389,1509,9305,828,549,306,8756,777,4295,842,452,436,3843,791,1909,793,279,270,1630,787,102883,1974,38592,1540,62,102,38530,1555,45091,1598,102,167,44989,1608,11276,1042,0,292,11276,1042,4733,1049,66,109,4667,1058,3191,842,0,292,3191,842,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,426515,6485,197345,3883,46646,2468,1623,686,45023,2510,73505,2141,7094,1201,66411,2400,31840,946,9338,995,22502,1248,20645,731,9306,860,11339,1035,24709,441,11988,1009,12721,1085,229170,3969,46768,2411,646,600,46122,2452,81494,2093,959,570,80535,2095,36282,1157,263,198,36019,1167,27285,819,164,122,27121,820,37341,744,364,196,36977,769,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,419481,2937,204582,1967,80017,1746,1442,775,78575,1844,82282,1228,1450,567,80832,1168,23931,745,1806,878,22125,1095,12539,647,360,257,12179,644,5813,511,1141,384,4672,601,214899,2266,79275,1639,184,183,79091,1627,85879,1404,349,285,85530,1419,26932,778,68,107,26864,783,13951,461,0,261,13951,461,8862,635,0,261,8862,635,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,62133,1946,30469,1269,14294,1309,108,118,14186,1302,11476,1158,435,392,11041,1223,3208,853,302,344,2906,712,1155,464,0,263,1155,464,336,262,172,210,164,155,31664,1619,12193,1323,0,263,12193,1323,13607,1350,567,517,13040,1428,3897,838,0,263,3897,838,978,428,0,263,978,428,989,628,0,263,989,628,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34395,1757,17297,1130,8839,879,144,142,8695,878,6405,721,185,225,6220,706,1130,404,0,221,1130,404,638,302,88,111,550,303,285,200,81,95,204,144,17098,1319,7398,1038,183,221,7215,1028,6831,912,190,284,6641,833,1395,452,0,221,1395,452,727,330,0,221,727,330,747,402,0,221,747,402,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46386,1700,22824,1078,9802,960,138,116,9664,954,9232,921,425,316,8807,870,2198,487,273,255,1925,432,984,433,109,118,875,439,608,429,146,193,462,376,23562,1002,9889,754,77,151,9812,765,9107,808,70,114,9037,813,3232,687,57,103,3175,674,716,342,0,237,716,342,618,286,0,237,618,286,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43809,1665,22052,1181,9445,1458,116,199,9329,1435,7969,1044,316,255,7653,1066,2672,601,0,267,2672,601,1402,476,120,179,1282,455,564,462,37,65,527,460,21757,1601,8794,1712,56,115,8738,1693,7693,823,10,18,7683,822,3110,806,0,267,3110,806,993,530,0,267,993,530,1167,536,15,24,1152,535,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,215387,2332,101563,1585,34898,1197,1071,666,33827,1348,43553,1111,1608,776,41945,1306,13032,589,1125,482,11907,663,7091,602,691,353,6400,639,2989,448,468,339,2521,419,113824,1452,36754,1075,192,152,36562,1110,49735,1017,377,296,49358,986,14413,779,66,109,14347,791,8071,835,225,213,7846,857,4851,644,0,277,4851,644,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,240230,2697,117228,1871,51377,1536,834,615,50543,1470,46482,1233,479,361,46003,1268,10378,689,853,502,9525,577,5806,543,426,276,5380,521,3185,674,534,339,2651,663,123002,1576,53320,1488,221,232,53099,1517,47684,932,54,88,47630,938,11241,658,0,277,11241,658,6455,571,41,62,6414,588,4302,604,0,277,4302,604,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
